Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Tony C,Jan 2024,2.0 of 5 bubbles,Price doesn’t match the quality and service. ,Not worth the price. The price does not match the service and quality.  Moldy ceiling in bathroom with rusted trash can. Water stains everywhere.  Service at the restaurant was sub par with very rude and uncaring staff.  Could barely get a coffee with breakfast and no creamer offered or provided.  No one available to seat us but then rude when we tried to seat ourselves. Sub par selections at breakfast (not even bacon?).  All the bread was either stale or overcooked.  Save your money and go to Quest. Same quality at half the price.,January 2024,NA
MichelleGCanada123,Jan 2024,5.0 of 5 bubbles,Great stay with amazing service!,"Stayed for a week for business, then returned for a couple of days for personal stay. The service was outstanding, the food was great, the room was clean, bed was good, size was average. Nothing to complain about, was a great experience! Right next to the mall with everything you'd ever need.",December 2023,NA
kristinejoy23,Jan 2024,5.0 of 5 bubbles,Great for International Conferences,"Great for functions and events because the persons in-charge for sales and banquets are very hands on before, during and even after the event to ensure that everything is in order and there are no issues during the period of stay and conference.",October 2023,NA
Karen Ann G,Jan 2024,5.0 of 5 bubbles,Nob's Best Day,My cousins and nephews loved the whole experience. My nephew said it was the best day ever. Food was delicious and very accommodating hotel staff. Smiling front desk staff and the restaurant staff were very attentive to your needs. keep it up!,November 2023,NA
sshinju,Jan 2024,4.0 of 5 bubbles,Great  Clean Accommodation,"To be a 5 star hotel, I would say the hotel must have the SENCE of environment, impeccable SERVICE and Perfect AMENITIES.But due to the existing building constrain it might be little bit hard to achieve all that... but still there are many things that can be changed, especially the SERVICE.Please try to ask your top executive to stay for at least 4~7days and find what is missing in the service... long wait in the operator... not enough staffs to handle the demands... slow room service... and top of all I cannot see or feel any SELLING POINT of the Hotel...So, the price is in the 4 star hotel range but service is 2 to 3 star....Read more",January 2024,NA
gerrymalapinganjr,Jan 2024,4.0 of 5 bubbles,Great Stay at SEDA,"I'll recommend SEDA to my friends and relatives because they will not waste their money on staying on this Hotel. All staff are friendly and helpful. Facility is clean , food is great , room is comfortable.",December 2023,NA
yiyi2024,Jan 2024,4.0 of 5 bubbles,Good,"I enjoyed all of my time staying at Seda. I had a good experience of Sebu by staying at Seda. Next time, when I come to Sebu , I will definitely stay at this hotel. Thank you for your courtesy during my stay.",December 2023,NA
2653657,Jan 2024,5.0 of 5 bubbles,good,"Seda Ayala provide to good service and the best position. So, i recommand this hotel. Seda is nearly Ayala mall. There is many restraunt, product and shop. If you go Seda, I want that you go to Ayala.",October 2023,NA
yamietan,Jan 2024,5.0 of 5 bubbles,Loved the pillows!,Overall really awesome stay! I especially loved the pillows. Love the location since it's just beside the mall. No crossing the road needed.Improve salad options and maybe install carpets on room floors.,December 2023,NA
cbvidal,Jan 2024,5.0 of 5 bubbles,worth it!,"The rooms were clean, very comfortable, and the staff was amazing. I highly recommend this hotel for anyone visiting cebu.The sevice was exceptional as well. Would definitely send a friend there. i had a wonderful experience. Every staff member were delightful and eager to help! Thank you! Will recommend to my colleagues!",November 2023,NA
milkymilky655,Jan 2024,5.0 of 5 bubbles,Thanks,Seda Ayala made our vacation perfect.  We LOVE the location as we frequent the AYALA MALL.  It is like the mall is part of the hotel.  Thanks for EVERYTHING.  Absolutely NO COMPLAINTS.  Everyone was very friendly and made our vacation a pleasure.,December 2023,NA
Joan D,Jan 2024,5.0 of 5 bubbles,One of the best business hotels in Cebu City,"Seda Ayala Center Cebu Hotel is one of the best options for business and even leisure trips. From its location, cleanliness, service and food, everything is great! Having the Ayala mall beside it is one of the biggest perks when you stay here. But the best for me is the room stay, with very comfortable beds and clean rooms!",December 2023,NA
aobasco,Dec 2023,5.0 of 5 bubbles,My cebu,We enjoy our trip to cebu as we enjoy our stay in seda. We love the food and we get to relax in the hotel and enjoy shopping in ayala center. We highly recommend seda cebu to 1st time travelers to cebu like us.,December 2023,NA
papymaster24,Dec 2023,5.0 of 5 bubbles,TOP ADRESS IN CENTER OF CEBU!!,"Modern hotel, clean, professional service, rooms well equiped, very comfortable, top breakfast buffet, 2mn from Ayala Center.We enjoyed every minute of our stay.The price was reasonable for the overall quality.Very good address if you need to sleep in Cebu's City center.Read more",December 2023,NA
angelcon112021,Dec 2023,5.0 of 5 bubbles,Good Customer Service,"Very accommodating staff! Very clean and comfortable place to stay. We had so much fun. if will go back to Cebu, we will definitely stay in SEDA Ayala Center. Keep it up! See you again soon. Happy Holidays!",December 2023,NA
jack,Dec 2023,5.0 of 5 bubbles,Christmas Vacation,A very clean and pleasant stay with a terrific and outstanding staff. The staff always treated us by name. Conveniently located to shopping and tourist areas. The room was clean and comfortable. You can’t go wrong staying here.,December 2023,NA
jsalvador2023,Dec 2023,5.0 of 5 bubbles,2023 CEBU SEDA,"I have  a great stay here. My only concern is their bidet. Breakfast was great, but because of too many guest due to the holiday they missed to give coffee. Anyway I am not that too VIP, I can get my own coffee. Thank you so much. See you next year!!!!",December 2023,NA
FoxyB143,Dec 2023,5.0 of 5 bubbles,Perfect location and amazing customer service,We loved staying in Seda Hotel as it’s super convenient going to the tourist attractions in cebu esp Ayala Mall is just beside the Hotel. There was no available club room which is what we’ve initially reserved but we got upgraded to a suite room. Every food and beverage from the Executive lounge was good and the customer service was also amazing where each hotel crew has been very attentive to whatever we need. The room’s also been cleaned well. We’ll definitely be back again!,December 2023,NA
clairea12345,Dec 2023,5.0 of 5 bubbles,Great stay,Seda Ayala Cebu is by far the best branch in the country that I’ve been to. The room and cleanliness is top quality. I’m recommending it to my colleagues and I will definitely be coming back here soon.,December 2023,NA
Cruiser08035965412,Dec 2023,5.0 of 5 bubbles,Weekend Stay for December,"Seda is your not your typical business hotel but can also be one of your weekend leisure trips. What I like about our stay was the superb quality of service as expected. On hindsight, I initially thought there was no sauna as it's not indicated in the amenities but was very happy to know that there's one.",December 2023,NA
mjjfernandez,Dec 2023,5.0 of 5 bubbles,Home away from home,"Seda Ayala Cebu patron here. Always my first choice when I do my business trips because of the convenience of location and everything I needed is within reach. Plus, exceptional service and hearty breakfast.",December 2023,NA
aobasco,Dec 2023,5.0 of 5 bubbles,My cebu,We enjoy our trip to cebu as we enjoy our stay in seda. We love the food and we get to relax in the hotel and enjoy shopping in ayala center. We highly recommend seda cebu to 1st time travelers to cebu like us.,December 2023,NA
papymaster24,Dec 2023,5.0 of 5 bubbles,TOP ADRESS IN CENTER OF CEBU!!,"Modern hotel, clean, professional service, rooms well equiped, very comfortable, top breakfast buffet, 2mn from Ayala Center.We enjoyed every minute of our stay.The price was reasonable for the overall quality.Very good address if you need to sleep in Cebu's City center.Read more",December 2023,NA
angelcon112021,Dec 2023,5.0 of 5 bubbles,Good Customer Service,"Very accommodating staff! Very clean and comfortable place to stay. We had so much fun. if will go back to Cebu, we will definitely stay in SEDA Ayala Center. Keep it up! See you again soon. Happy Holidays!",December 2023,NA
jack,Dec 2023,5.0 of 5 bubbles,Christmas Vacation,A very clean and pleasant stay with a terrific and outstanding staff. The staff always treated us by name. Conveniently located to shopping and tourist areas. The room was clean and comfortable. You can’t go wrong staying here.,December 2023,NA
jsalvador2023,Dec 2023,5.0 of 5 bubbles,2023 CEBU SEDA,"I have  a great stay here. My only concern is their bidet. Breakfast was great, but because of too many guest due to the holiday they missed to give coffee. Anyway I am not that too VIP, I can get my own coffee. Thank you so much. See you next year!!!!",December 2023,NA
FoxyB143,Dec 2023,5.0 of 5 bubbles,Perfect location and amazing customer service,We loved staying in Seda Hotel as it’s super convenient going to the tourist attractions in cebu esp Ayala Mall is just beside the Hotel. There was no available club room which is what we’ve initially reserved but we got upgraded to a suite room. Every food and beverage from the Executive lounge was good and the customer service was also amazing where each hotel crew has been very attentive to whatever we need. The room’s also been cleaned well. We’ll definitely be back again!,December 2023,NA
clairea12345,Dec 2023,5.0 of 5 bubbles,Great stay,Seda Ayala Cebu is by far the best branch in the country that I’ve been to. The room and cleanliness is top quality. I’m recommending it to my colleagues and I will definitely be coming back here soon.,December 2023,NA
Cruiser08035965412,Dec 2023,5.0 of 5 bubbles,Weekend Stay for December,"Seda is your not your typical business hotel but can also be one of your weekend leisure trips. What I like about our stay was the superb quality of service as expected. On hindsight, I initially thought there was no sauna as it's not indicated in the amenities but was very happy to know that there's one.",December 2023,NA
mjjfernandez,Dec 2023,5.0 of 5 bubbles,Home away from home,"Seda Ayala Cebu patron here. Always my first choice when I do my business trips because of the convenience of location and everything I needed is within reach. Plus, exceptional service and hearty breakfast.",December 2023,NA
slimmylady123,Nov 2023,5.0 of 5 bubbles,Very comfortable to stay with,"I must say, seda is worth of staying. The  staff are nice is very approachable, very friendly and most very important thing the place is clean. The most I like the buffet. Some of the staff knew us already as we knew them too.",November 2023,NA
Brett D,Oct 2023,5.0 of 5 bubbles,"Business Traveller - Great Value for Money, Great Team","Perfect location, super helpful and friendly team, great value for money, especially the club-level room with lounge access. Full gym was a nice plus - and plenty of capacity for that. Highly recommend",October 2023,NA
tatagen4,Oct 2023,5.0 of 5 bubbles,"""FILIPINO HOSPITALITY"" indeed","It was our first time to visit Cebu as a family. Our plan was to visit the historical places providing our kids more educational input. We chose SEDA AYALA CENTER CEBU since we were satisfied with the services of SEDA CAPITOL CENTRAL .Warm smiles greeted us at the front desk. We were soon led to avail of the buffet breakfast. When we decided to go to the mall, we were given direction courteously by a porter with a bow and hand on the chest - signifying Filipino hospitality indeed!",October 2023,NA
NidZ2023,Oct 2023,4.0 of 5 bubbles,Clean hotel and very good service,"Service from check in, breakfast and check out was smooth. Breakfast personnel were so accommodating and respectful. Good food too.  Compliments to the chef. We love to come back for a relaxing weekend.",October 2023,NA
apolisjohn,Oct 2023,5.0 of 5 bubbles,Cebu’s Standard in Hotel Service,Glad to choose Seda again in my short stay in Cebu. The staff made sure that out stay is stress free. Their service is consistent from our first to last day of stay.I’ll definitely choose this hotel on my next visit,October 2023,NA
Dreamer638912,Oct 2023,5.0 of 5 bubbles,Good choice of accommodation in Cebu,"Ayala mall is right next to it, so eating and shopping are very convenient. The cleaning is very clean, the breakfast has a variety of choices, and every service staff is kind and courteous. Very comfortable stay for three nights.",October 2023,NA
edmancilla,Oct 2023,5.0 of 5 bubbles,Seda means excellent service!,I had the best time at Seda Hotel I attended a National Convention for School Administrators in Cebu for 5 days and Seda provided the best accommodation. Highly recommended. Seda must be your top hotel choice when you visit Cebu!,October 2023,NA
Gemma O,Oct 2023,5.0 of 5 bubbles,Excellent,Seda is the best hotel to stay on Cebu as ots very near Ayala Mall where u can shop and dine conveniently. The food is great with lots of food selection to choose from. Our waitstaff ANGELICA and SAMANTHA including their Manager CHARLES were very efficient. We will be back soon with the rest of the family for sure,October 2023,NA
christybautista99,Oct 2023,5.0 of 5 bubbles,Great Stay,We were satisfied with our stay in this hotel. All the staffs were acccomodating. The food was really delish and our room was tidy. The location is really accessible to Ayala mall so it was very convenient for us. We enjoyed our stay here.,October 2023,NA
vanessamadayagfwd,Oct 2023,5.0 of 5 bubbles,Overnight stay was awesome.,"From check in to queries to check out, everything was smooth. Breakfast was excellent and the waitress who served me coffee was very friendly. The omelette i had was also excellent. It was a very pleasant stay in the hotel.",September 2023,NA
Francis Allan A,Oct 2023,5.0 of 5 bubbles,Seda is it,"Nice place to stay in Cebu, hands down. Value for money, secure, and convenient. It is a the center of the city's growth area, has a mall nearby, and has well appointed and ample rooms for various kinds of travelers.",September 2023,NA
GTG65,Oct 2023,5.0 of 5 bubbles,Overall an excellent stay,enjoyed my stay.  from check in all the way to check out it was fast and speedy.  i was even asked if i would need a late check out without my even requesting - although i dont need one since i have to leave the hotel at 9 to catch my flight.,October 2023,NA
ledor72,Oct 2023,5.0 of 5 bubbles,Best hotel ever! Amenities are great and place is very clean. Highly recommended.  Staff are friendly and very courteous,Best hotel ever.  Amenities are great and hotel is very comfortable. Super clean rooms and great tasting food. I enjoyed the breakfast buffet. My favorite hot chocolate of tasty tablea is Super creamy.  Staff are very courteous and friendly. It is a relaxing stay. Thank you.,September 2023,NA
Oren Li,Oct 2023,4.0 of 5 bubbles,Good food for picky foreigners plus relaxing  comfortable bed,"We were pick up at the mactan airport by the hotel staff in a uniform but we found out  it wasn't a hotel car service  but owned by one of their employees to whom they contacted. We were a bit hesitant because usually it's a hotel service it would be nice to be informed that's all. Everything was okay the driver was polite and  very informative that made the travel short. The hotel is beautiful and we loved the breakfast plus near Ayala mall . The room is nice and clean, we had to turn off the ac because it was so cold we slept good but we woke up not feeling well..yay haha It's a good place to stay.  Thank you",November 2022,NA
theSHYexplorers,Oct 2023,3.0 of 5 bubbles,"Exceptionally situated, but marred by the unpleasant odor of the hallway carpets.","I stayed for two nights in a room that offered views of Ayala Terraces and the pool area. The hotel lobby features a waiting area where guests can use a complimentary desktop PC for making future bookings. However, our experience was marred by an unpleasant and musty odor emanating from the carpets throughout the entire property. I strongly suggest that they consider either replacing or removing these carpets to enhance the overall quality of the facilities. Despite the age of the building, there is definitely room for improvement.The hotel's location, adjacent to Ayala Terraces, proves to be convenient for accessing Ayala Mall. Additionally, there is a small pool with a bar; however, the music from the pool bar can be quite disruptive for those who are seeking rest after a long and exhausting flight. It would be advisable for them to take measures to reduce the noise levels.",November 2022,NA
CJ S,Sep 2023,5.0 of 5 bubbles,Strong Recommendation,Food was amazing. Service is superb. Managers are approachable. Friendly staff. Convenient because it is near the mall. Not very expensive as I expected. The range of what you pay is worth the service. Highly recommended...............,March 2023,NA
Ivan S,Sep 2023,5.0 of 5 bubbles,Remarkably superb,I just cannot say enough good things about this hotel. Its my first time to visit cebu. Im so Impressed of the entire experience. Karen from front desk made my check-in process swift. Thanks also to Mary and Adonis of club lounge because of the attention and care consistently went above and beyond. I can't wait to return in cebu and stay in this hotel.  To all the staff sorry i can't remember their names thank you so much.,September 2023,NA
Gary A,Sep 2023,2.0 of 5 bubbles,My Prescription Glasses were Stolen from my room.,My prescription glasses worth $450 USD were Stolen from my Room while eating our breakfast. Security was very little help. It was the 2nd time we stayed there this summer.  Won't be returning. Cebu was a very good experience as a whole,August 2023,NA
seoym0826,Sep 2023,5.0 of 5 bubbles,valure for money and will stay again,it was lovely staying and what I like the most is responsiveness of all the staff and kindness. I 'll definitely stay at seda again. breakfast was good. it felt secured each time security guard at the gate checked whenever I entered.,August 2023,NA
rmbagsik,Sep 2023,5.0 of 5 bubbles,Leisure trip to Cebu City,Seda did not disappoint. Location is ideal and accessible to the mall and public transport. Restaurant staff and Front of House team are very helpful and friendly. The cleaning crew is thorough.  Overall - will definitely back once we visit Cebu city again.,August 2023,NA
pallegumaraojr,Aug 2023,5.0 of 5 bubbles,Seda Ayala,"We arrived past 10pm and our room was still reserved for us. The room was spacious and very cozy. There have been no problems during our stay. We were just there for a night, but we had a good time. The buffet was lovely as well. Can't wait for our nexr stay.",August 2023,NA
adal,Aug 2023,5.0 of 5 bubbles,Stress-free hotel stay,"Seda Ayala Centre Cebu is ideally located adjacent to the mall. Airport transfer was prompt and comfortable. Despite some online reservation hiccups, check-in was speedy since Gia at Front Desk quickly resolved the problem. Prior email arrangements with Misto Assistant Manager Adonis for lunch and dinner assured my group of a lovely and pleasurable dining experience. Angelica made sure we enjoyed our pasta and pizza buffet lunch which was quite interesting. We also got excellent menu recommendations from Camille who assisted my group of ten at dinner and everyone loved the a la carte dishes as well as her efficiency kind attention to detail. Breakfast buffet had the crispiest bacon, the freshest fruit, and a variety of dishes to relish. It was a very relaxing and hassle-free stay. Seda Ayala Centre Cebu will be my home whenever I visit Cebu City and I shall recommend to my friends and family.",August 2023,NA
Cliff C,Aug 2023,4.0 of 5 bubbles,staffs are very friendly and warm.,"The hotel's staff were wearing smile and polite all the time and gave me a lot of support when I needed.the room was clean and cozy, but noise seemed easily transparent from the one next door.   Gym equipment is maintained well, despite they had been used for years.  Besides that, this hotel is really recommended for the food, ambience, staffs, pool and pool side bar, and most importance is the location and even easy access to Ayala mall .",August 2023,NA
gerarduy2023,Aug 2023,4.0 of 5 bubbles,good place to stay,"very good service, satisfied, nice place to stay. airport and hotel transfer very prompt. no waiting time. we will definitely come back next time we visit cebu.  highly recommended.. same as your other affiliate hotels here in Metro Manila",August 2023,NA
Stay358177,Aug 2023,4.0 of 5 bubbles,Seda Ayala Center Cebu - Stay Review,"Our stay in the hotel was above expectations. The staff and crew were very pleasant and courteous enough to interact with. Rooms and amenities were pretty clean and convenient. Overall, our experience here in Seda Ayala Center Cebu was very good.",August 2023,NA
Gregg F,Aug 2023,4.0 of 5 bubbles,Nice time ant the Seda Ayala hotel,"Stopped in after a week of business travel for some relaxation.  The hotel is located in the heart of Cebu City next to a very nice mall. Firstly, the staff is really nice and helpful here. The ladies at the front desk helped us multiple times with finding places and making dinner reservations. The hotel is older with faded carpet, but is still quite nice and very clean. The best part is the room air conditioning works great and doesn’t turn off in the middle of the night like some other hotels.  When going into the Club Lounge, Mary was always there with a big smile and offered a little chit chat asking how the day went or how dinner was.  As a traveler with elite status at multiple hotel chains, I always appreciate that personal touch like remembering my name and the things I was doing while there and making sure I was happy.  Thank you Mary. Lastly I wanted to call out the wonderful breakfast buffet with foods from many culture as well as a very nice and attentive staff. It was a really nice stay and look forward to staying there again.",August 2023,NA
Apple T,Aug 2023,5.0 of 5 bubbles,Excellent Service,"Thanks to Christopher Crisologo for arranging a birthday cake. He is very professional in dealing guests needs. Marlo during bfast was very attentive,Nica, Karen at the front desk very efficient. Front desk staffforgot the name who extended our LCO was flexible.",August 2023,NA
Jess S,Aug 2023,4.0 of 5 bubbles,Good for families,"Stayed here twice on separate occasions during our recent holiday in Cebu. Staff were very friendly throughout the duration of both our stays. Front desk helped organised late check out and airport transfer, both reasonably priced. Location is fantastic, only a  5min walk to Ayala mall and the many restaurant options. Pool was ok, smaller than what we expected. Breakfast buffet was great, lots of options to choose from. Note need to go before 8am to avoid the rush otherwise will need to wait for a table. Beds are comfortable. Rooms are reasonably clean however the bathrooms could use a deep clean, visible mould in the shower, basin, bidet hose, and rusty garbage bin. There is a mini fridge in the rooms however they didn’t get very cold even after trying to adjust the settings.We stayed in room 915 which had a nice view of the city/mall and room 703 with an ok view. Overall we enjoyed our stay and will probably stay again on our next visit.",August 2023,NA
janethharvey,Aug 2023,5.0 of 5 bubbles,A gem in Cebu,"This was our first stay at the Seda brand, although we have stayed at this location when it was a Marriott.  We were quite  impressed with the quality of the rooms, the polite and very attentive staff, food, value, and overall atmosphere of this excellent hotel.  The hotel's proximity to an excellent mall, variety of food offerings, and atmosphere, were all excellent.  We look forward to our return trips.",July 2023,NA
Cindy T,Aug 2023,4.0 of 5 bubbles,Excellent service; food could use improvement.,"The service is great - efficient staff esp at the buffet room, in particular staff named Ivy and Angeline!  Our room is always nicely made up by our cleaners Rafgi and Julu!Food needs improvement though.   The congee is inconsistent, sometimes watery n sometimes thick.  There need to be a better toaster for breads that couldn't fit on slice bread slots. Attended the Seafood Friday, the service catering on servicing the lobster  was not only slow, it was chaotic such that our individual lobsters got mixed up at our table, some of which we didn't even order!  And the lobsters were not fresh - they were mushy rather than tangy.  Orange juice was too watered down.",August 2023,NA
Excursion12625727268,Aug 2023,5.0 of 5 bubbles,"Great hotel, great service.","Really nice hotel. The breakfast and dinner buffets were amazing, especially the seafood buffet on Friday’s.Special mention to Angelica on the day shift in the restaurant. Very friendly and made me feel very welcome.",August 2023,NA
ysilk85,Aug 2023,5.0 of 5 bubbles,good location,"It was so nice as a hotel located next to Ayala Mall, shopping and dining were so convenient, and the hotel breakfast was satisfactory. I was impressed by the fact that the staff were friendly and tried to help.",July 2023,NA
Stay358177,Aug 2023,4.0 of 5 bubbles,Seda Ayala Center Cebu - Stay Review,"Our stay in the hotel was above expectations. The staff and crew were very pleasant and courteous enough to interact with. Rooms and amenities were pretty clean and convenient. Overall, our experience here in Seda Ayala Center Cebu was very good.",August 2023,NA
Gregg F,Aug 2023,4.0 of 5 bubbles,Nice time ant the Seda Ayala hotel,"Stopped in after a week of business travel for some relaxation.  The hotel is located in the heart of Cebu City next to a very nice mall. Firstly, the staff is really nice and helpful here. The ladies at the front desk helped us multiple times with finding places and making dinner reservations. The hotel is older with faded carpet, but is still quite nice and very clean. The best part is the room air conditioning works great and doesn’t turn off in the middle of the night like some other hotels.  When going into the Club Lounge, Mary was always there with a big smile and offered a little chit chat asking how the day went or how dinner was.  As a traveler with elite status at multiple hotel chains, I always appreciate that personal touch like remembering my name and the things I was doing while there and making sure I was happy.  Thank you Mary. Lastly I wanted to call out the wonderful breakfast buffet with foods from many culture as well as a very nice and attentive staff. It was a really nice stay and look forward to staying there again.",August 2023,NA
Apple T,Aug 2023,5.0 of 5 bubbles,Excellent Service,"Thanks to Christopher Crisologo for arranging a birthday cake. He is very professional in dealing guests needs. Marlo during bfast was very attentive,Nica, Karen at the front desk very efficient. Front desk staffforgot the name who extended our LCO was flexible.",August 2023,NA
Jess S,Aug 2023,4.0 of 5 bubbles,Good for families,"Stayed here twice on separate occasions during our recent holiday in Cebu. Staff were very friendly throughout the duration of both our stays. Front desk helped organised late check out and airport transfer, both reasonably priced. Location is fantastic, only a  5min walk to Ayala mall and the many restaurant options. Pool was ok, smaller than what we expected. Breakfast buffet was great, lots of options to choose from. Note need to go before 8am to avoid the rush otherwise will need to wait for a table. Beds are comfortable. Rooms are reasonably clean however the bathrooms could use a deep clean, visible mould in the shower, basin, bidet hose, and rusty garbage bin. There is a mini fridge in the rooms however they didn’t get very cold even after trying to adjust the settings.We stayed in room 915 which had a nice view of the city/mall and room 703 with an ok view. Overall we enjoyed our stay and will probably stay again on our next visit.",August 2023,NA
janethharvey,Aug 2023,5.0 of 5 bubbles,A gem in Cebu,"This was our first stay at the Seda brand, although we have stayed at this location when it was a Marriott.  We were quite  impressed with the quality of the rooms, the polite and very attentive staff, food, value, and overall atmosphere of this excellent hotel.  The hotel's proximity to an excellent mall, variety of food offerings, and atmosphere, were all excellent.  We look forward to our return trips.",July 2023,NA
Cindy T,Aug 2023,4.0 of 5 bubbles,Excellent service; food could use improvement.,"The service is great - efficient staff esp at the buffet room, in particular staff named Ivy and Angeline!  Our room is always nicely made up by our cleaners Rafgi and Julu!Food needs improvement though.   The congee is inconsistent, sometimes watery n sometimes thick.  There need to be a better toaster for breads that couldn't fit on slice bread slots. Attended the Seafood Friday, the service catering on servicing the lobster  was not only slow, it was chaotic such that our individual lobsters got mixed up at our table, some of which we didn't even order!  And the lobsters were not fresh - they were mushy rather than tangy.  Orange juice was too watered down.",August 2023,NA
Excursion12625727268,Aug 2023,5.0 of 5 bubbles,"Great hotel, great service.","Really nice hotel. The breakfast and dinner buffets were amazing, especially the seafood buffet on Friday’s.Special mention to Angelica on the day shift in the restaurant. Very friendly and made me feel very welcome.",August 2023,NA
ysilk85,Aug 2023,5.0 of 5 bubbles,good location,"It was so nice as a hotel located next to Ayala Mall, shopping and dining were so convenient, and the hotel breakfast was satisfactory. I was impressed by the fact that the staff were friendly and tried to help.",July 2023,NA
elginleon,Jul 2023,5.0 of 5 bubbles,Gumamela,"Not the hotels fault but we stayed in the gumamela room for several hours due to availability, but when we were checked in everything was perfect, the staff was friendly and accommodating, keep it up guys!! Y’all are the best!!",July 2023,NA
Trex1887,Jul 2023,4.0 of 5 bubbles,Seda Ayala Center Cebu Experience,Our experience in SEDA Ayala Cebu is very good. The staff are very welcoming and helpful. The room is very comfortable and connectivity is fast. The location of the hotel is just right for us to experience Cebu City. The overall experience is very satisfactory.,July 2023,NA
