Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Michael John,Sep 2023,5.0 of 5 bubbles,"GREAT VALUE FOR MONEY, IN THE HEART OF CEBU CITY","Great and comfortable and the price is reasonable. The location was great near Capitol, the breakfast buffet was awesome, and every day was a different menu. We stayed for 3 nights and the food was different every day, and the staff was very friendly.  My only concern was the room was not fully soundproof. In the night, you can clearly hear the noise outside especially when you are sleeping. Reasonable price for a place where you will feel special.",June 2023,NA
NTNtraveler,Apr 2023,5.0 of 5 bubbles,The Lex Hotel for the Win!,"The Lex Hotel is my go to hotel when staying in Cebu. You can't be the service, location, and quaility for the price of the stay. The rooftop pool is awesome too! Your stay is minutes away from everything.",May 2022,NA
AveinSF,Nov 2022,4.0 of 5 bubbles,Pretty good place to stay.,"This hotel was pretty good. However, i would not pay full price for it though. As their publish rate was over $100 bucks. I got the room thru a free voucher. So i couldn't complain much. Check in was a breeze. Bellman took care of my bags. Welcome drink (its really nothing) also they put me on the 3rd floor. So no view.Room is size is huge. The bathroom was great. Its big and with a nice soak in tub. I definitely used that. Bed was California king size and a comfortable matress. Didn't get a chance to use their rooftop pool. I was gonna have drink up there around 5 but nobody was at the bar.  The wi-fi is pretty good. Even better in the lobby.The breakfast included was good. Alot if different variety. I would stay here again but not not for the full price.",April 2022,NA
whitepointer,Oct 2022,4.0 of 5 bubbles,Great stay.,"Stayed 3 days and extended a further 5. Great rooms with super beds. Pool is refreshing. Service is great. Breakfast is ok, but they can do more to keep food hot. Rooms are cleaned well and nothing is too much to ask for.",October 2022,NA
NTNtraveler,May 2022,5.0 of 5 bubbles,The Lex is a top tier stay!,"It was a great stay with great rooms, customer service, food, and location. From this hotel, you are mins from shopping (malls, grocery,etc) and site seeing.  I plan to return towards next month for sure.  I highly recommend this hotel! It will be my goto stay in the Cebu area.",April 2022,NA
Bridget W,Mar 2022,5.0 of 5 bubbles,Best value and accommodating staff,"My mom and I stayed here after flying from Australia to attend a funeral and although we didn't spend too much time at the hotel, our experience was amazing. The staff were so friendly and accommodating, yummiest breakfast served on the rooftop (I'm a very fussy philippine food eater, and even I loved the breakfast) Just an overall good experience along with the best value! The room was modern and well equipped. Cannot recommend this place enough on your travels through Cebu.",February 2022,NA
The Gypsy Club,Mar 2020,5.0 of 5 bubbles,Great hotel!,"Located in the heart of Cebu City, this hotel really does offer a fantastic service. Check in was smooth and professional, the rooms were spacious, clean and comfortable, breakfast was abundant and very good too! We had a couple of tours booked that left very early in the morning, and the hotel organised early breakfast packages for us which were delivered to our room at the time we needed, exactly on time! Very good convenience service, as we had to do this twice. We also had a little problem with our airport transfer service (NOT booked through the hotel, I booked this separately myself) and still the reception staff really helped me out and solved the problem, which was very appreciated! The hotel also has a rooftop pool and dining area (also where the designated smoking area is) which is very nice. Food served by the pool area and also the service is fantastic! Customer Service really is the hotel's shining quality, and would mist certainly happily stay again and definitely recommend to others!",March 2020,NA
Suria_Nataadmadja,Mar 2020,4.0 of 5 bubbles,Good hotel in Cebu,"Nice and clean room, comfortable bed. Good water pressure and helpful and friendly staffs. Good location, many eateries. I stayed overnight at room 612 and 512 on different days at end of February 2020. Both rooms had limited window view. Room 512 was rather noisy from the engine outside.",March 2020,NA
Michael H,Feb 2020,4.0 of 5 bubbles,Comfortable and great service but some traffic noise,"Cebu hasn't many good city hotels with a pool and the Best Western is a good mid range choice. Rooms are comfortable, good sized and an upper floor one is less exposed to traffic noise. Small roof top pool and gym make a welcome escape from a frenetic rather dirty city. Cebu has enough in it for an intersting day and as a base for longer excusions. hotel provided a good breakfast box for a very early start for Oslob.Staff were really helpful and the food service excellent. Just use the available earplugs and turn the A/C fan up if you are disturbed by Cebus incessent traffic. Immediate area although very mixed is safe and has local restaurantsand shops. Taxis to elsewhere cheap and readily available.",February 2020,NA
TravellingArcher,Feb 2020,4.0 of 5 bubbles,The right place at the right spot,"The biggest challenge for me to Cebu City is to find a good decent place which doesn't need me to dig deep down in the pockets and at the same time, located near to FB establishment. I gotta say i'm blessed to have chosen this place for my stay. The rooms are great and absolutely in love with the Roof Terrace and Pool. The only minor annoyances are the mosquitos in the room but i'm sure the management will look into it.",February 2020,NA
Jeya C,Feb 2020,5.0 of 5 bubbles,EXCELLENT SERVICE!!!!,"First time staying in this hotel and everything was perfect! From the hotel staff to the accommodation, it was wonderful. The location was very convenient since it is located at the heart of the city. It was a great experience I had with my family. I will definitely stay in this hotel everytime I'll be back in Cebu. Thank you Quest Hotel!!!",February 2020,NA
Michael,Feb 2020,5.0 of 5 bubbles,Nice Hotel in Not-so-nice City,"We received a very friendly welcome with smiles, drinks, and early check-in.  The staff were quick to address any concerns and helpful in providing assistance.  Cebu City is not very clean or touristy, so we were happy to spend a little extra time in a nice hotel with a roof-top infinity pool.",February 2020,NA
Isayfryer,Jan 2020,4.0 of 5 bubbles,"Friendly staff, excellent food","Great location, friendly staff, excellent food, clean, nice roof deck with infinity pool BUT what I dislike about it is the cost to bring a visiting guest to the pool(cost 350 pesos) They should inform guests about extra costs to use amenities or at least put in the guest's book manual. It was 350 pesos for 30 minutes using the pool. If I was informed ahead of time, I would've save my money",January 2020,NA
NTNtraveler,May 2022,5.0 of 5 bubbles,The Lex is a top tier stay!,"It was a great stay with great rooms, customer service, food, and location. From this hotel, you are mins from shopping (malls, grocery,etc) and site seeing.  I plan to return towards next month for sure.  I highly recommend this hotel! It will be my goto stay in the Cebu area.",April 2022,NA
Bridget W,Mar 2022,5.0 of 5 bubbles,Best value and accommodating staff,"My mom and I stayed here after flying from Australia to attend a funeral and although we didn't spend too much time at the hotel, our experience was amazing. The staff were so friendly and accommodating, yummiest breakfast served on the rooftop (I'm a very fussy philippine food eater, and even I loved the breakfast) Just an overall good experience along with the best value! The room was modern and well equipped. Cannot recommend this place enough on your travels through Cebu.",February 2022,NA
The Gypsy Club,Mar 2020,5.0 of 5 bubbles,Great hotel!,"Located in the heart of Cebu City, this hotel really does offer a fantastic service. Check in was smooth and professional, the rooms were spacious, clean and comfortable, breakfast was abundant and very good too! We had a couple of tours booked that left very early in the morning, and the hotel organised early breakfast packages for us which were delivered to our room at the time we needed, exactly on time! Very good convenience service, as we had to do this twice. We also had a little problem with our airport transfer service (NOT booked through the hotel, I booked this separately myself) and still the reception staff really helped me out and solved the problem, which was very appreciated! The hotel also has a rooftop pool and dining area (also where the designated smoking area is) which is very nice. Food served by the pool area and also the service is fantastic! Customer Service really is the hotel's shining quality, and would mist certainly happily stay again and definitely recommend to others!",March 2020,NA
Suria_Nataadmadja,Mar 2020,4.0 of 5 bubbles,Good hotel in Cebu,"Nice and clean room, comfortable bed. Good water pressure and helpful and friendly staffs. Good location, many eateries. I stayed overnight at room 612 and 512 on different days at end of February 2020. Both rooms had limited window view. Room 512 was rather noisy from the engine outside.",March 2020,NA
Michael H,Feb 2020,4.0 of 5 bubbles,Comfortable and great service but some traffic noise,"Cebu hasn't many good city hotels with a pool and the Best Western is a good mid range choice. Rooms are comfortable, good sized and an upper floor one is less exposed to traffic noise. Small roof top pool and gym make a welcome escape from a frenetic rather dirty city. Cebu has enough in it for an intersting day and as a base for longer excusions. hotel provided a good breakfast box for a very early start for Oslob.Staff were really helpful and the food service excellent. Just use the available earplugs and turn the A/C fan up if you are disturbed by Cebus incessent traffic. Immediate area although very mixed is safe and has local restaurantsand shops. Taxis to elsewhere cheap and readily available.",February 2020,NA
TravellingArcher,Feb 2020,4.0 of 5 bubbles,The right place at the right spot,"The biggest challenge for me to Cebu City is to find a good decent place which doesn't need me to dig deep down in the pockets and at the same time, located near to FB establishment. I gotta say i'm blessed to have chosen this place for my stay. The rooms are great and absolutely in love with the Roof Terrace and Pool. The only minor annoyances are the mosquitos in the room but i'm sure the management will look into it.",February 2020,NA
Jeya C,Feb 2020,5.0 of 5 bubbles,EXCELLENT SERVICE!!!!,"First time staying in this hotel and everything was perfect! From the hotel staff to the accommodation, it was wonderful. The location was very convenient since it is located at the heart of the city. It was a great experience I had with my family. I will definitely stay in this hotel everytime I'll be back in Cebu. Thank you Quest Hotel!!!",February 2020,NA
Michael,Feb 2020,5.0 of 5 bubbles,Nice Hotel in Not-so-nice City,"We received a very friendly welcome with smiles, drinks, and early check-in.  The staff were quick to address any concerns and helpful in providing assistance.  Cebu City is not very clean or touristy, so we were happy to spend a little extra time in a nice hotel with a roof-top infinity pool.",February 2020,NA
Isayfryer,Jan 2020,4.0 of 5 bubbles,"Friendly staff, excellent food","Great location, friendly staff, excellent food, clean, nice roof deck with infinity pool BUT what I dislike about it is the cost to bring a visiting guest to the pool(cost 350 pesos) They should inform guests about extra costs to use amenities or at least put in the guest's book manual. It was 350 pesos for 30 minutes using the pool. If I was informed ahead of time, I would've save my money",January 2020,NA
NTNtraveler,May 2022,5.0 of 5 bubbles,The Lex is a top tier stay!,"It was a great stay with great rooms, customer service, food, and location. From this hotel, you are mins from shopping (malls, grocery,etc) and site seeing.  I plan to return towards next month for sure.  I highly recommend this hotel! It will be my goto stay in the Cebu area.",April 2022,NA
Bridget W,Mar 2022,5.0 of 5 bubbles,Best value and accommodating staff,"My mom and I stayed here after flying from Australia to attend a funeral and although we didn't spend too much time at the hotel, our experience was amazing. The staff were so friendly and accommodating, yummiest breakfast served on the rooftop (I'm a very fussy philippine food eater, and even I loved the breakfast) Just an overall good experience along with the best value! The room was modern and well equipped. Cannot recommend this place enough on your travels through Cebu.",February 2022,NA
The Gypsy Club,Mar 2020,5.0 of 5 bubbles,Great hotel!,"Located in the heart of Cebu City, this hotel really does offer a fantastic service. Check in was smooth and professional, the rooms were spacious, clean and comfortable, breakfast was abundant and very good too! We had a couple of tours booked that left very early in the morning, and the hotel organised early breakfast packages for us which were delivered to our room at the time we needed, exactly on time! Very good convenience service, as we had to do this twice. We also had a little problem with our airport transfer service (NOT booked through the hotel, I booked this separately myself) and still the reception staff really helped me out and solved the problem, which was very appreciated! The hotel also has a rooftop pool and dining area (also where the designated smoking area is) which is very nice. Food served by the pool area and also the service is fantastic! Customer Service really is the hotel's shining quality, and would mist certainly happily stay again and definitely recommend to others!",March 2020,NA
Suria_Nataadmadja,Mar 2020,4.0 of 5 bubbles,Good hotel in Cebu,"Nice and clean room, comfortable bed. Good water pressure and helpful and friendly staffs. Good location, many eateries. I stayed overnight at room 612 and 512 on different days at end of February 2020. Both rooms had limited window view. Room 512 was rather noisy from the engine outside.",March 2020,NA
Michael H,Feb 2020,4.0 of 5 bubbles,Comfortable and great service but some traffic noise,"Cebu hasn't many good city hotels with a pool and the Best Western is a good mid range choice. Rooms are comfortable, good sized and an upper floor one is less exposed to traffic noise. Small roof top pool and gym make a welcome escape from a frenetic rather dirty city. Cebu has enough in it for an intersting day and as a base for longer excusions. hotel provided a good breakfast box for a very early start for Oslob.Staff were really helpful and the food service excellent. Just use the available earplugs and turn the A/C fan up if you are disturbed by Cebus incessent traffic. Immediate area although very mixed is safe and has local restaurantsand shops. Taxis to elsewhere cheap and readily available.",February 2020,NA
TravellingArcher,Feb 2020,4.0 of 5 bubbles,The right place at the right spot,"The biggest challenge for me to Cebu City is to find a good decent place which doesn't need me to dig deep down in the pockets and at the same time, located near to FB establishment. I gotta say i'm blessed to have chosen this place for my stay. The rooms are great and absolutely in love with the Roof Terrace and Pool. The only minor annoyances are the mosquitos in the room but i'm sure the management will look into it.",February 2020,NA
Jeya C,Feb 2020,5.0 of 5 bubbles,EXCELLENT SERVICE!!!!,"First time staying in this hotel and everything was perfect! From the hotel staff to the accommodation, it was wonderful. The location was very convenient since it is located at the heart of the city. It was a great experience I had with my family. I will definitely stay in this hotel everytime I'll be back in Cebu. Thank you Quest Hotel!!!",February 2020,NA
Michael,Feb 2020,5.0 of 5 bubbles,Nice Hotel in Not-so-nice City,"We received a very friendly welcome with smiles, drinks, and early check-in.  The staff were quick to address any concerns and helpful in providing assistance.  Cebu City is not very clean or touristy, so we were happy to spend a little extra time in a nice hotel with a roof-top infinity pool.",February 2020,NA
Isayfryer,Jan 2020,4.0 of 5 bubbles,"Friendly staff, excellent food","Great location, friendly staff, excellent food, clean, nice roof deck with infinity pool BUT what I dislike about it is the cost to bring a visiting guest to the pool(cost 350 pesos) They should inform guests about extra costs to use amenities or at least put in the guest's book manual. It was 350 pesos for 30 minutes using the pool. If I was informed ahead of time, I would've save my money",January 2020,NA
NTNtraveler,May 2022,5.0 of 5 bubbles,The Lex is a top tier stay!,"It was a great stay with great rooms, customer service, food, and location. From this hotel, you are mins from shopping (malls, grocery,etc) and site seeing.  I plan to return towards next month for sure.  I highly recommend this hotel! It will be my goto stay in the Cebu area.",April 2022,NA
Bridget W,Mar 2022,5.0 of 5 bubbles,Best value and accommodating staff,"My mom and I stayed here after flying from Australia to attend a funeral and although we didn't spend too much time at the hotel, our experience was amazing. The staff were so friendly and accommodating, yummiest breakfast served on the rooftop (I'm a very fussy philippine food eater, and even I loved the breakfast) Just an overall good experience along with the best value! The room was modern and well equipped. Cannot recommend this place enough on your travels through Cebu.",February 2022,NA
The Gypsy Club,Mar 2020,5.0 of 5 bubbles,Great hotel!,"Located in the heart of Cebu City, this hotel really does offer a fantastic service. Check in was smooth and professional, the rooms were spacious, clean and comfortable, breakfast was abundant and very good too! We had a couple of tours booked that left very early in the morning, and the hotel organised early breakfast packages for us which were delivered to our room at the time we needed, exactly on time! Very good convenience service, as we had to do this twice. We also had a little problem with our airport transfer service (NOT booked through the hotel, I booked this separately myself) and still the reception staff really helped me out and solved the problem, which was very appreciated! The hotel also has a rooftop pool and dining area (also where the designated smoking area is) which is very nice. Food served by the pool area and also the service is fantastic! Customer Service really is the hotel's shining quality, and would mist certainly happily stay again and definitely recommend to others!",March 2020,NA
Suria_Nataadmadja,Mar 2020,4.0 of 5 bubbles,Good hotel in Cebu,"Nice and clean room, comfortable bed. Good water pressure and helpful and friendly staffs. Good location, many eateries. I stayed overnight at room 612 and 512 on different days at end of February 2020. Both rooms had limited window view. Room 512 was rather noisy from the engine outside.",March 2020,NA
Michael H,Feb 2020,4.0 of 5 bubbles,Comfortable and great service but some traffic noise,"Cebu hasn't many good city hotels with a pool and the Best Western is a good mid range choice. Rooms are comfortable, good sized and an upper floor one is less exposed to traffic noise. Small roof top pool and gym make a welcome escape from a frenetic rather dirty city. Cebu has enough in it for an intersting day and as a base for longer excusions. hotel provided a good breakfast box for a very early start for Oslob.Staff were really helpful and the food service excellent. Just use the available earplugs and turn the A/C fan up if you are disturbed by Cebus incessent traffic. Immediate area although very mixed is safe and has local restaurantsand shops. Taxis to elsewhere cheap and readily available.",February 2020,NA
TravellingArcher,Feb 2020,4.0 of 5 bubbles,The right place at the right spot,"The biggest challenge for me to Cebu City is to find a good decent place which doesn't need me to dig deep down in the pockets and at the same time, located near to FB establishment. I gotta say i'm blessed to have chosen this place for my stay. The rooms are great and absolutely in love with the Roof Terrace and Pool. The only minor annoyances are the mosquitos in the room but i'm sure the management will look into it.",February 2020,NA
Jeya C,Feb 2020,5.0 of 5 bubbles,EXCELLENT SERVICE!!!!,"First time staying in this hotel and everything was perfect! From the hotel staff to the accommodation, it was wonderful. The location was very convenient since it is located at the heart of the city. It was a great experience I had with my family. I will definitely stay in this hotel everytime I'll be back in Cebu. Thank you Quest Hotel!!!",February 2020,NA
Michael,Feb 2020,5.0 of 5 bubbles,Nice Hotel in Not-so-nice City,"We received a very friendly welcome with smiles, drinks, and early check-in.  The staff were quick to address any concerns and helpful in providing assistance.  Cebu City is not very clean or touristy, so we were happy to spend a little extra time in a nice hotel with a roof-top infinity pool.",February 2020,NA
Isayfryer,Jan 2020,4.0 of 5 bubbles,"Friendly staff, excellent food","Great location, friendly staff, excellent food, clean, nice roof deck with infinity pool BUT what I dislike about it is the cost to bring a visiting guest to the pool(cost 350 pesos) They should inform guests about extra costs to use amenities or at least put in the guest's book manual. It was 350 pesos for 30 minutes using the pool. If I was informed ahead of time, I would've save my money",January 2020,NA
NTNtraveler,May 2022,5.0 of 5 bubbles,The Lex is a top tier stay!,"It was a great stay with great rooms, customer service, food, and location. From this hotel, you are mins from shopping (malls, grocery,etc) and site seeing.  I plan to return towards next month for sure.  I highly recommend this hotel! It will be my goto stay in the Cebu area.",April 2022,NA
Bridget W,Mar 2022,5.0 of 5 bubbles,Best value and accommodating staff,"My mom and I stayed here after flying from Australia to attend a funeral and although we didn't spend too much time at the hotel, our experience was amazing. The staff were so friendly and accommodating, yummiest breakfast served on the rooftop (I'm a very fussy philippine food eater, and even I loved the breakfast) Just an overall good experience along with the best value! The room was modern and well equipped. Cannot recommend this place enough on your travels through Cebu.",February 2022,NA
The Gypsy Club,Mar 2020,5.0 of 5 bubbles,Great hotel!,"Located in the heart of Cebu City, this hotel really does offer a fantastic service. Check in was smooth and professional, the rooms were spacious, clean and comfortable, breakfast was abundant and very good too! We had a couple of tours booked that left very early in the morning, and the hotel organised early breakfast packages for us which were delivered to our room at the time we needed, exactly on time! Very good convenience service, as we had to do this twice. We also had a little problem with our airport transfer service (NOT booked through the hotel, I booked this separately myself) and still the reception staff really helped me out and solved the problem, which was very appreciated! The hotel also has a rooftop pool and dining area (also where the designated smoking area is) which is very nice. Food served by the pool area and also the service is fantastic! Customer Service really is the hotel's shining quality, and would mist certainly happily stay again and definitely recommend to others!",March 2020,NA
Suria_Nataadmadja,Mar 2020,4.0 of 5 bubbles,Good hotel in Cebu,"Nice and clean room, comfortable bed. Good water pressure and helpful and friendly staffs. Good location, many eateries. I stayed overnight at room 612 and 512 on different days at end of February 2020. Both rooms had limited window view. Room 512 was rather noisy from the engine outside.",March 2020,NA
Michael H,Feb 2020,4.0 of 5 bubbles,Comfortable and great service but some traffic noise,"Cebu hasn't many good city hotels with a pool and the Best Western is a good mid range choice. Rooms are comfortable, good sized and an upper floor one is less exposed to traffic noise. Small roof top pool and gym make a welcome escape from a frenetic rather dirty city. Cebu has enough in it for an intersting day and as a base for longer excusions. hotel provided a good breakfast box for a very early start for Oslob.Staff were really helpful and the food service excellent. Just use the available earplugs and turn the A/C fan up if you are disturbed by Cebus incessent traffic. Immediate area although very mixed is safe and has local restaurantsand shops. Taxis to elsewhere cheap and readily available.",February 2020,NA
TravellingArcher,Feb 2020,4.0 of 5 bubbles,The right place at the right spot,"The biggest challenge for me to Cebu City is to find a good decent place which doesn't need me to dig deep down in the pockets and at the same time, located near to FB establishment. I gotta say i'm blessed to have chosen this place for my stay. The rooms are great and absolutely in love with the Roof Terrace and Pool. The only minor annoyances are the mosquitos in the room but i'm sure the management will look into it.",February 2020,NA
Jeya C,Feb 2020,5.0 of 5 bubbles,EXCELLENT SERVICE!!!!,"First time staying in this hotel and everything was perfect! From the hotel staff to the accommodation, it was wonderful. The location was very convenient since it is located at the heart of the city. It was a great experience I had with my family. I will definitely stay in this hotel everytime I'll be back in Cebu. Thank you Quest Hotel!!!",February 2020,NA
Michael,Feb 2020,5.0 of 5 bubbles,Nice Hotel in Not-so-nice City,"We received a very friendly welcome with smiles, drinks, and early check-in.  The staff were quick to address any concerns and helpful in providing assistance.  Cebu City is not very clean or touristy, so we were happy to spend a little extra time in a nice hotel with a roof-top infinity pool.",February 2020,NA
Isayfryer,Jan 2020,4.0 of 5 bubbles,"Friendly staff, excellent food","Great location, friendly staff, excellent food, clean, nice roof deck with infinity pool BUT what I dislike about it is the cost to bring a visiting guest to the pool(cost 350 pesos) They should inform guests about extra costs to use amenities or at least put in the guest's book manual. It was 350 pesos for 30 minutes using the pool. If I was informed ahead of time, I would've save my money",January 2020,NA
NTNtraveler,May 2022,5.0 of 5 bubbles,The Lex is a top tier stay!,"It was a great stay with great rooms, customer service, food, and location. From this hotel, you are mins from shopping (malls, grocery,etc) and site seeing.  I plan to return towards next month for sure.  I highly recommend this hotel! It will be my goto stay in the Cebu area.",April 2022,NA
Bridget W,Mar 2022,5.0 of 5 bubbles,Best value and accommodating staff,"My mom and I stayed here after flying from Australia to attend a funeral and although we didn't spend too much time at the hotel, our experience was amazing. The staff were so friendly and accommodating, yummiest breakfast served on the rooftop (I'm a very fussy philippine food eater, and even I loved the breakfast) Just an overall good experience along with the best value! The room was modern and well equipped. Cannot recommend this place enough on your travels through Cebu.",February 2022,NA
The Gypsy Club,Mar 2020,5.0 of 5 bubbles,Great hotel!,"Located in the heart of Cebu City, this hotel really does offer a fantastic service. Check in was smooth and professional, the rooms were spacious, clean and comfortable, breakfast was abundant and very good too! We had a couple of tours booked that left very early in the morning, and the hotel organised early breakfast packages for us which were delivered to our room at the time we needed, exactly on time! Very good convenience service, as we had to do this twice. We also had a little problem with our airport transfer service (NOT booked through the hotel, I booked this separately myself) and still the reception staff really helped me out and solved the problem, which was very appreciated! The hotel also has a rooftop pool and dining area (also where the designated smoking area is) which is very nice. Food served by the pool area and also the service is fantastic! Customer Service really is the hotel's shining quality, and would mist certainly happily stay again and definitely recommend to others!",March 2020,NA
Suria_Nataadmadja,Mar 2020,4.0 of 5 bubbles,Good hotel in Cebu,"Nice and clean room, comfortable bed. Good water pressure and helpful and friendly staffs. Good location, many eateries. I stayed overnight at room 612 and 512 on different days at end of February 2020. Both rooms had limited window view. Room 512 was rather noisy from the engine outside.",March 2020,NA
Michael H,Feb 2020,4.0 of 5 bubbles,Comfortable and great service but some traffic noise,"Cebu hasn't many good city hotels with a pool and the Best Western is a good mid range choice. Rooms are comfortable, good sized and an upper floor one is less exposed to traffic noise. Small roof top pool and gym make a welcome escape from a frenetic rather dirty city. Cebu has enough in it for an intersting day and as a base for longer excusions. hotel provided a good breakfast box for a very early start for Oslob.Staff were really helpful and the food service excellent. Just use the available earplugs and turn the A/C fan up if you are disturbed by Cebus incessent traffic. Immediate area although very mixed is safe and has local restaurantsand shops. Taxis to elsewhere cheap and readily available.",February 2020,NA
TravellingArcher,Feb 2020,4.0 of 5 bubbles,The right place at the right spot,"The biggest challenge for me to Cebu City is to find a good decent place which doesn't need me to dig deep down in the pockets and at the same time, located near to FB establishment. I gotta say i'm blessed to have chosen this place for my stay. The rooms are great and absolutely in love with the Roof Terrace and Pool. The only minor annoyances are the mosquitos in the room but i'm sure the management will look into it.",February 2020,NA
Jeya C,Feb 2020,5.0 of 5 bubbles,EXCELLENT SERVICE!!!!,"First time staying in this hotel and everything was perfect! From the hotel staff to the accommodation, it was wonderful. The location was very convenient since it is located at the heart of the city. It was a great experience I had with my family. I will definitely stay in this hotel everytime I'll be back in Cebu. Thank you Quest Hotel!!!",February 2020,NA
Michael,Feb 2020,5.0 of 5 bubbles,Nice Hotel in Not-so-nice City,"We received a very friendly welcome with smiles, drinks, and early check-in.  The staff were quick to address any concerns and helpful in providing assistance.  Cebu City is not very clean or touristy, so we were happy to spend a little extra time in a nice hotel with a roof-top infinity pool.",February 2020,NA
Isayfryer,Jan 2020,4.0 of 5 bubbles,"Friendly staff, excellent food","Great location, friendly staff, excellent food, clean, nice roof deck with infinity pool BUT what I dislike about it is the cost to bring a visiting guest to the pool(cost 350 pesos) They should inform guests about extra costs to use amenities or at least put in the guest's book manual. It was 350 pesos for 30 minutes using the pool. If I was informed ahead of time, I would've save my money",January 2020,NA
NTNtraveler,May 2022,5.0 of 5 bubbles,The Lex is a top tier stay!,"It was a great stay with great rooms, customer service, food, and location. From this hotel, you are mins from shopping (malls, grocery,etc) and site seeing.  I plan to return towards next month for sure.  I highly recommend this hotel! It will be my goto stay in the Cebu area.",April 2022,NA
