Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Jay,Jun 2022,1.0 of 5 bubbles,Worst Wedding I’ve Ever Been To!,"The most horrible hotel experience I’ve ever had! The lights in the room was not working so we had to use only the lamps for lights, but the room was still so dark that we ended up using the flashlights on our phones! The water in the toilet stopped working, but we all had to pee at some point, so we still peed in the toilet. Let’s just say the toilet looked like a public toilet, the ones you see in ratchet clubs at 4 in the morning, if you know what I mean. The food at the reception was horrid!!!! The food looked like it was food for the pigs!! The servers were the ones plating the food, the plates were so full of food that the sauces were mixing, the salad was mixed with the chicken and rice, the lumpia tasted like kaldereta. It was disgusting! I couldn’t even finish my food!I do NOT recommend this hotel for any events!!",June 2022,NA
charl0ttestuck,Apr 2021,2.0 of 5 bubbles,Not satisfied,Air conditioning was a problem which made us move rooms several times. Placement of curtains in the shower was not well thought of because water would still soak the bathroom floor even if the curtain was properly closed. I would call room service or housekeeping and even operator several times and they wouldnt pick up.,March 2021,NA
TheJernyB,Jan 2020,3.0 of 5 bubbles,New Year's Eve,It's an old hotel and renovations are not yet done. It's the bathroom showerhead I cannot forgive. - The shower head was missing the body spray. You know the supposed proper chrome holes where water gets out of? The only lighting option inside the rooom is dim. - And that's turning on all the switches.,December 2019,NA
RaSha,May 2023,4.0 of 5 bubbles,Average stay in Cebu,"I stayed at this hotel for 2 nights in May 2023. It was a good stay. Rooms are reasonable in size for a four star hotel. Buffet breakfast was OK , the choices average. Staff were polite and helpful. Centrally located. I would be happy to recommend this hoel.",May 2023,NA
Claudia D,May 2023,1.0 of 5 bubbles,Third world,"The shower was third world, dated and dirty room. I booked the wrong waterfront hotel. I meant to book the one across from the airport and booked downtown instead, try to change booking, spoke to a very rude registration person called Leti asked for manager she said manager was on vacation. The place is pricey and a hell hole",May 2023,NA
Marylin P,Apr 2023,4.0 of 5 bubbles,Well recommend..,"Staff are very friendly  and accommodating.. enormous place , nice swimming pool to spent late afternoon with drinks after a whole day visit to the town...affordable price of food and accommodation.I will surely recommend this place..",March 2023,NA
Nikka T,Mar 2023,1.0 of 5 bubbles,Horrible experience,"Came for an event. Asked staff which way to get to the 5th floor (where I was told where event was). Elevators were extremely slow (5 min wait) and then turns out they were the wrong elevators. Had to wait another 5 mins. Had there been signs that those were guest room elevators, it would have been better. But no so it was my worst experience at a Cebu hotel.",March 2023,NA
Mariel E,Mar 2023,4.0 of 5 bubbles,Comfortable stay,It was the best stay together with my partner so far although it was only overnight.The food was great same and the staff worked and attended to all the guests.  The view was also  fantastic and brings comfort.,February 2023,NA
Explorer48754931377,Feb 2023,5.0 of 5 bubbles,Nice Holiday Stay,"This might be an old hotel but our experience staying there was very good. The staff were excellent, very courteous and helpful. the room was clean and had all the necessary amenities. Breakfast was incredible with an extensive array of various dishes.Will definitely plan on staying here again on our next visit to Cebu.",February 2023,NA
RaSha,May 2023,4.0 of 5 bubbles,Average stay in Cebu,"I stayed at this hotel for 2 nights in May 2023. It was a good stay. Rooms are reasonable in size for a four star hotel. Buffet breakfast was OK , the choices average. Staff were polite and helpful. Centrally located. I would be happy to recommend this hoel.",May 2023,NA
Claudia D,May 2023,1.0 of 5 bubbles,Third world,"The shower was third world, dated and dirty room. I booked the wrong waterfront hotel. I meant to book the one across from the airport and booked downtown instead, try to change booking, spoke to a very rude registration person called Leti asked for manager she said manager was on vacation. The place is pricey and a hell hole",May 2023,NA
Marylin P,Apr 2023,4.0 of 5 bubbles,Well recommend..,"Staff are very friendly  and accommodating.. enormous place , nice swimming pool to spent late afternoon with drinks after a whole day visit to the town...affordable price of food and accommodation.I will surely recommend this place..",March 2023,NA
Nikka T,Mar 2023,1.0 of 5 bubbles,Horrible experience,"Came for an event. Asked staff which way to get to the 5th floor (where I was told where event was). Elevators were extremely slow (5 min wait) and then turns out they were the wrong elevators. Had to wait another 5 mins. Had there been signs that those were guest room elevators, it would have been better. But no so it was my worst experience at a Cebu hotel.",March 2023,NA
Mariel E,Mar 2023,4.0 of 5 bubbles,Comfortable stay,It was the best stay together with my partner so far although it was only overnight.The food was great same and the staff worked and attended to all the guests.  The view was also  fantastic and brings comfort.,February 2023,NA
Explorer48754931377,Feb 2023,5.0 of 5 bubbles,Nice Holiday Stay,"This might be an old hotel but our experience staying there was very good. The staff were excellent, very courteous and helpful. the room was clean and had all the necessary amenities. Breakfast was incredible with an extensive array of various dishes.Will definitely plan on staying here again on our next visit to Cebu.",February 2023,NA
Lordson Obre,Oct 2022,5.0 of 5 bubbles,A gem at the heart of the city,"Excellent location with friendly and accommodating staff. Experienced Cebuano hospitality at its best from all corners of the property eg lobby lounge, in house gym, buffet breakfast. Wide variety of food and cocktails are affordable. Room is decent although needs renovation. Taxi/grab cars available round the clock to take you to almost every where.",September 2022,NA
Kelly S,Oct 2022,1.0 of 5 bubbles,Won’t be back,"Book a family room for 2 adults and 2 kids ages 13 and 9, had book a superior twin room which advertises 2 large twin beds through Expedia. Arrive at the hotel to check in to find they have no such rooms only have 2 singles beds in a room or 1 king bed.",October 2022,NA
Shoko 🇯🇵,Jul 2022,5.0 of 5 bubbles,The best hospitality,This was my first trip to Philippine. And I came here by myself. I thought staffs will not be friendly because this is super luxury hotel they have to be too polite but staffs are sooo nice and friendly not just polite and taking care of me. I’m so glad this was the first place to stay in Cebu. It was so comfortable staying there even alone I didn’t feel loneliness because of staffs. They also helped me a lot where to go.  The location is also perfect if you want to stay in central. I love this hotel I love staffs here. Thank you so much for all of your hospitality. I will come back here again!!!,July 2022,NA
Lui Del Rosario,Jul 2022,4.0 of 5 bubbles,The 43rd PAWD National Convention,"Still Waterfront Hotel  is the best convention venue for me with the best and most clean facilities that they own. Waterfront maintain their luxurious appeal with their well manicured greenery upon entering and the well lighted and we'll ventilated lobby a welcoming feel for every guest.The banquet also maintain its high standard food and services quality. The staff and management are one of the most approachable, polite,  people in town. See you again Waterfront!Read more",June 2022,NA
Jessee A,Jun 2022,5.0 of 5 bubbles,Our Successful Graduation Ceremonies at Waterfront Hotel and Casino Cebu City,"We are just so happy with our recently concluded graduation event at  the Waterfront Hotel. We booked our event with Miss Irish and everything just went on smoothly. She was very accommodating and made sure that she’s on top of everything. The Jimei Hall is a very good spot already even if you’re already tight with your budget, coz the venue is already elegant. The staff and the service crew on the day of our event were also very polite and attentive to our concerns and instructions. The food for our snacks at the venue were also good according to our guests. If you have time, please also try their buffet lunch or dinner at Cafe Uno near the main lobby. You’d be amazed by the visual presentation and the mouth-watering flavors of their dishes. We’ll definitely come back at the Waterfront Hotel for more events. It’s a 10/10 experience. No wonder why my partner has been a client of them for 12 years already.",June 2022,NA
Jay,Jun 2022,1.0 of 5 bubbles,Worst Wedding I’ve Ever Been To!,"The most horrible hotel experience I’ve ever had! The lights in the room was not working so we had to use only the lamps for lights, but the room was still so dark that we ended up using the flashlights on our phones! The water in the toilet stopped working, but we all had to pee at some point, so we still peed in the toilet. Let’s just say the toilet looked like a public toilet, the ones you see in ratchet clubs at 4 in the morning, if you know what I mean. The food at the reception was horrid!!!! The food looked like it was food for the pigs!! The servers were the ones plating the food, the plates were so full of food that the sauces were mixing, the salad was mixed with the chicken and rice, the lumpia tasted like kaldereta. It was disgusting! I couldn’t even finish my food!I do NOT recommend this hotel for any events!!",June 2022,NA
kringkring,Jun 2022,1.0 of 5 bubbles,Big disappointment!,It was a buffet dinner but they were limiting the plates and drinks to only one per person. They will ask you to pay if you ask for more plates. I was expecting more from this hotel. Not worth your money! Such a disappointment!,June 2022,NA
Lordson Obre,Oct 2022,5.0 of 5 bubbles,A gem at the heart of the city,"Excellent location with friendly and accommodating staff. Experienced Cebuano hospitality at its best from all corners of the property eg lobby lounge, in house gym, buffet breakfast. Wide variety of food and cocktails are affordable. Room is decent although needs renovation. Taxi/grab cars available round the clock to take you to almost every where.",September 2022,NA
Kelly S,Oct 2022,1.0 of 5 bubbles,Won’t be back,"Book a family room for 2 adults and 2 kids ages 13 and 9, had book a superior twin room which advertises 2 large twin beds through Expedia. Arrive at the hotel to check in to find they have no such rooms only have 2 singles beds in a room or 1 king bed.",October 2022,NA
Shoko 🇯🇵,Jul 2022,5.0 of 5 bubbles,The best hospitality,This was my first trip to Philippine. And I came here by myself. I thought staffs will not be friendly because this is super luxury hotel they have to be too polite but staffs are sooo nice and friendly not just polite and taking care of me. I’m so glad this was the first place to stay in Cebu. It was so comfortable staying there even alone I didn’t feel loneliness because of staffs. They also helped me a lot where to go.  The location is also perfect if you want to stay in central. I love this hotel I love staffs here. Thank you so much for all of your hospitality. I will come back here again!!!,July 2022,NA
Lui Del Rosario,Jul 2022,4.0 of 5 bubbles,The 43rd PAWD National Convention,"Still Waterfront Hotel  is the best convention venue for me with the best and most clean facilities that they own. Waterfront maintain their luxurious appeal with their well manicured greenery upon entering and the well lighted and we'll ventilated lobby a welcoming feel for every guest.The banquet also maintain its high standard food and services quality. The staff and management are one of the most approachable, polite,  people in town. See you again Waterfront!Read more",June 2022,NA
Jessee A,Jun 2022,5.0 of 5 bubbles,Our Successful Graduation Ceremonies at Waterfront Hotel and Casino Cebu City,"We are just so happy with our recently concluded graduation event at  the Waterfront Hotel. We booked our event with Miss Irish and everything just went on smoothly. She was very accommodating and made sure that she’s on top of everything. The Jimei Hall is a very good spot already even if you’re already tight with your budget, coz the venue is already elegant. The staff and the service crew on the day of our event were also very polite and attentive to our concerns and instructions. The food for our snacks at the venue were also good according to our guests. If you have time, please also try their buffet lunch or dinner at Cafe Uno near the main lobby. You’d be amazed by the visual presentation and the mouth-watering flavors of their dishes. We’ll definitely come back at the Waterfront Hotel for more events. It’s a 10/10 experience. No wonder why my partner has been a client of them for 12 years already.",June 2022,NA
Jay,Jun 2022,1.0 of 5 bubbles,Worst Wedding I’ve Ever Been To!,"The most horrible hotel experience I’ve ever had! The lights in the room was not working so we had to use only the lamps for lights, but the room was still so dark that we ended up using the flashlights on our phones! The water in the toilet stopped working, but we all had to pee at some point, so we still peed in the toilet. Let’s just say the toilet looked like a public toilet, the ones you see in ratchet clubs at 4 in the morning, if you know what I mean. The food at the reception was horrid!!!! The food looked like it was food for the pigs!! The servers were the ones plating the food, the plates were so full of food that the sauces were mixing, the salad was mixed with the chicken and rice, the lumpia tasted like kaldereta. It was disgusting! I couldn’t even finish my food!I do NOT recommend this hotel for any events!!",June 2022,NA
kringkring,Jun 2022,1.0 of 5 bubbles,Big disappointment!,It was a buffet dinner but they were limiting the plates and drinks to only one per person. They will ask you to pay if you ask for more plates. I was expecting more from this hotel. Not worth your money! Such a disappointment!,June 2022,NA
Lordson Obre,Oct 2022,5.0 of 5 bubbles,A gem at the heart of the city,"Excellent location with friendly and accommodating staff. Experienced Cebuano hospitality at its best from all corners of the property eg lobby lounge, in house gym, buffet breakfast. Wide variety of food and cocktails are affordable. Room is decent although needs renovation. Taxi/grab cars available round the clock to take you to almost every where.",September 2022,NA
Kelly S,Oct 2022,1.0 of 5 bubbles,Won’t be back,"Book a family room for 2 adults and 2 kids ages 13 and 9, had book a superior twin room which advertises 2 large twin beds through Expedia. Arrive at the hotel to check in to find they have no such rooms only have 2 singles beds in a room or 1 king bed.",October 2022,NA
Shoko 🇯🇵,Jul 2022,5.0 of 5 bubbles,The best hospitality,This was my first trip to Philippine. And I came here by myself. I thought staffs will not be friendly because this is super luxury hotel they have to be too polite but staffs are sooo nice and friendly not just polite and taking care of me. I’m so glad this was the first place to stay in Cebu. It was so comfortable staying there even alone I didn’t feel loneliness because of staffs. They also helped me a lot where to go.  The location is also perfect if you want to stay in central. I love this hotel I love staffs here. Thank you so much for all of your hospitality. I will come back here again!!!,July 2022,NA
Lui Del Rosario,Jul 2022,4.0 of 5 bubbles,The 43rd PAWD National Convention,"Still Waterfront Hotel  is the best convention venue for me with the best and most clean facilities that they own. Waterfront maintain their luxurious appeal with their well manicured greenery upon entering and the well lighted and we'll ventilated lobby a welcoming feel for every guest.The banquet also maintain its high standard food and services quality. The staff and management are one of the most approachable, polite,  people in town. See you again Waterfront!Read more",June 2022,NA
Jessee A,Jun 2022,5.0 of 5 bubbles,Our Successful Graduation Ceremonies at Waterfront Hotel and Casino Cebu City,"We are just so happy with our recently concluded graduation event at  the Waterfront Hotel. We booked our event with Miss Irish and everything just went on smoothly. She was very accommodating and made sure that she’s on top of everything. The Jimei Hall is a very good spot already even if you’re already tight with your budget, coz the venue is already elegant. The staff and the service crew on the day of our event were also very polite and attentive to our concerns and instructions. The food for our snacks at the venue were also good according to our guests. If you have time, please also try their buffet lunch or dinner at Cafe Uno near the main lobby. You’d be amazed by the visual presentation and the mouth-watering flavors of their dishes. We’ll definitely come back at the Waterfront Hotel for more events. It’s a 10/10 experience. No wonder why my partner has been a client of them for 12 years already.",June 2022,NA
Jay,Jun 2022,1.0 of 5 bubbles,Worst Wedding I’ve Ever Been To!,"The most horrible hotel experience I’ve ever had! The lights in the room was not working so we had to use only the lamps for lights, but the room was still so dark that we ended up using the flashlights on our phones! The water in the toilet stopped working, but we all had to pee at some point, so we still peed in the toilet. Let’s just say the toilet looked like a public toilet, the ones you see in ratchet clubs at 4 in the morning, if you know what I mean. The food at the reception was horrid!!!! The food looked like it was food for the pigs!! The servers were the ones plating the food, the plates were so full of food that the sauces were mixing, the salad was mixed with the chicken and rice, the lumpia tasted like kaldereta. It was disgusting! I couldn’t even finish my food!I do NOT recommend this hotel for any events!!",June 2022,NA
kringkring,Jun 2022,1.0 of 5 bubbles,Big disappointment!,It was a buffet dinner but they were limiting the plates and drinks to only one per person. They will ask you to pay if you ask for more plates. I was expecting more from this hotel. Not worth your money! Such a disappointment!,June 2022,NA
Lordson Obre,Oct 2022,5.0 of 5 bubbles,A gem at the heart of the city,"Excellent location with friendly and accommodating staff. Experienced Cebuano hospitality at its best from all corners of the property eg lobby lounge, in house gym, buffet breakfast. Wide variety of food and cocktails are affordable. Room is decent although needs renovation. Taxi/grab cars available round the clock to take you to almost every where.",September 2022,NA
Kelly S,Oct 2022,1.0 of 5 bubbles,Won’t be back,"Book a family room for 2 adults and 2 kids ages 13 and 9, had book a superior twin room which advertises 2 large twin beds through Expedia. Arrive at the hotel to check in to find they have no such rooms only have 2 singles beds in a room or 1 king bed.",October 2022,NA
Shoko 🇯🇵,Jul 2022,5.0 of 5 bubbles,The best hospitality,This was my first trip to Philippine. And I came here by myself. I thought staffs will not be friendly because this is super luxury hotel they have to be too polite but staffs are sooo nice and friendly not just polite and taking care of me. I’m so glad this was the first place to stay in Cebu. It was so comfortable staying there even alone I didn’t feel loneliness because of staffs. They also helped me a lot where to go.  The location is also perfect if you want to stay in central. I love this hotel I love staffs here. Thank you so much for all of your hospitality. I will come back here again!!!,July 2022,NA
Lui Del Rosario,Jul 2022,4.0 of 5 bubbles,The 43rd PAWD National Convention,"Still Waterfront Hotel  is the best convention venue for me with the best and most clean facilities that they own. Waterfront maintain their luxurious appeal with their well manicured greenery upon entering and the well lighted and we'll ventilated lobby a welcoming feel for every guest.The banquet also maintain its high standard food and services quality. The staff and management are one of the most approachable, polite,  people in town. See you again Waterfront!Read more",June 2022,NA
Jessee A,Jun 2022,5.0 of 5 bubbles,Our Successful Graduation Ceremonies at Waterfront Hotel and Casino Cebu City,"We are just so happy with our recently concluded graduation event at  the Waterfront Hotel. We booked our event with Miss Irish and everything just went on smoothly. She was very accommodating and made sure that she’s on top of everything. The Jimei Hall is a very good spot already even if you’re already tight with your budget, coz the venue is already elegant. The staff and the service crew on the day of our event were also very polite and attentive to our concerns and instructions. The food for our snacks at the venue were also good according to our guests. If you have time, please also try their buffet lunch or dinner at Cafe Uno near the main lobby. You’d be amazed by the visual presentation and the mouth-watering flavors of their dishes. We’ll definitely come back at the Waterfront Hotel for more events. It’s a 10/10 experience. No wonder why my partner has been a client of them for 12 years already.",June 2022,NA
Jay,Jun 2022,1.0 of 5 bubbles,Worst Wedding I’ve Ever Been To!,"The most horrible hotel experience I’ve ever had! The lights in the room was not working so we had to use only the lamps for lights, but the room was still so dark that we ended up using the flashlights on our phones! The water in the toilet stopped working, but we all had to pee at some point, so we still peed in the toilet. Let’s just say the toilet looked like a public toilet, the ones you see in ratchet clubs at 4 in the morning, if you know what I mean. The food at the reception was horrid!!!! The food looked like it was food for the pigs!! The servers were the ones plating the food, the plates were so full of food that the sauces were mixing, the salad was mixed with the chicken and rice, the lumpia tasted like kaldereta. It was disgusting! I couldn’t even finish my food!I do NOT recommend this hotel for any events!!",June 2022,NA
kringkring,Jun 2022,1.0 of 5 bubbles,Big disappointment!,It was a buffet dinner but they were limiting the plates and drinks to only one per person. They will ask you to pay if you ask for more plates. I was expecting more from this hotel. Not worth your money! Such a disappointment!,June 2022,NA
Lordson Obre,Oct 2022,5.0 of 5 bubbles,A gem at the heart of the city,"Excellent location with friendly and accommodating staff. Experienced Cebuano hospitality at its best from all corners of the property eg lobby lounge, in house gym, buffet breakfast. Wide variety of food and cocktails are affordable. Room is decent although needs renovation. Taxi/grab cars available round the clock to take you to almost every where.",September 2022,NA
Kelly S,Oct 2022,1.0 of 5 bubbles,Won’t be back,"Book a family room for 2 adults and 2 kids ages 13 and 9, had book a superior twin room which advertises 2 large twin beds through Expedia. Arrive at the hotel to check in to find they have no such rooms only have 2 singles beds in a room or 1 king bed.",October 2022,NA
Shoko 🇯🇵,Jul 2022,5.0 of 5 bubbles,The best hospitality,This was my first trip to Philippine. And I came here by myself. I thought staffs will not be friendly because this is super luxury hotel they have to be too polite but staffs are sooo nice and friendly not just polite and taking care of me. I’m so glad this was the first place to stay in Cebu. It was so comfortable staying there even alone I didn’t feel loneliness because of staffs. They also helped me a lot where to go.  The location is also perfect if you want to stay in central. I love this hotel I love staffs here. Thank you so much for all of your hospitality. I will come back here again!!!,July 2022,NA
Lui Del Rosario,Jul 2022,4.0 of 5 bubbles,The 43rd PAWD National Convention,"Still Waterfront Hotel  is the best convention venue for me with the best and most clean facilities that they own. Waterfront maintain their luxurious appeal with their well manicured greenery upon entering and the well lighted and we'll ventilated lobby a welcoming feel for every guest.The banquet also maintain its high standard food and services quality. The staff and management are one of the most approachable, polite,  people in town. See you again Waterfront!Read more",June 2022,NA
Jessee A,Jun 2022,5.0 of 5 bubbles,Our Successful Graduation Ceremonies at Waterfront Hotel and Casino Cebu City,"We are just so happy with our recently concluded graduation event at  the Waterfront Hotel. We booked our event with Miss Irish and everything just went on smoothly. She was very accommodating and made sure that she’s on top of everything. The Jimei Hall is a very good spot already even if you’re already tight with your budget, coz the venue is already elegant. The staff and the service crew on the day of our event were also very polite and attentive to our concerns and instructions. The food for our snacks at the venue were also good according to our guests. If you have time, please also try their buffet lunch or dinner at Cafe Uno near the main lobby. You’d be amazed by the visual presentation and the mouth-watering flavors of their dishes. We’ll definitely come back at the Waterfront Hotel for more events. It’s a 10/10 experience. No wonder why my partner has been a client of them for 12 years already.",June 2022,NA
Jay,Jun 2022,1.0 of 5 bubbles,Worst Wedding I’ve Ever Been To!,"The most horrible hotel experience I’ve ever had! The lights in the room was not working so we had to use only the lamps for lights, but the room was still so dark that we ended up using the flashlights on our phones! The water in the toilet stopped working, but we all had to pee at some point, so we still peed in the toilet. Let’s just say the toilet looked like a public toilet, the ones you see in ratchet clubs at 4 in the morning, if you know what I mean. The food at the reception was horrid!!!! The food looked like it was food for the pigs!! The servers were the ones plating the food, the plates were so full of food that the sauces were mixing, the salad was mixed with the chicken and rice, the lumpia tasted like kaldereta. It was disgusting! I couldn’t even finish my food!I do NOT recommend this hotel for any events!!",June 2022,NA
kringkring,Jun 2022,1.0 of 5 bubbles,Big disappointment!,It was a buffet dinner but they were limiting the plates and drinks to only one per person. They will ask you to pay if you ask for more plates. I was expecting more from this hotel. Not worth your money! Such a disappointment!,June 2022,NA
Lordson Obre,Oct 2022,5.0 of 5 bubbles,A gem at the heart of the city,"Excellent location with friendly and accommodating staff. Experienced Cebuano hospitality at its best from all corners of the property eg lobby lounge, in house gym, buffet breakfast. Wide variety of food and cocktails are affordable. Room is decent although needs renovation. Taxi/grab cars available round the clock to take you to almost every where.",September 2022,NA
Kelly S,Oct 2022,1.0 of 5 bubbles,Won’t be back,"Book a family room for 2 adults and 2 kids ages 13 and 9, had book a superior twin room which advertises 2 large twin beds through Expedia. Arrive at the hotel to check in to find they have no such rooms only have 2 singles beds in a room or 1 king bed.",October 2022,NA
Shoko 🇯🇵,Jul 2022,5.0 of 5 bubbles,The best hospitality,This was my first trip to Philippine. And I came here by myself. I thought staffs will not be friendly because this is super luxury hotel they have to be too polite but staffs are sooo nice and friendly not just polite and taking care of me. I’m so glad this was the first place to stay in Cebu. It was so comfortable staying there even alone I didn’t feel loneliness because of staffs. They also helped me a lot where to go.  The location is also perfect if you want to stay in central. I love this hotel I love staffs here. Thank you so much for all of your hospitality. I will come back here again!!!,July 2022,NA
Lui Del Rosario,Jul 2022,4.0 of 5 bubbles,The 43rd PAWD National Convention,"Still Waterfront Hotel  is the best convention venue for me with the best and most clean facilities that they own. Waterfront maintain their luxurious appeal with their well manicured greenery upon entering and the well lighted and we'll ventilated lobby a welcoming feel for every guest.The banquet also maintain its high standard food and services quality. The staff and management are one of the most approachable, polite,  people in town. See you again Waterfront!Read more",June 2022,NA
Jessee A,Jun 2022,5.0 of 5 bubbles,Our Successful Graduation Ceremonies at Waterfront Hotel and Casino Cebu City,"We are just so happy with our recently concluded graduation event at  the Waterfront Hotel. We booked our event with Miss Irish and everything just went on smoothly. She was very accommodating and made sure that she’s on top of everything. The Jimei Hall is a very good spot already even if you’re already tight with your budget, coz the venue is already elegant. The staff and the service crew on the day of our event were also very polite and attentive to our concerns and instructions. The food for our snacks at the venue were also good according to our guests. If you have time, please also try their buffet lunch or dinner at Cafe Uno near the main lobby. You’d be amazed by the visual presentation and the mouth-watering flavors of their dishes. We’ll definitely come back at the Waterfront Hotel for more events. It’s a 10/10 experience. No wonder why my partner has been a client of them for 12 years already.",June 2022,NA
Jay,Jun 2022,1.0 of 5 bubbles,Worst Wedding I’ve Ever Been To!,"The most horrible hotel experience I’ve ever had! The lights in the room was not working so we had to use only the lamps for lights, but the room was still so dark that we ended up using the flashlights on our phones! The water in the toilet stopped working, but we all had to pee at some point, so we still peed in the toilet. Let’s just say the toilet looked like a public toilet, the ones you see in ratchet clubs at 4 in the morning, if you know what I mean. The food at the reception was horrid!!!! The food looked like it was food for the pigs!! The servers were the ones plating the food, the plates were so full of food that the sauces were mixing, the salad was mixed with the chicken and rice, the lumpia tasted like kaldereta. It was disgusting! I couldn’t even finish my food!I do NOT recommend this hotel for any events!!",June 2022,NA
kringkring,Jun 2022,1.0 of 5 bubbles,Big disappointment!,It was a buffet dinner but they were limiting the plates and drinks to only one per person. They will ask you to pay if you ask for more plates. I was expecting more from this hotel. Not worth your money! Such a disappointment!,June 2022,NA
Lordson Obre,Oct 2022,5.0 of 5 bubbles,A gem at the heart of the city,"Excellent location with friendly and accommodating staff. Experienced Cebuano hospitality at its best from all corners of the property eg lobby lounge, in house gym, buffet breakfast. Wide variety of food and cocktails are affordable. Room is decent although needs renovation. Taxi/grab cars available round the clock to take you to almost every where.",September 2022,NA
Kelly S,Oct 2022,1.0 of 5 bubbles,Won’t be back,"Book a family room for 2 adults and 2 kids ages 13 and 9, had book a superior twin room which advertises 2 large twin beds through Expedia. Arrive at the hotel to check in to find they have no such rooms only have 2 singles beds in a room or 1 king bed.",October 2022,NA
