Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Scott sullivan,NA,5.0 of 5 bubbles,Cebu 2019,I stayed here my 1st trip to Phillipines. It was very nice... food was good..I'm a spoiled American from New York city.. but I have no complaints about this hotel.. I look forward to staying here again.... thanks again for your help and hospitality,March 2023,NA
Kirk,Feb 2023,5.0 of 5 bubbles,Cebu's Best!,"Booking the Marco Polo Plaza Cebu every year for arrival or departure stop overs,its quality has not changed a bit. Service, food, accommodation and location of this hotel is excellent. We stayed their in January and February 2023 and for us it has still its flair. Especially chief cook JUANITO puts always magnificent food on the table at Cafe Marco, El Viento and the roof top BLU BAR!!!!To round your stay bar tender ROBERT will make it complete and surf you with his best  cocktails.",February 2023,NA
lesamang1,Jan 2024,5.0 of 5 bubbles,It was great!,"It's a bit far from the airport, shopping malls, and tourist attractions, but it's reasonably priced and quite satisfactory.It is not difficult to call grab, but sometimes it is not possible to catch it due to the location. Taxis entering and exiting the hotel are carefully recorded, but in some cases, be careful of exorbitant fares",January 2024,NA
ivanskriptunov,Jan 2024,5.0 of 5 bubbles,Very Cold Hotel,"Excelent hotel, excelent food everything is very good, but it was too cold inside. Very nice view, good gym, nice waterpool, but cold again. Everybody are friendly, room is 5stars class. Hope I will return to this hotel, but with warm clothes",January 2024,NA
cmtan2024,Jan 2024,5.0 of 5 bubbles,excellent service,Service is excellent . the food is superb at the Cafe Marco and Lobby Lounge. The view from the top is excellent. Our stay is relaxing and we had a good time. we will definitely refer it to friends and family.,January 2024,NA
havenkylecruz,Jan 2024,5.0 of 5 bubbles,A Marvellous stay!,I really love the room and the window view  captures the entire city plus the service were marvellous. Check in and out was easy and the amenities are superb. Really worth it. The toilet needs some improvement such as bidet and razor shave tho.,January 2024,NA
Paulette V,Jan 2024,5.0 of 5 bubbles,Marco Polo a Home for Cebuanos💖,"My Travel Authentic Team were invited for a cocktail party and we were introduced to their new General Manager Mr Max Huber.   I shared to my staff that Marco Polo is my very memorable and nostalgic place to be.  It's were our highschool graduation ball was held and it bring so many beautiful memories from my previous works.  And it felt more home, to see Ms Gema Baz is still a part of the Marco Polo Team and the food is really unbeatable.  Specially to know my old acquaintances Emma and Juanito are now the head of the FB team.   My previous functions in Marco Polo are always satisfying.  And they always extended beautiful service even to locals, they offer fair treatment.   Lae now handle the travel account and she is exemplary also.  I always and will always Love the Marco Polo Plaza Cebu! 💖",January 2024,NA
David,Jan 2024,5.0 of 5 bubbles,Great stay with a nice pool.,"Always a great stay at Marco Polo in Cebu, Philippines. The premier room we had was comfortable and roomy with two double beds and a nice armchair with ottoman to relax in. We had the Mountain view room, the sea view was slightly more expensive but really not worth the extra as who looks out the windows anyway. The pillows were soft and plentyful but I didn't like them as I'm used to a firm pillow but each to their own. One gripe was that the food provided by the hotel, whether in room or restaurant was quite expensive and they don't allow food to be bought in so apart from the ""free"" breakfast we ate out at Ayala Mall which involved catching a taxi each way and sometimes involved a wait  for a taxi until we decided to use the ""Grab"" cars. The breakfast was really great with a big selection of foods for local and Western tastes and as we were there for Christmas we indulged in their Christmas lunch buffet which was excellent, if expensive. We stayed for nine days and the staff were excellent and very helpful, especially the restaurant staff who had very busy days over Christmas and New Year. If you are looking for  great stay in a 5 star hotel then I would recommend Marco Polo if you don't mind paying that extra money.",December 2023,NA
Thirdy D,Jan 2024,5.0 of 5 bubbles,Good service marco polo,well planned event for 1000pax oathtaking of civil engineers and provided service vehicle  from marco polo hotel to jy square to the  honorees. Very happy with the excellent service provided by emma and her team. Would definitely go back fkr future events,January 2024,NA
veronicayumol,Jan 2024,3.0 of 5 bubbles,A getaway trip to Marco Polo,"The staff in this hotel are very accomodating , approachble and eager to attend to their guest needs.If your lookking for a quiet and peaceful place i recommend this hotel but the management needs to consider some renovation in order to satisfy  their guest.",December 2023,NA
richard b,Dec 2023,5.0 of 5 bubbles,Simply the Best - truly five star.,"Excellent staff, friendly, helpful, nothing too much trouble. Five food outlets, all very good, breakfast buffet is exceptional for choice, quality and taste.  Blu Bar (with its views) is wonderful (more than a touch of class) with great food and style, bedrooms are modern, quiet, spacious, bed and sleep quality is excellent. Marvellous swimming pool. Large on-site free car park, great feel-safe security, gym and spa both good, great value for money (much cheaper than other 5 star hotels in Cebu).Marco Polo is in an excellent location, just outside the City which remains very accessible, elevated, away from the pollution of the city and busy roads, clean fresh air.The well maintained building is some 38 years old, built in a Filipino style, with great charm and history, a change from the glitz of recently constructed hotels.Read more",December 2023,NA
mprelente,Dec 2023,4.0 of 5 bubbles,Overnight stay,I like my overnight stay but was not quite satisfied because of the cr and also the roads in the vicinity. Nevertheless i still enjoyed the stay and experience. Hoping I can come back there again soon.,December 2023,NA
Janelle B,Dec 2023,5.0 of 5 bubbles,Perfect getaway,"All i can say is perfect. From the moment we entered their parking space, it's so clean and spacious, overlooking the city, then up to their hotel lobby, the long elegant stairs, the centerpiece, you will immediately feel the wonderful relaxing ambience. Their staffs were always so friendly,. cheerful, and helpful to us. The room is so clean, elegant, with big comfortable beds, pillows and comforters, everything is so squeaky clean. The pool, gym, and the spa is one of our favorite family bonding moments, and of course, our all time favorite breakfast buffet is one of the best you can find in the island. Everything is just amazing that keeps us going back over and over again over the years.",December 2023,NA
gws123456,Dec 2023,5.0 of 5 bubbles,Cebu Exapts,"Excellent facility We will for sure stay at the Marco Polo again. They need to come to times and obtain FOX new. Fox new viewers outnumber CNN 3 to 1. Their service was excellent, their service superb.Read more",December 2023,NA
dilaorene30,Dec 2023,5.0 of 5 bubbles,Well and Good,"Well and Good everything our experience in the said hotel, hoping that if there is another day to stayed in your hotel I would rather choose again in Marco Polo since, in terms of accommodation is well and good.",December 2023,NA
johnT7559GA,Dec 2023,2.0 of 5 bubbles,OFFICIAL FUNCTION,Marco Polo needs an upkeep of their services particularly when engaging with a huge number of guests. Food served inside function halls as well as the services of attending crew or associates during these meals should be improved and some toilet facilities are not well maintained.,December 2023,NA
racheljaro,Dec 2023,4.0 of 5 bubbles,Good but service can be improved,"The location and rooms are great. However, I find the service of the staff lacking during our 2 night stay. My expectation with Marco Polo is that they have superb customer service. When we arrived, no one assisted us to our rooms to carry our luggage. When in the room, I called their reception desk multiple times but no one answers. When we checked out, again, no one assisted after we asked for cab. Generally, the people are nice but they don't extend their services beyond that which I expect from a hotel at their caliber. However, the food is great.",December 2023,NA
cyrille0307,Dec 2023,3.0 of 5 bubbles,Luxury hotel lost its lux,"Let's face it, Marco Polo is a luxury hotel in Cebu but nothing we've experienced compared to other hotels we've been to. Bathroom has no bidet, AC and fridge is not that cold,  someone wanted to connect to our TV.",December 2023,NA
sabayshanor1982,Dec 2023,5.0 of 5 bubbles,program implementation Review,"Excellent, Very accommodating staff and crew who serve our food during our stay..Nice staying at the hotel especially during holidays, Thank you for taking care of us while we are there and serving with a smile in your faces. Godbless more power.",December 2023,NA
Kenan_772023,Dec 2023,5.0 of 5 bubbles,Special occasion and business related event,"Good for family activities with somehow reasonable amenities when you have enough budget this hotel can give you a lot to offer.  If you are in to views since I am happend to be top of the hotel I am happy seeing city lights from above.  If you are into foods they can offer you a lot of delicious foods and good to know that they still embrace offering some of our known Filipino dishes. Lastly, they have shuttle services where you take advantages and drop you off in time that you are needing it especially checking-out the hotel.",December 2023,NA
luzanopeter611,Dec 2023,5.0 of 5 bubbles,EXCELLENT HOTEL,"The location of Marco Polo Hotel is excellent, it's nice to see, an overlooking place, the cleanliness of the hotel,  the amenities even the size of the rooms, the swimming pools and the bathroom as well.  Very clean environment.",December 2023,NA
ssugordiano,Dec 2023,5.0 of 5 bubbles,Marco Polo,"It was a great stay. The room was cozy, staff were friendly/polite and the food wad superb. The place overall was securrd and safe. The Christmas decorations in the lobby was amazing.Will definitely book again. Thank you.",December 2023,NA
947Catherine2023,Nov 2023,5.0 of 5 bubbles,Cebu experience,"The giant Christmas tree and the grand staircase at the lobby wowed us.Very welcoming staff, all friendly and professional - helped us a lot on our tour around Cebu.The breakfast was next to nothing.Will highly recommend Marco Polo.Read more",November 2023,NA
Rob C,Nov 2023,1.0 of 5 bubbles,NONCHALANCE OF MARCO POLO,"Nov 19, 2023 will be an unforgettable date. On the same night I got our company’s annual top award, and the accident of a lifetime. Amidst all the highlights, one glaring thing overshadows everything - THE NONCHALANCE OF MARCO POLO HOTEL.It was before 12mn and we are about leave for home, when I saw that it was drizzling, so I asked my wife to wait for me at the drop off/pickup area just near the hotel’s entrance, while I get the car. The old structure of the hotel offers no convenience of a basement or roofed parking area. After a couple of steps on their pavement, I slipped and went down with my right arm first. This caused a fracture of my upper arm bone. I need to undergo surgery for a titanium plate to be attached.  Through the entire incident that happened within their property, I only got an sms from Marco Polo company nurse.",November 2023,NA
GAY E,Nov 2023,5.0 of 5 bubbles,Pleasant Stay Overall,"The staff from the reception, and restaurants are all warm and accommodating. Food was great and enjoyed the friendly service of the restaurant staffs. Room was nice and kept clean by the room attendants. I highly recommend to visit the Blu bar , perfect place to enjoy food and drinks and to unwind. Delicious food and drink can also be found at El Viento if you want a perfect al fresco dining experience. Overall, i had an excellent stay.",November 2023,NA
che031776,Nov 2023,5.0 of 5 bubbles,A pleasant stay,"Marco Polo is the best hotel to stay in Cebu. The staff from the reception, Housekeeping, and restaurants are all warm and accommodating. Food was great and enjoyed the friendly service of the restaurant staff. Room was nice and kept clean by the room attendants. The panoramic view of the city was amazing, i highly recommend to visit the Blu bar located at the penthouse of Marco Polo Cebu, it is the perfect place to enjoy food and drinks and to unwind. Nice swimming pool and you can find delicious food at El Viento if you want a perfect al fresco dining experience. Overall, i had an excellent stay. Marco Polo Cebu is the best place to stay in Cebu. ⭐️⭐️⭐️⭐️⭐️",October 2023,NA
JohnnieMidnight,Nov 2023,4.0 of 5 bubbles,Still has the Plaza Magic!,"Check-In  Check Out was a breesze! Excellent food, great service but the facilities need to be updated. One of the Philippines historical hotel. Great view and the location is strategic. Will comeback after the rooms are updated.",November 2023,NA
chris2phercornelio59,Oct 2023,4.0 of 5 bubbles,Good,Need improvements of cr; room is good ; food is good; service of crew is good specially at the restaurant; parking area not so nice; lobby is clean; appliances not so good need new; guards are very respectful..,October 2023,NA
solcabinte,Oct 2023,5.0 of 5 bubbles,Marco Polo Hotel,"Conducive for stay during vacation. I can recommend this to others. I can go back to check in on this Hotel. Thank you very much for your very accommodating staff. The food was so delicious, and I enjoyed eating different food.",October 2023,NA
raffyalayon29,Oct 2023,5.0 of 5 bubbles,Stay in Marco Polo,Everything is in good condition. My stay there is very comfortable. Perhaps they can improve the wifi connection. I appreciate the kindness of the staff and how they accomodate us. The costumer service is very responsive,October 2023,NA
Rostum D,Oct 2023,5.0 of 5 bubbles,CEAP Cebu National Assembly Hotel  Accomodation,"Coffee and breakfast is great…and the Café Marco staff (Kristine, Aedel, Lor, Ace, Jovs, Lester, Arvin, John, Marivie) are also friendly and accommodating to your special requests. Guests are treated with excellent care…kahit late night na.",September 2023,NA
rbrown406,Oct 2023,2.0 of 5 bubbles,Not what we expected,"First impression walking in the door was good...went downhill from there. It was after 10 PM when we arrived and there were a number of people lined up to check in. The waiting for our turn took probably 20 minutes...too long. I booked this hotel because on the website it said ""3 pm check out""...so I asked when checking in if we could avail the advertised check out time and was told ""it is subject to availability, and we are fully booked so we cannot offer you that"". Stike two and we haven't reached the room. The room is really nothing special based on the price...not overly impressive and the fire extinguisher sitting on the floor doesn't help the visual appeal. We could not log in to the internet to notify family we had arrived. We also experienced problems with the cable TV being out some of the time. We were able to connect with the internet the next morning. There was only one spoon with the coffee cups. The water pressure in the shower was a little weak as well. The breakfast in the morning had a good variety of choices however the items that should be served hot were room temperature. The hotel is quite a way out from the airport and based on our experience it's not worth the effort. Better options much more impressive with similar price range. Not likely to return.",October 2023,NA
Gleeerz,Oct 2023,5.0 of 5 bubbles,A Wonderfully Enjoyable Stay,"Everything was so great! The Staff were so approachable and very accommodating. The hotel was superb! It is indeed my most memorable stay. Thank you so much, Marco Polo. I will surely be back, soon! Save muna ako money to have the same experience again.",October 2023,NA
remydesu,Oct 2023,5.0 of 5 bubbles,Warm and Cozy with amazing food,"I love their breakfast and the staff at the cafe are all nice and friendly. The room is clean and the bed is comfortable.The hotel is clean and the place is quiet, although it was a business trip it's definitely a good place for relaxation and leisure.",September 2023,NA
Mafar83,Oct 2023,4.0 of 5 bubbles,Another nice stay,"The location of the hotel with overlooking the city of Cebu from a sea view room is exceptional.Some of the rooms are a bit dated, but if you book one of the premier rooms, they are renovated.The breakfast at Cafe Marco is offering a variety of international food.Overall this hotel is very recommendable!Read more",September 2023,NA
Camper700187,Sep 2023,5.0 of 5 bubbles,Excellent experience at the Blu Bay and Grill and a special thank you to Mark for making our visit a special one.,Had a failed booking elsewhere so decided to go to Marco Polo at short notice and dined at the Blu Bar and Grill. Even though no booking and fairly late we were greeted very warmly and seated. When told of our 7 year anniversary the staff noted this and later bought a complimentary cake for us. When I advised I can't eat anything with gluten the chef advised what dishes were gluten free and actually there was a lot of choice. The food was excellent but the real highlight was the exceptional service from the staff especially from Mark who looked after us professionaly and in a very friendly and helpful manner. Highly recommended.,September 2023,NA
Michael John,Sep 2023,5.0 of 5 bubbles,"VALUE FOR MONEY, AWESOME STAY","The pool, breakfast buffet, and the amazing lobby were awesome as always. The check-in was super fast. and they let us in even though we arrived early. The view in our room was great, we were facing the mountain but still great. the staff were friendly and very accommodating.",September 2023,NA
normasuico56_ns,Sep 2023,5.0 of 5 bubbles,MY STAY IN MARCO POLO,"The Hotel is very clean, relaxing and conducive to having family vacation and taking a break for a very hectic schedules. I enjoyed swimming in the pool and most of all the food served during breakfast with plenty of choices to have",September 2023,NA
John Howard P,Sep 2023,5.0 of 5 bubbles,Team Jewel Breakfast.,The food is great also the crew especially Kristine she is so polite and love her smile. Hopefully to be back of this great place with great food. Big ups to the management and to all the crew's. Take care and stay safe.,September 2023,NA
Wazza S,Sep 2023,5.0 of 5 bubbles,I found the recent stay at Marco polo Cebu a very nice experience.,"Staff were excellent in all areas. value for money you will not find better in Cebu. Breakfast buffet was the best I have seen in years so much to chose  from. Food at down stairs pool was the best burgers and pizza ,and very friendly Staff.",September 2023,NA
tinapang_bangus2000,Sep 2023,5.0 of 5 bubbles,Excellent Experience at Marco Polo Cebu,"WeI had such a wonderful stay at Marco Polo Plaza Cebu that I am eager to go back to stay there again!!Rooms are spacious - good value for your money.  Pool area is fabulous!  Cafe Marco breakfast buffet is sumptuous and they change breakfast items everyday which is good.  The best part though is the EXCELLENT customer service - from check-in to check-out - very convenient.  When I requested for firmer pillows, they gave us.  I'd like to specially commend Kristine  Arven of Cafe Marco, plus the ladies at the reception.  They remembered my name  preferred table on the 2nd / 3rd day, they remembered to put tissue on the table instead of my asking for it - it was already there.  Very friendly, smiling, warm, funny staff (esp. Kristine).  Jasper  Ribs of Housekeeping were very helpful too!  Thank you for putting the water in the ref for us.  I think this place has the best customer service I've seen in any hotel yet.  Whoever is hiring/training the staff should be commended.  Wow!!",September 2023,NA
freeocean,Sep 2023,5.0 of 5 bubbles,Clean Room Very Clean,"The cleanliness of the room was very good. There was some noise between floors. This is a guest's problem, so I can't comment on anything, but this hotel was very clean and good for the price. Will use it next time. The swimming pool is also very large and well maintained.Breakfast was good, but I wish there was more variety in the food.",September 2023,NA
edwinalburo,Aug 2023,5.0 of 5 bubbles,August 2023 Trip,"Excellent and strategic place to stay if you want to explore the Tops of Cebu/ Busay Area. Have a nice and very hospitable receptionist, spacious lobby and parking lot, very courteous security, and the best / various choices in your breakfast. Highly recommended for others!",August 2023,NA
brabantemg,Aug 2023,5.0 of 5 bubbles,"Stay last August 11, 2023","As one of the organizers of the event, I truly appreciate how professional their staff are. They were very accommodating and easy to talk to. During the event, there were unforeseen challenges but they were ready to hear us and help. Thank you so much Marco Polo!",August 2023,NA
jnesus014,Aug 2023,5.0 of 5 bubbles,Overall review,"It was an excellent stay. The rooms are clean and comfortable. Food was superb, and the presentation was excellent as well. Keep up the good work. The staff are very polite and attentive. Overall was 100% excellent.",August 2023,NA
Queen Castle C,Aug 2023,5.0 of 5 bubbles,"Bestest Hotel Breakfast Buffet Ever, Filipino Hospitality at it's Finest","My overall experience was excellent. Of all the hotels I went to over the years internationally and domestic, your hotel serves the best breakfast buffet. Your hotel also is at par with international 5-star hotels in terms of the service. Your staff are prompt and courteous. They deserve to be recognized. The only thing I would recommend for improvement is, please please put bidet. Haha For people used to tissues, this is not an issue at all.",July 2023,NA
Elichell,Jul 2023,5.0 of 5 bubbles,"Great staff, good food and great views of Cebu City!","Had such a great time staying in this hotel for my birthday staycation. Mark Decierdo, from the front desk delivered us an extraordinary customer service! He outstandingly assisted us with our queries up until booking and upon check-in and check-out. All of their frontdesk officers wore a huge smile upon entering and big thanks to Noel for assisting us with our luggages and Kizia for the smooth check-out process. It was a nice and fruitful stay! Beautiful views and friendly staff makes it perfect!",July 2023,NA
Robin C,Jul 2023,5.0 of 5 bubbles,My Marco Polo Stay,Went there for the first time on Official Business. The staffs were accommodating and friendly. The service is A-OK. I left my blazer inside the room's cabinet. I had it traced by my cousin who was left in the hotel and luckily it was still there and was returned to me. Not forgetting to mention that the food were awesome! So my first with them was very memorable. Thank you Marco Polo. Kudos to your outstanding service.,July 2023,NA
Karen Ledesma,Jul 2023,5.0 of 5 bubbles,Maintained Hotel,"Very good  accomodation. They granted our request for our rooms that we wanted with connecting rooms.Accomodating front desk  sumptuous breakfast buffet. 6 years old  below are free for buffet breakfast, good for family to stay.",June 2023,NA
norennmagdaluyo,Jul 2023,5.0 of 5 bubbles,Best Hitel,"Outstanding Experience, the staff is very friendly and very accomidating. The amenities are excellent. The food is the best and many choices, it serves different menu like if you prefer korean dish, filipino dish, american dish. Highly recommended. And they have “all gender restroom” which is nice.",July 2023,NA
chk300,Jul 2023,5.0 of 5 bubbles,Ecellent Place to stay in Cebu City,"Friendly from A to Z, food excellent in any Restaurants, big and clean rooms, beautiful View sea side or mountain view too👌🏼Central located, airport transfer 45 to 60 minutes. Central located to AILALA Center.Definitely will com back again. Thank you all the Marco Polo Cebu Team.",June 2023,NA
maphiep,Jul 2023,4.0 of 5 bubbles,Calm and Restful,"Had the needed time to relax and unwind at Marco Polo, it was not crowded and breakfast was a feast! Check in and check out was a breeze, no hassle at all.   Thank you. Will definitely bring my family next time.",June 2023,NA
moonostia,Jul 2023,3.0 of 5 bubbles,Good experience somehow,"I think the price does not justify some of the missing amenities such as bidet in bathrooms, or access to netflix in the television. Breakfast at Cafe Marco was good tho. Hope those will be added in tje future.",June 2023,NA
maglunobsarahthe2023,Jun 2023,4.0 of 5 bubbles,My experience at Marco Polo Plaza Cebu,"We stay at marco polo plaza for only 1 night but, I can say that this hotel has great amenities! Sadly, some rooms don't have bidet. Their staffs are approachable and good in creating conversation with gurst.",June 2023,NA
JunaRSM,Jun 2023,5.0 of 5 bubbles,6 Nights stay,"Great staff-helpful and prompt in assisting when in need.Delish food- i had 6 breakfast in buffet so many choices that i think were good. I had some room in dinings too the ribs was amazing! and efficient check in and check out processes- the most critical part i think, there was no waiting time and extra process i had to work on to proceed. Process was fast.",June 2023,NA
arlyn m,Jun 2023,5.0 of 5 bubbles,Beautiful Hotel,"Stayed for 4 nights -25 -29 of May 2023... When we arrived in the morning , We check in early ,the rooms are already ready . We are happy and We have the time to have a breakfast to the beautiful hotel. The food is okay.The staff are friendly especially, the luggage porter he is attentive to his job and the room attendant is good,!our rooms are always clean and tidy. The waiting staff are good as well ,happy to served the guests. The hotel lobby is beautiful with a nice flowers ,the lounge and  the reception area . The receptionist are good to answer our queries. The furnitures are nice .We enjoyed our stay .Definitely coming back again to this beautiful hotel .the service are excellent 🌈",May 2023,NA
lloydremedio,Jun 2023,4.0 of 5 bubbles,Good service but rooms and furniture need update,Service was great and the the staff were fantastic. The breakfast was awesome with a lot of choices. The wedding venue was good and the food as well. The only not so good were the room features with manifestation of wear and tear. Towels were missing and one room had no soap holder. The bridal suite' aircon was loud.,June 2023,NA
jgavi0la,May 2023,5.0 of 5 bubbles,Excellent Customer Service,"I would really like to have the seaview room next time, and maybe even adjacent rooms for a big family. Excellent check-in and check-out service is provided.  The hotel staff is all courteous and welcoming.  Every visitor will eagerly anticipate breakfast.",May 2023,NA
Go080614,May 2023,5.0 of 5 bubbles,Lots of options and very welcoming.,The hotel is very nice.  Check-in was a breeze.  Our rooms were nice and clean but the air conditioning was not adjustable and it was warm.  We had to ask for top sheets as the comforter was too heavy given the temperature.  Having multiple dining options was nice.  The cafe near the pool was nice and the pool was beautiful.  Staff was accommodating to every need.  We enjoyed our stay here.,April 2023,NA
alexandraalgar13,May 2023,5.0 of 5 bubbles,Excellently of this Hotel,"In the arrival at reception, the welcome us without any hesitation kudos to that. With all their smiles, you will never hesitate to ask some question. Every call we request, there's an action right away. The crew who goes our room was good, I think they really live their job. Maybe the other side was, the 3 rooms where check out 1 hour after it was bit late. But the food was so delicious, maybe it was a bit pricey but there's no regret on it. I even talk to them because I didn't there should be reservation but they provide us actions right away. I think that was their supervisor. It has spectacular view from the room. Cleanliness was observe. Kudos to all the staff.",May 2023,NA
misskaye23,May 2023,5.0 of 5 bubbles,Great for Family Staycation,"We stayed here for 2 nights. The food is great, staff is accomodating, room service is fast and housekeeping (Aldren) is commendable.Though the aircon is not that cold and pillows are already flat, we still had a great time there. Will definitely come back!",May 2023,NA
marylarano88,May 2023,5.0 of 5 bubbles,Excellent!,"I really enjoyed our stay, the staffs are friendly and very attentive and also they call me by name so it's a plus. kudos to all the service staff! My room was very clean, hopefully next time I can get City view accommodation.",May 2023,NA
BonoAntipolo,May 2023,4.0 of 5 bubbles,Pleasantly surprised.,Great dining options and excellent service by the staff. The rooms are old but they make up for it with excellent customer service. Wifi could be better. The Chinese restaurant is one of the best that I have been to. This is a new favorite of mine and I will definitely be back.,April 2023,NA
aileen sacol,May 2023,5.0 of 5 bubbles,Friendly and Very Accommodating Staff and Crew at Marco Polo Plaza Cebu,"My stay with Marco Polo has been very wonderful.  All the staff and crew are very friendly and accommodating.  Food was good especially the Biko (snacks).  However, I noticed that bathroom/rest room has no bidet installed.  It would have been better if there is....Overall, my stay has been comfortable and very worth the penny spent.",April 2023,NA
hiroakiendo2023,May 2023,4.0 of 5 bubbles,Business trip,"breakfast quality was improved than before. many variety of food especially quality of bread became better than 4years ago.I stayed for my Business trip. so for me th3 location in not ao bad but for not for Business,the location is not so good except the night view from Blue bar and grill.",April 2023,NA
aRVees B,Apr 2023,5.0 of 5 bubbles,"Excellent Hotel, Friendly Staff and Easy Access to Public Transport","We love our stay at Marco Polo Plaza Cebu Hotel. Staff are friendly and very accommodating and we love the amenities. The breakfast buffet at Cafe Marco has a variety of food to choose from and they are delicious. We also enjoyed swimming at their pool. If you want, you can also order food at the pool side bar. If you are planning to go to the nearby malls or tourist spots, you can easily catch a taxi and a jeepney. Marco Polo Plaza Hotel Cebu is along the road on Nivel Hills, public transportation is passing by 24 hours a day. The staff on duty can easily assist you with your needs. Also, please make sure to go to the Blu Bar on the penthouse between 4:30pm to 10:00pm. Enjoy your stay! -Roland of arveesblog dot com",April 2023,NA
Joshua M,Apr 2023,5.0 of 5 bubbles,The pool Bartender Bernie ,"This review is for the Bartender downstairs in the pool area, guys name is Bernie, if you stay here, sit at the pool bar area and look out for him, we came here with another couple with my fiancé and I've got to say I am impressed, he was not only taking care of us and making sure we were taken care of but was also taking care of the lounge and buffet area. Ask for his signature drinks or for him to surprise you and you will not be disappointed. Thank you so much for making our stay here at the Marco Polo that much better.",April 2023,NA
alvinlap74,Apr 2023,4.0 of 5 bubbles,Staycation,Rooms were clean and spacious only the shower room must be upgraded. The best part was breakfast buffet at Cafe Marco Foods are very delicious and plenty to choose.Staff are very accomodating and helpful.,April 2023,NA
Nirosh,Apr 2023,5.0 of 5 bubbles,Great feeling!,"I did not expect to receive the warm welcome, comfortable room and a staff willing to facilitate my requests. It was too good! Was very happy and hope to be back soon.At all levels, the service was great. No areas to complain about!",April 2023,NA
