Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
jmacosta2018,Oct 2019,4.0 of 5 bubbles,Value for Money,"I love to stay in Parklane Hotel for three reasons: (1) the food is good; (2) the location is excellent, as it is near to a mall and some government offices; and (3) the personnel are warm and caring, particularly Ali, Jiji and Wakee and of course the courteous security guards at the lobby who efficiently get a cab for me whenever I leave the hotel. This hotel may not be as grand as other hotels in Cebu City but it does not matter to me. As long as it gives me a comfortable stay with a reasonable rate, it is good enough.",October 2019,NA
J G,Oct 2019,4.0 of 5 bubbles,Good location and comfortable ,"3 minutes walk to get to Ayala Mall and Ayala Terrace, and to 24 hours massage at YOLO massage. Staff was friendly and everything went smooth. Nothing to complain about and food value for money.  At Ayala, lots of choices for food, drinks, including Starbucks. Can't beat the location.",October 2019,NA
rustygen,Dec 2019,2.0 of 5 bubbles,Rude employee ,"Right away when we checked in,  two of the employees saw us staring at me knowing I have a defect, being with a foreigner they started mourning and laughing and even mention my defect. How rude for them to do that to their customers.  I want them to be trained.  Plus they offer us a non smoking room but when ee got in the room,  it smells horrible with cigarettes so the rest of our stay was poisonous.  Just be warned if you book this place,  make sure you are ready to be bullied..",December 2019,NA
lean,Nov 2019,4.0 of 5 bubbles,cebu,I like the atmosphere and they are very good in entertaining people not to get bored. Please visit this place because you can be happy and you will never be alone. You will hablve companies and Friends.,November 2019,NA
Lawland L,Nov 2019,4.0 of 5 bubbles,Super quality and affordable upper range hotel,"It was the best.  good gym, excellent buffet, walk to Ayala Mall, close by Jitneys if desired.  rooftop pool was wonderful. They made me wait a bit for my reservation, but later upgrade my room to a suite. That was sweet.  Easy access to airport only 40 minutes to airport and check in to my flight was impressively fast.Great room and comfy.",November 2019,NA
Joyce Ann,Nov 2019,5.0 of 5 bubbles,Family getaways,A small hotel that offers great service and very friendly staff. This was our second visit. We would certainly recommend the deluxe rooms.The wifi was great.  Breakfast buffet is plentiful and the 2 restaurants offer a good selection of food.  Overall a great holiday venue. Thank you for the experience .,November 2019,NA
Latravelingman,Nov 2019,5.0 of 5 bubbles,Best place to stay in Cebu,"Great location, best gym in town, newly renovated rooms, five minute walk to Ayala Mall, good buffet breakfast also. Excellent service by all employees and fast check-in and check-out! I have stayed at Parklane many times, and never disappointed.",November 2019,NA
L Salazar,Oct 2019,4.0 of 5 bubbles,Convenient and good food,The hotel's location is close to Ayala Mall for shopping and meals. The buffet breakfast included in the stay  is delicious and they offer take away for those doing the early morning tour to Oslob and Kawasan falls. The staff is friendly and helpful. The rooms are nice and clean with views across the city.  The only downside was the ongoing construction of the road in front and some noise from the room renovations within.,July 2019,NA
jmacosta2018,Oct 2019,4.0 of 5 bubbles,Value for Money,"I love to stay in Parklane Hotel for three reasons: (1) the food is good; (2) the location is excellent, as it is near to a mall and some government offices; and (3) the personnel are warm and caring, particularly Ali, Jiji and Wakee and of course the courteous security guards at the lobby who efficiently get a cab for me whenever I leave the hotel. This hotel may not be as grand as other hotels in Cebu City but it does not matter to me. As long as it gives me a comfortable stay with a reasonable rate, it is good enough.",October 2019,NA
J G,Oct 2019,4.0 of 5 bubbles,Good location and comfortable ,"3 minutes walk to get to Ayala Mall and Ayala Terrace, and to 24 hours massage at YOLO massage. Staff was friendly and everything went smooth. Nothing to complain about and food value for money.  At Ayala, lots of choices for food, drinks, including Starbucks. Can't beat the location.",October 2019,NA
Aillen L,Nov 2018,4.0 of 5 bubbles,Great Stay,"Pool- I love the Jacuzzi and i love the pool.Breakfast: Delicious Breakfast buffet @ Manuel’s Restau with Filipino cuisine. Kan-an restau is stylish and classy.Room: The bath tub was a plus! However, the bed was too cute. Staff- Friendly, but not everyone.Read more",October 2018,NA
JohnYa5,Nov 2018,4.0 of 5 bubbles,A good place tasty near the Ayala Mall.,We finally managed to stay at the Cebu Parklane Hotel.  We had a nice room. It was a little aged. They are remodeling some of the rooms so that one was probably on the list. You need your room card to set an elevator floor to keep outsides from getting on your floor. they have a nice pool on the fourth floor and an amazingly large well equipped workout room. They have an ATM machine in the lobby. We wish we saw that right away as we were out walking around to find one.Read more,October 2018,NA
flac010,Nov 2018,5.0 of 5 bubbles,Good Location.,"We are  very happy that we selected this Hotel, nice room, good air conditioning, very clean, looks like is recently renovated, the restaurant have a good selection of food and excellent service, the other good thing is that is close to every thing, the Mall is just around the corner. I will recommend this Hotel to every one.",October 2018,NA
Vacationer79670,Sep 2018,3.0 of 5 bubbles,Looks old but well kept,"I stayed into this hotel together with my friends during our convention... The hotel rooms looks old, but clean... The staff were friendly, however it takes hours for them to give my shaving kit when i ask for it... The food during breakfast is just ok...",September 2018,NA
Curious152962,Sep 2018,3.0 of 5 bubbles,Noisy hotel close to Ayala mall,"Cebu Parklane international hotel is currently renovating some floors which is required as well as the room we stayed in was according to expected standard but has already seen quite a lot of use. Especially the carpet was well worn. Air-con was working just enough and was making only little noise which made the noise from the heavily trafficked road in front of the hotel very noticeable. As the road is used very much even during nights, honking, engine noise and people shouting could be heard all during the night (room on the 7th floor, uneven numbers there) and made it sometimes difficult to sleep. Pool was close to the restaurant so while swimming you can watch people eat and vice versa - depends whether you are personally disturbed by this or not.Bottom line, you get your money’s worth but the street noise was unfortunately difficult to bare sometimes. This however, might be a common problem in this part of town also for other hotels.Read more",September 2018,NA
absm33,Sep 2018,4.0 of 5 bubbles,Problem free stay,"Very good service, quick check in  out, located near a mall, good breakfast buffet, clean room, facilities maintained well, complete amenities, and taxi always available outside the hotel. Will stay again when am in Cebu.",September 2018,NA
Franndeo T,Sep 2018,4.0 of 5 bubbles,Very Good Value,"I booked here for 3 days. This hotel returns the value of what you have paid for. The room was designed intricately and it was neat. The bathroom was so clean as expected. The staff were accommodating. The only downside was the wifi because it was unstable. Overall, you get what you have paid for. I would love to book here again with my family next time. Cheers!",September 2018,NA
Jess R,Sep 2018,4.0 of 5 bubbles,Good enough,People in Cebu was really cool. Theres a traffic but tolerable. I love cebu delicacies and the place itself. My fiance and I are real want to go back there soon again. The staffs are pleasant and friendly.,September 2018,NA
Milencio1976,Sep 2018,2.0 of 5 bubbles,Bed Bugs,i stay here on the 11 of sept to 12 of sept 2018 room was ok i thought the bed was ok when i got into the bed it was nice but when i woke up i have a lot of rashes from bed bugs i got been bitten until i leave scratching like never ends this is the first time ive been bitten its all over in my body too bad and the breakfast was ok the selection is good but the service staff is not ok they only concentrate in foreinger only am a filipino guest but they dont ask if you like coffee once you sitted in the table run out of most of juices and coffee as well i know its busy time but no ask me how is the breakfast or would you like some coffee instead poor service,September 2018,NA
Jacob,Sep 2018,2.0 of 5 bubbles,Can be better,"The staff of the hotel were friendly, efficient and accommodating, but the hotel itself can still be improved. Maybe it was just the room we booked, but ours had a malfunctioning air conditioning unit and the TV wasn’t connected to anything. We couldn’t watch the news or any other channel, so it was really quite boring. Room service was quick, but the food was poor. Breakfast was fine, but can be improved if they they added more choices for diners and guests.",September 2018,NA
Robert H,Sep 2018,5.0 of 5 bubbles,Peaceful Stay,"Nothing better than walking into a hotel that is so relaxing and laid back.  As well as being professional.  The rooms are large, quiet and comfortable. Able to relax and unwind.  Swimming pool,  Spa and Jacuzzi makes it ideal for yourself or family. Food is amazing,  from American food to Filipino food.  Both served hot, fresh and made that day. Chefs are ready to serve only the best.  Coffee Bar has wonderful desserts to go along with a nice variety of drinks.  From the smoothies to the Cafe Mocha. Plenty of activities to keep you busy.  Ayala Mall is just a hop, skip and jump away. Well within walking distance.  Plenty of restaurants to cater to your needs.  Stay indoors and order food from room service or go down and enjoy food from the other restaurant in the hotel.",September 2018,NA
Usasenior,Sep 2018,3.0 of 5 bubbles,Very nice especially if you avoid weekends and the high seasons,"Many have noted that this is an old hotel seriously in need of renovation (though likely the more expensive rooms are better) and the convenient location is offset by the high noise level surrounding it  ,especially on the street side and near the elevators, and also in the first floor restaurant.  However as always I solved this problem with earplugs.  I am puzzled by the comments about poor internet as I spent two months in half a dozen hotels and many malls etc. in Cebu City and this place had by far the best connection I found.  I discovered why when I spoke to their tech (who appeared within minutes in my room to solve a problem with my laptop) who told my that, unlike most places in the third world, who have only a single connection, they subscribe to 3 different net providers and use an expensive device that combines the signals, so unlike all other places here, I had a superb connection day and night for the 4 days of my stay so this is a major plus.   Yes, like many places they had few and inconveniently placed power sockets in my standard room , but as always I travel with a long power cord so this was not an issue for me.   The pool and gym are nice but like most places they sell daypasses or memberships so they can be crowded at times when school is out or after 4pm or weekends.  I was happy with my stay but I will likely find a more tranquil place in the future.",October 2017,NA
anngie a,Sep 2018,5.0 of 5 bubbles,Very near Ayala Mall. Comfortable stay fit for a princess.,"I love the location as it is very near Ayala Center and other business hotels. They provide good service and the staff were attentive to my needs. They sure know how to take good care of their guest. They have  spacious, well lit rooms with large comfortable beds and large Led tv's. Got a room with a bath and amazingly the tub was free from grime. Just what i needed for a hot bath after a stressful day outside. The hotel got a gym right beside the pool / jacuzzi area. I love the buffet meal. Was all satisfying and was worth the price you paid for.",June 2018,NA
baysoinpdfla,Aug 2018,4.0 of 5 bubbles,MOSTLY SATISFIED,"I was mostly satisfied with the Hotel. most of the buffet where good except for the Asian Night buffet, which was overpriced for what was offered. Asked for a bath with shower, but one wasn't available till later in my stay.I noticed that the whole time I stayed there , the housekeeping never vacummed my room.  I also had to stay one more night than planned and felt like they could have honored my original price per night, but choose to allow me to stay at a much higher rate. Overall it was a pleasent stay.",August 2018,NA
Dushi1996,Aug 2018,1.0 of 5 bubbles,Terrible,"The price is not fit to the room, it's too much over price.Also bad that TV is no national Graphic, HBO or whatever.Obnly filipino channels..also not good that you have no suckets to charge next to the bed.You must take a shower inside in a bath tube,you have a reef in the room but its totally empty..The worst is they dont even have coffee in the room. Unbelievable .",August 2018,NA
Steven C,Jul 2018,5.0 of 5 bubbles,Professional Service First Time in Philippines,"Finally, after traveling for business at Philippines in 6 years; I encountered the professional services in this hotel by FB Supervisor, Ms. Felisor Alameda.She called the rental car driver to secured and returned my cell phone left in the car from Cebu airport.  She used her personal cell phone to take care of it and report to my office manager in Dumaguete office.  She also re-confirmed and fixed my hotel reservations in Parklane Hotel due to internal mis-communication between the Sales Office and Front-Desk.  She goes above and beyond her duty and catch a loyal business customer.  She shows her true professionalism with a heart and makes her hotel with a 5 star service.  Thank you!",June 2018,NA
Neil F,Jul 2018,5.0 of 5 bubbles,Cebu Parklane International Hotel,"The Cebu Parklane in Cebu is a very nice hotel ,close to a big shopping mall ,restaurants  nite life .Reception ,porters ,bell personnel  room staff were very friendly  made our brief stay enjoyable  we will certainly stay there again .The buffet breakfast was one of the best we have encountered anywhere that we have stayed .Lots of varieties for any taste ,it was well presented  fresh .",July 2018,NA
RpSharon,Jul 2018,5.0 of 5 bubbles,Great hotel,"This hotel is great! Cant understand why it rate so low. Great stuff, great location, near ayala mall. The gym have a lot of machines, but some are old.. Great pool and jacuzzi, also great breakfast. Price fare.",July 2018,NA
Robert H,Sep 2018,5.0 of 5 bubbles,Peaceful Stay,"Nothing better than walking into a hotel that is so relaxing and laid back.  As well as being professional.  The rooms are large, quiet and comfortable. Able to relax and unwind.  Swimming pool,  Spa and Jacuzzi makes it ideal for yourself or family. Food is amazing,  from American food to Filipino food.  Both served hot, fresh and made that day. Chefs are ready to serve only the best.  Coffee Bar has wonderful desserts to go along with a nice variety of drinks.  From the smoothies to the Cafe Mocha. Plenty of activities to keep you busy.  Ayala Mall is just a hop, skip and jump away. Well within walking distance.  Plenty of restaurants to cater to your needs.  Stay indoors and order food from room service or go down and enjoy food from the other restaurant in the hotel.",September 2018,NA
Usasenior,Sep 2018,3.0 of 5 bubbles,Very nice especially if you avoid weekends and the high seasons,"Many have noted that this is an old hotel seriously in need of renovation (though likely the more expensive rooms are better) and the convenient location is offset by the high noise level surrounding it  ,especially on the street side and near the elevators, and also in the first floor restaurant.  However as always I solved this problem with earplugs.  I am puzzled by the comments about poor internet as I spent two months in half a dozen hotels and many malls etc. in Cebu City and this place had by far the best connection I found.  I discovered why when I spoke to their tech (who appeared within minutes in my room to solve a problem with my laptop) who told my that, unlike most places in the third world, who have only a single connection, they subscribe to 3 different net providers and use an expensive device that combines the signals, so unlike all other places here, I had a superb connection day and night for the 4 days of my stay so this is a major plus.   Yes, like many places they had few and inconveniently placed power sockets in my standard room , but as always I travel with a long power cord so this was not an issue for me.   The pool and gym are nice but like most places they sell daypasses or memberships so they can be crowded at times when school is out or after 4pm or weekends.  I was happy with my stay but I will likely find a more tranquil place in the future.",October 2017,NA
anngie a,Sep 2018,5.0 of 5 bubbles,Very near Ayala Mall. Comfortable stay fit for a princess.,"I love the location as it is very near Ayala Center and other business hotels. They provide good service and the staff were attentive to my needs. They sure know how to take good care of their guest. They have  spacious, well lit rooms with large comfortable beds and large Led tv's. Got a room with a bath and amazingly the tub was free from grime. Just what i needed for a hot bath after a stressful day outside. The hotel got a gym right beside the pool / jacuzzi area. I love the buffet meal. Was all satisfying and was worth the price you paid for.",June 2018,NA
baysoinpdfla,Aug 2018,4.0 of 5 bubbles,MOSTLY SATISFIED,"I was mostly satisfied with the Hotel. most of the buffet where good except for the Asian Night buffet, which was overpriced for what was offered. Asked for a bath with shower, but one wasn't available till later in my stay.I noticed that the whole time I stayed there , the housekeeping never vacummed my room.  I also had to stay one more night than planned and felt like they could have honored my original price per night, but choose to allow me to stay at a much higher rate. Overall it was a pleasent stay.",August 2018,NA
Dushi1996,Aug 2018,1.0 of 5 bubbles,Terrible,"The price is not fit to the room, it's too much over price.Also bad that TV is no national Graphic, HBO or whatever.Obnly filipino channels..also not good that you have no suckets to charge next to the bed.You must take a shower inside in a bath tube,you have a reef in the room but its totally empty..The worst is they dont even have coffee in the room. Unbelievable .",August 2018,NA
Steven C,Jul 2018,5.0 of 5 bubbles,Professional Service First Time in Philippines,"Finally, after traveling for business at Philippines in 6 years; I encountered the professional services in this hotel by FB Supervisor, Ms. Felisor Alameda.She called the rental car driver to secured and returned my cell phone left in the car from Cebu airport.  She used her personal cell phone to take care of it and report to my office manager in Dumaguete office.  She also re-confirmed and fixed my hotel reservations in Parklane Hotel due to internal mis-communication between the Sales Office and Front-Desk.  She goes above and beyond her duty and catch a loyal business customer.  She shows her true professionalism with a heart and makes her hotel with a 5 star service.  Thank you!",June 2018,NA
Neil F,Jul 2018,5.0 of 5 bubbles,Cebu Parklane International Hotel,"The Cebu Parklane in Cebu is a very nice hotel ,close to a big shopping mall ,restaurants  nite life .Reception ,porters ,bell personnel  room staff were very friendly  made our brief stay enjoyable  we will certainly stay there again .The buffet breakfast was one of the best we have encountered anywhere that we have stayed .Lots of varieties for any taste ,it was well presented  fresh .",July 2018,NA
RpSharon,Jul 2018,5.0 of 5 bubbles,Great hotel,"This hotel is great! Cant understand why it rate so low. Great stuff, great location, near ayala mall. The gym have a lot of machines, but some are old.. Great pool and jacuzzi, also great breakfast. Price fare.",July 2018,NA
