Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
AJ B,Dec 2023,5.0 of 5 bubbles,Radisson blu,"Love this hotel. Room felt like a whole penthouse. Service was great and the area for the buffet in the hotel was huge, filled with different sorts of food. Will definitely come back here when we go back to Cebu.",August 2023,NA
Christian M,Dec 2023,5.0 of 5 bubbles,Very Good experience!!,"We’ve stay in Radisson blu for 1 week, and would like to thanks to their very good accommodation and services they brought to us. I recommend Miss. Millare Theresa for warm welcoming us, thank you so much for your good service.",December 2023,NA
Kenneth M,Nov 2023,5.0 of 5 bubbles,The Best Hotel in Cebu,This is a fantastic venue in Cebu and is conveniently located near the Airport.From the moment you enter the hotel you are made to feel very special and the staff are exceeding helpful in all departments.,November 2023,NA
Alicia P,Nov 2023,5.0 of 5 bubbles,"COMMENDATION: EXCELLENT SERVICE of Radisson, Mactan staff: ROD, REYVEN, and PATRICK","COMMENDATION: I would like to commend ROD  REYVEN, front desk and PATRICK, concierge of Radisson Blu, Mactan. They are model employees of the hotel: very helpful, courteous, with excellent customer service skills. Since this is our first time to visit Cebu, they made sure that our stay in the hotel is comfortable and safe. Patrick also assisted us where to go around the city. We will come back again in December.",November 2023,NA
DamianTheTechGuy,Nov 2023,5.0 of 5 bubbles,GREAT BREAKFAST EXPEREINCE,"Had a great time having breakfast at with lot of choices. Service was great and food was really seasoned to your likings may it be chinese, asian, or american so much to choose from worth the dime you pay for.",October 2023,NA
ailenebaby,Oct 2023,5.0 of 5 bubbles,Excellent stats,"I always looking forward staying at the Radisson Blu Cebu.Staff are amazing and very polite,I always feel safe even im alone.The breakfast food are superb and the people who worked there they meet the standard.I would love to stay there again everytime I visit Cebu.To the staff thank you!",October 2023,NA
Navigator225996,Oct 2023,5.0 of 5 bubbles,Beautiful Stay,"All staff nice welcoming  going out of the way to help you Hotel very clean Restaurant excellent , perfect location with mall next to the hotel .Food selection WOW and the staff amazing . Looking forward to stay there again FULLY Recommended to every one to stay there",October 2023,NA
frequenttraveller705,Oct 2023,5.0 of 5 bubbles,Best hotel breakfast buffet,"I love the sikwate, their native choco drink with batirol. So many choices for breakfast. Croissants are soft and delicious, smoothie bowl is so good. The squid and danggit is a little salty for my taste. Fruits are fresh and sweet except for the pineapple. Will definitely book again and dine here at the Feria resto",September 2023,NA
jethel grace n,Oct 2023,5.0 of 5 bubbles,Hospitable staff,Had a great time during my lunchdate w/ my daughter. There's plenty of food to choose from to satify your rumbling tummy. Heads up to (FEL) who's very attentive with my request. Will definitely come back👌👌👌,October 2023,NA
mdmarkbarte,Oct 2023,2.0 of 5 bubbles,For Improvement,Towel is not good they serve towe na butas hinde sila . Also nagulat nalang ako my iPis sa labas ng pintuan yan pa naman Ang pinaka Ayaw ko . Remarks : More Improvement since Radisson Blu Cebu is 5 star Hotel . Thank you !,October 2023,NA
JandE2007,Oct 2023,5.0 of 5 bubbles,Very nice full service hotel,"Very nice hotel.  The rooms were a nice size with plenty of room and were clean.  The breakfast was excellent.  Lobby dinning was nice with nighty live music.  The hotel staff was nice and accommodating.  Patrick the concierge (as well as his staff) was excellent, and did a great job in arranging our day trips and was very flexible and patient in our many questions.  The hotel is located next to large shopping mall (with food court) which was nice. The pool area was nice for lounging.  The hotel was a short taxi ride into the city.  Was very pleased with the hotel and would stay here again.",September 2023,NA
melco396,Oct 2023,5.0 of 5 bubbles,Wonderful Hotel,"We are so amaze the service and the ambiance of the hotel. We feel like home all the time, staff accommodate us very well always with a very sweet smile. We visited this hotel four times and we surely visit again and again. Excellent!!!!",September 2023,NA
ailenebaby,Oct 2023,5.0 of 5 bubbles,Excellent stats,"I always looking forward staying at the Radisson Blu Cebu.Staff are amazing and very polite,I always feel safe even im alone.The breakfast food are superb and the people who worked there they meet the standard.I would love to stay there again everytime I visit Cebu.To the staff thank you!",October 2023,NA
Navigator225996,Oct 2023,5.0 of 5 bubbles,Beautiful Stay,"All staff nice welcoming  going out of the way to help you Hotel very clean Restaurant excellent , perfect location with mall next to the hotel .Food selection WOW and the staff amazing . Looking forward to stay there again FULLY Recommended to every one to stay there",October 2023,NA
frequenttraveller705,Oct 2023,5.0 of 5 bubbles,Best hotel breakfast buffet,"I love the sikwate, their native choco drink with batirol. So many choices for breakfast. Croissants are soft and delicious, smoothie bowl is so good. The squid and danggit is a little salty for my taste. Fruits are fresh and sweet except for the pineapple. Will definitely book again and dine here at the Feria resto",September 2023,NA
jethel grace n,Oct 2023,5.0 of 5 bubbles,Hospitable staff,Had a great time during my lunchdate w/ my daughter. There's plenty of food to choose from to satify your rumbling tummy. Heads up to (FEL) who's very attentive with my request. Will definitely come back👌👌👌,October 2023,NA
mdmarkbarte,Oct 2023,2.0 of 5 bubbles,For Improvement,Towel is not good they serve towe na butas hinde sila . Also nagulat nalang ako my iPis sa labas ng pintuan yan pa naman Ang pinaka Ayaw ko . Remarks : More Improvement since Radisson Blu Cebu is 5 star Hotel . Thank you !,October 2023,NA
JandE2007,Oct 2023,5.0 of 5 bubbles,Very nice full service hotel,"Very nice hotel.  The rooms were a nice size with plenty of room and were clean.  The breakfast was excellent.  Lobby dinning was nice with nighty live music.  The hotel staff was nice and accommodating.  Patrick the concierge (as well as his staff) was excellent, and did a great job in arranging our day trips and was very flexible and patient in our many questions.  The hotel is located next to large shopping mall (with food court) which was nice. The pool area was nice for lounging.  The hotel was a short taxi ride into the city.  Was very pleased with the hotel and would stay here again.",September 2023,NA
melco396,Oct 2023,5.0 of 5 bubbles,Wonderful Hotel,"We are so amaze the service and the ambiance of the hotel. We feel like home all the time, staff accommodate us very well always with a very sweet smile. We visited this hotel four times and we surely visit again and again. Excellent!!!!",September 2023,NA
ailenebaby,Oct 2023,5.0 of 5 bubbles,Excellent stats,"I always looking forward staying at the Radisson Blu Cebu.Staff are amazing and very polite,I always feel safe even im alone.The breakfast food are superb and the people who worked there they meet the standard.I would love to stay there again everytime I visit Cebu.To the staff thank you!",October 2023,NA
Navigator225996,Oct 2023,5.0 of 5 bubbles,Beautiful Stay,"All staff nice welcoming  going out of the way to help you Hotel very clean Restaurant excellent , perfect location with mall next to the hotel .Food selection WOW and the staff amazing . Looking forward to stay there again FULLY Recommended to every one to stay there",October 2023,NA
frequenttraveller705,Oct 2023,5.0 of 5 bubbles,Best hotel breakfast buffet,"I love the sikwate, their native choco drink with batirol. So many choices for breakfast. Croissants are soft and delicious, smoothie bowl is so good. The squid and danggit is a little salty for my taste. Fruits are fresh and sweet except for the pineapple. Will definitely book again and dine here at the Feria resto",September 2023,NA
jethel grace n,Oct 2023,5.0 of 5 bubbles,Hospitable staff,Had a great time during my lunchdate w/ my daughter. There's plenty of food to choose from to satify your rumbling tummy. Heads up to (FEL) who's very attentive with my request. Will definitely come back👌👌👌,October 2023,NA
mdmarkbarte,Oct 2023,2.0 of 5 bubbles,For Improvement,Towel is not good they serve towe na butas hinde sila . Also nagulat nalang ako my iPis sa labas ng pintuan yan pa naman Ang pinaka Ayaw ko . Remarks : More Improvement since Radisson Blu Cebu is 5 star Hotel . Thank you !,October 2023,NA
JandE2007,Oct 2023,5.0 of 5 bubbles,Very nice full service hotel,"Very nice hotel.  The rooms were a nice size with plenty of room and were clean.  The breakfast was excellent.  Lobby dinning was nice with nighty live music.  The hotel staff was nice and accommodating.  Patrick the concierge (as well as his staff) was excellent, and did a great job in arranging our day trips and was very flexible and patient in our many questions.  The hotel is located next to large shopping mall (with food court) which was nice. The pool area was nice for lounging.  The hotel was a short taxi ride into the city.  Was very pleased with the hotel and would stay here again.",September 2023,NA
melco396,Oct 2023,5.0 of 5 bubbles,Wonderful Hotel,"We are so amaze the service and the ambiance of the hotel. We feel like home all the time, staff accommodate us very well always with a very sweet smile. We visited this hotel four times and we surely visit again and again. Excellent!!!!",September 2023,NA
Lenard Ann A,Aug 2023,5.0 of 5 bubbles,WONDERFUL EXPERIENCE,A very explicit and wonderful experience😊. It was indeed an amazing experience dining in the Feria of Radisson Blu. A mostly grateful thanks to Therese Pauline for the warm welcome. You are the best☺️😊.,December 2022,NA
Dolly Mae M,Aug 2023,5.0 of 5 bubbles,ACCOMODATION UNLOCK TO EXCELLENT,We are greatful for giving us a wonderful experience and sending sincere thanks to Therese Pauline.☺️Thank you so much for your excellent service your very accommodating helpful and smiling person☺️ and also . The foods are delicious and remarkable to share with other people. ☺️,May 2023,NA
FAJARDO J,Aug 2023,5.0 of 5 bubbles,Wonderful experience,We are greatfull for giving us a wonderful experience and sending our sincere thanks to Theresa ☺️Thank you so much for your excellent service your very accommodating helpful and smiling person☺️ and also The foods are delicious our stayed  was truly remarkable. ☺️,July 2023,NA
Mike Go,Aug 2023,5.0 of 5 bubbles,Great and Wonderful ,"Breakfast is delicious many  choices. Service is excellent, Theresa receptionist is very accommodating and Chef Junrex from egg station, and also to all who entertain me to while I'm there, thank you so much I will never forget your kindness.",August 2023,NA
guy230,Aug 2023,5.0 of 5 bubbles,"Great, everything you need","Very pleased with my stay. The hotel is conveniently located being next door to the shopping mall, is super clean and exceptional service at all levels. The food was fantastic, with even small touches like vegemite on offer for the Aussie guests. Well done!",August 2023,NA
Compass56053400368,Aug 2023,2.0 of 5 bubbles,Concierge/bellman not so great,The front desk and restaurant staff are great and friendly. Supposed to have an amazing stay BUT when we checked out the concierge did not assist in opening the door to the exit seeing that I had heavy bags in both hands.,August 2023,NA
stevewestcliff,Aug 2023,4.0 of 5 bubbles,Visiting Cebu,Great stay and marvellous hotel. Great staff and nice pool. The only issue were the bed sheets were a little itchy but maybe over starched as they were so clean. The pool was lovely and the room attendant amazing. The check in staff brilliant.,August 2023,NA
Densyorn27,Aug 2023,5.0 of 5 bubbles,Radisson Blu,"The experience that my family had in staying at the Radisson Blu hotel was phenomenal. The facility is clean and top notched and the staff is was beyond exceptional. In my opinion, you get the best value at the best location in Cebu City. They have accommodated all my requests from Airport Pick-ups, Housekeeping needs and Concierge service. You guys are awesome, thank you so much for this wonderful experience, we will come back there for sure.",July 2023,NA
gce909,Aug 2023,4.0 of 5 bubbles,"Very good, but ...",Excellent hotel with great breakfast and diner buffet. There is a very nice swimming pool and the hotel has their own ATM which is very handy.The hotel is very well situated near the port and shopping malls.Confirmation from Booking.com did not completely match witch he hotel settlement !,July 2023,NA
Mae Karren C,Aug 2023,5.0 of 5 bubbles,The Best Food and Drinks,I had a great experience in this place. Food  drinks was great. I really appreciate all  staffs specially those in the lobby bar. Cocktails was superb. Thank you Arman and crew for the great service.,August 2023,NA
Mary Rose Chris... S,Aug 2023,5.0 of 5 bubbles,Your bartender Arman is an assets. Keep the great accomodation! Thank you so much.,"Awesome experience I’ve ever had. Very accomodating staffs. Always keep your standards , it made us as the guest amazing experience. Food is warm delicious and of course complementary drinks are great!",August 2023,NA
Cathrine C,Aug 2023,5.0 of 5 bubbles,So far so good. .nice and the bartenders are so  nice and approachable,We had a good experience .Good accomodation / friendly staff.  Bartenders are so approachable in very  good way they offer good drinks . Place are very nice to hung out highly recommeded .. we are enjoy while staying here.,August 2023,NA
Passport39226059828,Jul 2023,5.0 of 5 bubbles,Beyond great,Walking through the lobby I was immediately impressed. The service at the front desk was very professional and the room i was given was very comfortable. The food at the buffet everyday was always excellent.,June 2023,NA
KritzR3,Jul 2023,5.0 of 5 bubbles,Ratings from Guest (Multiple Night Stay),"Recommendations: Provide ‘do not disturb’ door knob hanger for guests privacy concerns.Additional daily unique dish for breakfast buffet, with consideration for guest with multiple night stay at the hotel.",July 2023,NA
malianfa,Jul 2023,5.0 of 5 bubbles,Great Hotel,I love my short stay in your hotel and I enjoyed your amazing service. Your personnel are courteous and hospitable. The rate of your hotel is affordable and your ammenities are excellent. Your facilities are well maintained by your hardwoking staff.,July 2023,NA
Mirasol M,Jul 2023,5.0 of 5 bubbles,Treated like Royalty! 😊,"Grace Salazar highly recommended us to stay at Radisson Blu. The service was excellent, Girlie took control of our booking and accommodated all our needs in our room. And then Alexine at the buffet treated us like royalty where she surprised us with fruit and a cake in honor of celebrating my husband’s retirement! I highly recommend Radisson to anyone that is staying or visiting Cebu Philippines. Amenities and customer service was outstanding!",July 2023,NA
larryhockaday1984,Jul 2023,5.0 of 5 bubbles,Customer service,Customer service was amazing. I stayed for 3 weeks and had no problems. The mall was across the street. Security was friendly and I felt safe. The pool bar employees remember my orders and engaged in small talk.,July 2023,NA
michael m,Jul 2023,5.0 of 5 bubbles,my review of Radisson Blu Cebu,"I cannot praise Radisson Hotel enough for their remarkable dining experience. The food options were diverse, and each dish was crafted with precision and creativity. The flavors were exquisite, and the presentation was a feast for the eyes. The hotel's commitment to exceptional service was epitomized by Kyle, whose attentiveness and friendly demeanor left a lasting impression. Not only that but also Fhel, Jean (reception) for her genuine passion for hospitality and dedication to ensuring guests' satisfaction added an extra layer of enjoyment to my dining experience",May 2023,NA
Michael J,Jul 2023,4.0 of 5 bubbles,Best in Cebu,"Front desk is well run. Rooms are good size, beds comfortable, pillows are very good. Only resturant is a buffet which is very good but could do with a cafe/diner option and probably a good a la carte resturant as well. Pool and outside area is good but probably too small. Not cheap but good value. Overall very good hotel. I come to Cebu every 2 to 3 montsh for wrok and have tried many hotels and the Radisson Blue is definitely the best",July 2023,NA
NikolaosPastras,Jul 2023,5.0 of 5 bubbles,An excellent experience,My stay was for both business and family leisure purposes. The friendliness of the hotel staff + their response time was excellent. I really appreciated the fact that when I mentioned that it was my birthday they sent me a birthday cake in my room!,July 2023,NA
ktp42023,Jul 2023,5.0 of 5 bubbles,"Great event, great stay","We had my daughter's graduation ball at the Radisson Sta. Maria ballroom. Being one of their PTA organizers, i experienced first-hand impeccable service from their staff, from planning to execution of the event. We also booked the Executive Suite and a connecting Superior Room for the after-event. We loved the Executive Suite...it was spacious and the living room was big enough for my daughter and her friends to lounge around after the ball. We invited our family for a lunch buffet at the VIP room of Feria and all 16 of us enjoyed the showcase of different cuisines around the world. The Feria breakfast buffet was very satisfying too.",July 2023,NA
sharondouglas3,Jul 2023,2.0 of 5 bubbles,The stay was average,The staff were extremely friendly and helpful. The bathroom requires updating particular the tiles and the taps. The room smells damp making. The pillows and duvet could have been better quality.  I loved the Spa experience and the therapist was really experienced.,July 2023,NA
regine mae v,Jul 2023,5.0 of 5 bubbles,Radisson Blu experience 🤗,We enjoy the food So much recommended hotel. and we would like to extend our  Thanks to one of the beautiful and smiling staff there namely Theresa she is very accommodating and willing to assist whenever you need something very professional and approachable Thankyou so much☺️ your treatment to us has a big part of our best experience.,July 2023,NA
Detrick D,Jul 2023,5.0 of 5 bubbles,Reno is awesome!,"Reno Flores treated us well while serving at the pool bar! Had the music right, made it a great vibe by being friendly and professional. Very informative and made excellent drinks. Highly recommended!",July 2023,NA
Elijah D,Jul 2023,5.0 of 5 bubbles,Tremendous bar tender in training  for RENO,This trainee ( Reno Flores) was very attentive and also social while performing his duties. I was very impressed with his professionalism and service to his craft. I give it a 5/5 star service for this young gentleman.,July 2023,NA
Maureen T,Jul 2023,5.0 of 5 bubbles,Comfortable and great place to stay!,I am impressed with the overall quality and design of the hotel. It has a great location as well as friendly atmosphere. Breakfast buffet is top notch with a lot of food choices. I highly recommend it!,July 2023,NA
drakumontano,Jul 2023,5.0 of 5 bubbles,Peaceful  so clean,The premises  room is so peaceful and clean and just a few steps away from the restaurants at the mall. The staff were so respectful and polite. The internet is so strong and the basement parking can accomodate a lot of rides.,July 2023,NA
Roger M,Jul 2023,5.0 of 5 bubbles,Recent stay at Radisson Blu Cebu.,"Radisson Blu Cebu in my opinion is the only place to stay in Cebu. Centrally located next to SM. Large choice of a la carte menu. The lobby is breathtaking. I can't praise Marianne enough as caring, professional and easy to approach. Home away from home.",July 2023,NA
Hannah Vita M,Jul 2023,5.0 of 5 bubbles,Excellent culinary experience!,"I  had the pleasure of staying at Radisson Hotel, and I must say, the culinary experience was superb. The range of dining options offered something for everyone, and the quality of the food was outstanding.The presentation was visually appealing, and the flavors were exquisite. However, what truly elevated my experience was the exceptional service delivered by Kyle.His warm and friendly demeanor made me feel welcome from the moment I arrived. He provided helpful recommendations, guided me safely to my table, and ensured that my dining experience was nothing short of perfection. Kudos to Kyle for his outstanding service!",June 2023,NA
George M,Jul 2023,5.0 of 5 bubbles,Amazing Service.,"Reno at the pool bar was amazing and super helpful on what historical sites and things to do, and just an all around great person to chat with. 10/10 would recommend anybody staying here to interact with him.",July 2023,NA
jakims937,Jul 2023,5.0 of 5 bubbles,40th Bday,"Had a blast staying at your Hotel, although I didn’t received my Complimentary Gift since it’s my Bday. Over all the Experience was Great and Memorable. The Location was convenient on my part since its in the heart of the city itself. Food was served Fresh and Freshly cooked. The pool was fantastic because it is warm and the view was mesmerizing so i took a lot of photos. My view from my Room was Fantastic also since i have to see the beauty of Cebu.",July 2023,NA
stevewelsh22,Jul 2023,5.0 of 5 bubbles,The Friendliest and Most Efficient People,"We have stayed at the Radisson Blu Cebu twice for a total of three weeks. We will definitely be returning here on our twice yearly visits to Cebu. The hotel is immaculate and the service is spectacular. Everyone on the staff is genuinely friendly, helpful and willing to immediately take care of any service request you have. Theresa in the Feria restaurant is outstanding and we look forward to seeing her again. This is the best hotel I have ever stayed at.",June 2023,NA
nmdizon,Jul 2023,5.0 of 5 bubbles,Superb!!!,It was an unexpected wonderful experience staying at Radisson Blu.  The staff were professional and courteous.  The ambience was regal.  The location was conveniently located to SM City.  No transportation needed!,June 2023,NA
carlamarievillanueva,Jul 2023,5.0 of 5 bubbles,BEST STAYCATION IN CEBU,Stayed for 4 nights and the experience was amazing especially the food. We enjoyed and loved our stay at Radisson. The best part was the food at Feria. They have a wide variety of food to choose from that will give you comfort and happiness while you stay at the hotel.,June 2023,NA
Kyra S,Jul 2023,5.0 of 5 bubbles,Very pleasant with complete amenities,"Very nice stay at Rad Blu. Indoor Parking space can be improved but i think it is under construction. Amenities were very enjoyable. The breakfast buffet was overwhelming, well worth the money and the stay. The rooms were very clean and spacious. Location is convenient. Cannot ask for anything more other than to improve the check in process (they did not help with our luggages) and the indoor parking space. Thanks!",July 2023,NA
Inhtasecretariat,Jul 2023,5.0 of 5 bubbles,VUTAI / INHTA,"It was nice set up, food are fantastic, cleanliness are good atmosphere superb, view are great and the staffs are very polite. A very well recommended to others and for business meeting as well. Elevator safe and clean. Security guards are well respectful. Receptionist are very accommodated. Thank you!",June 2023,NA
Traveler102235,Jul 2023,5.0 of 5 bubbles,Radisson Blu.. the best hotel in cebu,"Stayed here for 4 nights 5 days , attended a wedding event and leisure , so happy that we stayed in Radisson Blu , the excellent service from the staff, good food at Feria, and very convenient to go to SM Cebu just 10 steps away. Highly recommended.",June 2023,NA
chefsapong,Jun 2023,5.0 of 5 bubbles,A special stay for our wedding,"I am so grateful that we choose to stay and had our wedding reception in Radisson. It was a very nice and special moment to us. Everyone is so kind, helpful and so accommodating. We are so pleased and thankful. We really appreciate it.",June 2023,NA
Kshitij31,Jun 2023,5.0 of 5 bubbles,Family Vacation,Everything is 5 star worthy in the hotel. I could not find anything amiss. I would strongly recommend. The wonderful experience started at the check-in itself when Marc was kind enough to upgrade us from Junior Suite to Executive Suite. The Suite had an exceptional view of the city from all places. The buffet breakfast layout was decent and the food was fresh as well. The check-out was seamless. Clarissa accommodated our request for a late check-out considering our late flight back to Singapore and young kids.,June 2023,NA
Chizzamerica,Jun 2023,4.0 of 5 bubbles,Very good business hotel in Cebu,"Very comfortable business stay for two nights in Cebu; helpful friendly staff, big breakfast selection (although the coffee was average), clean  tidy room - although a little musty on arrival. Functional for getting work done also. Recommended and would stay again when next in Cebu",June 2023,NA
asulit,Jun 2023,4.0 of 5 bubbles,Cebu Trip,Our Cebu trip is unforgettable experience. The locals are very accommodating special mentions to our driver during the city and mountain tour. He really know He’s job and very friendly too. Radisson is a very good hotel because its near to SM and  not that far to the airport.,June 2023,NA
Dream773646,Jun 2023,5.0 of 5 bubbles,Everything is excellent,Clean and well-maintained rooms. Friendly and polite staff. Mariel from the reception went above and beyond! The hotel’s breakfast buffet is amazing with variety of food selections. We also enjoyed listening to live music in the lounge while entertaining my visitors who came to see me. We felt safe and valued as customers of Radisson Blu. Highly recommended!,June 2023,NA
simonB3675IE,Jun 2023,2.0 of 5 bubbles,They let the white guest cut the line while locals and asian tourist waiting in the line for check out.,"Literally the staff Rodirigo let the white guy cut the line for check out while other guests were waiting for over 10 minutes. When I claimed, he gave me the lame excuse like he was in hurry. I told him back that I was in hurry too. He kept saying sorry but he did not send the same white guy back to the line. If you are not white. Take this case seriously.",June 2023,NA
thomcats2023,Jun 2023,5.0 of 5 bubbles,A Home away from Home feeling,"The Radisson Blu reflects the feelings of home like a soft blanket, while in a distant place with many touches of home.in a ideal location close to everything. You may in relish on all of your future stays.",June 2023,NA
gpascual2023,Jun 2023,5.0 of 5 bubbles,Thank you Radisson Blue for a great customer experienced... Keep it up!,"Excellent service.. Go for exceptional!!  All the staff from reception, elavator, housekeeping, bar to Feria are all pleasant to deal with.  Food is good as well but can be improved further.. security is also very godd which is so important for your guests... Thank you for the wonderful experienced...",June 2023,NA
