Review Provider,Review ID,Review Content,Review Score,Review Time,normalized_score,Hotel,cleaned_content,label
Agoda,815959777,"Staff are not well trained-- they have admitted this themselves. If you speak to one of them, others will say different things and are all not aligned to the point of being confusing and frustrating. They won't address the issue of how they made their customer feel but would just apologise hoping that that would solve the problem. I can only hope that they won't drag the Dusit Thani brand.
 
 ",4.8,2024-06-09T01:45:00+07:00,0.35,dusit_thani_mactan,staff well train admit speak one others say different thing align point confuse frustrate wont address issue make customer feel would apologise hop would solve problem hope wont drag dusit thani brand,0
Agoda,816155343,"The way they handle communication to their guests from the front desk to the duty manager was never meant to resolve any issue but merely to sweep them off the carpet. They don't make their guests feel valued which is sad as they would have some advantage carrying the Dusit Thani brand in a resort place like Cebu. 
 
 ",5.6,2024-06-09T01:34:00+07:00,0.44999999999999996,dusit_thani_mactan,way handle communication guest front desk duty manager never mean resolve issue merely sweep carpet dont make guest feel value sad would advantage carry dusit thani brand resort place like cebu,0
Agoda,816034234,"Booked for 1 night. When i entered the lobby i felt disappointed as there’s an on going activity in the lobby which didn’t really gave me a relaxing vibe. Food options were limited as well and price for the food was extremely high. I understand that it is a 5 star hotel that’s why the price was high but the qualify of food wasn’t that great. Asked for an omelette during breakfast and I swear it was the worst omelette i ever had with regards to the taste and the presentation. Overall i felt that value for money wasn’t there. They have nice ambiance on the beach and poolside tho and front desk was helpful to me when i asked for a late check out the ff day. Although, I had plenty of questions during check in and she looks like she’s holding her annoyance towards me when answering my questions. Concierge was very helpful. 
 
 ",8.0,2024-06-07T10:08:00+07:00,0.75,dusit_thani_mactan,book night enter lobby felt disappoint there go activity lobby didnt really give relax vibe food option limit well price food extremely high understand star hotel thats price high qualify food wasnt great ask omelette breakfast swear worst omelette ever regard taste presentation overall felt value money wasnt nice ambiance beach poolside tho front desk helpful ask late check ff day although plenty question check look like shes hold annoyance towards answer question concierge helpful,1
Agoda,815853723,"Wonderful place for resort staying. Distant corner on Mactan and takes a while for travel to and fro. Grab makes it convenient though. Many other less pricey restaurant choices about 15 mins or more out. Beautiful infinity pool with loblvely sunsets. Good to go in the later part of the afternoon when it is not so hot and the pool is warm. Enjoyed our stay! 
 
 ",8.0,2024-06-05T04:15:00+07:00,0.75,dusit_thani_mactan,wonderful place resort stay distant corner mactan take travel fro grab make convenient though many less pricey restaurant choice min beautiful infinity pool loblvely sunset good go later part afternoon hot pool warm enjoy stay,1
Agoda,815853746,"Wonderful place for family. Beautiful infinity pool and amenities. Many restaurants and a cafe though alot pricier than restaurants about 15mins away. At a corner on Mactan, meant for resort staying. If travelling out, will take some time, but w Grab it was convenient nonetheless. Enjoyed our stay! 
 
 ",8.0,2024-06-05T04:12:00+07:00,0.75,dusit_thani_mactan,wonderful place family beautiful infinity pool amenity many restaurant cafe though alot pricier restaurant min away corner mactan mean resort stay travel take time w grab convenient nonetheless enjoy stay,1
Agoda,815852796,"The  location was far, have to ask assistance from the staff to call for a cab. The buffet breakfast was good but their selection of foods for lunch and dinner was only a few. Their staff were all gracious n polite n friendly.
 
 ",8.0,2024-06-05T04:00:00+07:00,0.75,dusit_thani_mactan,location far ask assistance staff call cab buffet breakfast good selection food lunch dinner staff gracious n polite n friendly,1
Agoda,815802086,"Great stay, highly recommended.
Very good facilities, with ample parking and clean room. Friendly  & accommodating staffs .
 
 ",8.0,2024-06-04T10:44:00+07:00,0.75,dusit_thani_mactan,great stay highly recommend good facility ample park clean room friendly accommodate staff,1
Agoda,814880853,"Pet friendly resort, we just wish pets were allowed at  indoor dining areas due to hot outdoor weather
 
 ",6.4,2024-06-03T09:14:00+07:00,0.55,dusit_thani_mactan,pet friendly resort wish pet allow indoor din area due hot outdoor weather,1
Agoda,810754283,"I had an exceptional stay at Dusit Thani Mactan. Its staff is pleasant and professional. The hotel is located in a tranquil part of the island and offers guests a comfortable and relaxing experience. 
 
 ",9.6,2024-05-30T12:03:00+07:00,0.95,dusit_thani_mactan,exceptional stay dusit thani mactan staff pleasant professional hotel locate tranquil part island offer guest comfortable relax experience,1
Agoda,810285399,"We stayed there for few days for the first time and the whole family enjoyed it so much we decided to stay extra few more days before flying back to Korea. I told them it was our 9th wedding anniversary and they prepared something special for us. 
We were so touched!  We are planning to go back to Cebu again this July and we are definitely staying there again. That's how much we loved it. 👍👍👍
 
 ",10.0,2024-05-27T11:30:00+07:00,1.0,dusit_thani_mactan,stay day first time whole family enjoy much decide stay extra day fly back korea tell th wed anniversary prepare something special u touch plan go back cebu july definitely stay thats much love,1
Agoda,810229944,"Mom and dad stayed during Mother's day and they were happy. Thank you for giving them a good stay!
 
 ",10.0,2024-05-26T10:04:00+07:00,1.0,dusit_thani_mactan,mom dad stay mother day happy thank give good stay,1
Agoda,809888675,"Here is a sample review for a hotel that may not be considered value for money:

""Unfortunately, my recent stay at Dusit hotel did not live up to my expectations in terms of value for money. The room rates were quite high compared to the quality of accommodation provided. Additionally, the food prices at the hotel restaurant were exorbitant, making dining on-site unaffordable for a budget-conscious traveler like myself. I also observed that other hotels in the area offer more competitive rates and inclusive packages that would have been a better value for the money. Overall, I was disappointed with the overall affordability and value proposition of my experience at Dusit Hotel
 
 ",6.4,2024-05-22T01:57:00+07:00,0.55,dusit_thani_mactan,sample review hotel may consider value money unfortunately recent stay dusit hotel live expectation term value money room rate quite high compare quality accommodation provide additionally food price hotel restaurant exorbitant make din onsite unaffordable budgetconscious traveler like also observe hotel area offer competitive rate inclusive package would better value money overall disappoint overall affordability value proposition experience dusit hotel,1
Agoda,809778472,"Stayed in an ocean view room with an amazing view over looking the pool and the ocean. The hotel was very clean, modern and has all the amenities one could wish for in a high end luxury resort style hotel. Most importantly the staff were very professional and friendly, always available and eager to make sure you have an outstanding stay. 
Would definitely recommend this hotel. 5 stars all the way. 
 
 ",10.0,2024-05-21T07:16:00+07:00,1.0,dusit_thani_mactan,stay ocean view room amaze view look pool ocean hotel clean modern amenity one could wish high end luxury resort style hotel importantly staff professional friendly always available eager make sure outstanding stay would definitely recommend hotel star way,1
Agoda,807298450,"Smell of the room is bad.. the bed seemed damp.. not what i expected for the price we paid.. Food was good though.
 
 ",5.6,2024-05-18T09:27:00+07:00,0.44999999999999996,dusit_thani_mactan,smell room bad bed seem damp expect price pay food good though,0
Agoda,803730473,"The Dusit Thani Mactan is a very nice hotel. If traffic is not too bad you can get there from Mactan Airport fairly quickly. The hotel is very clean and the staff always there to help. Take a room in the main building with ocean view to have the beautiful pool in sight as well as Cebu city on the other side of the bay. The breakfast is amazing.
 
 ",8.8,2024-05-14T09:49:00+07:00,0.8500000000000001,dusit_thani_mactan,dusit thani mactan nice hotel traffic bad get mactan airport fairly quickly hotel clean staff always help take room main build ocean view beautiful pool sight well cebu city side bay breakfast amaze,1
Agoda,803626796,"My recent stay at Dusit Thani Mactan Cebu was nothing short of extraordinary. From the moment I made my reservation through Agoda, the experience was filled with pleasant surprises and thoughtful gestures.

Upon arrival, I was initially taken aback by the additional charge for a sea view room. However, my surprise quickly turned into delight when the front desk graciously informed me that they had upgraded our accommodation free of charge. This upgrade was in recognition of our anniversary celebration and impending proposal, setting the tone for an unforgettable experience.

The panoramic view of metropolitan Cebu from our upgraded sea view room was simply breathtaking, stretching from Liloan to Mandaue. It provided a stunning backdrop for our romantic getaway and added an extra touch of magic to our special occasion.

Each morning, we were treated to a delicious breakfast spread that catered to every taste. The pool, with its expansive infinity design and captivating views, offered the perfect setting for relaxation and leisure.

The refreshing scent of the comfort room near the elevator contributed to the overall ambiance, enhancing our mood throughout our stay. Despite the pebbled sand on the beach, the crystal-clear waters and abundance of fish created a serene atmosphere reminiscent of Amanpulo, making our beach outings truly enjoyable.

The efficient air conditioning in our room ensured maximum comfort, allowing us to escape the tropical heat and unwind in peace. The hotel went above and beyond to accommodate my request to display a proposal message on the TV screen, leaving my girlfriend pleasantly shocked and adding an extra layer of romance to our stay.

The unexpected gesture of a complimentary moose cake for our anniversary was a delightful surprise, surpassing all expectations. Furthermore, the expedited check-in and check-out processes exemplified the hotel's commitment to exceptional service and guest satisfaction.

Despite mentioning a security deposit, the hotel demonstrated flexibility and consideration, given the short duration of our stay. The actual view of the building exceeded the images advertised on Agoda and their website, further enhancing the overall experience.

Moreover, the availability of HD channels on the TV and the thoughtful gesture of designing roses and flowers added an extra touch of elegance to our anniversary celebration, making it truly memorable.

In summary, Dusit Thani Mactan Cebu provided an unforgettable and magical experience, making our anniversary celebration one for the books. I wholeheartedly recommend this hotel for anyone looking to create special memories on a special occasion.
 
 ",10.0,2024-05-13T03:20:00+07:00,1.0,dusit_thani_mactan,recent stay dusit thani mactan cebu nothing short extraordinary moment make reservation agoda experience fill pleasant surprise thoughtful gesture upon arrival initially take aback additional charge sea view room however surprise quickly turn delight front desk graciously inform upgrade accommodation free charge upgrade recognition anniversary celebration impend proposal set tone unforgettable experience panoramic view metropolitan cebu upgrade sea view room simply breathtaking stretch liloan mandaue provide stun backdrop romantic getaway add extra touch magic special occasion morning treat delicious breakfast spread cater every taste pool expansive infinity design captivate view offer perfect set relaxation leisure refresh scent comfort room near elevator contribute overall ambiance enhance mood throughout stay despite pebbled sand beach crystalclear water abundance fish create serene atmosphere reminiscent amanpulo make beach out truly enjoyable efficient air condition room ensure maximum comfort allow u escape tropical heat unwind peace hotel go beyond accommodate request display proposal message tv screen leave girlfriend pleasantly shock add extra layer romance stay unexpected gesture complimentary moose cake anniversary delightful surprise surpass expectation furthermore expedite checkin checkout process exemplify hotel commitment exceptional service guest satisfaction despite mention security deposit hotel demonstrate flexibility consideration give short duration stay actual view build exceed image advertise agoda website enhance overall experience moreover availability hd channel tv thoughtful gesture design rise flower add extra touch elegance anniversary celebration make truly memorable summary dusit thani mactan cebu provide unforgettable magical experience make anniversary celebration one book wholeheartedly recommend hotel anyone look create special memory special occasion,1
Agoda,798100664,"Our group had a fantastic stay at this property. The facilities were exceptional, including the pool, which offered breathtaking views. The spacious rooms were well maintained by the attentive housekeeping staff. Although there was one thing I noticed, the floor looked clean but after walking inside the room without the slippers we would notice our feet got dirty like some soot. The staff was friendly and helpful, some were probably new because they were kind of shy and reluctant, but overall added to our enjoyable experience. 
 
 ",9.2,2024-05-07T01:49:00+07:00,0.8999999999999999,dusit_thani_mactan,group fantastic stay property facility exceptional include pool offer breathtaking view spacious room well maintain attentive housekeep staff although one thing notice floor look clean walk inside room without slipper would notice foot get dirty like soot staff friendly helpful probably new kind shy reluctant overall add enjoyable experience,1
Agoda,801883638,"If you are a vegan, i would not recommend this hotel. You can find some options in the Thai restaraunt for dinner. There are no non-cow milks for coffee or cereal, no options for food in other restaraunt. They will make steamed vegetables without butter at your request. Ut might be okay for a night or too but for a longer stay, you may want to being your own food. 
 
 ",6.0,2024-05-04T12:28:00+07:00,0.5,dusit_thani_mactan,vegan would recommend hotel find option thai restaraunt dinner noncow milk coffee cereal option food restaraunt make steam vegetable without butter request ut might okay night longer stay may want food,0
Agoda,801835308,"Our stay here was wonderful. The entire staff was exceptional… very accommodating. Beach area bigger than most in Mactan area 
 
 ",9.2,2024-05-03T09:09:00+07:00,0.8999999999999999,dusit_thani_mactan,stay wonderful entire staff exceptional accommodate beach area bigger mactan area,1
Agoda,801408036,"big rooms and nice sea view with balcony. the location is perfect to see the sunset. 
 
 ",9.2,2024-05-03T01:13:00+07:00,0.8999999999999999,dusit_thani_mactan,big room nice sea view balcony location perfect see sunset,1
Agoda,794718466,"Stayed for 8 days...
Love our  room facing the sea and the cebu city.
The pool is so big our daily doze in day time  and then the sea in the afternoon. 
It's like a ticket to paradise, the garden , all good food and karaoke with the staff. Thanks Guellbert for singing our wedding song ""perfect"" by Ed Sheeran and always taking care of our food and drinks. 
Danny always securing our spot in the pool side...



 
 ",10.0,2024-04-27T03:18:00+07:00,1.0,dusit_thani_mactan,stay day love room face sea cebu city pool big daily doze day time sea afternoon like ticket paradise garden good food karaoke staff thank guellbert sing wed song perfect ed sheeran always take care food drink danny always secure spot pool side,1
Agoda,797748020,"The hotel itself is very nice.  If you don't have time to travel out to the beautiful beaches area, this place is OK.  Great swimming pool area, good food, great breakfast buffet, great staff.  But no beach.  
 
 ",8.4,2024-04-24T12:23:00+07:00,0.8,dusit_thani_mactan,hotel nice dont time travel beautiful beach area place ok great swim pool area good food great breakfast buffet great staff beach,1
Agoda,797632493,"I've traveled all over the Philippines.  I've struck out in several places promising to deliver.  But not here. I will return and will stay a bit longer.  
 
 ",10.0,2024-04-23T01:17:00+07:00,1.0,dusit_thani_mactan,ive travel philippine ive strike several place promise deliver return stay bite longer,1
Agoda,797601584,"The staff are very friendly and professional. I was there on my birthday the host upgraded my stay and sent a birthday cake to my room for free. Great customer service. The breakfast buffet is amazing and many selections.  For sure I will come again.
 
 ",10.0,2024-04-22T01:03:00+07:00,1.0,dusit_thani_mactan,staff friendly professional birthday host upgrade stay send birthday cake room free great customer service breakfast buffet amaze many selection sure come,1
Agoda,797508712,"Dusit Thani is a very nice vacation resort, clean and the staff are the best, the most courteous, respectful and hard working people. The only thing I don't like so much.. is the location  of the resort...it's hard to get to.. it's all the way to the end of the island., very narrow roads.
 
 ",9.2,2024-04-21T12:06:00+07:00,0.8999999999999999,dusit_thani_mactan,dusit thani nice vacation resort clean staff best courteous respectful hard work people thing dont like much location resortits hard get way end island narrow road,1
Agoda,797515062,"Service was okay. 
Food was great.
Staff were very attentive.
The rooms weren’t, especially the bathroom. There’s no door to the bathroom, just glass enclosure for the shower and another for the toilet. My mother in law took a hard fall in the bathroom since the water in the shower leaked into the main bathroom area. Its also very dangerous when you have adventurous toddlers. Wouldnt recommend with for families with kids.
 
 ",6.8,2024-04-21T01:20:00+07:00,0.6,dusit_thani_mactan,service okay food great staff attentive room werent especially bathroom there door bathroom glass enclosure shower another toilet mother law take hard fall bathroom since water shower leak main bathroom area also dangerous adventurous toddler wouldnt recommend family kid,1
Agoda,795670008,"It's really worth paying to stay at Dusit Thani Mactan. There are so many fun things to do in the resort you won't need to go out. There's a variety of food as well. 
 
 ",10.0,2024-04-19T11:28:00+07:00,1.0,dusit_thani_mactan,really worth pay stay dusit thani mactan many fun thing resort wont need go there variety food well,1
Agoda,795505462,"I recently had the pleasure of staying at Dusit Thani and was thoroughly impressed with my experience! The hotel's warm and welcoming atmosphere, combined with its exceptional service and amenities, made for a truly unforgettable stay. The room was comfortable and stylishly appointed, and the staff went above and beyond to ensure my every need was met. I was particularly impressed with the hotel's attention to detail and commitment to excellence. I would highly recommend Dusit Thani to anyone looking for a luxurious and relaxing getaway. Five stars and looking forward to my next stay!
 
 ",9.6,2024-04-19T07:54:00+07:00,0.95,dusit_thani_mactan,recently pleasure stay dusit thani thoroughly impress experience hotel warm welcome atmosphere combine exceptional service amenity make truly unforgettable stay room comfortable stylishly appoint staff go beyond ensure every need meet particularly impress hotel attention detail commitment excellence would highly recommend dusit thani anyone look luxurious relax getaway five star look forward next stay,1
Agoda,794969508,"Our stay was decent overall. The staffs were exceptional throughout our time here. The room was okay and comfortable. Location wise was convenient as it is near to the airport. However the beach area was disappointing but if you are looking for a transit hotel to get to or from Cebu Airport this place is suitable for you. Other than that overall it was a pleasant stay for us
 
 ",6.8,2024-04-18T03:50:00+07:00,0.6,dusit_thani_mactan,stay decent overall staff exceptional throughout time room okay comfortable location wise convenient near airport however beach area disappoint look transit hotel get cebu airport place suitable overall pleasant stay u,1
Agoda,794055257,"I would recommend it because the resort is nicely built to see. However, my room did not have hot water and despite my calling for help, no one came to fix it. 
 
 ",7.2,2024-04-17T11:31:00+07:00,0.65,dusit_thani_mactan,would recommend resort nicely build see however room hot water despite call help one come fix,1
Agoda,791420935,"Beautiful hotel. Nice to unwind. A bit far from tourist spots. Small beach.  Some of the food we wanted to order were unavailable. Nice staff, friendly. We went during the Holy Week so there were a lot of tourists; some of the theme nights dinners we wanted to try were fully booked.
 
 ",8.4,2024-04-10T08:33:00+07:00,0.8,dusit_thani_mactan,beautiful hotel nice unwind bite far tourist spot small beach food want order unavailable nice staff friendly go holy week lot tourist theme night dinner want try fully book,1
Agoda,791341815,"• The staff are so accommodating
• Food’s good too (they have a lot of resto in the premises)
• The room is clean and we really utilized the speaker/clock they have in the room hehe 
• Location’s perfect for someone like me who wanted some peace away from the city

One thing to improve maybe is the beach. Quite rocky and has a limited of option for water activities during our stay.
 
 ",9.2,2024-04-09T06:52:00+07:00,0.8999999999999999,dusit_thani_mactan,staff accommodate food good lot resto premise room clean really utilize speakerclock room hehe location perfect someone like want peace away city one thing improve maybe beach quite rocky limit option water activity stay,1
Agoda,791246098,"My family enjoyed our stay at Dusit Thani Mactan Cebu. The receptionist Christina and Kaye made our check in and check out process very smooth and efficient. We love evertyhing we experience and we are definitely combing back. 
 
 ",9.6,2024-04-08T02:29:00+07:00,0.95,dusit_thani_mactan,family enjoy stay dusit thani mactan cebu receptionist christina kaye make check check process smooth efficient love evertyhing experience definitely comb back,1
Agoda,791179728,"Resort was far in  location, plenty of construction going on. Swimming pool and the view was excellent. Staff at Tradewinds buffet is not quiet attentive to guest, and over all it is disorganized. Best with group stay. Food was alright, not the best, breakfast Rate was  manageable with the food they serve. I will come back.
 
 ",6.0,2024-04-07T07:49:00+07:00,0.5,dusit_thani_mactan,resort far location plenty construction go swim pool view excellent staff tradewinds buffet quiet attentive guest disorganize best group stay food alright best breakfast rate manageable food serve come back,0
Agoda,782527100,"I tried almost all the hotels nearby in this place, but I keep on coming back to this hotel because overall their facilities are design for a hotel and resort you dream off. The staff services are very accommodating. 
 
 ",8.0,2024-03-25T12:08:00+07:00,0.75,dusit_thani_mactan,try almost hotel nearby place keep come back hotel overall facility design hotel resort dream staff service accommodate,1
Agoda,782472477,"The resort is very clean and food portions are more than generous. The beds are comfortable. The fitness dance performances by the pool and traditional dances in the lobby are fun. We were glad we stayed in Tower 1 which was away from the noise from the evening festivities. Noise in the hallways or other rooms was also minimal. The massage at the spa was okay, but you can get better quality treatments in town for a cheaper price. The gym was well equipped, but there were no towels or cleaning supplies to wipe down the machines when we went around 6:30-7:00 am (and six people using the gym at the time so it’s not like equipment wasn’t being used). The food was fine, though there are not many healthy options if you’re watching what you eat— even the kale was fried. The Thai restaurant had the best food, but it needed more spice or at least the usual condiments for guests to spice their food to their liking. A San Mig is 350 pesos at the hotel. There aren’t easy-to-get-to dining options outside of the hotel so you can feel captive to the pricing and options. It was hard to find servers or get their attention except in the morning or if you’re sitting directly at a bar. That being said, all servers were friendly and accommodating when you could find them. Overall, I expected better for the price.
 
 ",7.2,2024-03-24T08:43:00+07:00,0.65,dusit_thani_mactan,resort clean food portion generous bed comfortable fitness dance performance pool traditional dance lobby fun glad stay tower away noise even festivity noise hallway room also minimal massage spa okay get better quality treatment town cheaper price gym well equip towel clean supply wipe machine go around six people use gym time like equipment wasnt use food fine though many healthy option youre watch eat even kale fry thai restaurant best food need spice least usual condiment guest spice food like san mig peso hotel arent easytogetto din option outside hotel feel captive price option hard find server get attention except morning youre sit directly bar say server friendly accommodate could find overall expect better price,1
Agoda,782176915,"We booked Dusti Thani Cebu because of how lovely the private beach was.. however to our dissapointment upon reaching the resort the private beach was under construction.. The resort should have informed us beforehand that the beach was under construction and not figuring it out upon reaching 
 
 ",6.0,2024-03-20T03:31:00+07:00,0.5,dusit_thani_mactan,book dusti thani cebu lovely private beach however dissapointment upon reach resort private beach construction resort inform u beforehand beach construction figure upon reach,0
Agoda,782047018,"We had a relaxing, restful, wonderful stay of 4D3N, with unobstructed seaview, nice hotel balcony, & a huge infinity pool.  Christine & King at the reception did an excellent job.  Breakfast buffet at Tradewinds is great with helpful service crew headed by Heroshi.  Benjarong has superb authentic Thai dishes with friendly, accommodating crew headed by Fritzie.  Credits also to Mac, Datu, Gin, Tricia, Javier, Edsel for their work attitude. We will definitely recommend Dusit Mactan to friends & relatives.  
 
 ",10.0,2024-03-18T08:41:00+07:00,1.0,dusit_thani_mactan,relax restful wonderful stay dn unobstructed seaview nice hotel balcony huge infinity pool christine king reception excellent job breakfast buffet tradewinds great helpful service crew head heroshi benjarong superb authentic thai dish friendly accommodate crew head fritzie credit also mac datu gin tricia javier edsel work attitude definitely recommend dusit mactan friend relative,1
Agoda,781930500,"The hotel was beautiful and the staff was amazing!!  If you're a beach person, however, it is probably not for you.  The beach was very tiny.  No food or drink services were available on the beach.  Also, it was a very long drive to every excursion.  About 3 hours each way.  But the pool area and services there were really great!!
 
 ",9.2,2024-03-16T11:24:00+07:00,0.8999999999999999,dusit_thani_mactan,hotel beautiful staff amaze youre beach person however probably beach tiny food drink service available beach also long drive every excursion hour way pool area service really great,1
Agoda,781889822,"Hotel has good rooms. Breakfast spread was great. Lounge club offer could use a little improv, but the staff assigned there were very helpful. Also the beach access was not available during our stay which we wished had been advised in their advert.
 
 ",8.8,2024-03-16T08:34:00+07:00,0.8500000000000001,dusit_thani_mactan,hotel good room breakfast spread great lounge club offer could use little improv staff assign helpful also beach access available stay wish advise advert,1
Agoda,781336284,"We’ve booked a Kingsize Seaview Room as early as Dec 2023. When we arrived at the hotel in the evening around 7-8pm we were informed that our room isn’t available due to a problem, and we have to be moved to a different hotel in their preference,as a courtesy of giving us this kind of inconvenience they did not consider allowing us to pick the room and the hotel of our choice no option was layed what so ever,We weren’t even informed about the problem in the first place when they had ample of time to notify us since we arrived hours late from our check in time which is 3pm, this made us even wonder of how this could happend not informing us ahead of time when they already know our expected time of arrival. Very unprofessional, they could’ve emailed or ring us at least as a courtesy. We’re not convinced enough with all the reasons, It’s more like they gave our room to the basketball players who checked in the same hotel.  They moved us in a different hotel of their choice, an old hotel, not even a seaview that they’ve promised. We’re so disappointed, the hassle and all inconvenience we’ve experienced that night. 
 
 ",2.0,2024-03-08T10:49:00+07:00,0.0,dusit_thani_mactan,weve book kingsize seaview room early dec arrive hotel even around pm inform room isnt available due problem move different hotel preferenceas courtesy give u kind inconvenience consider allow u pick room hotel choice option lay everwe werent even inform problem first place ample time notify u since arrive hour late check time pm make u even wonder could happend inform u ahead time already know expect time arrival unprofessional couldve email ring u least courtesy convince enough reason like give room basketball player check hotel move u different hotel choice old hotel even seaview theyve promise disappoint hassle inconvenience weve experience night,0
