Rating,Review Text,SA,Sentiment,Normalized_Rating,Composite_Score,Quartile
5,dear ms marjurie kindly service well convenience room condition also nice korean speaking fluently came back 2 days knew us appreciate wanna back visit,0.9081,Positive,1.0,0.9540500000000001,Q2
5,accomodating maam jacqueline grace quin sir mark jude winston kent jason nice experience workshop comfortable vibey please continue work well,0.9062,Positive,1.0,0.9531000000000001,Q2
5,exceptional experience recent staycation bai hotel largely due outstanding service provided gian front desk assistant checkin warm welcoming demeanor immediately put ease long journey attention detail efficiency ensured seamless checkin process went beyond answer questions provide recommendations local attractions addition professionalism genuine friendliness staff truly set tone memorable stay hotel confidently say excellent customer service overall quality bai hotel left highly positive impression desire return future,0.9885,Positive,1.0,0.9942500000000001,Q4
5,food great staff great job geo attending needs 100 satisfied food service provided us come back soon highly recommended youre visiting cebu,0.92,Positive,1.0,0.96,Q2
5,food ambiance service great irish accommodatingpromos great looking forward dine colleagues friends familychoices plenty great quality happy would recommend bai anyoneread,0.9705,Positive,1.0,0.98525,Q4
5,favorite buffet cebu wide variety food choose frombeen couple times already family work gatheringsstaff accommodating especially irishwill definitely recommendread,0.7165,Positive,1.0,0.85825,Q1
5,excellent service provided bibiano made us feel special special date knows craft well made really good wine suggestion pair steak food great,0.9552,Positive,1.0,0.9776,Q3
5,stayed family staycation welcomed lovely staffs luggage assistance andrei arniel sounds like hesitate bring luggages room front desk venus assisted us confirmation booking provided options better stay thats brilliant check mary accommodating let us could relax bit really appreciated pool ariel assisted us well fun talk gives recommendations around city great stay hotel even night flying back uk kudos team thank see,0.9873,Positive,1.0,0.9936499999999999,Q4
3,best thing using bai hotel venue official functions banquet service facilities cafe bai service food front office rooms different story theyll need improve tangibles service order merit thumbs banquet facilities good spacious cool well setup great technical support engineering special mention marlon technically competent pleasant prompt banquet service excellent service team punctual courteous pleasant personable responsive special mention must made quin edmar clark anticipate need fast give bai good name must recognized commended internallycafe bai food hands best quality great variety great fb staff job well maricel newman leads well experienced sets good example rest team equally good rowel rachel lenie smiling welcome expressions consistently serve well like banquet staff swift responsive anticipate think need even ask must recognized commended internally wellthe front office rooms division lot work catch front office next guards bellman first encounter hotel unfortunately theyre consistently good sometimes meet someone whos competent knows job time handled personnel give vibe unsure theyre sharp fast youll need wait turn time turnaround time could faster rooms inconsistent get rooms ok give welcome pastries drinks welcomed name screen cards addressed personally complete amenities everything works times last trip one books get really bad experience welcome pastries call next day say sorry forgot tv doesnt work housekeeping looks helpless calls fixes supposedly assures ok bogs transfer another room repeatedly complain next room face tv works tbf uses greek hieroglyphics understand works customer unfriendly acknowledge explain upgraded tv still use old remote hard use new room youre transferred hot water faucet sink dirty housekeeping see dirt used plastic must overlooked mirror near sink door jamb also stuck time pillows soft sigh duty manager comes apologizes profusely pacify question put position apology needed front office rooms division look tangibles job well fb theyll definitely merit two thumbs moreread,0.9982,Positive,0.0,0.4991,Q1
5,hotel brings awesome experinece offer great service staff food great also everyone accomodatingwe surely stay cebu visit great hotel also,0.9652,Positive,1.0,0.9825999999999999,Q3
5,check process smooth venus receptionist accommodating upgraded room suite freethe suite room nice indeed relaxing staythe food great bai hotel go place buffetread,0.8779,Positive,1.0,0.93895,Q2
5,superb service nerilyn others greeting morning showing us table assisting beverage team professional courteous attentive detail made stay feel amazing dining area clean well presented food excellent,0.9694,Positive,1.0,0.9847,Q4
5,bed really well done soft comfortable view nice amenities instagramable staffs really accommodating kind would definitely come back recommend bai hotel friends family,0.9611,Positive,1.0,0.98055,Q3
2,checking took 45 minutes pool bar top level messed billings buffet restaurant messy difficult navigate find food good selection poorly replenished billing experience terrible aircon public areas reception hallways room charge available asked check late check 3 pm offered due slow checkin process key cards valid 12 noon meaning queueing checkout time extend keycards terrible 5star experience recommend spend money nice staff crippled stupid regulations,-0.743,Negative,-0.5,-0.6214999999999999,Q1
5,highlight stay warmth friendliness staff truly made feel like among family kudos special attention ms aileen ms suzette sales team appreciated attention extended ensuring comfort convenience stay cozy room comfy bed course beautiful city view went beyond make sure needs met everything required memorable stay dedication hospitality indeed brand cebuano warmth touched hearts,0.9871,Positive,1.0,0.9935499999999999,Q4
5,dinner marble + grain steak food amazing would recommend potato soup prime tenderloin steak staff nice engaging would highly recommend place,0.9153,Positive,1.0,0.95765,Q2
5,thank bai great experience front desk poolbar cocktail great room great clean nice staff friendly accommodating also thank housekeeping staff jharid jhon luis clean room give everything need specially amenities kudos bai,0.9849,Positive,1.0,0.99245,Q4
1,bell man slow comes assistance unlike hotel checking takes long peak late check prioritized marites front guests room great breakfast buffet isnt mess dont recommend hotel cebu,0.7924,Positive,-1.0,-0.1038,Q1
5,well furnished hotel great location facilities clean outstanding customer service venus front desk professional proactively helped reservation changes highly recommend stay bai hotel cebu,0.9402,Positive,1.0,0.9701,Q3
5,super nice hotel friends would surely choose next time visit bai hotel great location great service friendly staff lobby lounge especially charo shes pretty accommodating considerate good value money breakfast cafe bai delicious also comfortable rooms would definitely recommend thank,0.9938,Positive,1.0,0.9969,Q4
5,check family amazing experience moment step doors bai hotel concierge andrei jerry attentive helpful bags luggage assisted senior mom thanks pro active concierge team also moment check fo claire mary welcome us beautiful smile really brightens day dont mind waiting minute hour room ready ladies standing front smiling beautiful mary claire really good start arrived rooms ray right way courtesy call check us room internet everything really wants make sure everything good place thank soo much ray also providing us informations need think theres need read signages ask someone hotel ray really gave us information need wonderful day treated like royalty especially duty manager pia aproaches us lobby checked great time even offered us late check coz arrived late already supposed ask operator wonder pia read mind really knows anticipate important skills duty manager good example excellent service definitely comeback surely refer hotel family friends thank soo much wonderful staffs bai making stay wonderful,0.9978,Positive,1.0,0.9989,Q4
5,one best place celebrate occasions foods delicious crews accommodating especially ms princess surely enjoy paid come back soon,0.9582,Positive,1.0,0.9791000000000001,Q3
5,food service great definitely nothings waste good food good time indeed applause server princess accommodating good job worth price coming back sure,0.9565,Positive,1.0,0.9782500000000001,Q3
5,comfortable sleep thight feels good love excellentthe room beautiful lovely wanna go back recommend bai hotel friends thank wonnderful accommodation,0.9781,Positive,1.0,0.98905,Q4
4,commend professionalism nimue claire assisting front desk also would like give tap back staff job welldone esp quin faular ensure food serve time 3 days training lakandula services us customer remarkable,0.891,Positive,0.5,0.6955,Q1
5,mocktails good along appetizers service also extraordinary thanks miss stiffany along staff accommodating amazing experience ever,0.8402,Positive,1.0,0.9200999999999999,Q2
5,food spectacular scrumptious love selections cafe bai provided diners far favorite section japanese section may biased since love japanese foods far cafe bai presented delectable japanese food,0.9538,Positive,1.0,0.9769,Q3
5,staff accommodating didnt problems visit food great delicious didnt hard time bellies full ten ten would recommend,0.9162,Positive,1.0,0.9581,Q2
5,enjoyed hospitality throughout facility antone pool bar took especially good care us requests fulfilled promptly courteously breakfast buffet nice variety foods enough items changed day day seem repetitive,0.927,Positive,1.0,0.9635,Q2
5,best assets bai hotel customer service social media got good bag got ample parking space tooconsidering second home cant wait back september,0.8316,Positive,1.0,0.9158,Q2
5,irish service assistant excellent good service food delicious especially japanese cuisine choices definitely come back must recommendation friends family events gatherings,0.9442,Positive,1.0,0.9721,Q3
5,experience awesome good time dining family food sumptuous staffs courteous specially irish daughter loves ice cream im enjoying overall enjoy dinner,0.9666,Positive,1.0,0.9833000000000001,Q3
5,dined first time marbe + grain husband advance fathers day celebration ordered spinach dip apple feta salad ribeye steak beef ribs ambience awesome food great service venz superb well price worth penny,0.946,Positive,1.0,0.973,Q3
5,actually first time dining bai hotel exceeds expectation satisfied various food like every staff greet people serve smile enthusiasm keep excellent experience,0.9403,Positive,1.0,0.9701500000000001,Q3
5,check marjurie receptionist fast friendly concierge approachable surely come back salamat baiii ms marjurie mag balik jud mi hehee second time best service kodus front desk staff housekeeping,0.8834,Positive,1.0,0.9417,Q2
5,wallstreet offers excellent overall experience combination highquality coffee friendly staff inviting ambience makes top choice coffee lovers whether youre looking quick caffeine fix place unwind socialize coffee shop ticks right boxes also thanks favorite baristas jastine melannie daryn john precious dhan jude apple cedi,0.9719,Positive,1.0,0.98595,Q4
5,thank ms icel ms irish cafe bai providing us excellent service well accommodated food great delicious could get full food variety selections ranging local international dishes,0.9442,Positive,1.0,0.9721,Q3
4,planning travel touring cebu best place stay highly recommend hotel good location expensive close lapulapu city cebu city also good options house restaurants,0.9234,Positive,0.5,0.7117,Q1
5,place nice good right temperature coldness service excellent crew especially princess accommodating took us decent pictures wil surely go back,0.9062,Positive,1.0,0.9531000000000001,Q2
4,hotelier hotels cebu lacking term service facilities bai hotel always make sure win guest back kudos fellow hoteliers,0.8555,Positive,0.5,0.6777500000000001,Q1
5,crew friendly accommodating especially irish love food made sure serve fresh everyday third time dine caf bai family gatherings keep guys,0.9058,Positive,1.0,0.9529000000000001,Q2
5,place relaxing staffs accomodating specially irish sweet friendly girl welcomed us smile first time last back sure thank experience,0.9524,Positive,1.0,0.9762,Q3
5,food great staff princess nicely friendly informative enjoyed birthday greeting cafe bai paella awesome favorite food always available refilled place indeed clean,0.9774,Positive,1.0,0.9887,Q4
5,hotel pleasant breakfast great amenities superb everything wonderful day 1 3rd definitely stay soon employees also goodlooking zzzthanks,0.9578,Positive,1.0,0.9789,Q3
5,cebu best hotel amazing buffet breakfast 8 different countries dishes socked vegetarian got full looking took 10 minutes long video staff helpful full conversation food prepared friendly staff,0.9423,Positive,1.0,0.97115,Q3
5,availed privilege discount good food service fun witnessing greeted birthday celebrant really felt hospitality hygiene wise safe place dine definitely come back dine special occasions family,0.9648,Positive,1.0,0.9823999999999999,Q3
5,cafe bai staff helpful specially one named randie assisting us seniors iur food drinks request definitely come back senior friends highly recommended celebrate friends bdays,0.9499,Positive,1.0,0.97495,Q3
4,hotel n nice area well accommodated staff friendly professional job especially breakfast assisted polite waitress ms alice bar restaurant nice clean variety food covering types cousins generally bai considered good hotel,0.9382,Positive,0.5,0.7191000000000001,Q1
4,good well accommodated especially breakfast serve assisted msallica acaylar friendly staffs well highly recommended business patrners friends families,0.9259,Positive,0.5,0.71295,Q1
5,one best buffets cebu thank much princess serving us well chose bai hotel buffet celebrate brothers birthday thank free cake kanta sayaw pa esp mention princess thank youread,0.9628,Positive,1.0,0.9814,Q3
4,food good decent choices esp halo2x gelato section servers allica benedict always attentive cleaning table nice experience price decent experience,0.6908,Positive,0.5,0.5953999999999999,Q1
5,staff amazing foods great recommend place birthday celebratnt suggest go cause free eat much want plus free cake im sure back glenn rowena arjay arjie accommodating amazing,0.9732,Positive,1.0,0.9865999999999999,Q4
5,though wait 6pm restaurant open worth itambience great customer service thoughtful accommodating needs even display concerns food allergiesi dont even know start food entirely delicious celebrated brothers birthday would like come back thanks bai hotelread,0.9681,Positive,1.0,0.98405,Q4
5,really comfortable experience able relax focus work sit discuss group thankful daryn apple jastine harold zherd jude melannie good job,0.92,Positive,1.0,0.96,Q2
5,great ice cream recommend buffet come family pleased celebrate staff warm accompanying song dance number someone bday,0.9371,Positive,1.0,0.96855,Q3
5,foods delicious staff accommodating especially ms maricel abello definitely back recommend place friends family thank much,0.926,Positive,1.0,0.9630000000000001,Q2
5,lot food choices superb attendants nice attentive needs customers alert cleaning dish outing serving customers nicely well thank bai,0.9393,Positive,1.0,0.96965,Q3
5,request room near elevator pwd mobility acommodated service great hotel staff friendly acommodating especially carl benedict alona cafe bai thank taking care us,0.9186,Positive,1.0,0.9593,Q2
5,service 10 10 wish go back u pay u get talaga mr randie kind best heart heart heartttttt love u bai hotel sa uulitin mari blanche loved ur coffee hashtag babalik sayo,0.9584,Positive,1.0,0.9792000000000001,Q3
5,randie friendly accomodating recommends aunt well explained vouchers discounts well far best customer service encountered entire life hope goes well every time,0.9477,Positive,1.0,0.97385,Q3
5,carl benedict alona attentive table everyone come across always made sure guest encounter always get level service kudos,0.6808,Positive,1.0,0.8404,Q1
5,ambiance wonderful food served satisfying surprised sing happy birthday dance number ill recommed friends families id like say thank waitress named princess patiently get plates,0.9509,Positive,1.0,0.9754499999999999,Q3
5,hotel nice chic staff helpful nice 2 cool pools rooftop also ate hotels japanese restaurant ume japanese cuisine gyoza fried vegetable ramen et soba noodle delicious similar japan previous trip servers carmy christine nice appreciated cuisine chefs nobo narcie would definitely recommend,0.9771,Positive,1.0,0.98855,Q4
4,room clean nice view city 12th floor breakfast good staff friendly would nice less none sugar added example juices sugar added swimming pool top nice,0.9517,Positive,0.5,0.72585,Q1
5,really great people friendly glad came visit bai hotel especially bai lobby lounge know mean welcoming overwhelming dwyneth ask seat coz like dark area shes thoughtful ordered mango shake tasty thank jen nikki shake worth stay,0.9649,Positive,1.0,0.98245,Q3
5,food good vast variety however could dessert options rice meat selections quite dry impressively around 90 food still good despite enormous stafftaxing selection service also excellent staff accomodating friendly quick feet overall experience great opinion 95 10 wonderful job thank much,0.9783,Positive,1.0,0.98915,Q4
5,went mothers birthday lunch served nerilyn aphelle jaypee made sure pleasant experience food amazing definitely coming back future,0.9022,Positive,1.0,0.9511000000000001,Q2
5,hotel beautiful food service amazing clean hotel nice roof top bar swimming pool shandy served us breakfast restaurant helpful kind us good location,0.9723,Positive,1.0,0.9861500000000001,Q4
5,especial thanks hotel good services also want thanks team mr reymar approciable well mannered us served usthank great day,0.9349,Positive,1.0,0.9674499999999999,Q3
5,food great lot good food choose desserts amazing fresh seafood available buffet table also lot japanese cuisine available,0.9201,Positive,1.0,0.9600500000000001,Q2
5,awarding sikatuna 2 place course elegant lighting thing made experience special help best effort staff special mention molina accomodating requests inquiries rosalyn cyrose banquet great service served requests smile hope see next event thank,0.9823,Positive,1.0,0.99115,Q4
5,visited cafe already spoke much entire hotel soon stepped entrance buffet assisted warm welcome initiated start personal conversation food intercontinental place cozy time elegant spacious wellorganized despite many people dining think prefer better wellknown buffet cebu overall would give 5 5 rating experience including service staff namely ms glenn garnette irish,0.872,Positive,1.0,0.9359999999999999,Q2
5,really excellent service staffs hospitable accommodating room clean assisted sir jesus barriga go room even explained us functionalities inside room,0.7713,Positive,1.0,0.88565,Q2
5,stayed 2 weeks 1 week break stayed another hotel feel comfortable beds pillows sheets nice sleep rooms stayed nice still looks new tiles floor decor nicely done service great always pleasant ready help want shouout specifically carl benedict cafe bai helpful attentive always ready serve big smile guests well always try look around breakfast,0.9856,Positive,1.0,0.9928,Q4
5,eat buffet really good family oriented feel home service first visit pinas since pandemic server like nerilyn garnette kevin add feeling finally home buttom heart visit bai hotel god bless continue good work,0.9229,Positive,1.0,0.96145,Q2
5,food sooo super dwlicuous aost every kind server friendly specially nerilyn maria margie lester ledo surely comeback friends relatives highly recommendable,0.9477,Positive,1.0,0.97385,Q3
4,food servers great especially miss princess mention bubbly faces beautiful smiles add good ambience attentive needs diner super approachable kudos team,0.9653,Positive,0.5,0.73265,Q1
5,attentive friendly service staffs special thanks vanny glenn looked us well keep spreading positive vibes nade dinner memorable great experience,0.9559,Positive,1.0,0.97795,Q3
5,check great accommodating first time check ive pool buffet enjoyed bar roofdeck twighlight looking forward enjoy itwas highly recommended friends relatives,0.9439,Positive,1.0,0.97195,Q3
5,foods really goodstaff attentive accommodatingambiance coolbeef shanks must trywas amaze server pork lechon section give crunchy pork skinyum thanks princess,0.7506,Positive,1.0,0.8753,Q1
5,marble steakhouse food super amazing delicious dessert prepared right front us superb huge shout servers roxanne may ann emie geo also chef john kian,0.9623,Positive,1.0,0.98115,Q3
4,fun cutting steak porterhouse steak good fresh complimentary bread dont recommend 250g get bigger one thanks geo recommending sinulog inspired drink really enjoyed also thanks emmie roxane christian bibiano great service thanks chefs john kian zoe adrian great food,0.9855,Positive,0.5,0.74275,Q1
5,nice hotel great service unique feel checked late night ben front desk looked us rooms tight wasnt happy till happy refreshing loved rooftop pool area nice relaxing enjoy,0.9326,Positive,1.0,0.9662999999999999,Q2
5,food good room improvement add dishes staff awesome courteous kind accomodating especially glenn dances really well birthdays sing dance celebrant,0.9589,Positive,1.0,0.9794499999999999,Q3
