Opinion,Classification
"LOVELY STAY,FRIENDLY STAFF, COSY ENVIRONMENT AND COMFORT",Comfort & Facilities:Staff
"Great hotel in central location,location, room size and friendly staff,Pleasant stay, looking forward to return during my next business trip.",Location:Staff
"nice central location,nice staff, great location",Location:Staff
"Ecellent hotel with great service,location, staff, rooms",Staff:Location
"great hotel with full facilities,clean, easily access to city and nice hotel",Location:Comfort & Facilities
"the best hotel in the makati area. ,big clean rooms, good food and near shopping malls",Location:Cleanliness:Food
"very good,clean and spacious",Comfort & Facilities
"Comfortable.,nice gym, good japanese restaurant and close to shopping center.,It was very comfortable, specially the bed. Fast service.",Comfort & Facilities:Food:Location
"great hotel in manila,great staff , food, location and clean",Location:Cleanliness:Staff
"Nice location perfect food nice spa nice view ,Food location comfortable",Location:Food:Comfort & Facilities
"best hotel in manila,best services, nice room",Staff:Comfort & Facilities
"Absolutely nice,good location & reachable to downtown,I will stay again next month. Hotel was really cool, located in downtown. Just within walking distance. The room was perfect.",Location:Comfort & Facilities
"Nice hotel,Good Location,Excellent service and will recommend friends to stay there.",Staff:Location
"lovely hotel with great amenities,walking distance to all various shops and restaurants,great stay especially with the great New Year Fireworks. This is now my second year of watching the fireworks from this hotel. terrific and excellent experience. Keep up the good service",Staff:Location
"lovely with excellent service,great entertainment in the Lobby for happy hour, classical music is soothing and relaxing,great service as always that is why i always go back to this hotel. excellent staff service across the board with great positive attitude.",Staff:Comfort & Facilities
"great location ,location,Liked the location of the hotel, service is great. Overall a good place to stay.",Location
"Luxurious but pricy hotel with outstanding staff,Staff were welcoming and helpful at every point, from opening the door to giving me free batteries for a portable light.,The room was large and luxurious, with a comfortable sofa and coffee table. The pool was delightful. The buffet dinner was very tasty with a range of local and international dishes.",Comfort & Facilities:Food:Staff
"Great location.,Located at the center of the business district. Accessible to business, shopping and food.,Very elegant hotel. Efficient and friendly staff. Excellent free room wifi connection. Presence of very tight security makes me uneasy to stay at the lobby.",Location:Staff:Internet
"Extremely good hotel,Service,I like the hotel because of the warm atmosphere, it feels like being home. Service is excellent!",Comfort & Facilities
"Best experience,Excellent Hotel,A good hotel with best service. I shall return again",Staff
"lovely hotel ,everything in this hotel is fine,all facilities in this hotel is fine ,including the internet and breakfast was really superb.Only the price is little expensive.",Value for money:Food:Comfort & Facilities
"Lovely hotel with a smile,great location, great service,i just love this hotel, i will book shangrila for my next trip to manila. The staff are so friendly and accomodative. unfortunately i only stay for 2 nights.",Staff:Location
"Great Location ,excellent rooms and f&b facilities,Arrived late at night and left early morning so nothing too exciting about this stay. Reception were helpful and upgrade to Horizon Floor.",Comfort & Facilities:Location
"Best Hotel in Manila,Very luxurious hotel,I have a great time staying Shangri-la Makati and i think its the best hotel in Manila",Location
"2nd stay at the shangri-la,excellent service,check in / out process is way too slow; otherwise everything is great",Staff
"excellent overall experience,service, pool, excellent staff all around,outstanding place to stay with great facilities. the service staff, door people, car service and restaurants are excellent. there are less expensive places to stay but this is the current best",Staff:Comfort & Facilities
"great service at the front desk,new, well-appointed rooms,i stayed here one night on a layover in manila. it was a great hotel, an oasis in manila. i would definitely stay here again.",Location
"Lovely Hotel in the Great location,All the staffs are very friendly and helpfull,Its only 1 night but i think i wouldmlike tomstay again in this Hiel when i visit manila for business trip.",Staff:Location
"Great Makati,Location,Non,It was eye pleasing and wonderful stay, near to the most active shopping area, hot life of the capital.",Location
"Life lovers,The spa,Non,It was the best time ever I had in my life time, unique style and wonderful design.",Comfort & Facilities:Staff:Location
"Wonderful stay @ Makati Shangri La,Exceptional Service; Spacious Room,The bed is too poofy and fluffy,Great breakfast buffet at Circles. We were upgraded to junior suite. Very impressed",Food:Comfort & Facilities:Staff
"Makati Shangri-La,Nicest hotel in area across from mall excellent staff,hotel restaurants expensive,Best hotel in the area. Although most expensive--worth it.",Location:Food:Comfort & Facilities
"Excellent Hotel,food is excellent shopping malls are near walking distance spa inside the hotel is fantastic friendly and accommodating staff clean,none,great hotel! shopping is near, spa is excellent. food is delicious, staff are nice and friendly.",Location:Staff:Food
"Exceptional,Great location, staff, cleanliness and amenities . Would stay again.",Location:Cleanliness:Staff
"First time at Shangri-La Makati and super satisfied,Love the gym, sauna and jacuzzi. Food can be improved but overall I'm satisfied.",Food:Comfort & Facilities
"Business with lots of shopping ! ,It’s a very convenient place to stay especially when you have limited time",Location:Comfort & Facilities
"If there was a 10 STARS this is it ,Facilities, location, food, service, staff, dedication, they tick all",Staff
"Nice ,Good location near to the mall",Location
"great location,excellent location. near malls",Location
"Rooms,A bit dated. may need a modern touch",
"Perfect!,Nothing beats Shang when in Makati. Will stay here over and over again.",Location
"Exceptional,Great service",Staff
"love it,will always come back.. my boyfriend and I been here long time ago and still shang makati is our fav hotel!! >3",Location
"Good location, and staff were friendly. Outdated though.,We stayed there because we were attending an occasion there. It was probably a fantastic hotel 15 - 20 years ago, but it's a bit dated and a bit past its prime. Staff were friendly. Comfortable enough. But there are better hotels around that are also called ""5 star"". NOTE: If you stay in one of the suites which give you access to the Horizon Lounge? Don't expect what other 5 star hotels offer. Food was only average. ""High Tea"" was limited. Breakfast average. ""Cocktails"" actually HAD no cocktails at all! They said we would have to order from the bar downstairs, and pay for it! If t's ""beer and wine only"", then don't call it cocktails! Shop around!",Food:Staff:Value for money
"No swimming pool,Swimming played a big part in our vaca and kids were very disappointed to learn that the swimming pool was unavailable and under renovation. Taking a shuttle to the BGC Shangrila pool was an unreasonable option. We're supposed to be in a premier hotel and we have to commute through Manila traffic to enjoy the pool? Other than that, hotel services and staff were excellent.",Comfort & Facilities
"its over priced ,good looking staffs, atmosoher and the music in lobby,regarding the location is amazing, but i think its not a 5 stars hotel as the are many constructions and painting going on and the steam room is all shut down for the maintenance. the hotel price is overpriced i think the need to adjust their prices according due to the maintenance and other inconvenient issues.",Value for money
"Food and restaurant staff,Location, Location, Location,The room (Executive) was good, the room service was good. The food in the base restaurant was bad (afternoon tea), another try for a simple club sandwich was disappointing. This was the experience on our first day. So we prefered to have our diner and lunch outside the hotel for the next six days. The staff in this restaurant was not alert at all, we had to remind them to get served our food, which was ready to serve, a very disappointing experience for this class of hotel. Peter West",Food:Staff:Location
"Disappointed,Location,It was disappointing because me and my family had stayed at a different 5 star hotel the previous day and Shangrila couldn't even compare. The food sucked, it was bland and flavorless especially the club house sandwich i ordered from the pool bar that took 30 mins to make. The bathroom walls had black stains so disgusting! The bath tub looked really old and had brown stains. And the worst part is that the toilet didnt come with a bidet. Even my gym has a bidet!!! So disappointing especially when you expect so much from a well known hotel. Oh well. Never again!",Cleanliness:Comfort & Facilities:Food
"Nothing special,Breakfast, Club lounge, location,The ovation of this hotel is perfect. We had asked the hotel to transfer us from the airport. We waited for an hour outside the airport in the heat whilst the hotel agent told us the ride will be only '5 minutes away'. The traffic in Manila is horrendous but surely the hotel is aware of that situation and should have managed it better. The room we were shown to smelled of damp so I asked to be moved. The new room smelt less of damp though a faint whiff was still there. The decor of the rooms is a little tired. The room was on an Executive Floor with the club lounge a few steps above us. The lounge had great views and the breakfast was very good. We had a drink in the Sage bar and my friend signed the bill off for our room. After I had gone to bed, I received a phone call from the bar to say that I needed to come down to sign the bill as the room was booked in my name. I thought this was unnecessary as I hadn't clearly disputed the bar bill.",Comfort & Facilities:Food:Staff
"over the weekend birthday celeb,The staff are very accommodating; the room is spacious, clean & quiet. Nice location.,It was a very pleasant stay. The hotel staff are all accomodating. The hotel lobby and room are clean. I have stayed at other 5star hotels, but never was I satisfied with the service, there will always be a downside to it. But not during my recent stay at this hotel.",Comfort & Facilities:Cleanliness:Staff
"Shangri la honeymoon stay,glamorous, good location, and comfort,Overall the room was good except we took an afternoon nap and a hotel employee kept ringing the room doorbell when we were asleep then eventually tried to enter the room when we were stirring awake cos of all the noise, luckily we had the door bolt across so they couldnt enter we heard a muffled sorry but it still rattled us big time. The restaurant downstairs is dated and food is large on rice and noodles but very low on the meat and very expensive for below average food. The breakfast was below average with cold food ans some food looked like it had been brought out for its second day as it had that dried out look. Food was very disappointing but the hotel rooms and lobby were very nice.",Food:Comfort & Facilities
"Fading charm but excellent staff,Comfortable beds; helpful staff; location next to the Greenbelt,For nearly $300/night, I expected that the rooms would be better maintained. I was disappointed that they were in need of updating. My fridge leaked and the entire room reeked of mould, which the hotel ""fixed"" by sending an air filter to my room. However, despite being let down by the room itself, all my interactions with hotel staff met or exceeded my expectations; all the staff were top quality in terms of helpfulness and anticipating my needs. If the rooms were updated and not stinky I would stay here again,,otherwise is try a different hotel. I wish the rooms were as impressive as the staff/help.",Staff:Comfort & Facilities:Cleanliness
"Had a few issues but manager resolved them,Location was great, polite staff, great manager,I had a few issues that I raised to the duty manager via email and they were able to straighten things out within a few minutes. The guest service manager even approached me personally during check out to apologize and even provided complimentary transportation for me which I really appreciate. Their reservations team responded to me just a few hours after I booked the room for an inquiry/request I made for an early check-in, something that I don't really get from other big hotels. The location was great. Shopping malls and restaurants were just walking distance. The Ayala Triangle, where I jogged in the morning, was also just a few meters away. As always, Makati is a safe place to stay because of tight security. Maybe I was just not appreciative that day but looking back at it, most members of the staff were really polite and approachable. Amenities were just the usual.",Staff:Location
"Disappointing . Overpriced , poor value for money ,Surroundings. Apart from that , it was disappointing . There is not even a bar there .!!,Poor . Thewre was not even a bar in the hotel . When I checked in , they would not accept my card . I have travelled all over the world and never had that problem before . The receptionist was totally unhelpful . Fortunately, I had cash on me , or I believe , my booking would have been turned down .",Value for money:Staff
"A nice hotel in convenient location,Location - walking distance to restaurants and shops,we arrived late at night and the hotel lobby was loud, bustling, and a bit chaotic - people coming and going! did not expect that... check in felt rushed, but pleasant. took a while to find the elevators to our room with little help from staff! room was adequate, getting a bit old! latest check out next day was noon and since our flight was in the evening, we had to hang out in the lobby and ""fight"" for seats - very few available. personally i much prefer the ambience at the peninsula.",Comfort & Facilities:Location
"great service but rooms somehow dated,service of hotel, pool and restaurants,the hotel staff performed really well. rooms a bit older though. great dining in thai restaurant and good for relaxing at the pool area. this is a hotel to relax and hang out at the pool or jacuzzi. re location, a bit out of main area but still in walking distance.",Comfort & Facilities:Food:Location
"old hotel, not worth,central location,the hotel is right in the central location with a lot of shopping malls around. but the hotel is quite old, not worth 5-star. no breakfast included for all rooms! a lot of traffic jams all day long in the roads around the hotel!",Location:Food:Value for money
"Just another normal hotel,Central location,Just another normal hotel, 4.x star is OK, not that 5 star. The hotel is quite old, with in-room equipment being degraded. No breakfast with a room of hundreds of USD! No 2nd time! The only plus point is the central location of the hotel. But, a lot of traffic jams of nearby roads which lead to the hotel!",Location:Comfort & Facilities
"Good Location of hotel,good choices of restaurants,We had a great time on our weekend in staying in this hotel. GOod location to malls and other dining restaurants. Clean hotel facilities. everyone can relax in staying in this hotel. they offer a uniquely satisfying combination of Asian and Western cuisines",Food:Location:Cleanliness
"Usually lovely....this time a bit disappointing,great location,This is a wonderful hotel and I have stayed before. I think the problem was that I booked very late on the same day for a Deluxe King, non-smoking. I checked in very late and the room I got had two double-beds and smelled faintly of smoke.......honestly I could not be bother to contact staff. This is a highly rated hotel, but I guess caution is booking early, checking in during the day with plenty of time to change rooms. Still, management or staff should have alerted me that what I purchased through Agoda was not available and should give me some credit...this is not a low rent establishment.",Staff:Cleanliness
"Great hotel - check in was appalling,Typical shangrila,Having booked the room through Agoda i had mistakenly left the guest count as 1 but had added notes for the hotel this was our honeymoon. When we arrived to checkin, the reception staff referred to my wife as ""my friend"" (looking down her nose at ""my friend"" and also referred to the booking being invalid as it incurrs extra cost. I mentioned the number of guys that bring working girls into the hotel and she said that didnt happen (but two walked past at the time of check in). Eventually she allowed us to check in as she said the hotel would incurr the cost (assume the cost was for an extra towel) and in the room was a bottle of wine and wedding cake - which was wonderful. The front desk staff should have used initiative, common sense and diplomacy - great hotel let down through poor training.",Staff
"Hasn't changed, still the only choice in Manila,Location, old standby,If you have been staying here for 20 years like I have, expect exactly the same as always. They haven't built a new hotel in Manila for 20 years, so you pretty much have to stay here. Again. Same bar, same lobby, same menu, same rooms. Only difference is that it's about double the price it was 10 years ago. I wouldn't recommend anywhere else, so you might as well stay here. Again.",Location:Value for money:Comfort & Facilities
"Is the standard slipping ???,Central with a high level of security.,i have always believed that the makati shangri-la has the best staff in the whole of the group. it has been my standard against which all other hotels have been judged. on this visit i came to the conclusion that they have lost their edge and are not as customer focused as on previous visits.",Staff:Cleanliness
"guests are commodities at the Shangri-la Makati,people are friendly but not keen to serve, the halls are spacious and the ambience is proper.,just enough space to move around in the room, the amneties are of inferior quality, humidity over come the room's air. If you turn the aircondition off, you will end up with an odour that would make you want to just get out,well, the room set up is no different than any 5 stars', the bed is comfortable, but not better than the Marriot's, the space is just enough, no space luxury there, you just have enough space to move around, the amneties are average, in fact , the shampoo is of inferior quality, there were a lot of humidity in the room, if you turn the aircondition off you end up with an odour that would have you hold your breath until you get out, the door staff use the guests as commodities, they sell them to taxis and pimps for commision, the fixture is not luxurious, you feel you are in a 3 stars hotel,",Comfort & Facilities:Staff:Value for money
"Makati Shangri-la Dance Competition,The hotel has facilities for hosting competitions. Three staying in a room is no problem. Very good restaurants. Very clean.,Long time to check in. No free Internet.,We were competing in a Ballroom Dancing competition held at the hotel. Three of us stayed in the room. The room is very comfortable and large enough to accommodate three adults. The food at the coffee shop is very good. Lots of selection. Facilities for the dance competition are good. Not only the main ballroom but practice rooms as well. Location is good as well. Right next to Greenbelt the best entertainment area in Manila.",Location:Comfort & Facilities:Food
"Makati Shangri-la Family stay,We were their for Valentines night. Had good promos on for the occasion. Hotel has very good restaurants. Rooms are large and clean.,Check-in took a long time. You have to pay for Internet. On our floor there was an emergency exit arrow which was pointing the wrong way ...!,My wife, my 12 year old daughter, and myself were staying in the room. If you like good food this is the hotel for you. The buffet is the second best in Manila. Plus their are good restaurants as well. My wife and myself had a romantic meal at the Japanese restaurant on Valentines night. They even gave a free glass of Moet champagne. Located in the center of Makati it is right next to Greenbelt the best entertainment area in Manila.",Food:Location
"Stay at the Shangri La Makati,The service was very good. The room was well laid out. The bathroom was good. Internet was free. Horizon lounge is excellent.,There is only one chair in the room. There should be another. The emergency sign on floor 21 was pointing the wrong way......! Expensive.,I stayed over Valentine weekend. The hotel was very busy (full) but the service was still good. The check-in took a little longer than I would have liked but I was taking 3 rooms, and with the hotel being full, it took some arranging. In the end the rooms were upgraded so worth the wait. I had lunch in the Circle's Event Cafe for two lunches. There is an excellent buffet which covers most types of cuisine. I love spicy food and was very happy with the Indian dishes presented. Ordering drinks took a little longer than it should but, again, the restaurant was very busy. I am pleased to say the bill came quickly when requested. On Valentine's night my wife any myself dinned in the Japanese restaurant, Inagiku. Again it was a buffet meal with a free glass of Moet Champaign. There was a large selection with a lot of the dishes being cooked while you wait. The whole atmosphere is very Japanese apart from sitting at normal height tables. Recommended. The things that should be improved. The room was good but only had one chair. There should be two. I noticed that an emergency escape sign on the 21st floor pointed the wrong way. To make it more confusing there was two signs. One at ceiling level which pointed the right way, and one at floor level that pointed the wrong way.",Food:Comfort & Facilities
"You are paying for the name,Don't get me wrong, it's a beautiful hotel with nice facilities but I've stayed to many different hotels as beautiful as this Shang and some even more beautiful but didn't cost me this much.",
"There is,There is better hotels in Manila to better prices.",Value for money
"good location very expensive for the services and the facilities old hotel old furnture ,stuff some how are friendly but the always want sell you something for example upgrade with paying 80$ a night",Value for money:Staff:Comfort & Facilities
"As expected. Very general 5 star hotel.,upgrade to better room at a cost. value for money.",Value for money
"Good enviroment,Friendly staff, convenient location",Staff:Location
"0,0",Value for money:Location
"just ok,location, location and location",Location
"90's glamour,location,location location,a bit dated,but everything works like a well oiled machine....this is a good type of hotel for a business trip",Location:Value for money
"good location,location is good, the hotel is of a good standard but food is not cheap,The stay was pleasant , the room was to the usual standard expected . We used the swimming pool on the saturday but is was very busy with no sun beds available.",Comfort & Facilities:Food:Location
"Makati Shangri-La Manila Hotel,Location, Food/Dining, Hotel Cleanliness",Location:Food:Cleanliness
"An overrated hotel full of wannabe's. ,Fitness center.,Hotel is an over priced highly overrated hotel. The place is so full of wannabe's. Stay away from Shangrila unless you are one of those wannabe's.",Comfort & Facilities:Value for money:Food
"We only stayed 1 night, but positive,Location, Service, Quietness,It was ok, but the hotel is over priced for the standard. The decor is very outdated and the rooms need a complete refurbishment",Comfort & Facilities:Value for money
"it was ok to stay at this hotel,clean, comfortable and fast service",Cleanliness:Staff
"what a great hotel,situated in the heart of Makati,you just walk a few minutes and end up in Greenbelt, the heart of Makati, Manila. A great place to stay. However, the Hotel has seen better times already.",Location
"a great place to stay in Makati,the location is great, you are just in the middle of Makati,had a great time here, rooms are OK, the service great and really nice",Location:Staff:Comfort & Facilities
"Great location,comfortable room,Hotel is very good with good location, great room and great service.",Location:Staff
"Great Hotel, good location and very friendly staff,ability of staff to make decisions without referring to management,I was there on Valentines day and all the restaurants were fully booked. No tables for in house guests !!",Staff:Food
"Outstanding Stay,Location is very strategic, good room & clean, good food,God room and it's clean and good size. Location is strategically within mall area.",Location:Cleanliness
"Service was very slow.. Not good at all, ,The workout facility is very good",Comfort & Facilities:Staff
"Good location,clean room, good location. food was great. staff was friendly.",Location:Staff:Food
"Pool was under renovation,We stayed when their pool was under renovation. Everything was okay except that part. They offered shuttle services to Shangrila Fort, but it was only a limited amount of time.",Comfort & Facilities
"A great weekend getaway ,We wanted a pampered weekend away from the kids for a private break - and got exactly what we wanted. Excellent service, facilities and superb dining.",Comfort & Facilities:Food:Staff
"Great weekend stay,My family and I enjoyed our stay at the hotel. Very accommodating staff and excellent facilities.",Staff:Comfort & Facilities:Food
"Excelleny,The best hotel in town",
"Birthday Stay,The staff are great and even surprised me with a Birthday cake and song in my room. They also upgraded our stay to executive deluxe to enjoy more the stay with my family.",Staff:Food:Comfort & Facilities
"Excellent,Worth every penny",Value for money
"Great Location,Everything about this hotel was great, our experience was nice. The staff are super helpful and generally very happy only con to this hotel was the taxes were high.",Staff
"Exceptional,Friendly staff. Good house keeping. Excellent gym facilities.",Staff:Comfort & Facilities
"Excellent,Beside to my overall comments of excellent, I feel safe of this facility.",Staff:Location
"My Second Stay ..,it is really one of the best hotel in Makati , plus: they let me have a late check-out without any extra charge. if you visit makati, shangrila is the best choice for you :)",Location
"One of the best,everything was good, even when i forget my iphone in the room they just ke If you are in Makati, this is the right place for you. Don't think twice.",Location
"ok,ok",Location
"Very good ,We have stayed at several 5 star hotels in manila and we find makati shangrila has the best of services so for years now we always stay in this hotel only everytime we visit manila",Staff:Location
"Quality,High class",
"Good location,A nice hotel",Location
"Great Relaxing Stay,This is the best holiday experience , great food, great music and attentive staff. Great alternative to a beach resort. Gym facilities are excellent with plenty of trainers on hand.",Food:Staff
"Home away from home,Excellent staff service. Spacious rooms. Great facilities. Perfect location. It's like Im in my own home.",Comfort & Facilities:Location:Staff
"Good stay,Good staff",Staff
"Great,The hotel was great as well as staff starting from check in till check out",Staff
"Perfect getaway ,Location and service are excellent. Lobby performances are all great.",Location
"good wine bar ,good wine bar and drinks",Food
"Amazing location,Never been to manilla this is the ideal place be it on a shopping trip or just leisure to enjoy the food. Amazing location, v friendly staff and overall very humble people",Location:Food:Staff
"Vacation ,Excellent",
"ok,ok",Location
"Never disappoints!,Staff is always friendly and attentive! Quality of food is still superb!",Food:Staff
"Good location nice lobby and room , no newspaper,Nice hotel and good location near shopping malls,Nice room , small swimming pool , food is okay , no newspaper per room , info staff is okay , location is good near restaurants and shopping areas",Location:Comfort & Facilities:Food
"Regular stay,Location, Amenities, Security",Location
"Another wonderful New Year holiday in Makati,Staff, lobby entertainment and ambience,Great place for a relaxing break. This is our third trip over New Year, the event for New Years Eve is not to be missed. Our home away from home",Comfort & Facilities:Staff
"Wonderful hotel,Fantastic stay,had an excellent stay with this hotel, service and food was top notch, room was nice and it's hard to beat its location. Look forward to my next stay",Location:Staff:Food
"Indeed a world class hotel,Food quality, cleanliness of the hotel, and staff performance,It was superb.....food was great and hotel staff was beyond expectation",Staff:Food
"Wonderful stay. A memory to cherish. ,The room was spacious with very good amenities,Outstanding.",Comfort & Facilities
"Great stay!,Accessible, great food, room comfort though it needs change of room carpet.",Comfort & Facilities:Cleanliness
"As Expected,The Staff, location, food and amenities are the best,The best as usual!",Location:Food
"Nice hotel staff very friendly,services..facilities..and staff,Stay was relaxing and enjoyable.staff were very friendly cant say which ones as all staff i came into contact were helpful.",Staff
"Best in Manila,One word ... dont book other than this hotel in manila ....,Thr best ... safe ...",Location
"Shangri-La Makati Hotel Stay,1. Staff Friendliness",Staff:Location:Food
"Friendly & Helpful Staff,Staff performance, F&B Outlet, Gym,Great stay there as the staff were all so friendly & helpful. The F&B choices were quite good.",Staff
"Staycation,1. Ambiance 2. Food 3. Rooms",Food
"Superb dining place SAGE,Dining, Location, Staff,We were very happy and satisfied",Location:Food:Staff
"Good location,Location near to Greenbelt and Glorietta shopping malls,ok",Location
"The shangri la,great room great staff good gym,had a pleasant stay here no faults would stay here again..",Staff
"Breakfast cost too expensive .. 1500 is too high,Staff are friendly, room clean and lobby has a good ambience,Good",Value for money:Food:Staff
"Must try this, relaxing and not too expensive lux.,Location is superb, suites with access to lounge ( exellent option ) , breakfast buffet.,😊😊😊😊",Food:Location
"Total luxury. ,Circles. Spa. Service,Awesome.",Comfort & Facilities:Value for money
"Nice Music,Hotel offers several bars in the lobby. Convenient and safe.,It was great, and I look forward to staying there again.",Comfort & Facilities:Food
"Great place to stay.,clean,accomodating &friendly staff.,just one word , SUPERB.",Staff:Cleanliness
"Great staff and Hotel, not for smokers,Staff, breakfast, security,Relaxing, but not suitable for smokers",Food:Staff
"i think its 7* hotel,staff food very clean hotel,i sugest all to stay in this fantastic hotel",Cleanliness:Food
"its the best in all of asia countrys,every thing is best in this hotel,every one should try this marvelous hotel,you r payeng & u get top foods & services",Food:Staff
"5 star experience,best staycation,comfort as its best",
"Awesome Staff! Clean and organize.,Staff. Food. Location. comfort. Room,4 days",Staff:Location:Cleanliness
"its the shangrila,location, staff and dining,fantastic",Location:Staff
"Nice Stay,staff, comfortable room and nice dinner",Staff:Comfort & Facilities:Food
"Excellent,Location, security, and shopping",Location
"A Cut Above The Rest,I've stayed in MANY hotels in Manila but the Shangri-la Makati adds that special touch to make my stay more pleasant.,I had a bout of food poisoning, I suspect it was because of the caesar's salad, but the staff took very good care of me.",Food:Staff
"good,good",Food
"Pretty nice hotel,Clean, good location and spacious room,It was my 2nd time to stay here, the hotel provides good services and location is very ideal.",Location:Cleanliness:Staff
"Pretty nice hotel,Clean, spacious room and friendly staff,The hotel is just located near to Glorietta area, very convenient to go shopping around and also many nice restaurants around.",Location:Food:Comfort & Facilities
"Terrific,location , room and service,The location is very good. The room is clean but the price is little bit too high. Staffs are kind and helpful",Staff:Location:Cleanliness
"Great ,Location, location, location,Great",Location
"Fashion show,Best accommodations and location,Was very nice",Location:Comfort & Facilities
"exellent,comfort, cleanliess and service,No issues",Staff:Comfort & Facilities
"Awesom,Food ,Location,Food,Awesome staff , Playa room. I stay there Everytime in makati",Staff:Location
"New Year Stay without a Bang!,Comfortable rooms, clean surroundings, front desk staffs were helpful, no need to queue for checkouts...,it was quiet that time. we expected a big bang around the hotel, but there was not much noise as expected in the area. well, the whole place was ok for an overnight stay!",Comfort & Facilities:Staff:Cleanliness
"EXCELLENT,STAFFS, STAFFS AND STAFFS,Excellent, many things in a hotel can be copied and duplicated, but the human interaction and attention given was immaculate",Staff:Cleanliness
"New year eve @ shang,1. Staff performance is awesome, 2. Food at shang palace is superb 3. Facilities are great,Eventhough it was pricey shangrila' products and services continue to impress!",Food:Staff:Value for money
"Awesome stay,Large and clean rooms, amenities and great food,It was wonderful with friendly staff, great rooms,amenities , fresh international cuisine and perfect location surrounded by shopping and restaurants",Location:Staff:Food
"good,food, people,place,nice hotel",Comfort & Facilities
"Staycation Galore,Room was clean and very comfortable. I attended an event at the hotel in the evening of my stay and the food at the event was spectacular. The staff were courteous and very helpful,Very pleasant and relaxing. The staff addressed me by name which was a plus. A real staycation",Staff:Food:Cleanliness
"One word : excellent,Everything. Location, service, food , cleanliness. Etc.........,Excellent",Location:Cleanliness:Staff
"Shangrila great as always,location, quality, price,Most enjoyable stay",Location
"A++++ but a bit pricey,Customer service, food service and beautiful/Clean facilities.,Great experience! Would love to come back, customer service was outstanding and food service was great however it's a bit pricey staying there.",Staff:Food
"Excellent!,Relaxing, Good venue, Great people,Comfortable and very pleasant to stay :D nothing to say more about this hotel..",Location:Comfort & Facilities
"Great hotel.,Room, great service and amenities.,Great.",Staff
"Feels like home,Location, comfort, convenient",Comfort & Facilities
"Fantastic and Elegant,room, view and food",Location:Food
"enjoy the trip,easy to town center,good",
"Yet another great Shangri-la Hotel,Good-sized rooms with all expected amenities, attentive staff, great location",Comfort & Facilities:Staff
"The best hotel experince I have has so far,Location, luxury and excellent staf,It was a delightful experience from check in to check out, we did check in/out at the Horizon club, the staff offered us cheese and wine few minutes after closing, it was an amazing experience",Staff:Food:Location
"Great hotel and superb service. ,Excellent food, swimming pool and evening lounge entertainment.,Very enjoyable, we shall go again.",Food
"Excellent Hotel,The staff. very knowlegeabale. able to estimate ur needs. The food was good. And the rooms were excellent.,We had a great time at the hotel . The staff were great and the rooms were very comfortable.",Staff:Comfort & Facilities:Food
"This time around, staff did very well in service.,Horizon club room, Horizon club lounge, the fitness center and the Grand Lobby Lounge.,I just felt like I'm at home. The best service I received.",Comfort & Facilities:Staff
"its was excellent ,good serives and friendly staffs,it was very short time and also its was my second time stay in the same hotel",Staff:Location
"it just feels like your at home. The staff are pro,horizon club room, horizon lounge and the people of shangrila.,It was the best ever yet stay. Truly impressive service and experience.",Staff
"its was excellent,near to city malls,its was excellet this was my second visit with an year",Location
