Opinion,Classification
"Very good,Very clean ,,The furniture is a bit old",Cleanliness:Comfort & Facilities
"Everything was fine and dandy. The food was good and staff is well trained to service the customers.,I stayed at the Horizon Club level and everything was great.",Staff:Food
"Excellent ,Every things,Location .becuase too much traffic",Location
"Exceptional,Staff are excellent! Food is great and location too.,Your booking. Com rates for the daily rates differ Day to day. I thought at point of booking, rate shown was per night!",Value for money:Food:Staff
"It is very relaxing. The Staff is very friendly and accommodating. A true Shangri-la brand,Free upgrade to Horizon Club access :)",Staff
"Perfect place for perfect people.,Food, Ambience, Staff are very friendly.,Nothing",Staff:Comfort & Facilities
"It's the Shangrla group nothing else to add everything catered for.,Everything it was a great visit,Had to leave",Comfort & Facilities:Staff
"Exceptional,The staff are very accomadating,The facilities and the friendly staff",Staff:Comfort & Facilities
"Exceptional,Superb service. Friendly staff",Staff
"it was awesome,Buffet,none",Comfort & Facilities
"Excellent,Restaurants Bar,None",Comfort & Facilities:Food
"Exceptional Service,Service was outstanding from all staff we encountered,Cannot fault this property at all",Staff:Value for money
"Exceptional,The hotel,the staff and the room very comfortable.",Comfort & Facilities:Staff
"one of my fave,It was great.... also the breakfast",Food
"A complete staycation.,The breakfast selection was great and the room was very spacious.,The pillows were too soft.",Comfort & Facilities:Food
"The place to be.. ,Amazing scent as you walk into the lobby where you're greeted warmly by their friendly staff.",Staff:Comfort & Facilities
"We had a very comfortable stay. The view from the room was wonderful.,The staff were very courteous and accommodating. Even those tasked to clean the rooms were very kind.,Nothing.",Staff:Cleanliness:Comfort & Facilities
"simply marvellous,you pay for what you get and the shangrila is amazing a must try for anyone.,everything the luxuary and spacious rooms.",Comfort & Facilities:Location
"Good family stay,Fantastic breakfast selection, spacious room and bathroom.,Price:)",Food:Comfort & Facilities
"Best hotel I've stayed in!,The bed was so comfortable. Had an amazing view. Bathroom was great, stocked up too!,N/a",Comfort & Facilities
"short but sweet,the bed was good though the aircon was not that good. the breakfast was so-so, I expected more from a shangri-la hotel.,they require too much dress code at the breakfast area.",Food:Comfort & Facilities
"Would stay here again,Everything what I expected for a five star hotel. The staff are super friendly",Staff
"Shangri La is really good for short term Business trip stay,Manila is great city , the Proparty is located in the heart of city and Shopping Malls, restaurants & Starbucks right next to the hotel all the other faceleties are just Great. The staff are helpful and they are there to do the best to help the guest.,The Breakfast is great , but not many inaternational main courses options",Location:Food:Staff
"I love Shangrila Makati! It feels like you are home.,I like the overall condition of the facility and the professionalism of the staff. They were friendly, helpful and accommodating. They were professional but exudes warmth. I like that. It's like coming home to your family.,Nothing really. Perhaps the size of the room? Or perhaps the design? I got a corner room for the first time i have been staying there. I was told it was supposed to be bigger and they call it suite but i find it a bit small.",Comfort & Facilities:Staff
"Very, very satisfied!,It's a cozy, clean, comfortable place.,Nothing.",Cleanliness:Comfort & Facilities
"Nice stay for my first time in Manila,The location of the hotel in makati is excellent. If you liek shopping malls, it is basically in the center of Greenbelt1-5, Glorieta, Landmark etc. Good proximity to the airport as well. Initially we had a late check out till 2..0 pm but the morning of our flight out, we received a message from the airline that our flight was delayed for 5 hours. Makati Shangri la extended out late check out to 6.00 pm at no cost.",Location:Staff
"Exceptional,Food was good with great variety,Beds could have been softer a bit",Food:Comfort & Facilities
"disappointed to what I paid for and charges for a breakfast buffet is not reasonable.,did not meet my expectation as a 5-star hotel but we still enjoyed our short stay. locations is very good to access nearby malls.,what I didn't like is that when they said that 2 rooms that i book was cancelled from 3 rooms that i booked. only one room was confirmed. since i don't have my laptop with me to show them the confirmation, i have to pay the charges to re-book it. aside from that, it took us time to fix it. we spend 6k for that and it was not in the budget. also there are no available or enough chairs to accommodate my family while they wait. very disappointed.",Value for money:Comfort & Facilities
"Good stay ,The place is near the malls where we can stroll around. It was also near a church so it was good that we dont have to look for a nearby church. Every store that you need to go to is just a few minute walk.,Because we had to stroll in the area, we got back at the hotel before 10pm. The pool area is until 10pm only. In other hotels its until 12md.",Location:Food
"Exceptional,The food at the buffet is good.,Nothing",Food
"Memorable hotel experience,Soft pillows and bed. Clean pool and cozy. I love the buffet breakfast selection.,Softer towels at the pool area. Maybe use laundry softner.",Comfort & Facilities:Cleanliness:Food
"Exceptional,Friendly and accommodating hotel staff and fast room service.,Few choices at circles for the breakfast buffet",Food:Staff
"Exceptional,Excellent highly recommended,The price",Value for money
"Love it!,All,Nothing",Comfort & Facilities
"Excellent service,we like everything especially the horizon lounge club all staff are accommodating,none",Staff
"Exceptional,Courteous staff and good food,We asked during check in what discounts were available but were Not told it was only for weekdays",Staff:Value for money
"In overall, I loved the hotel and all its facilities.,The kids loved the swimming pool and the delicious breakfast.,A suggestion is to include a bubble bath in the bathroom.",Comfort & Facilities
"Lovely.,The corner room was an excellent size.",Comfort & Facilities
"Exceptional,Check-in was efficient. The room was great, it was tidy and comfortable. The breakfast spread was good, not overwhelming. Staff were helpful and courteous. The surprise birthday cake wasn't just a slice, it was an entire confection...and it was a chocolate mousse at that! Awesome!!!,The pillow is a bit soft, not too bothersome though. The restaurant personnel at the Chinese station could smile a little more.",Staff:Food
"Superb,Everything was soo good! We always stay in Shangrila, everywhere we go. Our wedding was in shangrila Mactan last 2015. We like Shangrila everywhere. Big rooms and the facilities are awesome.,None",Comfort & Facilities:Location
"Highly recommended . Our home away from home .,Courteous and friendly staff .,None",Staff
"Exceptional,Guaranteed high quality service from the staff each and everytime we stay. Great location.",Staff:Location
"A quality hotel in the heart of Manila.,This was a very nice hotel in a safe and secure part of Manila, a short distance from all the major shopping malls and restaurants. The hotel is very secure with X-ray machines, sniffer dogs, security personnel, card access lifts, CCTV and safe deposit boxes in all rooms as standard. The quality of my room was very good and I was pleased to see a separate bath and shower. The room size was ample and very clean. The breakfast buffet had a number of stations serving many varieties of food and there was even a chef to prepare fruit. Staff were very professional and helpful and when I telephoned the front desk for assistance, a member of staff rang the room bell within minutes to assist. The hotel had a business centre and even had tennis courts which is unusual for Manila. In the front lounge classical musician's were often playing and I very much enjoyed listening to the pianist while having a drink. The hotel is well known in Manila and easy to find, taxi's are right outside within minutes. The price for the hotel was very competitive and included breakfast. For these reasons I recommend this hotel.,Breakfast restaurant was very busy after 9.30am.",Food:Staff
"Exceptional,Staffs were so friendly and kind, great location,They charged me for a bucket of ice delivered to my room, to be honest, I didn't expect that from a 5-star hotel to charge 3$ for ice!",Value for money:Staff
"Nice stay in Makati,Band/ orchestra playing in lobby lounge was really nice addition. Staff was very friendly. Pillow option is nice.,Hotel has a musty smell, Probably due to air conditioning. We did not have this in two other 5 star hotels. Both of these hotels we also stayed at this month.",Comfort & Facilities:Staff
"Great value for money for a renowned 5-star hotel.,First, the staff at the check-in counter were very friendly. The duty manager even had our stay extended for 4 hours. Breakfast was really good with a wide array of choices.",Staff:Food:Value for money
"Big rooms and great staff,Very accommodating and respectful staff, big rooms, very clean, free and fast wifi, convenient location. Thank you for the room setup, complementary birthday cake, pastry and wine for my birthday and the late checkout, too!,Changing area at the swimming pool lacks the 5 star feel. Watery soap and slippery wet floor.",Comfort & Facilities:Location:Food
"Exceptional,No bidet",Comfort & Facilities
"Exceptional,The staff were so helpful and couldn't do enough for us. The breakfast buffet was amazing as well. Such a range of choice.,The airport transfer cost was more than we paid for anywhere else, but it's to be expected!",Staff:Value for money:Food
"Impressive hotel and accomodations,Just pleased overall!!,Manila traffic but we finally laughed about it!",Staff
"Very good,Most of things,Bathroom",Comfort & Facilities
"Exceptional,Clean and nice smell all over the hotel",Cleanliness:Comfort & Facilities
"Tom and Jeric's awesome stay at Makati Shangri-la,Everything was very accessible from the hotel - dinner with family, shopping for souvenirs, coffee during midnight walk, and great staff with great smiles to take care of our needs.,Nothing that we didn't like.",Staff:Food:Location
"Great hotel! 5 stars 😃,Great pool and buffet breakfast! Special birthday cake surprise in the room on arrival!,Food service at the pool area was a tad slow",Food:Comfort & Facilities:Staff
"Exceptional,Excellent facilities, very courteous staff, the biggest breakfast variety I've ever seen!,Took 50 mins in a car from the airport due to bad traffic",Food:Location:Staff
"Superb,Check in was great. You get escorted to your room. Food from the 5 food outlets we tried were exceptional but pricey. Junior Suite room was amazing (nice touch was the fresh fruits provided daily). Toiletries were L'Occitane brand! There are options for pillows. I chose a lavender pillow off the pillow menu! I had a baby so crib and bottle sterilizer was provided for free. Staff were amazing. Plenty of kid's activities during Easter week. Security was everywhere- you feel safe. Pool, Spa and Gym were good. Onsite Hair salon was a joke (prices were sky high- just walk to the mall across the street).,Lobby Café staff took a long time to take our order, bring our order, and come back with our requests. Poolside bar placed the wrong order for us but after 2 hours of waiting, we just accepted the wrong order.",Staff:Comfort & Facilities:Food
"We look forward to returning soon.,Local food and comfort of room.,Hotel is looking tired. Needs a little updating. I found a room rate at the Dusit Thani for my next stay from June 30 - July 4. Wish I could find a rate like this at Shangri-La Makati.",Value for money:Staff:Location
"Exceptional,facility was very nice, excellent service and staff, very good location",Staff:Location
"Fabulous,Room,No slippers were allowed at breakfast",Food
"Responsive customer-focussed hotel in downtown Makati Manila,Excellent breakfast buffet and superb staff service,Noise from other guests partying all night - but the hotel responded by moving us to a quieter room",Staff:Food:Comfort & Facilities
"Too luxurious but nice to try,Location, breakfast, coffee,Price was too high for one night stay in Manila, any other hotel in the area would do.",Food:Location
"Superb,The in room service food was great,Exchange rates were very high",Value for money:Food:Staff
"Best location,Every thing,Taxi delay",Location
"Exceptional,The room's ceiling had a leak.",Comfort & Facilities
"Awesome place..,Everything at the hotel loveit..,The coffee at the circle restaurant..lol",Food:Comfort & Facilities
"Staycation,I informed the hotel that we were celebrating our wedding anniversary and my husband's birthday. Upon arrival they have cakes and wine ready for us to celebrate! A very nice touch from the hotel!,There is no bidet in the bathroom. Could be a nice upgrade.",Staff:Comfort & Facilities:Food
"A satisfied customer,Comfortable, good location, good service, welcoming staff,A bit pricey",Staff:Location:Value for money
"Excellent.,Buffet and the location of the Hotel.,Not enough chairs in the Hotel lobby.",Comfort & Facilities:Location
"Holy week staycation with the kid's,Upon arriving at the Lobby The staff was very accomodating and nice. We were assisted by the valet parking attendant at once. The staff were always smiling and greeting guest.Also The lobby was decorated with Easter Egg Theme, it's very nice, they also have cookie egg workshop for the kid's.The pool was big to accomodate many guest during the weekends. kid's really enjoyed swimming. Buffet breakfast was very good as well. We definetly enjoyed our 3 days stay with our kid's. The room was so nice for families travelling with kid's. Overall it was very good.",Food:Staff:Comfort & Facilities
"Exceptional,Relaxing ambience and friendly staff,None",Staff:Comfort & Facilities
"Exceptional,This is the most accommodating hotel that's why we are always going here thrice or twice a year.",
"It was a great staycation for our family. We would love to stay again.,The bed was very comfy and the buffet breakfast was one of the best.,The rooms are in need of a renovation in terms of design.",Comfort & Facilities:Food
"Excellent location but beds not as large as on the photo and TAX / VAT per day per transaction,Comfortable, clean, great swimming pool. Truly luxurious.,The fact that the booking.com does not mention that VAT and TAX are calculated per day and not on the total of the stay. Also the website offer had 1 or 2 beds under one offer however when at location we had to pay extra for 2 beds (1 was way too small for family of 4). It should be clear at the booking stage and not give 1 bed option to family of 4. When entering number of people the 1 bed should only be offered to families with kids at cot age not over 3s for example. Something to fix at the booking stage.",Value for money:Comfort & Facilities:Location
"Awesome stay!,Everything was great!,I didn't like the plastic stool they gave me to use as shower chair because it was too low and not safe to use. I expected a real shower chair.",Comfort & Facilities
"True staycation,Great view from our room. Thoughtful items given to the kids during the stay.,The coffee during breakfast wasn't so nice.",Food
"Classy, well-appointed, kid-friendly,We had a room at the corner of the hotel, which meant it was a bit bigger than the other rooms in its range. It overlooked the city, which, in most days, was busy, but it was eerily quiet and refreshing because of the holidays. The breakfast selection was okay, but not as expansive as the hotel's other property in another part of the city. The pool was a bit small, and felt crowded, but that's because we came in on the peak season, with the hotel at capacity. The lobby was as grand as ever, with the mezzanine cafe offering a classy collection of food, and soothing music. The staff were very friendly and accommodating. My family, especially our kids, loved the stay.,There was nothing not to like.",Comfort & Facilities:Food
"Excellent...,Staff are excellent...,None",
"Great location great hotel, worth the money.,Great views. Excellent service all round, your every need is catered for and excellent room service,with great tasting food.,Nothing",Staff:Location
"Fully satisfied,everything,except that foods on daily buffet breakfast always the same.",Food
"Excellent Location and Excellent Hotel,Everything in Shangri-La was just excellent. Staff were well trained, hospitable and friendly. Room was well designed with beautiful furniture and good size. Bed, decoration, lights etc were just perfect. Bathroom is of good size with both shower and tub. Toiletries were ample and good quality. Carpet neat and clean. Breakfast was excellent and wow. There were many varieties of fruits and sweet. We liked local sweets too, especially those cooked with rice, coconut and cassava. Bread section also has good varieties. My favorite cheese types were there with roasted nuts even macedamia. While omelette section is not halal, fried and boiled eggs are as it is cooked seperately. Security was tight at the entrance which made our stay secured.,Nothing. Except the night before we were asked time of checking out and we said between 09.00 to 10.00 hrs in the morning. To our surprise, the keys were blocked at 08.30 hrs before we have checked out and when our bags were still in all three rooms. This is very unlike of Shangri-La. We met front office manager and complained strongly. We informed her that we are coming back again for the night of 30 March and frankly speaking we expected a token of apology like upgrading, better reception, free meal, drink, or better fruit basket in our rooms. But nothing of the sort.",Food:Staff
"Exceptional,All,Nothing",Comfort & Facilities
"Superb,I like your hotel The service and location was perfect,Nothing",Location:Staff
"Excellent location. Buffet is exceptional.,I love the buffet. 5 Stars for me.,Need more chairs in the lobby. A lot of local people like to hang around the lobby. Absolutely need more chairs, its a must.",Comfort & Facilities:Food
"Superb,Expensive but fantastic breakfast buffét, make sure you are really hungry. Amazing swimming pool and gym.",Comfort & Facilities:Food
"Nice hotel,Big room,Breakfast buffet served pork.",Food
"The bed very comfortable and good facilities.,The bed is comfortable. The gym and swimming pool is excellent.,They are charging extra valued service in the bill.",Comfort & Facilities:Value for money
"Great Stay but get up early if you want a good choice at breakfast,The overall stay was excellent,wonderful well equipped room with a great view too,lovely pool which stayed open late too,expensive compared to other hotels in the area, breakfast was also a slight let down too as the choice was slightly limited as they did not replenish very quickly amd even had no coffee!",Food:Location:Comfort & Facilities
"It was a memorable stay in shangrila makati.,The staff made an extra effort to make our stay extra special by greeting me a happy birthday in our room and giving me a birthday cake!!! Indeed, moments do happen in shangrila.",Staff:Food
"Very good,Did not get the 2 double bed that I booked.",Comfort & Facilities
"Important suggestion NO SMOKING at all!,Steam bath and all amenities at the SPA and the Health Center!,Someone smoking a cigar at the pool side. I could hardly breathe as I am very allergic to SMOKE! All the vacinities should have been NO SMOKE at all! Have a room enclosed for all the smokers, they can inhale each other's smoke and not affect any one else.",Comfort & Facilities:Cleanliness
"Exceptional,The main hotel bar and steak restaurant was closed for a special event with no advance communication or letter notice given to the hotel guests. Very bad customer service to close these services instead of using a bancquet room. Duty manager was nice to help by sending a steak meal to my room. One of the reasons for staying at this hotel was to use this Sage restaurant. I travel all over the world and have never seen other hotels do this. Not happy!",Staff:Food:Comfort & Facilities
"The stay provides priceless relaxation with the family.,Spacious room,Bathroom and bowl. Without bidet",Comfort & Facilities:Cleanliness
"Great staff and excellent location,The staff were very friendly and helpful,It was all fine thanks",Staff:Location
"Short visit through in Makati Manila,Comfort and cleanliness of the room, silent, nice view and excellent location in centre Makati. Good and friendly staff!,Rather expensive, especially for foods and beverages.",Location:Staff:Food
"Want luxury choose Shangrila hotel!,Elegant and central! A great hotel to stay in.,Room.in particular and the hotel in general.",Location
"mouthwatering stay with my partner,i liked everything there,its always fully booked",Food
"Pleasant and comfortable,The staff was great👍The Room was comfortable and clean over all I had a pleasant stay as always",Cleanliness:Staff:Comfort & Facilities
"Staff are awesome,The location is perfect. Very close to the shopping mall , wifi is excellent. Could have the fastest wifi around makati. Staff are very good. Will definitely stay here on my next vacation.,All good.",Location:Internet:Staff
"Exceptional,Everything,Nothing",Comfort & Facilities
"Exceptional,Excellent service. You get what you pay for.",Value for money:Staff
"We love weekend.,All requests made has been granted. Thank you Makati Shangri-La. Hotel leniency.,We requested the housekeeper to clean our room but when we came back at 12 midnight, the room still not clean.",Cleanliness:Staff
"Nice comfortable stay,Breakfast and the comfortable beds.,Lack of space at the poolside",Comfort & Facilities
"Perfect,Very thing,Nothing",Location
"FANTASTIC WEEK-END,Wonderful view from bedroom (2715),NOTHING!!",Location:Comfort & Facilities
"KSA,every thing perfect in this hotel and i will come back again for this hotel in future,nothing",Location
"Great location,- Location. - Friendly staff.,Apparently the hotel does not change bed sheets between guests since I found stains on the sheets. Also the room I was given was not as the pictures I saw in the room description when making the reservation. The room decoration was dull and the furniture was a bit old.",Cleanliness:Comfort & Facilities:Staff
"Afortable budget,Alot of choices,None",
"Exceptional,Everything about the property & most of all, location, location. Location.",Location
"Superb,Hotel facilities and lounge,I have no comments",Comfort & Facilities
"Exceptional,service, food and amenities,the information was not accurate in terms of breakfast. i didnt know that breakfast is good for adults only even if I already reserved for 4 people including the kids",Food
"Exceptional,Standing in the shower, was like standing under a waterfall! The wifi was fast the length of my stay.",Comfort & Facilities
"Can't wait to stay again,The overall experience is what you expect from the hotel and didn't disappoint, amazing and friendly staff, look forward to staying again soon.",Staff
"Very good,Bed was comfortable,Water faucets are a bit old especially the gold faucets",Comfort & Facilities
"Best Breakfast in town! Top hotel!,Breakfast is AMAZING!!! Bed and room super confy! I loved this hotel,They charged me twice but fixed as soon I realized it.",Food:Value for money
"Great Stay,Included buffet breakfast :),Nothing I can think of.",Food
"Great Stay,Staff at the Horizon Club were the best.,Breakfast at circles, a little bit crowded and food is not that great.",Food
"Very good,The location is good. Food selection is also good.,We went out for the day but when we returned, our room was still not cleaned for the day. They were only able to make the rounds when we were already in our room so we just let them clean the comfort room.",Cleanliness:Comfort & Facilities:Food
"Good hotel,Best hotel in Manila,Asian Food",Food
"One of the best hotels you can stay in manila,Very good location with nice stuff,Nothings",Location
"This hotel is definitely worth your time and money....,Very very nice hotel to stay when you are in Metro Manila. The area is central if you want to stroll around or just use it s a base for short travels as it is near the public transportation hub (MRT, bus and taxi). It is in a safe and busy area of the metropolitan. Restaurants, cafes and shopping mall around it so you have tons of choices. Reservation are simple and consistent and the service staff are excellent people. Interiors of both the common areas and the room we were assigned to are classy, spacious and easy on the eyes. The service staff are knowledgeable and polite and obviously, people-pleaser. I and my children were always plesantly surprised whenever we were in the lobby, at any given time you are met with a very subtle and clean smell reminiscent of baby powder--- we really loved it! The breakfast at Circles offers enormous choices and was very good for my picky eater-kids. It has a small but good size swimming pool when the day becomes too warm for you. The rooms are very clean and the bed is superb. The price is on the high end but it is worth every penny, real value-for-money if I may say so. I would definitely come back to this hotel and recommend this to every one!!!,Nothing. Though in service and hospitality, there would always be a room for improvement.",Cleanliness:Location:Food
"Perfect location with easy access to restaurants and shopping area.,Location, helpful staff, easy wifi access.,Too few outlets to charge phones for our group of 4.",Location:Internet:Comfort & Facilities
"Christmas pampering,great location, amenities are awesome,everything is great",Location
"Excellent hotel in great location,Excellent hotel, large room with very comfortable bed.",Comfort & Facilities:Location:Cleanliness
"Excellent service from Horizon Club & honest housekeepimg,Excellent service and honest housekeeping and staff, special mention to Ms Bianca of frontdesk & Ms Beth/Garry of housekeeping. our 2 girls had fun on their birthday staycation in your hotel. Keep up the good work!,None!",Staff
"Superb,My sons and husband enjoyed the newly renovated swimming pool. Location were just 5-10 minutes walk to the malls and restaurants. Always looking forward to stay in Makati Shang when we are on vacation because of convenience in the big and crowded city when we wanted to shop and just relax..,None",Location:Comfort & Facilities
"Superb,pool , restaurant s, gim,and very clean,some room furniture is already old and not good condition",Comfort & Facilities:Cleanliness
"High School 30-year reunion,Happy with everything,No complaints",Staff
"Exceptional,absolutely remarkable service. rooms are huge and spacious. great buffet breakfast spread!",Food:Comfort & Facilities
"Great place !!!,Bed was comfy,Nothing",Comfort & Facilities
"Home in the city.,The hotel staff are courteous, efficient and has genuine passion to serve the guests. The room is definitely spacious and relaxing. The facilities and the stay is worth my money.",Comfort & Facilities:Staff
"Fun at Shang!,Loved the convenience of the place to shops, restaurants, church and conveyances.,There was none I could think of during our stay.",Food
"9 of 10,Staff was very accommodating and child friendly. Breakfast including service at Circles was excellent. Room was spacious. Wifi was fast everywhere.,Breakfast on sunday, jan 1 at Rizal Ballroom was incomplete and just ok.",Food:Staff:Location
"Our shangrila stay is pricey but comfortable :),Food / buffet is good Beddings is comfortable Thanks,All is well and good , thanks :)",Food:Value for money:Comfort & Facilities
"Exceptional,greet hotel",Comfort & Facilities
"Great hotel,Everything you expect from a luxury hotel and more. We had a room on 27th floor and the view was amazing. We spend the most of the day in or around hotel (as we spent few nights in Manila already and had enough of trafic and crowds). We used the pool and the spa and both were of a very night standard. Excellent staff always more than happy to help. There is also a great little museum just behind the hotel if you are looking for something to do :),This is more to do with bookings.com add than a hotel. But this is the first time I got caught on additional taxes (small print). So not only I didn't realise that there is an additional 22% tax added after you made the booking but I also missed out that the breakfast wasn't included!!",Comfort & Facilities:Value for money:Food
"Great hotel!!!,The staff from check in to check out us exceptional!!! Even the housekeeping and conceirge are all very helpful.,Just the staff in the breakfast buffet.. Very inattentive and I had to repeat my request twice and it took her 30 mins for a coke.",Staff:Food
"Excellent,Yes. Music at the lounge",
"Fantastic! You will never forget the Shangri-La.,The Breakfast Buffet is truly outstanding! The team and staff beat them self daily.,-",Food:Staff
"Superb,The smell of cigarettes was very strong in the room and in the floor.",Cleanliness:Comfort & Facilities
"Convenient,Service,No bidet in the toilet",Comfort & Facilities
"Amazing,The overall stay was very luxurious yet remained homey. The room is wide enough, has an amazing view and food was impressive. Not so great for people travelling on a budget but if all you're aiming for is a fancy staycation, Makati Shangri-la is the perfect place.",Location:Food:Comfort & Facilities
"My makati Shang experience,The over all experience. The gym was also adequate. I liked the room.,The pool was not available hence was a disappointment. The gym could use more equipment such as ab focused machines.",Comfort & Facilities:Food
"My family really had a great time. We will comeback definitely when the pool becomes available. :-),Hotel staffs are so friendly and service oriented.,The kids were actually excited and looking forward to their usual night swimming, but unfortunately the pool was unavailable then as it was being renovated, which should had been informed upon booking. Nonetheless, the hotel management has upgraded our accommodation into premium room, free of charge.",Comfort & Facilities:Staff
"High class,Great place and great location. Across the street from mall and plenty of restaraunts nearby.",Location
"Exceptional,Excellent breakfast buffet!",Food
"Exceptional,Buffet is very good. Lots to choose from.",Food:Location:Value for money
"Great stay but could be greater,The space and the comfort of bed were the highlights of our stay.,We only got three bottles of water during our stay and 1 set of toiletries shared by two adults. Would have wanted bubble bath with the babies also but room only had bath salts.",Comfort & Facilities
"Fabulous,that the breakfast at the lounge is open until 12 nn for late sleepers I enjoyed the cocktails at the Horizon Lounge. I'm hoping it could be available for non-Horizon Lounge residents but willing to pay extra for the cocktails.,no variety in the breakfast menu. the dishes from each country is the same for each day. i'd suggest a few variety in each country dish, especially Filipino for each day. Or even just one dish different for those who eat breakfast for more than one day",Food
"Exceptional,The bed was extra comfy that my daughter enjoyed just lazing around.",Comfort & Facilities
"Always the best,The place. ITs always sonething co fortablw for us,Sone rowdy guests",Staff:Comfort & Facilities
"Exceptional,The lobby is impressive, always with classical live music and full of people to help. The rooms are big and equipped with everything you may need. The room restrooms are huge.,The rooms used to be asiatic luxury in the 90's but now need an upgrading.",Comfort & Facilities:Cleanliness
"Enjoyable,Location and entertainment in the lobby!,All staff must be consistently hospitable",Staff:Value for money
"Great location, 5 star luxury,Great location, in walking distance of all Makati has to offer . Gym facilities are fantastic.",Location:Comfort & Facilities
"Great hotel...sub par restaurants,The service was terrible. The floor manager was walking around but not making sure that guests were being served, or that the quality of the food was appropriate for a 5-Star hotel. The quality of the food was second rate...we will not dine there again.",Food:Staff:Value for money
"Excellent Hotel, great location & very attentitive staff,It was our Wedding Anniversary and the staff provided a free cake & bottle of red wine plus covered the bed with rose petals. A very nice unexpected touch,Circles Café - seafood buffet was a big disappointment as seafood was served cold and was overcooked.",Food:Staff:Location
"You get what you pay for. Truly 5 star experience.,The breakfast buffet was awesome. I wish we went to the dinner buffet as I heard it's really glorious. The room was beautifully appointed and spacious. The staff was very friendly and attentive. Smiles from every one. You will be pampered. Live music from the lobby was excellent too. What a classy hotel.,The pool was under repair so I couldn't swim...and I was really looking forward to lounging in the pool.",Comfort & Facilities:Food:Staff
"Excellent overall.I definitely would come back in the near future.,Everything from the site,the hotel itself,friendly & courteous staff & food.",Staff:Food
"Exceptional,Service was excellent!,It was never mentioned that their pool is under renovation. I take that into consideration when booking a staycation with my family cause my kids & I love the water.",Comfort & Facilities
"Exceptional,Poor is under renovation That information shall be informed when booking, if it is more preferable",Comfort & Facilities
"Superb,The up grade to the Horizon Club,,We didn't keep the price we got on line booking for our two nights stay,but paid more.",Value for money:Staff
"It was an excellent night's stay!,The room was spacious and the bed very comfortable; they brought up my luggage quickly w/ minimal wait time; I had fruits and water -- which was great coz I was hungry; airconditioning was perfect; bathroom amenities excellent,pool not available - you needed to go to another location -- well it was just wrong timing",Comfort & Facilities:Location
"Superb,The welcome fruits and cookies and chocolates,Line when checking out",Staff:Food
"Excellent location.,Breakfast buffet was amazing. Lots of choices. Location was right in the middle of makati. Walking distance to restaurants pubs and shopping; Greenbelt mall is just a block away.,Room design and interior needs upgrading. Too old fashioned in terms of design. Bathroom is good but needs a bidet.",Location:Comfort & Facilities:Food
"Exceptional,We were only informed that the pool was under renovation at the time of arrival.",Comfort & Facilities
"Superb,For a local customers it is quite expensive. But it is very lovely place to stay, everything are very convenient and Very comfortable .",Comfort & Facilities:Location
"Peace and perfection,Mini bar expense",Value for money
"Staycation fit for the man of the house,Stayed for Father's day celebration with the family. We love shang because of their very friendly and courteous staff, a little pricey but it's shang😄Would love to stay there again thanks and keep up the good work!",Staff:Food
"Hospitality at its best. Located in the middle of everything.,Very friendly and helpful staff. Always ready to help. Chef Edward from the Horizon lounge prepared a special meal for us when he found out the menu did not suit our of diet.,Nothing",Staff:Food:Location
"Relax!,We always go back because of their superb service. Great food and staff specially when you booked the Horizon Club!",Staff:Food
