Opinion,Classification
"Simply amazingly PERFECT. We cannot ask for more. Everyone was smiling and kind: The resident manager himself (such a handsome, ultra-friendly guy), everyone in Ocean Club Lounge (Clyde, Sigmund, Veronica, Genevieve.. the wait staff (am sorry, i cannot remember everyone's name), the staff by the Pool and Beach area, from borrowing snorkel, beach shoes, ordering drinks; Breeze, Tides and Acqua restaurant wait staff... this is exemplary Filipino hospitality. :-). My 2 guests and i were utterly enthralled. Calling up Guest Services, requests through Housekeeping (Rolan, etc), even needing a cab, being assisted by Concierge, getting medicine from the Clinic, assisted with beach/pool towels... gosh, everyONE was so friendly, so helpful, so smiling... even when we know that the hotel staff have been on their feet the whole day. Even the airport greeter for the free airport transfer was so easy to talk to, so accommodating. I salute you, Mactan Shangrila, for delivering amazing services. The pools were always clean. The beaches were WITHOUT SEA URCHINS and JELLYFISH! And our Veranda Suite was absolutely perfect: air con was as it should be, the showers, hot water, beds.. and yes, the Club Lounge happy hour. And you gave us the privilege of checkin early, even the kindest gesture of offering us breakfast for free. Your thoughtfulness and kindness are incomparable... I will surely come back! Sincerely grateful for everything! Take care of your people... they are the ones who make you genuinely 5-star!",Staff:Food
"This review is a bit delayed since we stayed in Shangri-La Mactan last March. This is our first time in this resort. I stayed in an Ocean Wing room with my husband and son. I really liked the privacy, and the fact that we had our own breakfast buffet, restaurant and pool, separate from those staying at the main wing. I absolutely loved the food!

The grounds of the resort are quite vast, which gave us an opportunity to do a lot of exploring. I especially appreciated the kids' play area, which gave my child something to do.

Overall, it was a very pleasant experience. Glad to see that Shangri-La's standards of hospitality and service are very consistent no matter what the location is!",Food:Location:Staff
"Beautiful hotel, great, clean beachfront! Excellent service, hassle free and smooth from check in to check out... love that these guys are growing corals, and taking steps to marine life conservation (scheduled fish feeding using organic feed)...
staff is courteous and super friendly, and truly appreciate the little thoughtful gestures like serving cold watermelon at the poolside, offering cold service water, warm pool towels and prompt reply to concerns (sent maintenance in 10 mins to check the aircon which we thought wasnt functioning well). Food was great, though there were more food choices at tides vs aqua for breakfast. Though the view at aqua early morning kinda made up for it overall I will highly recommend this resort.
I think the next step would be to make it totally eco friendly by refusing plastic straws and toothbrushes (there are bamboo ones), and changing the plastic packaging of the toiletries... hmm... maybe, dispensers in the bath would be more ecofriendly than thousands of little plastic bottles...",Staff:Food:Comfort & Facilities
"Shangri-La Mactan is my second home in Cebu. Nobody is perfect in this world, but if anything goes wrong, speak to them and they will make it right for you.

I’m immensely grateful to the wonderful staff from the top down to housekeeping and cleaning crew. They’re always smiling greeting you and assist when you need help. Being disabled is not fun but coming to this paradise puts a smile on my face!

From reservations, check in, in room dining, Tea of Spring, Tides, Aqua, Ocean Lounge, Health Club, Beach, Pool was a wonderful experience. Saira who checked me in, Jonathan who brought my luggage to my room, Joe Marie and his entire staff at Tea of Spring, both housekeeping guys (sorry forgot your names), Jaybe, Clyde and their entire staff at the Ocean Lounge, the guys at the pool outside Aqua, the staff at Aqua for breakfast, the staff at Tides and I’m amazed with how vigilant the lifeguards are when I was at the main pool enjoying after a dinner stroll of the amazing grounds swim.

I’ve one to enjoy luxury when I’m on vacation. I want to be pampered and I want my money’s worth! The Chi Spa is to die for. It’s a whole world within a resort. You walk around the perfectly landscapes grounds of the resort and follow a path that will take you to the world of Chi. You will immediately relax the minute you walk into the Chi compound.

Nothing can go above Shangri-La in Cebu! World renowned and loved by tourists and locals.",Staff:Food:Comfort & Facilities
We stayed 5 days at the ocean view. Hotel and the view is amazing. We had breakfast and dinner buffet daily. Our highlight was Dinner buffet at Tides. It was delicious they had a variety of different food. Just like to mention we had a host Carl that looked after us. Definately top shelf that went above and beyond customer expectation. Definately an asset to Shangri la. See you all next year,Food:Location:Value for money
"My family has always loved Shangrila so it was natural that when my sister in law and their group from the states decided to visit, we told them let’s got to Shangrila! And Shangrila did not disappoint! we were a big group of 24 and we did not have any problems. We had constant tables at Tides for breakfast as we were up early thanks to Darren. The kids enjoyed all the watersports.
Lastly, I don’t know what system Nika, the front office manager, had implemented but we were checked out in less than 15mins! And we were six rooms with charges to boot! So Kudos Nika! Advise to those checking in, just ask any of the staff of Shangrila. They are very knowledgeable and they will really try to make your stay memorable",Staff:Food
"The only thing I wish I did differently with this reservation is....I wish I booked it for a longer trip.
This place is truly paradise island.
We stayed in the Ocean Wing with ocean views....we opted not to have the club access as we didnt see any point for it.

I read a review before I booked that suggested to book the Ocean Wing....it was worth the extra $$

The hotel really didnt explain much of the everyday stuff so I hope you read my tips:
1. the hotel Wifi has no sign-in so just click it and you are logged in
2. Ocean Wing has it's own special check-in....so dont go to main lobby
3. The ocean wing pool closes at 6PM and main pool is open until 9PM
4. everything is extra....including the water bottles in the mini fridge

Make nice with Housekeeping and you will get some extras....free water bottles and extra toiletries.
Be prepared to pay more for food here....and use your Golden Circle discounts.",Comfort & Facilities:Food:Value for money
"We stayed a week and it is hard to begin since compliments are abundant. We found them to provide excellent facilities and beautiful grounds with scenic ocean and wonderful reef.
Above all else though, was the exceptional service! Every single staff regardless of role greets you with a smile and hello every time you cross their path.

The food is pretty good generally, but best at Aqua. However, we had the pleasure of some catered meals for an event and these provided phenomenal food choices and were very delicious.

The ocean front is lovely - come early and get a spot under the huts to avoid overcooking in the sun! Or there are multiple pools so easy enough to find the right vibe.

The dive shop is one of the best you will find. If novice you are in good hands, if experienced you will recognize their expertise. If diving is not your thing, the snorkelling is incredible in the marine sanctuary straight out from the beach.

Gym is quite well equipped and has pleasant staff, provides nice views of the well manicured grounds, and has a lovely sauna and jacuzzi.

The Chi Spa is serene and luxurious. Come early to enjoy the plunge pool and saunas and enhance your experience.

The rooms are spacious, with comfortable beds and good pillows. Very clean. The cleaning staff are super sweet and very thorough. The air conditioning works exceptionally well. The balcony is suitable with a nice view and comfy chairs. The room has all the amenities.

We highly recommend this resort to any visiting the Philippines.",Comfort & Facilities:Staff:Location
"Thank you, An for taking care of me and my business associates. You’ve made every meal more sumptous and eventful by making sure we are attended to right away. We will certainly be back and I’ll recommend Acqua and An of your excellent service. Anthony.",Staff:Food
"My family and I stayed in Shang Cebu for a night before flying out. I wanted my 9 months old baby and 21 months old nephew to enjoy the beach. From concierge to reception down to f&b it was amazing. Ingred from Tides was fabulous.
I rated a one star despite the other positive experience because the kid's club attendant was definitely not a shang personality. My nephew and I went to the toddler zone close to 9am and the lady (old lady with specs) was there and did not even bother to assist and just told us we need to wear socks. No smile, no body language of wanting to assist which is the essence of hospitality. There were no kids so she could have had some guest satisfaction instead she was too busy with her PC that she couldnt be bothered to look up and ask if we need anything. When asked regarding the toddler zone, she made me feel that I am wasting her time from her PC and she made me feel like I am a nanny thats why she doesnt bother to assist. I strongly believe she needs a refresher training on your core modules of Shangrila as she will be the bad apple in your hotel and will continue to pull your scores down.",Staff
"My husband And I stayed at Shangri-La Mactan Island Resort and Spa from June 30, 2018 to July 2, 2018. Our reservation and booking was but perfect and on point because of Ms. Myres Llido. We stayed at room 4013 located at the hotel’s Ocean Wing. Our needs from the bed set up to water and bath gel was accommodated impressively by Samuel. He was the best housekeeping staff I’ve encountered so far. He went the extra mile and always greeted us with a smile. On July 1, 2018, we had breakfast at tides. We were seated, greeted and assisted by Ms. Guia Daydayan. She made our breakfast experience worth our while. On July 2, 2018, we had breakfast at Acqua. Breakfast there was a lot better since there were less people so it was quiet and more relaxed. There I met Ms. Edellwise. She was a perfect host, very attentive and accommodating. She I believe shows what Shangri-La stands for. She made our breakfast extra special and actually played a big part in our relaxing staycation due to the exceptional service she gave. After breakfast we swam in Shangri-La’s beautiful beach and even if the tide was so high we felt extra safe because of the service and assurance for our safety presented by their life guard Kristorey. He educated us on proper safety and kept a close watch on my neice. I would truly say that Shangri-La not only offers great ammenities from the rooms to the beach to the restaurants that serve scrumptious food but what makes Shangri-La Mactan worth coming to is their staff. Kudos and thank you to Ms. Myres, Ms. Guia, Ms. Edellwise, Mr. Kristorey and Mr. Samuel for making our stay memorable.",Food:Staff:Location
"My wife and I just spent a week here with my parents. The facilities are top notch, the food is very good, activities are excellent. The beach, albeit man made, is very nice, and there is lots of coral and such to snorkel around.

We stayed in the ocean wing, and the room was very spacious and comfortable. The staff was universally helpful and friendly.

I’m not usually a fan of huge resorts myself. What’s the point of going to a place like Cebu and hermetically sealing yourself off behind a gate with a bunch of other tourists? But if you’re just looking for a relaxing beach vacation, this is a good place to do it.",Comfort & Facilities:Staff:Food
I came to Mactan for diving and for a luxurious vacation and time alone. Shangri-La provided all of it. The service was excellent and the rooms were wonderful. The property is expansive and you can wander for hours on the groomed lawn. They have a wonderful spa and an amazing Dive Center...if you want luxury on Mactan this is the place. Two caveats - they cater heavily to families so children are always around plus the only negative was my check out experience. i waited in line for 15 minutes and the young lady at the desk still refused to go over my bill. I needed to leave so caught my car to the airport without being allowed to review my bill. Otherwise an amazing place!,Comfort & Facilities:Staff:Value for money
"we were at the hotel for a meeting, and took a quick tour,and were amazed by the facilities. All its restaurants offer great food, and it has lot of activities to do in a day. The beach is beautiful, with few water sports activities as well.",Food:Comfort & Facilities:Location
"This is the first time I had done solo travel where I stayed at the hotel alone and I truly found paradise. The whole experience was just a luxurious bliss and is really memorable. The place was really beautiful and has a lot of activities packed especially during the summer.

Pros:
-The beach was stunning, it is so fun to explore because the water was so clear and you can see a lot of fish that you can swim with. The beach was also long and beautifully designed, there were a lot of bench scattered and they also have a mini-exhibit at the beach. The sand was so fine and white. There were also very helpful staff that can lend you life jackets for snorkelling and beach towels.
-They also had a lot of swimming pools that were extremely fun! I enjoyed all of the pools such as the infinity pool, the deep pool, and there was also a massive pool where you can shoot some hoops. They even gave out complimentary watermelon pops in the pool area for guests which was really a plus!
-The place is massive and is breathtakingly beautiful! The place is really for instagram goals where you can just stop anytime and capture really great photos
-The food at the breakfast was scrumptious and is the best food among all the hotels in Cebu. There were a lot of choices and all of the choices were delicious!
-The rooms were spacious, clean and well-maintained. The toilet also has a bidet(which is not common for hotels). The bathroom size was on the bigger side.
-The hotel staff were courteous polite and very attentive.

Cons:
-It is far from the city so if you're looking to explore outside the hotel, you need a ride.
-Everything is expensive (but definitely worth it!)
-The beach closes too early at 6pm

I went hotel hopping in Cebu and stayed here, at JPark, and at Movenpick. Shangri-La Cebu is definitely on my top spot in ranking among the 3 hotels. You just get the best of the best here and you can't go wrong. Hopefully I can go back here again some day!",Food:Comfort & Facilities:Location
"This is one of the nicest traditional resorts (if not the best) in Mactan island. But...you will pay accordingly.

If budgeting and worrying about the cost of activities, food, etc., are a concern, then you probably will not enjoy your time here. That being said (and you have a budget that allows you to spend freely) then your experience will be terrific.

Also this is a very family friendly resort so set your expectations as such....better to go to one of the beautiful boutique hotels along the coast if you want a more romantic getaway.

If you have a family, then you won’t be disappointed as the accommodations and amenities are excellent and too long to list. Go early to the beach or pools to stake out the best lounge chairs. We also were given fish food at the beach to feed the fish in the shallows....pretty cool, especially for children. Lots of water activities to also sign up for and all are very professionally managed and run. All the staff are friendly and helpful. And lots of restaurant/food options on site.

If you’re not afraid to open up your wallet then you’ll have a great time here^^",Food:Comfort & Facilities:Staff
"The rooms where ok, the breakfast buffet and dinner buffet were very good. The beach was the nicest part of the hotel, really beautiful white sand, with amenities, excellent snorkeling.
Had problems paying, finally our card went through and paid our expenses in full on site. Then found out hotel had made a partial charge a week before and and second one 10 days later. We were never refunded, hotel could not find transaction so watch out if you pay with international cards because they have no way of tracing those transactions and find that to be the perfect excuse to rip you off. Very disappointed at the end, so much we cancelled our Shangri-La Singapore reservation of next Oct.",Value for money
"Great Resort, very professional staff, nice bedroom (Spacious, incredible view, amenities ++), top restaurants with a preference for Cowrie Cove (order the Fisherman’s plater, so delicious) - Perfect for holidays !!! I will come back for sure :-)",Food:Location:Staff
"I stay in hotels 75-125 nights a year and have seen the best and worst of hotels but let me tell you the Shangri-La's Mactan Resort & Spa does not disappoint. The food is amazing, the service is great, and the views are spectacular. You even see fish swimming in the water when you are on the beac. I ate at all the restaurants in the hotel and each kept getting better and better. If you find yourself in Cebu this is the hotel to stay it whether you are there for business or pleasure!",Food
"Was here for business and was not able to enjoy the hotel's facilities other than the breakfast buffet.

The hotel has a nice open layout, no airconditioning on the lobby and hallways but the nice open and wide corridors gives a truly great resort experience.

Rooms are nice, comfortable and with a good view. My only issue is that the bathroom does not have an electrical outlet for the hair dryer.

You have to go out the room to use it, but using it without a full sized mirror is difficult.",Comfort & Facilities:Food
"We got a panorama room in Ocean Wing and it was beautiful. Nice view of the ocean and sunrise. The room is big and comfortable. We travelled with our 8 month old baby and they provided a crib and sterilizer which is great! Fantastic buffet spread! You can really never go wrong in a Shangri-la resort/hotel. The beach is white sandy, clear and turquoise water!",Comfort & Facilities:Location
"Like the past years since we moved IronKids and IronMan from CamSur to Cebu, Shangrila has lived up to our expectations. Check in was fast and efficient, even made more so with the Golden Circles Club. My room was ready when we landed at an ungodly time past midnight due to take off delay from Manila. I always love staying in Shangrila hotels. The room, the service and, most of the time, the food are excellent. I really loved the view from my room (although with the exchange rate this year, the room rates were wow!) this time. In Shang Mactan, I love having breakfast at the Lounge more than at the cafes. The place is cozy and the view is fantastic. I can also laze a bit more and can be left to my own pace and “me-time” when needed. BTW, I loved the caramel cake I ordered at the lobby cafe plus the strawberry ice cream.
For me, Shangrila Hotels are always one of those on top of my list- IronMan or no IronMan.",Food:Location
"Stayed 2 nights in April 2018 with 3 young children aged 5,4 and 2 years old.

The experience starts from the Mactan Airport, we were greeted by a shangri-la representative. He was very welcoming and friendly. He escorted us to the pick up point for the hotel’s shuttle bus which was included. (I’ve seen some reviews that mentioned the shuttle bus was not included, as we were staying in the ocean wing this service was complimentary)

It was only when we got to the hotel we realized that there were two entrances the main lobby and the ocean wing entrance.

The ocean wing entrance were for patrons that had club lounge access or staying the within the wing. Despite arriving really early, around 8am, the check in was smooth, friendly & professional. Kind enough to let us use facilities while our room was being prepared.

The good:
Tides buffet - experienced both the breakfast and dinner. The evening buffet had a lechon (suckling pig) ceremony
Mini arcade - pool tables and karaoke system.
The hotel - overall the hotel is immaculate and of high class however some details maybe dated which adds to the feel.

The great:
Club lounge - fantastic views, wonderful staff. They lounge offered premium brands and had high quality food throughout the day. Very child friendly, even had a tv room full of games and books for children.
Kid zone - large soft play area which were for kids between 5-12 years old. And a smaller zone for infants to 4 years old.

The unforgettable:
Beach - although man made, it was incredibly beautiful. As a part of the ocean club package the use of non motorized equipment were free such as snorkeling equipment etc. Feeding this fish was an amazing experience, hundreds of fish surround you and swim up to your hand.
View - the view from the balcony was amazing (room was on the 8th floor)
Poolside - ocean wing has it’s own pool and one of the attendants noticed that we had been sun bathing for a while and suggested we used natural fresh aloe Vera, however we had only brought our own shop bought after sun lotion, then reached over to the nearest aloe Vera plant and took some of the leaves then advised us how to apply it.
Customer service - one of our kids had lost one of their shoes on the site and to our surprise they were able to find it and deliver it to it room, considering the size of the resort and how many guests, we were amazed.

Unfortunately we weren’t able to note down every member of staff we encountered but we do remember all of them being professional and very welcoming.

The Shangri-la brand spared no expense ensuring that this Mactan resort lived up to their world famous credibility.",Comfort & Facilities:Food:Staff
"Good value, very friendly and helpful staff. WiFi could be better. Good gym and pool. Great beach for easy snorkeling with lots of beautiful fish in very shallow water.

Beach can get very busy so go early or late if you want to get seats, especially under shade",Staff:Internet
"Just 15-20 minutes from the Cebu International Airport, with free shuttle bus this is the best place to stay for visiting Cebu. The grounds are huge - about 30 acres and several pools to enjoy. The beach is small, but the variety of water sports are a lot.

The dining is great with the International buffet for breakfast and dinner is the best. Don't bother trying to find any dining outside the hotel. And if the evening dinner show and pig roast is available, don't miss it. More entertaining than a Hawaiian Luau.

The staff is very friendly and everyone speaks perfect English.",Food:Location
"Very friendly atmosphere staff make the place always a smile every time you vist Jenny,Dennis,Jeffery,Clerk,Charisse, DJ Nish,Rina,Mamerts,Catherine. nothing is a problem to make your vist a most enjoyable experience.
An absolute must visit.",Staff:Food
"Shangrila's Cowrie Cove! definitely the place to be in when you're visiting Cebu. It's no big surprise everybody's so nice here! A big shoutout to the Manager Jen, Jeffrey and Nikki for their hard-to-beat customer service. A smile is hard to come by these days but when you're greeted by awesome group of people, it stays with you even after leaving Cebu. Thanks Cowrie Cove!",Staff
"Overall the resort has a nice selection of restaurants and pools with a good layout, but the service quality is definitely not what you'd expect from Shangri-la. Also, there are some rooms with noise issue.

We booked an ""ocean club room"" with extra cost expecting resplendent views of the Mactan Sea as the description on their website. You can't even call it a sea view. Almost half of the ocean club rooms will structurally face a bunch of palm trees and another hotel buildings with very little sea in the right corner. In addition, if you're unlucky like us they'll put you in the rooms right under the club lounge. On the day we arrived after hours of flights we had a very tough night because of the noise of dragging furniture, vacuuming, shoe/high heel sounds, etc. coming from the upper floor almost all day long, and those noises were very very clear as if the ceiling is just a thin layer of wood or so. We not only couldn't sleep well at night but also had to wake up very early in the morning thanks to the noise of preparation for the breakfast in the club lounge. Some of you would probably know what it is like if someone wakes up your sleeping baby. We really didn't want to waste our time repacking and unpacking a whole lot of the baby stuff we brought along but had to ask for room change as we couldn't stand the noise for any more night.

Next day I went to the front desk to explain what we went through, and unsurprisingly the staff seemed to be quite aware of the noise issue which must have been already claimed by many other guests. He promised a feedback by the evening, which never was provided, and I had to call the guest service twice to have a guy visiting our room to ""double-check"" (if I was lying?) and to call his boss called duty manager or whatever who never answered the phone call. After hours of complaining the manager lady finally called me giving all kinds of excuses rather than any sincere apologies and downgraded our room to lower floor with even less view of the sea which they didn't even call a club floor until last year. The whole process took much longer than I expected, because the way they react was very unprofessional and they seem to have a serious communication problem as I had to explain exactly the same thing to many different people. Moving itself was not smooth as well. We had to wait outside the room for a guy who was supposed to come back in 5 mins for more than 10 minutes at 10 pm with all our luggage and the baby who couldn't go to bed that late. Not done. We found the carpet in the new room incredibly dirty when we moved the sofa to make a bed for the baby, and I had to make many calls for missing slippers etc. because the guest service didn't even pick up the phone. The worst part of all this is the fact that they test their guests. They should've fixed the problem before they sell things to guests, but they rather ignored it and just tested their guests with things with fault hoping that it will just pass. I believe this is a serious attitude issue especially for a 5 star hotel supposedly with high standards.

Another thing that I haven't seen at any other 5 star hotels in the world, other than the guest service not answering the phone call, is the flies in the indoor buffet restaurant. They were so many that we had to literally keep shaking one hand to shoo them away before we finally had to move from the table near the door to another one inside. We were so much disturbed by many flies at Breeze, their beach-side bar, but that's kind of understandable as it's outside. However, flies in the indoor breakfast buffet restaurant is a different story. I don't even want to think about what it would be like in their kitchen. They not only failed in hygiene management but also tested guests, again. They first try with some guests before solving the problem, and then give something else if it doesn't work out. If they didn't know about the flies at all in the first place then it's another serious problem. Either way they failed to deliver a proper service to their guests.",Comfort & Facilities:Staff:Food
