Opinion,Classification
"If you are planning to come here to relax, don't bother. There are no adults only section in the hotel, beach, restaurant, or pools. The place was inundated with loud asian families that included grandparents and little children. Shangri-La tries to project a zen like atmosphere to get you to come here, but that is where it ends. The location, facilities were great and the staff were very helpful. The Shangri-La just needs to decide what kind of hotel they want to be and what kind of clients they want to cater to. I was the first person on their beach one morning under the shaded tent, and within one hour I was surrounded by 4 or 5 asian families, and kids were yelling, and the parents were yelling at their kids, and even grandparents would stand right in direct view in front of me yelling back and forth at the children. The life guard was oblivious and must have thought this was normal behavior in a resort of this magnitude. I finally had to get up and leave. I was told I could not have a drink in the pool, but meanwhile it was OK to have children running around unattended at the pool yelling, splashing and disturbing the peace and quiet. They even allowed blow up pool toys in the pool and found myself swimming with large alligators and whales floating in the pool. I could do this in Myrtle Beach if I wanted this experience. The buffet breakfast was excellent but again, unattended children and no adult section. One morning I observed a child sticking their finger in every cupcake and moving on with no one watching. Just trying to have a quiet breakfast was impossible as the staff was inattentive to who they sat around you and again even though you may be the first one there, you could find yourself surrounded by families of asian descent being loud all around you yelling at each other and their children. The only time you could escape and find tranquility was in your hotel room. this could truly be a great hotel, but misses on its delivery because of the clientele they have decided to cater to. Some day when I am old and gray and have grandchildren I want to pamper and let run amok, I know I could come to the Shang and have a great time, and let the other patrons worry about my party.",Comfort & Facilities:Staff:Food
"My fiancee and I loved this resort. As a matter of fact, we became engaged at the very romantic Rima Restaurant on Valentine's Day. The weather was perfect. The white sand beaches are clean and uncrowded. The sea is multi-colored with emerald and turquoise hues. The dive shop offers scuba, jet skis, water skiing, snorkeling, kayaking, banana boat rides, and parasailing. The swimming pools are spectacular. I don't think it would be possible to find friendlier staff anywhere else in the world.",Location:Comfort & Facilities
"This is the best resort I have stayed at thus far! I felt really lucky to have such a wonderful experience.

We were on a 3 week vacation throughout Philippines and Hong Kong to visit family. I really wanted to relax and did not want to leave after our stay.

We stayed three nights and everything exceeded our expectations. We felt spoiled from the private boat transfer, breakfast buffet, even a staff member accompanied us to the Caticlan airport.

We booked a garden deluxe room and it was beautiful and the layout was well thought out.

The pool and beach was amazing. My son preferred the pool. Very family friendly. We left the resort only once; white beach was too crowded so we just stayed at the resort the rest of the time.

We only booked two nights and asked to extend the stay to another night. It was an awkward conversation with the front desk; they had to check and it took awhile for them to get back to us. I tried not to read too much with their tone with us, but this was the only negative experience with them. Otherwise the rest of the staff were rock stars and hope they get compensated well!

This was my first Shangri-La experience and it won't be my last! Our next destination was Cebu and kicked myself for not staying at the Shangri- La property.",Staff:Location:Comfort & Facilities
"Just returned from a trip to Boracay having stayed at the Shangri-La Resort & Spa. The standard of service and quality of the staff was the thing that really stood out for me from our Butlers to the team that helped with our travel to Kalibo and Manila. The villa room (No 19) was excellent and ideally located for access to the beach and the main facilities.
A word of warning is be prepared for delays to and from Kalibo, especially if you have connecting flights.",Staff:Comfort & Facilities:Location
"One of the most beautiful resorts we have stayed at! The pool area is to die for with one very large pool and another infinity pool for over 16's.Pristine private beach. Friendly staff, spacious rooms and a great variety of restaurants.We can't wait to visit again.",Comfort & Facilities:Location
"fabulous view and facilities
all people are friendly and professional.
the best hotel
the pool and pool bar was fantastic for me to have a great time and take a rest.
the locations are good because of piece and quite.",Location:Comfort & Facilities
"Certainly the most beautiful resort we have ever stayed at. Superb facilities, excellent food, wonderfully attentive staff and an environment that is stunningly beautiful with two private beaches, large pool area, spa and every amenity you could dream of. The breakfast buffet is beyond description beginning with the signature Filipino lechon roasted pig along with everything imaginable. A once in a lifetime experience.",Food:Comfort & Facilities
"This property is beautifully located with fine sandy beaches. The Hotel blended in with the local vegetation, trees and surround hills although the Architecture is not stunning
but amicable. Rooms are spacious and well equipped and although only 7 years old the furniture shows its condition! The staff are really magnificent, polite, welcoming and eager to please the guest. But the kitchen should take some cooking lessons, if they are selling International food then I expect to have that and not something else. Bother the Fish and Italian restaurant were both very good! I encounterd 1 major problem of which i advised the management but seems they prefer not to take any notice. Based on that I would say....never again ShangriLa Boracay for me it was not Paradise found but Paradise lost.",Comfort & Facilities:Food:Location
Shangri la's boracay resort and spa treatments is the best! All staff are accommodating and polite. Everything you need is offered to you. Great place to stay with lovely ambiance. Overall experience is excellent!,Staff:Location
"My husband and I booked a couple of nights stay here in this amazing property. We stayed at the partial sea view room. We were also with friends who booked the loft villa. For us, it was one of the most unforgettable vacation that we ever had, albeit one of the most expensive too. But all the money was worth it. We had a butler as the other room was a villa so we had our personal assistant our entire stay who catered to all our needs. Julius was our butler and he delivered excellent service to us. Rooms are modern Filipino theme, the entire resort looks really high end. Our partial sea view room is very spacious, the bathroom was enormous! Comfortable beddings. It also has a balcony and even with the partial sea view you still have breathtaking views. The entire resort feels like a spa with the sound of flowing water when you walk around and it was not crowded at all when we were there. At some point we had the entire pool to ourselves. The beach is nice too although the sand is coarser than the one on white beach but it is empty and private unlike in white beach which is so disappointing as it looks like a mall in Manila with all the people everywhere. The loft villa was really amazing. The view up there is really awesome, overlooking the resort. The loft villa's infinity pool with that gorgeous view is our favorite spot, we were so depressed when we left. Breakfast buffet is also very good. There is a buggy ride that can take you anywhere in the resort. Transfers to and from the resort to the main island and airport are also hassle free because they have their own. Lastly, I really commend the staff for delivering exemplary first class service. Kudos to all of you. We only go home to the Philippines one a year and we are thinking of going back to shangri la again next year.",Comfort & Facilities:Location
"The Shangri-la at Boracay may be the most beautiful resort I've ever stayed at in my life, and I've visited more than a dozen countries, and I've stayed at 5 star resorts in the U.S. that are frequented by Congressmen, celebrities, and the occasional President. Yes, the Shangri-la at Boracay really is as nice as any of these places!
The rooms are awesome! The beach is beautiful! My son can't spend enough time in the pool, and when I joined him I saw why. It's perfect!
The landscaping is gorgeous and well kept. Every time you pass an employ they great you with a ""Good afternoon (morning, evening, etc.) Sir,"" with a smile on their face. They have been excellently trained and are very respectful.
However, the front desk girls probably shouldn't be there.
When we checked in, and I gave the front desk girl my paypal debit/credit card, she asked me if it was debit or credit. I told her it was both, but to please run it as credit, because I'm in the 1% cash back rewards program for when the card is run as a credit card, and I ALWAYS take advantage of that option. She very flippantly said to me, ""Sir, if this is a debit card, I need to run it as a debit card so the cash comes out of your account."" I explained to her it would come out of the account whichever way she ran it, but to run it as a credit card so I'd get my 1% cash back. She went on that ""Here in the Philippines,"" diatribe, that basically means, ""we do things the way we want, whether it's how it really works or not, and whether you like it or not."" Since I was staying for several days, and was paying quite a pretty penny to do so, I insisted she run it as a credit card so I'd get my 1% cash back. She still refused, and I had to demand she run it as a credit card. She then said, ""You know what? I have all afternoon. I'll call my manager."" She then wasted another ten minutes of my time to call her manager, only to find out she could run it as a credit card, which she did, so I got my 1% cash back, and then she proceeded to tell me that I needed to check my account online to see that the cash came out of the account and that I was wrong in my understanding of how my account worked. SERIOUSLY!
Five nights later, we decided to extend for another night. I mean, this place really is that good. We dealt with a different front desk girl. She told me the price, I handed her my card, and she said, ""Sir, just sit for a while,"" and pointed at the chair. We'd just eaten dinner and I was full as could be, and I said, ""No, I'm okay, I'll just stand."" She stopped what she was doing, glared at me, and very flippantly said, ""Are you in a hurry?!?"" I said no. I just don't want to sit down. This isn't going to take six months is it? She then saw that my domestic partner doesn't share my last name (we've been together 6 years and have a five year old son, who happened to be with us), and she started referring to my partner as Miss (insert her last name here), in an obvious attempt to point out to my partner that we were not married. Neither of us care about this, but the thing is, we don't feel anyone else really has any right to do so either.
This resort is premier. It is really worthy of a 5 star recommendation. I would give it one if they got rid of a few ""Miss Thangs"" at the front desk or simply retrained them. I understand much of this is cultural, as I've lived in this country for six years as an exp-pat. I am NOT a tourist. But when I pay in excess of ph 30,000 a day (lodging plus food and expenses) for a place this nice, I expect universal professionalism to trump cultural pettiness. I've been in the Philippines long enough to know you simply have to ignore much of the culture, but when I pay this price at a 5 star resort, there should be nothing like this to have to ignore.
Again, the rest of the Shangri-la is perfect. I could not ask for better. But ph 30,000 a day is a hell of a lot of money to pay to receive flippant attitude front desk staff.",Staff:Value for money
"Shangri-La was a stunning property, one of the nicest I have ever seen. Two semi-private beaches with crystal blue waters filled with tropical fish and coral. The treehouse villa was spectacular with an amazing ocean/sunset view.

CONs:
The worst part of the stay...
Our first butler told us that all water sports were included with the villa. We quickly signed up to Try Scuba Dive and after our training and open water dive, they asked us to pay ~$400. We explained that we were in a villa and our butler said scuba, parasailing, snorkeling, etc were all included. They did nothing to rectify the situation and made us pay them. Major complaint.

Aside from the beautiful breakfast buffet, the alcoholic drinks, and one Indian dish at Ventana, the food was far below average and costs A LOT compared to the food anywhere in town. EAT ELSEWHERE, anywhere else. Try Smoke or Cyma or anything not at this resort.

Hygiene concerns with the young girls at Scotty's Watersports center on the resort. On more than one occasion, I was in a stall or at a sick when one of the employees would be using the restroom. Not once did they bother to wash their hands or even use hand sanitizer. Wipe-n-go is gross...and I think that goes beyond my personal cultural upbringing.

HIGHLIGHTS:
Meryem aka Mem, our scuba instructor made learning scuba diving one of the best things we ever did and she took great care of me when I became incredibly seasick, and then some. Her talent in diving and teaching puts her way ahead of the rest.

Rome, our kayak guide, explained a lot to us about the island and tailored the experience to our skill levels and interests.

Erwin, our replacement butler when ours was sick, enhanced our stay greatly with courtesy and extra consideration.

Reynold (we think that was his name), the buggy driver, was fabulous. He had us laughing all the time and really made each ride a good experience.

I would stay again, but would not buy the food at the resort and I would also question ""free"" or ""included"" things.

The doctor, Dr. Palacay, is nice enough but needs more medical training. She botched my IV twice and the second was excruciating. She also didn't know that my ovaries are in the lower abdomen, not the middle.

I hope management works on improving these weaknesses quickly.",Staff:Food
I was there with a group of friends and we enjoyed the resort a lot. The two beaches are great with the addition of a pool and they all have amazing views of the sunset. The resort is a must go for honeymoon. It's an expensive place but it's worth every penny. The staff were very helpful did their best to help us.,Staff:Comfort & Facilities
"We stayed in a loft villa and it was simply amazing! A great resort and although it is quite large, it always felt very private and uncrowded, which was great. The staff were all amazing and the regular free shuttle bus into town was really good to see how things are in town, but to be honest you will want to spend most of your time in the resort.",Location:Staff:Comfort & Facilities
"We've stayed at hundreds of lodging facilities from hostels to vacation rentals to several 5-star resorts the world over and the Shangri-la Boracay is one of our top five ever.

It's everything you'd expect and much more from a 5-star resort - a more secluded, private location on the other end of Boracay Island far away from the busy tourist bustle; exquisitely appointed rooms with plenty of eco-friendly amenities; a large fitness facility with plenty of current equipment; an extensive daily breakfast buffet with a changing menu (it would take a few days to sample everything from just the mainstay dishes); several daily activities available for guests; beautiful infinity pools throughout the property; two clean, private white sand beaches just steps from every room/villa (with plenty of available lounge chairs even in high season); the wonderfully relaxing Chi spa; a large kids club with many fun options and affordable babysitting; etc.

*I could go on on all the positives, but the thing that sets the Shangri-la Boracay apart from all the rest worldwide is it's outstanding service and personnel. After six trips to the Philippines I'll have to attribute this to the world renown genuine Filipino hospitality with a touch of great customer service training. But the staff here is so genuinely friendly, nice, and can anticipate your every need.

Every day my wife and I talk about how great this place is, but already on our third day here, because of the wonderful staff, it just keeps getting better! Examples: Mark being so kindly welcoming at the front reception area at check-in (and remembering us throughout our stay- our kids even ask for him!); a staff member from the kids club remembering our little boys from earlier in the morning and finding them in the afternoon while we were on the beach then offering and taking them down the way to with her to build sand castles so that my wife and I could relax; the manager, nurses and security immediately rushing over and helping our young son after he had a minor accident here the other night and then following up with us the following day when they saw us walking in person; and EVERY staff member genuinely greeting us in passing or asking us about our day and offering their assistance. It's seriously the best GENUINE customer service ever without being even mildly overbearing or pressed/questionable (as we've encountered in some other 5-star resorts).

The only potential drawbacks I've encountered is the signature fish dish at one of their three main restaurants, the seafood-themed Sirena, was way too salty and cooked on a bed of chunks of salt that appear to look just like French bread (don't make the mistake that I did and accidentally take a bite of it!). The fish and prawns there were also a bit overcooked (we mentioned it to our server). Overpriced in my opinion. Also, if you're looking for complete privacy on the property, then you'll probably only get it in your room because it looks like every inch of common area space here is covered by a surveillance camera. It's great for security and assistance (about 6 personnel including a nurse came within 30-60 seconds of my son's accident; also, when it looked like no attendant was nearby, a gym staff member immediately rushed in while I was searching for one for about 20 seconds to help program a treadmill), but just keep this in mind.

Overall, the Shangri-la Boracay is one of the BEST 5-star resorts we have ever stayed at and we give it our HIGHEST RECOMMENDATION. We look forward to returning here again hopefully sometime soon!",Staff:Food
"In total we spend 10 nights at this hotel end of December 2015. This scenic hotel resort is located at the Northern tranquil and secluded part of Boracay Island. Arriving with the private boat shuttle was a fun and unique experience. The hotel offers 2 beautiful sandy beaches with direct access to the stunning and crystal blue sea. Despite the pristine location, we had to struggle to get sunbeds as the beach as the hotels does not seem to have enough sunbeds and umbrellas in stock. It was a daily hassle which we did not enjoy very much. The gorgeous sunsets and the genuine smiles of the staff made up for it. We did not use any of the pools, so I cannot comment on those areas. Also organise a private beach dinner as this was a truly memorable experience for us.

The restaurants offer different types of food; especially Rima on the tree tops is a great place. We celebrated our NYE's dinner here and enjoyed it very much. The texture of our menu was divine and we really enjoyed all courses.

The SPA blew us away; the location and their treatments in private villas are worth every penny. I also used the gym frequently which is really great.

In general service was ok, not great, even though we felt that all staff members were committed to doing their best - it seems to be more the inefficient organisation surrounding them that is impacting the staff's ability to deliver.

On the whole a very good stay; would have given excellent rating if service levels would be up to par with hotel star rating and the beach offering enough sunbeds for all their guests.",Food:Staff:Location
"We stayed at the Shangri-La Boracay for a week in September and it was glorious. I went with my husband and 5 year old son and we all enjoyed our stay immensely. The Shangri-la is well sited in a stunning, secluded corner of the island away from the busy main stretch. The resort is well designed, beautifully landscaped, and well kept. There are gorgeous views all over the resort. There is some wear and tear, but that is inevitable in this climate. The service throughout the resort was very good and consistent. Boracay in general is a stunning beach destination but the private beach at the Shang was like my personal beach paradise. They also have a larger beach that is technically not private but it seemed empty most of the time.

Traveling to Boracay is an adventure in itself. If you fly into Kalibo, you will need to drive for a scenic but windy 90 minutes and then take a boat to reach Boracay. We arranged private transport with the Shangri-la. It was absolutely worth it to pay the premium for this seamless service. We were met at the airport, driven in a private van with water and wifi provided in the car, and then dropped off at the resort's private boat launch so we could take the Shang's speedboat directly to the resort. While waiting for the boat, we were provided cool drinks in a well appointed lobby like area with nice bathrooms.

Our deluxe room was well decorated in a tasteful, tropical luxury style. I really like how the Shangri-la always seem to have a large bench where you can easily put your suitcases. The bathroom was large with double sinks, a standalone tub, and separate toilet and shower. We were a bit annoyed that the door to the toilet room within the bathroom was transparent glass, but it is a minor quibble. We appreciated that the Shangri-la provided purified drinking water in glass bottles that were automatically replaced every day since the water from the tap is not safe for drinking or teeth brushing.

This resort has the best kid's club we have ever experienced. There is a giant slide that goes into a ball bit, a climbing area, a toy area, TV, and tables and chairs. There are also scheduled activities throughout the day. My son asked to spend hours there, which we happily obliged. He found playmates that he also played with at the pool. It was truly a vacation for the parents! Next to the kid's club is an entertainment center with pool tables, a bar, computers, and TVs for older kids. We also spent a lot of time in the pool area, which is very attractive and nicely designed. There were many lifeguards, which is important if you have kids.

The breakfast buffet is quite good. There is a wide variety of both Asian and Western food and several on demand cooking stations. We loved the Filipino food offered, especially the Lechon and babimkas. We also loved Kiki, the fruit bat mascot. Try to get a table at the Solana (next to Sirena) for drinks at sunset - it has the best view on the resort. Sirena, the seafood restaurant, was quite good but the Vintana Cafe was just ok and empty for many nights. I would suggest eating in town for dinners apart from Sirena. We did not eat at Rima so cannot assess it. We thought the dinner choices at the Shangri-la Rasa Ria in Borneo was much better in terms of variety and taste.

Overall, we had a fantastic family vacation at the Shangri-la Boracay.",Comfort & Facilities:Food:Location
"Shangri-la Boracay is truly a tropical paradise! It might have rained when we visited, but it certainly did not diminish the fun and luxury that we had for 3 days! They gave us a bottle of wine to celebrate our anniversary and gave us the the best signature Shang service!

They have international crew members and personnel who are really friendly and attentive to your every single need. The pools are amazing very well-maintained.

Not one part of this resort did not shout 'paradise'.",Staff:Food
"This is a very good hotel. But it is the little things that make a hotel great and this property fell just short for me. That said although I travelled alone this time I would consider going back with my family (2 young kids) as it is a great family hotel. The positives of this hotel have been laid out in depth in other reviews so what needs improvement?

1) I stayed in a garden view deluxe room and to be frank the wing I was in was looking very tired. To the hotels credit it was doing some renovations (so there were workmen wandering around), thankfully it was not noisy or intrusive. Some of the marks on the walls and floors in the public areas however where not up to Shangri-la standards. The room was nice and big but again was starting to show a bit of wear and tear. Believe it or not I am not that fussy but I know some of my friends I usually travel with would not have been impressed! I didn't see in one of the villas, they may be much better.

2) Maybe it was because I was travelling alone so I wasn't a ""priority"" (I was there 4 days and think i saw 2-3 weddings on the property in that time) but service did seem a little slow sometimes. Not a big complaint but there were one or two times when I though ""okay I will just do it myself"" rather than trouble the staff.

I would agree this is a very good hotel. The Dive centre was fantastic for example, beach and pool area really good. It could be outstanding with just a little bit more attention to detail and I would go back again. But for someone like me who is not too fussy to notice these things you would expect better if you are paying US$400-500 a night for a room.

Oh one last thing, not sure if this is normal (and not really a Shangri-la issue) but beware booking the late afternoon flights out of Caticlan airport which is the main gateway to the hotel. A number of the later flights were cancelled (ours included), they said the runway does not have lights so if flights delayed out of Manila they can't land post sunset! This happened to us and sleeping on a airport floor because of a missed connection is one way to lose you holiday vibe very quickly! Note the transfers from airport to Shangri-la are first class, big thumbs up to the resort logistically for that.",Comfort & Facilities
"At the beginning of May we stayed in a Tree House Villa on the hillside overlooking the sea, the beach and surrounding trees and not overlooked by neighbours. With a balcony complete with spa, a kitchenette and huge dining / living room and downstairs a master bedroom and en-suite to die for - this was indeed not only luxurious but paradise. We had our own dedicated attendant on call. The food and the facilities at the resort including a wonderful spa massage were top quality - far better than I ever imagined for the Philippines. A ten minute drive away from the night life of Boracay centre - it was a truly memorable stay and I fully intend to return. Everything - the grounds, rooms facilities are so well maintained and all the staff are friendly and knowledgeable and obviously well trained by the Shangri-La Group. This is one of their jewels and is highly recommended.",Food:Staff:Location
