Opinion,Classification
"Everything I expected an more,Excellent service; professional, gracious staff; exceptional value--very affordable for a Shangri-La property.,everything about my stay at edsa shangrila was perfect--from the car pick up at the airport, to the hospitality at the horizon club lounge, to the efficient, trustworthy housekeeping staff.",Staff
"Good hotel with very friendly staff.,Great rooms and staff.,Room was good, nice amenities,best asset is the staff!",Staff
"Excellent Location,Close to shopping malls,Shangri La Service was excellent and the location perfect for relaxing at the malls and cinimas",Location:Staff
"perfect location,clean, spacious rooms, great lounge and excellent restaurants,very efficient check in at the lounge area,friendly staff, excellent room as usual for Shangri-la",Staff:Comfort & Facilities
"Good hotel with great location,Good service and great staffs,Overall a good experience to stay at Edsa Shangrila Hotel in Manila, Philippines. All go well and meet expectation. Will stay there again next time if at Manila.",Location:Staff:Food
"Good !! ,Easy to go everywhere in city,good service and easy to go everywhere. the facility is well. suitable to rest and relax.",Comfort & Facilities:Location:Food
"A great hotel and excellent location!,excellent services; wide range of facilities; professional staff; the heat restraint is superb; tight security!,I had a very nice stay at the hotel. The main drawback of the hotel is the room’s carpet! It is old, dirty, and should be changed immediately!!",Comfort & Facilities:Cleanliness:Location
"Perfect getaway,The food at the horizon lounge!,family friendly place. the staff are also accomodating, friendly and kind.",Staff:Food
"No better hotel in Manila than EDSA Shangri-la,Good location, near shopping malls and movie houses,Loved my stay. Bed and linens were soft, and even the toiletries were A-Okay. Just what one expect a 5-star hotel should be. Gracious staff. Secured.",Location:Staff
"Quality standard at reasonable rate,Clean, safe and child friendly,consistent standard at reasonably priced rate with good security. supermarket within 10mins walk of hotel.",Value for money:Staff
"Fantastic hotel,This is a fantastic hotel, please do not miss the breakfast! The spa, the gym, the nice rooms, ...,well, were should i start. i live in hotels around 60days per year... normally in europe or asia. if you have the possibility, stay in this hotel!",Comfort & Facilities:Food
"Great hotel and service is superb,friendly staff, clean,the hotel is just located beside sm mall, good location where you can shop at sm mall. friendly staff, rooms are clean",Staff:Location:Cleanliness
"Very nice hotel to live in while in Manila,Rooms, service, breakfast, security, spa,,Its a first class hotel that I can recommend if you stay in Manila. They most certailny have what you would like to have.",Staff
"Good location,close to shopping mall,this hotel is very big and convenient. it is close to the big shopping mall including restaurant, shops, everything.",Location
"Great rooms and good room service,Next to the mall,The room service food is excellent! Delivered the ice bucket within 5 minutes!",Staff:Food
"nice hotet and location is the best.,very nice hotel.,The room was very nice and restaurant wise very nice also. Alot of selection on the restaurant. I will stay at this hotel again..",Food:Location:Comfort & Facilities
"Conveniently located next to lots of shopping,Top notch service,we really enjoyed our stay at edsa shangri-la. i cannot say enough about how great the staff and service was. very clean and food in the restaurants were excellent.",Location:Staff:Food
"Excellent hotel with plenty of nearby stores,Superior accommodations,Great room and pool. Nice walking distance to the mall. In fact, you can get to the mall walking totally indoors when it rains.",Location:Comfort & Facilities
"good place ,non,the hotel is very fine the area is quit and safe i guess there is two to three malls in a walk distance from the hotel and the lobbey is fantastic place",Location:Comfort & Facilities
"room is pretty but bad overview,polite workers...buffet,love it...just a little punctuality for the scheduled pickup of passengers....",Comfort & Facilities
"great hotel at a great location,best feature would be the lobby and pool area,great and friendly people. employees are also very well dressed in uniform",Staff:Comfort & Facilities
"great hotel great location,very clean,very clean hotel,friendly staff.good security.paid to join the horizon club to get buffet breakfast the buffet was very dissapointing",Food:Staff:Value for money
"Great Location to Shopping Malls,Location,very professional and courteous staff.the gym was good but the swimming pool is constructed more for families than swimming laps.i would have a appreciated a flat lcd or plasma tv",Comfort & Facilities:Location
"Good location, nice rooms,Good location,Agoda rate excludes breakfast. Most other hotels do and that usually means a simple buffet with choices, so no need to decide what to order early in the day. =( I would stay here again.",Food:Location
"Service and Quality,Food was awesome, service, bed are nice,nice relaxing time with good food. had a great time. a must hotel to stay.",Food:Staff:Comfort & Facilities
"great location, had a short cut way to a mall,cleanliness , friendly and accommodating staff,had a great stay in the hotel and also the venue of our convention",Staff:Location
"Great Service. Friendly staff. Very clean rooms.,Taxi service out the front of hotel is confusing and the staff are not extremly help with getting a taxi, they seem to care more for clients that use a private car.,Hotel was in a great location. Close to shopping centres and neighbouring suburbs with good restaurants. I found the staff to been friendly and helpful. Will return again.",Staff:Location
"Great experience!,Location in business district, access to malls,Absolutely loved it. Great rooms. Great staff. Lots of things to do in and around the hotel.",Location:Comfort & Facilities
"Good and beautiful hotel ,good for business trip,Shangri hotel is a very grand and beautiful hotel ...i always live here ..when i business trip to manila ...this is a best choice for hotel for stay ......",Location
"Lovely hotel and service with smile,best features of the hotel,receiption is friendly, actually is not my first time i am staying in this hotel, been here for over 5 years, everytime in mandaluyong, i am staying in edsa shang",Staff
"like a hotel and shopping mall combined.,very near shopping mall & restaurants.,Clean hotel & very attentive hotel staff, my wife and I had a bad experience with a taxi driver, hotel security staff immediately attended to our problem.",Staff:Location
"nice hotel in manial,good condition and kind people,good to find the hotel because many people know the place clean and nice room",Comfort & Facilities:Cleanliness
"excellent service smiley and couteous ,the Heat Rest. food,My caucasian hubby enjoyed the stay and felt comfortable upon seeing the place.",Staff:Food
"grand hotel,staff,service is excellent...",Staff
"Lovely business hotel,Security, bakery shop, location,Great business hotel with free wireless in the room. This hotel is in a great location and is situated next to the Mega Mall.",Location
"Beautiful Hotel,luxurious rooms, excellent service,i enjoyed the great service. there were two big shopping centers nearby. the food was amazing.",Food:Staff:Location
"Polite and courteous staff,pool,You know how fake smiles and greetings are. But they are real here. I stayed here for a few days recovery from surgery. It is a perfect ambiance for a patient who can't afford to frown.",Staff
"Great service and pleasant business hotel.,Good facilities for business travel, restaurants in hotel is good, clean rooms, and quiet.,I am impressed with ShangriLa standard of service - of course in previous occasions I had similar experience of the hotel chain, good job keep it up. Staff are friendly.",Staff:Food:Cleanliness
"Great service,Wonderful Staff,We stayed in to finish a lot of work, so we wanted our meals served. Staff was spot on w/ all our requests and delivered w/ great attitude.",Staff:Food
"5 star living!!!,clean, comfortable and friendly,can't bring your own beer to the pool, what's up with that?,excellent stay. worth the price. lots of security provides worry free, safe environment. and they never gave me a hard time about having friends and family over at all odd hours of the night.",Comfort & Facilities:Value for money:Staff
"Good Business Hotel,Branding and Good service,Good service and comfortable. It is what you would expect of Shangri-la",Staff
"Great Hotel,location, quality,expensive food and drink,Very good But quite why they need2 staff on very door to open it for you is nonsense Drinks and food very expensive Breakfast great",Food:Value for money
"Great hotel, great service, great pool.,Breakfast, service, smiling staff, pool,Not a tea drinkers paradise,Had a wonderful relaxing stay. Nearby shopping malls were excellent if you like that sort of thing.",Staff:Food
"Great hotel - everything perfect,Breakfast, pool, service,They don't know how to make a decent cup of tea.,Great stay, very relaxing. Didn't venture out at all, just lolled by the pool. perfect.",Comfort & Facilities
"Food,The hotel was easy to spend, comfortable, and the staff was friendly.,The wait for the taxi to come after it was asked for took a long time.,The japanese food of the room service was very delicious. However, the western food (the salmon grill) was not to my taste and the onion soup could have used less cheese.",Food:Staff
"Excellent Hotel,Very clean hotel, close to shopping malls, friendliest staff, excellent buffet,none,This is the best hotel my family stayed in while in Manila, beds are comfortable and clean, all employees greet you and assist you in all your needs. I would stay here again.",Cleanliness:Staff:Location
"Enjoyable stay,Comfortable room, great bed and very good service,The hotel is situated in a very convinient part of Manila and was easily accessable to the mall and other ares of Manila. We enjoyed the comfort of the hotel.",Location:Comfort & Facilities:Food
"love food come here,Food, location, service.,fronk desk not helping much. Pool should be longer.,I stay here more than 10 times. Sure to back agian.",Staff:Location
"My review,Very friendly and helpful staff,I enjoyed my stay and would definitely return - service was excellent and the hotel immaculate",Staff
"Flooring between executive rooms seem to be sub standard. Guest above about room kept us awake ,Kindly educate guests with the proper decorum in regards to courtesy with fellow guests",Staff:Comfort & Facilities
"Big difference in quality compared to Shangri La Makati. Some rooms need updating. ,Hotel rooms need updates to maintain 5 star status. Breakfast was excellent! Pool amenities very nice. Need an indoor connection to mega mall.",Comfort & Facilities
"Overrated,I don't know what happened to Edsa Shangrila but this hotel has a very good reputation regarding the service and facilities- bu",Staff:Comfort & Facilities
"It's easier to stay in makati ,It's an ok hotel. Nothing special. Efficient business hotel",Location
"Bad cancellation policy,The hotel has a harsh cancellation policy. Plans change. The hotel should be more flexible.",Staff:Value for money:Comfort & Facilities
"Not so good,Rooms looked old and worn and carpet was stained. We have stayed here in the past. Time for an update to the rooms",Comfort & Facilities:Cleanliness
"Accessibility,Except for intermitent rains, the accessibility of the hotel to major shops is the major plus. Hope that they build a walkway from edsa shang to the shangri-la mall...",Location:Comfort & Facilities
"Disappointed ,Value was not there. Lousy service, flies around pool, sneaky billing.",Comfort & Facilities:Staff:Value for money
"A Memorable stay at the Shang,gym. pool. food.,It was comfortable and relaxing stay.",Comfort & Facilities
"Nice,Pool food staff,Great",Food
"Default staycation place,Location, pool,Our default sraycation place whenever me and kids have free time",Comfort & Facilities
"Rooms are old and strong smell ...must place bidet,Buffet and with easy registration and check out personnel",Cleanliness:Comfort & Facilities:Staff
"very tedious slow staff ,dinner, shops, decoration,Check out took more than 20 minutes and there has been lots of mistakes as well. It's never taken so long and the staff was arguing back to me as well.",Staff
"good service.. but average rating on food,service, location, pool area,comfortable",Comfort & Facilities:Staff:Value for money
"Average,Location is good which is convenient. Bell boy and receptionists are good. Facility ok.,In average but good at lobby lounge and room service are below standard.",Comfort & Facilities:Staff:Food
"Nice hotel ,Nice, clean room,Nice hotel in gereral , but loccation is not good ,",Cleanliness
"Good,location,good",Location:Food
"typical biz hotel,new, staff and food,Ok",Staff:Value for money
"Good experience,In-room dining was fast and efficient; check-in and check-out was fast; near two malls,Stayed at EDSA Shangri-La Manila for the New Year's. It was worth it!",Staff:Food:Location
"luxurious,comfort, elegant, great service,superb!",Comfort & Facilities:Staff
"Mrs,Aqua area for kids,Health center was under renovation. Food in Heat resto was not good.",Comfort & Facilities:Food
"ok,near the mall,its ok",Location
"not a great locations for shopping,dcor, staff, room,good",Location:Staff
"Wonderful hotel, quiet rooms ,clean, quiet, good ppol and gym,excellent , out of the crazy manila and very quiet close to SM mall can purchase many fresh fruits",Location:Comfort & Facilities:Cleanliness
"Very Comfortable,Next to good shopping malls and good staff",Staff:Location
"very welcoming atmosphere for busy travellers,the friendly staff, location and good breakfast buffet",Food:Location:Staff
"Over-priced hotel,Just being close to Malls,It was okay but I think it's too expensive for a small ordinary room. There is nothing special about the room.",Value for money
"it was fun,location, summer palace restaurant,i love staying in this hotel because it is connected to the mall.",Location
"nice stay,clean, location and service,very good except the traffic at this place is always jam",Location:Food
"Depressing. Swimming pool was under construction,Comfortable bed/beddings. Excellent staff.",Comfort & Facilities
"A good business hotel, with helpful staff ,location, staff, room comfort,Service and room were good, however I found the services (e.g. in room dining) overpriced.",Staff:Comfort & Facilities:Location
"It was a short stay for business,location is close to the area we were visiting",Location
"Near the new shangrila mall,convenience, big rooms, clean",Location:Cleanliness:Comfort & Facilities
"Ideal business hotel,Clean, decent size and convenient,Pleasant. Time for a room upgrade for some rooms",Comfort & Facilities:Value for money:Staff
"Nice Hotel,Good location, Nice room, Good food",Location:Food
"Good hotel for business travelers.,Clean, comfortable, friendly staff",Staff:Comfort & Facilities:Cleanliness
"Quality place,Large clean room, nice bathroom, good service",Cleanliness:Comfort & Facilities:Staff
"Lousy room with a foul smell (non-smoking),Location, lobby, check-out,Confused staff, very small basic and smelly room, outdated bathroom,the hotel bar is usually empty or closed",Comfort & Facilities:Cleanliness
"Great Shangri La experience ,Location, great food and great service,Stayed at the Garden Wing. These were older rooms and hence ""cheaper"". But overall a comfortable stay.",Food:Location
"Nice Hotel,Good location.,my stay was ok. however i have stayed in the shangri la in shanghai, and the edsa shangri la is definitly not at the same level of quality.",Location
"Cute hotel in the middle of Mania.,Good accessibility.,Up to standart with slightly seasoned design. Excellent breakfast buffet.",Food
"its shangrila. ,the shangrila experience,stayed for 2 nights at edsa shangrila. plenty of construction going around the area. overall a good stay but did get the feeling that the staff were a little indifferent.",Location
"Good experience overall,Great location; good staff.,Smooth airport transfer, quick checkin, luggage delivered swiftly, friendly staff, clean room. Good breakfast at Horizon Club, albeit with limited than normal selections. Will definitely stay again.",Staff:Food:Location
"Great experience,Lcoation, staff,Smooth airport transfer, quick checkin, luggage delivered swiftly, friendly staff, clean room. Good breakfast at Horizon Club, albeit with limited than normal selections. Will definitely stay again.",Staff:Food
"almost perfect,location,Nice rooms, great pool area that looks like a resort, good location, but still lack of Shangri La Standard",Location:Comfort & Facilities
"Good locations close to malls. ,Location, large room, good working environment,Furnitures a bit old, some are broken but I understand they are now renovating.",Location:Comfort & Facilities
"Good attention to detail,The decor and facilities,The rooms in the Tower Wing are being refurbished. Our room was fine, but a remake is about due. We had a leak in the bathroom, but it didn't bother us too much.",Comfort & Facilities:Cleanliness
"Typically Shang......,All that you've ever enjoyed in any Shangri-La Hotel is here, in the ""other"" city center of Manila - comfort, luxury, style.,We liked the bar on the 2nd floor on top of the escalator",Comfort & Facilities
"Nice Hotel,SPA is good,Nice and clean hotel. The Spa is good. Clean rooms and nice buffet. Shopping mall is connected to the hotel. In the week a bit far to get to makati downtown, because of traffic.",Location:Cleanliness:Food
"Good hotel but with downsides,Central, good service, good bed, lovely breakfast,The room was smelly and the hotel bars are not up to standard. It doesn t feel like ""home"".",Comfort & Facilities:Food
"Service is ok,Comfortable",Staff:Comfort & Facilities
"edsa shangri-la manila hotel,pool area and gym,Great hotel, excellent staff but rooms tired and in need of upgrade.",Staff:Comfort & Facilities
"nice clean small hotel,Location, center of town,comfortable one night stay, great location for shops, restaurants, especially the very good waterfront and night market.",Location:Food
"Okay, not really worth the money,Location is very good - everything you need is easy walking distance.,pool is nice, but very crowded. rooms need renovation - i expected more from shangri la.",Comfort & Facilities:Location
"Lovely hotel,Good location next to shopping mall,We enjoyed our stay with a little disappointment by the bathroom door which cannot be properly closed.",Location:Comfort & Facilities:Food
