Opinion,Classification
"Exceptional,Great place if you plan to stay around Edsa. the hotel is close to the mall if your plan is to shop and eat, and just to relax. There are few local family restaurants in the mall that became my favorites in day 1.",Location:Food:Comfort & Facilities
"Not up to Shangri La Standard ,Slow service all around from check in to leaving no help with luggage soon arrival service in the lobby lounge very slow and when I asked for a metered taxi waited 30 minutes for them to get one. Location is poor only the mall is nearby traffic is terrible and interior of the hotel is dated",Staff:Comfort & Facilities
"An Oasis in the City,I love the resort feel Edsa Shangri-la always brings to our staycations. Staff are pleasant and attentive especially at Heat. Was disappointed though that there was no welcome fruit when this is standard for Golden Circle members.",Staff:Food
"So so Stay,Went there during the holiday break but I guess a thousand other people had the same idea. Pool was jam-packed, took hours for the valet to get our car upon check out, frayed nerves, etc. However, staff were still friendly and pleasant despite the difficulties of having to deal with all those customers! Surprisingly, check-in and check-out were managed well despite the multitude of people.",Staff
"I love everything about Edsa Shangri-la,IMHO, better than Makati Shang and Shangri-la at the Fort! I love the resort feel, much like Shangri-la Mactan. Service, facilities are top notch! I'm sure it'll be the start of a family tradition to book every New Year! Keep it up!",Staff
"Overall Good Hotel,This is a grand hotel with top dining facilities, friendly staff and an opulent lobby. It's in a great location and overall I had a comfortable stay. However, I was a little disappointed about the condition of my room (7th Floor, Garden Wing). Considering the price I paid, the room was rather old and dated, and it looked like it could do with being renovated. All in all, I will give it 8/10.",Comfort & Facilities:Value for money
"Superb.,Twas a perfect get-away, except that the pool is not heated. All the children who were swimming were obviously feeling cold. They were shivering at 12noon. Other than that, everything was great. Well, I woudnt expect anything less than that, considering the price. Hefty tag.",Comfort & Facilities
"So so stay,Overall a fairly good Shangrila experience but could be better. We checked in on 24th Dec. The hotel came prepared for long queues at checkin by deploying more people and additional counters in the lower lobby so it was fast. The hotel was jam packed. There were 2 large venues for breakfast but the lines were still very long on both so we opted to have breakfast at the Lobby lounge. The food was too expensive, poorly prepared, and didn’t taste good at all especially the waffles and coffee. The waitress also got our orders wrong several times and seemed like she was new on the job. Not even apologetic. Checkout was also quick but getting the bellman to bring our luggages down to the lobby took an hour! The biggest nightmare though was getting the valet service to bring our car to the hotel entrance. Understandably the hotel was full and everyone was checking out at the same time, but it took about an hour’s wait before we got our car. 😩",Food:Staff:Comfort & Facilities
"Good,CHRISTMAS DECORATIONS!!!,VERY CROWDED LAST WEEKEND.",Staff:Comfort & Facilities
"Good for the stay.,breakfast buffet food array will not wow you. same rated hotels are better. bread in breakfast not that good, also the eggs (scrambled) are bland",Food
"Won’t stay here again,Facilities are very old & staff are very busy at heat restaurant that they hardly able to serve you or give you attention,Staff at 14th floor doesn’t greet you in the morning",Comfort & Facilities:Staff:Food
"Okay,Breakfast like sitting in a factory. Queue every morning to get table. No personal service throughout our stay.",Comfort & Facilities
"Good,To long waiting at breakfast for someone assign you a table",Food
"It was a very good stay. The kids love the place most especially the kiddie pool and slide.,The kids enjoyed the pool!",Comfort & Facilities
"Pleasant,Took me 3h to get to the hotel. Hotel room is abit old. Ref empty. Room is far from reception then my key cards did not work so it became annoying to go back and get new cards",Comfort & Facilities
"Good,Good to stay. Served a delicious food.",Food
"Definetely will come back,Food is ok,Room size n oool ok",Staff
"The room and pool is great, but the service is unremarkable and the food is merely okay,Liked that the hotel itself looked amazing and the location of the hotel is near a mall with plenty of interesting things to do. The pool area is so relaxing. The bed was comfortable and the room itself is quite spacious.,The service is unremarkable. For a hotel that prides itself as welcoming you like a member of their family, their service is bland and you can feel that people are just there to do their jobs. This is quite disappointing because I always thought of the Shangri-la brand as something premium. The breakfast food at the HEAT buffet was okay. Like the service, it was nothing remarkable. Most importantly, we booked a room at the Shang to celebrate the birthday of my partner. Even if the hotel knows that it was her birthday (she used her rewards card to book the room), there was no effort to extend additional service or even a simple greeting. Again, the service is very bland.",Food:Comfort & Facilities:Staff
"Nice,Reception was great,Staff at HEAT needs training",Staff:Comfort & Facilities
"Exceptional,The service was great,None",Staff
"Superb,The staff are very accommodating and very helpful,Parking.",Staff
"Very good,great place to relax and forget about the outside world. a very nice pool and poolside,at times the lines are long at the reception area.",Comfort & Facilities
"Great comfort with bad WiFi,Great service, friendly staff, Horizon Club lounge, breakfast,WiFi is really terrible if you need to create a VPN with office. Why replacing towels on the rack if you participate in a ‘save the earth’ program. Nice service but not compliant on their program.",Staff:Internet
"My stay, quite okay and relaxing,,Facilities are excellent epecially the Pool area my kids enjoyed the area.,The room, is too small, and the bed I thought it is a Queen bed.?",Comfort & Facilities
"Awesome!!!,Pool is too cold. Food in the pool are way to expensive and they dont taste that good.",Comfort & Facilities:Food:Value for money
"Awesome,Their swimming pool and the very accomodating staff in front desk kevin,The few selections of food in the afternoon tea at horizon",Food:Staff
"Enjoyed n satisgied,Clean n staff were good n professionals,Horizon lounge should provide more choices in dinner n extend time to at least 830pm",Food:Staff
"Excellent!,I liked everything!,nothing!",Value for money
"ShangriLa always delivers. Some staff (not all of course) were too busy (swamped by work probably),ShangriLa EDSA has an incredible breakfast spread, one of the best. The room they gave us is spectacular (with jacuzzi) and beautiful view of the pool and garden. The room 641 , however, is showing wear and tear and needs to be refurbished and modernized soon.",Staff:Comfort & Facilities:Location
"really the best hotel chain in manila,always a perfect stay. staff always goes out of their way to please. food, amenities, eveything was perfect.",Staff:Food
"Over priced and not tasty. ,The restaurant is over priced and not tasty. They charge for the food and say it’s “all inclusive” but In fact they ask you to pay more for drinks.",Value for money:Food
"Staff are very courteous & efficient,Staff are very courteous except we had one problem regarding the upgrading cost we had a miscommunication but it was solved right there & then",Staff:Comfort & Facilities
"Great Longweekend!,Everything is great except for their HEAT buffet restaurant. Not worth it for the price :( Few choices only for a 2.4k+ price.",Value for money:Food
"old hotel not recommended ,pros Near to.the mall cons long queue for check ins rooms outdated not sound proof...definitely can hear voices at the next room. too crowded in the lobby too many guests in the lobby walking no privacy not classy like other shang hotels",Comfort & Facilities
"Excellent Service,The Front office supervisor, Ms. Edz, was very friendly and understanding, thank you for accommodating our request. Overall, excellent service from all the staff. Our children were very happy swimming and using the water/pool amenities. Will definitely return and recommend to our friends.",Staff
"Acceptable,I was requesting for a battery replacement for their tv remote and it took half an hour to replace it. There are no coordination between staffs that after replacing the battery another staff went to our room and bought another battery. Facilities need to improve.",Staff:Comfort & Facilities
"Almost Excellent (Except for the Breakfast Buffet),I (We) been long time clients of this hotel since the early 2000, everything about ESLM have always been perfect, but the Breakfast Buffet last Saturday was really disappointing. We usually have this at HEAT but this time we were asked to go to this make shift/temporary tent, we totally understand that it's a busy season and the hotel was packed, but the quality of food was just ""Not ESML Level"" this time. Didn't even bother to finish my first place because the food was bland and even the usual classic bacon was dry. Like what happened? Anyway, the rest of our stay was perfect, from the lobby lounge and the customer service was always, second to none. Will I come back? Of course ESML is always one of my favorite hotels for doing staycation. I hope that Breakfast Buffet experience will be the last though.",Food:Value for money:Comfort & Facilities
"Excellent,The rooms and facilities are great as always! Their buffet restaurant, The Heat, needs to improve their menu selection and food quality, though. My family has been eating there for more than a decade and the quality of the food has declined.",Food:Comfort & Facilities
"Beware of lying staff,The hotel is adjacent to the Shangri-La Mall and near Megamall, but the area around it is busy, crowded, and smoggy. Even the window view is dismal. As for the hotel itself, it still looks okay but the signs of aging are very obvious. The walls are thin enough for me to hear the noises from rooms on either side of mine. However, I was most disappointed in their staff for their dishonesty and inefficiency. First, I queued for more than 30 minutes before checking in. I was in line at 215pm and didn't get to the front desk until 245pm. The hotel was undermanned on a busy holiday. That in itself was already disappointing, but things got worse. When it was my turn to check in, the front desk staff handed me the key card to my room at the Garden Wing. I had to interrupt while she was describing the amenities. A Garden Wing room? But I booked a Tower Wing room which is more expensive by a couple of thousand pesos, I said. She said that since I requested a quiet room, the Garden Wing room would be a better option. I couldn't believe she was giving me a room that's cheaper than what I paid for! So I stood my ground. She finally admitted a Tower Wing room wasn't ready yet. Note that I had prepaid my room in full via credit card so I don't understand why they didn't prepare a room for me. Also, based on my previous experiences with other hotels, they upgrade your room and not downgrade it if the one you booked was not available. If they couldn't upgrade you, they give you a voucher for a discount or freebie. Plus you get an upfront explanation, not a deceitful tactic. The staff didn't try to explain to me why my room type was changed until I asked, and when I did ask, she made it seem like being given a lower-priced room was a favor she was doing for me. But I wanted the room I paid for. She said a Tower Wing room would be ready in an hour (4pm) and that I could extend my stay by an extra couple of hours to make up for the hassle. I clarified: Could I check out at 2pm for the",Staff:Value for money
"Good,Good",Food
"Good,Good",Food
"Good,Good",Food
"It's a ""Shang""! Expect top-notch everything!,Man, where should I start??? Location, location, location! A mere walking distance from the best malls in the country! The facilities are top-notch. From the pools to the gym, you'll get your money's worth if you have an active family like mine. Everything is well kept and tidy. Staff are uber-friendly since they probably know it costs an arm and a leg to spend a night there. We are repeat-guests for a reason, whenever I'm feeling ""generous"" on a family staycation. It's a Shang! I need not say more.",Location:Value for money
"Wonderful relaxing stay! Highly recommended,I love this hotel! It was so clean! Near the mall and restaurants. I love the gym although the view wasn't too nice. The staff were so friendly. I love the lobby. You can grab a drink at the lobby while listening to someone singing-- It was lovely.",Comfort & Facilities:Staff
"Excellent,Shangrila has truly proved their capacity to deliver good service to their clients.. Very efficient,friendly,accommodating staff-- for me this is very important. Maybe just improve on food choices in their menu but overall experience is excellent.",Staff:Food
"Shangri-La is the place to be with kids,Its not a new hotel but we've stayed here for a couple of times already. My kids love their pool and breakfast is always a delight at HEAT. Its surrounded by malls so whatever you need you can walk outside. It's always a good stay in this hotel!",Comfort & Facilities:Food:Location
"Typical Shangri La hospitality but property is a tad outdated,Comfortable stay. While guests are welcomed by world-class Shangri La hospitality, the rooms are outdated compared to some newer options in Manila. The facilities however are up to date in this property which is definitely a plus point.",Comfort & Facilities:Location
"5 Star!,We love staying in this hotel for a truly relaxing stay and excellent service. The price is worth the stay. Once you check in, I would suggest to enjoy your whole stay and checkout as well the hotel facilities. Don't go out for anything not very urgent or important!",Staff:Value for money
"Exceptional,We enjoyed the Enchanted Forest halloween event :)",Food
"I wish we could have stayed longer.,Room was ready at arrival including the requested extra bed. There was a complimentary birthday cake.,No bath tub.",Comfort & Facilities
"Beautiful centrally located hotel but difficult access due to traffic congestion,Very nice room (had a suite) with great view Staff was helpful Breakfast buffet was ample,It's not really the hotel's fault but the traffic was horrendous in the area Staff although helpful was scares Breakfast buffet had limited fruits and you had to pay extra for certain dishes! (eggs benedict)",Food:Location:Staff
"Overall, good place. Will stay again.,The buffet breakfast at Heat is something you shouldn’t miss. Wide selection although some of the food might have been seating far too long on the counters that they end up being cold already. But still very good, you can ask for a new batch to be cooked, anyway. Another thing is the hotel is directly connected to the Shangrila Mall, so shopping for extra necessities (like swimsuits) wouldn’t be a problem. Along with that, many reviews say that the hotel’s tower wing is quite old looking so we didn’t expect much but it looked quite modern when we arrived, probably because it was renovated recently. Also, I specified in my booking that my friends & I are staying at the hotel for my friend’s late birthday celebration and the hotel was kind enough to send a cute ice cream cake for my friend, simple gesture but definitely appreciated.,We requested for a room with bath but didn’t get a room with bath. Probably because of the availability of the rooms so this is not much of a big deal. They did however fulfill our other requests such as an upper floor room since we’re sensitive to noise. Another thing is the TV’s signal in our room was really bad. No HD channels during our stay. Also, heavy traffic often occurs within the area of the hotel so take note of that.",Comfort & Facilities:Food
"Memorable and admirable :),A big salut to the staff. Every department accommodated our requests promptly and with a smile. I couldn't ask for a better service than what my family and i have experienced. I would like to commend the servers at Heat especially Lawrence, for giving attention to all our guests last Friday night. The people from Front Desk, Jel and Kevin,are very wonderful at their job. I hope they continue to give good service to other families too. As for concierge, the fact that our bellman remembered that he checked us in and asked how our stay was speaks a lot how they're all well trained and show how they love their job. Thank you Edsa Shangri-La for a memorable stay. :)",Staff
"Nice stay,Bed are big and comfortable, toilet was clean,staff is nice,Nothing",Comfort & Facilities:Cleanliness
"Great for staycation with kids.,Nice resort-like swimming pool. Kids enjoyed the stay and we were given small cakes for my daughter's birthday. There's also free WiFi in the room.,Mosquitoes at the swimming pool restroom.",Comfort & Facilities:Food
"Best hotel for a family with young kids!,We upgraded our room to the suite room , then automatically made us members of the Horizon Club. The lounge is exclusive and has overflowing mini desserts and coffee. There was a jacuzzi in our room.😊😊😊,Wish the buffet was longer",Food:Comfort & Facilities:Value for money
"Exceptional,i like the ambiance of the place as well as the service.,The quality of the food should be at par with the hotel’s name. I ordered the Surf and Turf but the quality of the steak is very disappointing.",Food
"It was a fun and relaxing stay for both adults and kids.,Wide buffet selection with delicious food varieties. Friendly and accomodating housekeeping and front desk staff. Kid friendly hotel.,Requests took a while before they were delivered to room. Sometimes requests were doubled because they didn't coordinate that item had already been delivered. Wait staff at Heat were limited and slow.",Staff:Food
"A real paradise in a large city which is not my favorite.,I am a frequent guest of this hotel since December 2000. It is always a pleasure to return.",
"Amazing staff, excellent space and service,Front desk / concierge / housekeeping /in room dining/ Horizon club / Pool / Spa all the staff in each of this service area is well trained, professional and anticipated my needs and delivered their best throughout my biz trip. AMAZING. I will return in a heartbeat without considering any other option.,The room feels somewhat old/dark but maybe because the curtain was always drawn up after housekeeping.",Staff:Comfort & Facilities:Cleanliness
"Exceptional,The overall service, food, accommodation, amenities, ambiance was Excellent! I love the complimentary chocolate for the hotel's silver anniversary!",Food
"Definitely coming back with family!,Family friendly! Love the pool with kid friendly side!,None",Comfort & Facilities:Staff
"Its comfortable,Convenience at its best😃,Nothing",Comfort & Facilities
"Fun and relaxing,Staff was very accomodating,Valet parking cost P150 even if we were staying in the hotel",Value for money
"Exceptional,Everything was just perfect. Loved the location since its just beside SM Megamall, the room was great, soft bed, very clean comfort room and very accommodating staff. Thank you for making my stay in your hotel comfortable and fun. Will definitely come back again! :),None",Comfort & Facilities:Location:Cleanliness
"Superb,They had a bed that you could not get out of and service that made you feel like a King :),That we didn't stay longer!",Comfort & Facilities:Staff
"Exceptional,I like the ambience",Comfort & Facilities
"Awesome!,The staff is very friendly. And of course the buffet!,There is no changing diaper area in PWD comfort room",Staff:Comfort & Facilities:Cleanliness
"""upgrade?"",I booked for the upper floor room (13-14th) they call Horizon City rooms, as I know that the rooms are clean and the carpets are well maintained but they gave my husband (wasn't able to join him on the first day) an ""upgrade"" and they assigned him a suite with larger area but on the 6th floor where everything is old and smells a little musty",Cleanliness:Comfort & Facilities:Staff
"Zombie staff,the stay could have been excellent if there was a presence of the staff. Everybody was too busy doing what they needed to do, usually from the 1st customer touch point there are greetings but with this hotel there was none. We will be back anytime soon thanks",Staff
"Staycation when in Manila,Beautiful hotel, with great staff and service. Love it that there is an access to Shangri-la Mall. Breakfast was a blast with so many selection. Will definitely come back and recommend it to my friends.",Staff:Food:Location
"BAD Experience!,This may be my worst stay at any 5 star hotel ever! Checking in took more than an hour. Apparently, they have overbooked and the room I booked wasn't available. While other 5 star hotels would automatically offer a room upgrade since they were at fault, no, EDSA Shangri-La asked if I can pay extra for a bigger room that was already available. Needless to say, I wasn't willing to pay for the available room, so I waited forever till I can check-in. No drinks, no nothing to compensate or to help me with the waiting. THE FREAKIN VALLET SERVICE BUMPED MY CAR! When I got home from the hotel, I found a big scratch on my car and the paint job tore up. I immediately called the hotel up and told them one of their drivers damagted their cars, after a half a day of waiting for their response, they call me to said if they can just apply a rubbing compund on my car to hide the scratch. ARE YOU KIDDING ME?!!! Then when I said no, attempted to make me feel guilty by saying that their driver would have to pay for the damages and will be deducted to his salary. I haven't heard from them up to now. VERY DISSAPOINTING!",Staff:Value for money
"Great stay, even if a hotel is older, still keeps up with modern hotels,Great stay, great staff, nice rooms and beds, delicious food, great service, everything looks nice and luxurious. only issue we had, is we misunderstood the free complimentary breakfast to be also free if you request for it to be delivered in room. Apparently we paid for the whole breakfast, felt that the free breakfast was wasted.",Food:Staff:Value for money
"My favorite hotel! Great service !,gym and sauna facility, location - connected to mall, good breakfast,It was overall a very pleasant stay. We were able to stay at the newer renovated wing. Service is still the best of what you expected of Shang. I truly enjoyed the gym and the steam sauna facility. Compared to other 5 star in the Philippines. the gym and steam are better, clean and well maintained. The buffet is not as good as before but services provided by the staff makes up for it. My request for late check out was granted and my request for roll out bed was also granted with no extra charge. Although the hotel is older, I really feel the pamper feeling whenever I am at Shangri-La compared to lets say Marriott or Solaire.",Food:Comfort & Facilities:Staff
"Great Hotel,Grand lobby, big room and nice pool,Shangrila has a grand lobby that makes you feel like you really are on vacation, the pool is charming and huge which made my kids quite happy. The room is very clean and big. The staff are super friendly.",Comfort & Facilities:Staff:Cleanliness
"Excellent Experience, apart from valet service,Hospitality, Elegance, Food,Was an excellent stay overall, should had been perfect if not on the looong wait for Valet service during checkbout :( Since my wife and I had been waiting in the lobby for more than 45 minutes already for our car on Christmas Day, I decided to go directly to the parking area only to be surprised that no one had picked up our car yet :( Hence I kindly asked the Valet attendant in the parking area for our car key and drove ourself out.",Staff:Comfort & Facilities
"First impressions,location for business, hotel staff, Club lounge,I usually stay at another hotel, but this time I needed to be close to Ortegas for business. Club lounge was great for breakfast and general relaxation. Its not the hotel's fault of course, but traffic around the hotel, and on EDSA, was massive, and you need to make sure you leave yourself plenty of time to get around.",Comfort & Facilities:Food
"Five-star Hotel in Busy Location,professional staff, access to mall, newly renovated rooms,We had a good stay. We were offered a bigger room at a slight increase in price. The staff was friendly and very professional. We expected more free amenities like a Nespresso machine or other coffee machines, but all in all the room was good. Pricey stay but worth it.",Staff:Comfort & Facilities:Value for money
"Comfy and spacious room,1. conveniently located 2. comfy and spacious room 3. food was great,Booked hotel with breakfast. Apparently when we were there the staff told us it was not included. In our voucher, it was not included as well, but when i was booking for the room, I am sure that I have booked the one with breakfast. In the VIP lounge because we were allowed to had our breakfast on the first day, they charged us 2 persons only, but on the second day, we were surprised after our breakfast at the heat, they were charging us 5 persons already including kids. This incident should have been avoided if on our first day they had told us that there was no breakfast included. We only found out after our second breakfast. The receptionist wasnt that friendly to discuss what was on the voucher. Also, I am having problems booking with Agoda that is why I seldom use Agoda now.",Food:Staff:Value for money
"A small oasis in the bowels of Manila,Staff performance was superior, great breakfast buffet (if included in your room), great shopping at Ortigas,EDSA Shangri-La, not to be confused with Makati Shangri-La is a little oasis in the depths of Manila. It's amazing, even for me, that things can be SO different just a block away. Located in Ortigas, it's a nice little area for high-end shopping (if you don't want to battle your way down EDSA to Makati) and cut off enough from the rest of the area to be quiet. You can walk next door to Mega Mall, or take a stroll over through Ortigas for some additional good dining options. As in other places around Manila, just be aware of your surroundings, and be sure to know what side of the street you're on.",Location:Food:Comfort & Facilities
"Expensive but safe and reliable,Staff, airport transfer, facilities,I usually stay here when on business in Manila as it is safe and convenient. However I am now looking at other options because of the value for money factor. The hotel is always very crowded especially at breakfast and the buffet is good, but not spectacular. The rooms are good as you would expect but smell musty and I struggled to get the aircon to be cool enough. The pool is nice. The staff are great and extremely helpful.",Comfort & Facilities:Food
"Perfect location, great staff, happy breakfast.,Location because it's connected and in between nice malls, friendly courteous helpful staff everywhere, great breakfast buffet selection. I recommend it especially to tourists who visit our country.,It was a restful, relaxing, great two night stay that startd with a smooth check in by the very friendly and helpful staff at the reception named Nicole. The room was nice. The breakfast before buffet at Heat Resto starts your day perfectly with a wide variety of selection from the buffet, which means you can opt to have different breakfast experience per day to your liking. The pool area is quaint and pretty, however if the pool were heated it would have been perfect to take a dip even on a very cold weather like the day we were there. Was also looking for a steam or sauna area to complement the swim but was told it was still under renovation. Otherwise, this is a perfect place to stay in especially because of its proximity to the nicest malls (it is connected via a bridgeway to my fave mall Shangrila and a few steps away to SM Megamall), that's why i thought if i were a foreigner visiting the country, i see this as a perfect choice of hotel to book. 😊",Food:Comfort & Facilities:Location
"Amazing service,food, gym, staff,The hotel was absolutley amazing! I have never had so good service! Although when i checked out they tried to charge me double for the breakfast although I had already paid for it. The breakfast buffee was really amazing, i wish i could have stayed longer and try more things! its just worth coming to eat here! Really wow! The gym is nice too and open 24 hours, so you can take a really late or early workout :) The pool however closes at 22 already. The internet wifi worked everywhere in the hotel just by joining the wifi, no log-on crap. Very nice! Rooms are nice too but I didnt have a bath tub in my room, only a shower, too bad. Really nice place though, def classy!!",Comfort & Facilities:Food:Internet
"I love this hotel,Clean, attentive and friendly staffs, centrally located,Excellent place to stay. Near to local foods, resto and bars. Friendly, attentive and responsible staffs. Very nice clean room, toilet and shower. I love the location, it's near to all I need. Very nice pool for my son to play around.",Location:Staff:Cleanliness
"Generally fun and relaxing,It is centrally located, good food, and has a really nice ambiance.,Our family's weekend stay at this hotel was generally fun and relaxing. It was what we expected and was not disappointed at all. The pool is really nice and my kids who are 5 and 4 enjoyed playing in this area. The room is clean and very comfortable. The hotel ambiance is relaxing despite the events taking place (wedding and some birthdays)during our stay. One thing that we truly enjoyed is the room service dining. The restaurant was crowded for the Sunday breakfast buffet so we decided to have breakfast inside the room and we did not regret it at all.",Food:Comfort & Facilities:Location
"A truly 5-star international hotel,Quality restaurants, ambient and service,Most enjoyable. Friendly staff and efficient service. Room was nice and comfortable after the renovation. Check in and out was quick, unlike some guests' previous complaints. The Paparazzi Italian restaurant most recommendable.",Staff:Food:Comfort & Facilities
"High standard of service for business travellers,Service, comfort, food,I stay here for my regular business trips as although it is very expensive and way over the budget I need to spend for any other countries in South East Asia, it is the best and safest option for me. Wifi is free which is an advantage. The staff provide a high level of service. This time, I was upgraded to the Horizon club floors which meant I was able to use the club lounge for meetings and enjoy the free drinks and snacks while working after my meetings. This was a pleasant surprise.",Staff:Food:Comfort & Facilities
"Good staff, great location and value for money,staff, food and gym,Check in was a breeze and very quick and efficient. we are impressed with all the staff, the food was excellent, we ate at the Italian restaurant. Although we had to move rooms because of a toilet blockage it was painless. HOtel is next to lots of cafes and a couple of shopping malls.",Staff:Location:Food
"WILL BE BACK!,The king bed was very comfortable. Very few coffee sticks!,I was too busy to notice. We had an event which I helped organize and I was dead tired after the party!",Comfort & Facilities:Staff:Food
