Opinion,Classification
"My favorite ,My favorite hotel.. One of the best hotel I stayed too.. In the list of my top3.. I love the staff,, very friendly and courteous and I really feel at home here and I feel special and loved..",Staff
"Excellent place as expected,Its my 2nd stay in Shangri-La Mactan and the experience is always the best. They have all the amenities we as a couple need.",Comfort & Facilities
"Value for Money,Comfortable rooms although balcony during a hard rain tends to overflow. Nice breakfast buffet although limited in selections. But still the best resort in Mactan (IMO) after trying other resorts. I actually enjoy the activities they offer.",Food:Comfort & Facilities:Value for money
"Great but need a refurnish! ,Abit overprized! the rooms were tired but the facilities made up for it! Great beach and great food!",Comfort & Facilities:Food
"Good,Especially, the private beach was awesome. You can watch Nimos in front of your eyes",
"Need to improve on hospitality service,We enjoyed the snorkeling and beach view, however hotel staffs seemed arrogant and demeaning when we approach them, esp. the pool area beverage servers (Note: We are very polite and nice when we approached them)I understand that almost 80% of their guest that they were foreigners but they should give equal courtesy to Filipino guests. After snorkeling, we are surprised that there’s water interruption that day, common CR is quite far from our room and we are too tired to roam around, sadly, they don’t find alternative when we requested for one (got rashes afterwards coz we waited for 3 hours before it got fixed!!!)",Staff:Food:Comfort & Facilities
"generally speaking, good location with very good facilities.,reception staff need to be improved.",Staff:Location
"Great place,Had a great time. Everything was brilliant. The best wad the beach and the staff looking after us. Our favorite restaurant was the Crowley cove a great seafood menu.",Staff:Food
"The price is too high,This hotel probably the best in Lapu Lapu, but the price you have to pay for this piece of luxury is not justifiable.",Value for money
"Excellent Experience,Worth to go!!",Location
"awesome place,Superb",Comfort & Facilities
"Ok. ,We requested for an early checkin since our flight's schedule was a bit early. Staff refused and made us wait for a few hours (until regular checkin time). They shouldn't have placed that option in the special request tab. I had the same experience with Crimson Hotel before but unlike Shang, they treated us very well and accommodated our request. I should have booked with them instead. Poor customer service and could be better.",Staff
"Family vacation in Cebu, Philippines,We are not so pleased with the room location by the main wing supposed to be facing by the garden but the big roof was blocking the view infront of the balcony. But overall, the location, the staff services, the facility and the easy access to the beach and water sports and the pool was great.. the wifi was awesome it was very fast it's just like you are in the USA. The Tides restaurant was great, we wanted to mention Michael (Mike) in Tides who made our daily breakfast great 😃 Good customer service. Noe in the front security was very courteous who made our easy access to the transportation... The Cowrie fine dining was awesome overlooking by the ocean, the buko bar, the breeze bar, the main lobby at night is perfect for some drinks while listening to the music..The only thing I was shocked was the taxes they have the VAT, BEVERAGE TAX, FOOD TAX and understandle 10% Gratuity is already added so don't be surprised for a lot of charges added to your orders/bills. When it comes to comfort and fun , This will be definitely our 2nd home whenever we drop by off Cebu next time.. I have referred my cousin already and they just booked and stayed right now👍👍👍",Location:Food:Comfort & Facilities
"great summer get-away ,Wish we stayed longer. . .planning to return to this paradise!",Location
"Good,Nice view",Location:Comfort & Facilities
"Great place to relax.,Friendly, smiling staff. Beautifully landscaped. Nice house reef for snorkeling - especially in the early morning. Nice dining options if you like calories. Good fitness facility.,Would have liked a few healthier meal options. Plenty of beach lounge chairs but can always use more in the shade. Day trip options are kind of pricey, but good thing is that with such a nice resort, no need to leave.",Comfort & Facilities:Food
"Friendly Staff, great location,Friendly and accomodating staff, great facilities well maintained, location",Staff:Location
"Exceptional,Everyone seem so friendly, helpful and warm. It gives me a very homey feeling. Breakfast buffet at Tides is superb. Good variety of food and beverages. And yes, it does taste good.",Food
"My Great Time in Shangrilla Mactan..,The food!!! The service!! The variety of things to do!!! The culture dancing on Monday night was super !!!,I did not really like the Apple Crumble.. It needs to be a little bit more cruncy and traditional..",Food:Location
"Never Failed To Amaze Us,Staff, Services Environment & Comfort were all excellent,Nothing at all",Staff:Comfort & Facilities:Internet
"Worst Shangri-la hotel ever!,Pool was great except very dirty, there was two worms one of which was about 40cm long in the pool. The grounds of the property are beautiful and well maintained. The staff always greet you when walking past,Reception staff were rude and unemotional when we hd a problem. -The room was so old and smelly even after co Planning multiple times and asking for a newer room we were left unattended for three days. - I always stay at Shangri-la hotels around the world but free this experience I wont. I was shocked how poorly it was run.. -",Staff:Cleanliness
"Christmas Eve,Facility and the high quality of Rooms. Ambience,Usually Shangri-La is for me the top of the line in Servie, catering and food but during our stay on 24 to 25 of December the Staff was task overloaded with lots of misstakes. Im visiting Shangri La especially in Makati every year twice but have never got a feeling they get out of there profession until now. It was 24 of Dec so i close 1 eye but for 700 USD i expect more!",Value for money:Staff
"Sheer Class,From the moment we entered the hotel till the moment we left we were made to feel very special and were well looked after. The staff are very attentive and will go out of their way to look after you. This is a top notch hotel and I would definitely recommend the ocean club rooms. The breakfast was fantastic with something to offer everyone and the evening meal was very romantic for my wife and I. We were able to relax at the hotel with ease and found every comfort we could ask for. This hotel is a step above the rest of its kind in Cebu and its the people who work there who make it just that.,Had to pay for the shuttle bus to the shopping mall.",Food:Staff:Comfort & Facilities
"Good,Location very friendly staff excellent landscaping breakfast buffet,Very limited a la carte",Staff:Food:Location
"Not a real 5 stars,Beach Wifi,Air conditioning was noisy, The food in the beach was bad, The breakfast was too crowded, Everything overprice!",Food:Comfort & Facilities
"Exceptional,All perfect. Especially for kids, a lot of activities (kids and adults), amazing beach, pool and service.",Comfort & Facilities:Location
"Exceptional,Todo muy bien. Muy buenas instalaciones,La habitacion era doble y solo teniamos una puerta de separacion y oiamos la habitacion de al lado",Comfort & Facilities
"Séjour inoubliable,La chambre était spacieuse et le lit très confortable. La gentillesse du personnel.,Les taxes de service très élevé dans cet établissement en autre les taxes de service pour la chambre (lit, draps de corps) qui devrait être inclue dans le prix de la réservation.",
"Un séjour de rêve!,J'ai tout aimé au Shangri La Mactan mais par dessus je garde un très doux souvenir du personnel qui était très attentionné, discret et d'une extrême gentillesse. J'aime les philippins! Quant au reste, j'étais ravie par l'emplacement, les équipements et la plage, sans oublier le petit-déjeuner qui est très varié, très fourni, et vraiment délicieux! Le spa et la salle de gym sont également parfaits. Je suis extrêmement exigente lorsqu'il s'agit de la propreté et en l'occurence, tout était prafaitement propre. Bref, j'étais enchantée par mon séjour!",
"4 jours au soleil aux philippines,Le petit déjeuner La/les piscine(s) (Le soleil, mais ça ce n'est pas l'hôtel),Le personnel : on m'a demandé de payer pour avoir la chambre en early checkin car nous sommes arrivés vers 7h à l'hôtel. Par contre, le jour de notre départ, nous avons fait notre checkout à 3h du matin sans aucune indémnisation! Au final, nous n'avons pas payé d'extra mais je trouve tout de même que la demande était indécente. Les alentours de l'hôtel : aucune activité en dehors de l'hôtel. Il faut prévoir d'aller à Cebu le soir sinon il n'y a pas grand chose à faire. La plage privée de l'hôtel : trop sale, beaucoup trop. Il y a des bouteilles en plastique partout, des détritus partout sur le sable et dans l'eau. L'eau est saturée d'algues mortes. Le restaurant de plage est rempli de petits moustiques que les employés de l'hôtel tentent tant bien que mal de chasser. On s'attendait à beaucoup mieux pour une plage privée dans un hôtel 5* aux Philippines. Le coût des activités et de la restauration : tout coûte cher dans cet hôtel. Etant donné qu'il y a très peu de commerces ou d'activités aux alentours, les prix pratiqués dans l'hôtel son exorbitants. Cela fait 10 ans que je voyage dans des 5 étoiles en Asie mais le Shangri-La de Cebu a certainement la palme du rapport qualité/prix le moins attractif!",
"Un séjour de rêve à Cebu...,Les repas étaient fantastiques, les chambres de l'Ocean Wing sont spatieuses et bien équipées. Le personnel est très aimable et serviable. Resort très complet et zone enfant fantastique. Petit bémol quant aux algues sur la plage malgré un personnel de nettoyage très présent...,Le nettoyage des algues sur la plage.",
"Excellent établissement, lieu somptueux et staff très cordial. Allez-y !,Service clients impeccable. Qualité de la nourriture. Parc arborisé magnifique, entretien des jardins exceptionnels. Plage très belle. Etablissement spacieux et excellent pour les familles (jeunes enfants),Prix relativement élevés, bruit continu de la pompe à eau du jacuzzi de la piscine désagréable, propreté de la mer en zone nageur parfois discutable (détritus, sandales, etc.)",Staff
"desservent,l hotel était sale ! Les banquettes du petit déjeuner toujours taches par des excrements d'oiseaux , les serviettes de la piscine uses . Chaques activités dans l'hotel était payante , on sent que le management est plus concerne par les rentrées d'argent que par le confort de ses clients . Cette hotel ne mérite pas ce qu'il annonce sur internet . Les petits déjeuners sont toujours composes de la meme chose , idem pour les soirees spéciales , ce sont toujours les meme plats . On doit en permanence courir après le personnel lorsque on veut passer commande , bref , inadmissible ! Nous étions en couple avec nos 3 enfants et avions choisis la suite Ocean , manque de chance , ils avaient omis de nous rajouter 2 lits !",
"Calme et détente,Proche de l'aéroport. Dispose de 3 piscine dont une pour les enfants. Plage privée avev récif coralliens sympa a voir.",
"Soleil, plage superbe, nombreuses activités aquatiques, bref... Enjoy the Philippines!!!,Les piscines sont assez grandes pour aceuillir les nombreux clients (avec les enfants), et la plage du Resort est très agréable. Tout le personnel est très sympathique et serviable.,La restauration n'est pas à la hauteur du Resort et du prix payé pour le séjour. Le ""restaurant gastronomique"" en bord de mer, avec une vue magifique et une ambiance romantique, ne propose qu'un choix très très limité de poissons et crustacés. Domage! car le poisson et les crustacés sont quand même rois à Cebu et aux Philippines!!! Grosse déception... il vaut mieux aller manger du bon poisson grillés à l'extérieur (à 500 mètres) à côté du mémorial de Lapu Lapu...",
"Great staycation,Great customer service, excellent facilities.",Staff:Comfort & Facilities
"Very good place,Enjoy the facilities and foods",Food:Comfort & Facilities
"Shangrila mctan,No.1 in cebu",Location:Value for money:Food
"Just ok,Great staff but the crowds were too much for us.",Staff
"Nice 5 star family resort,All Shangri La standard",Comfort & Facilities
"Great!,Perfect vacation!",
"Shangri la,A bit smelly of gas on the 8th floor, the corridor smelled cooked food. The bathroom smell was also not good. I did not smell the signature scent of shangri la as expected. But our stay was great and memorable. Twas really breath taking...",Cleanliness:Comfort & Facilities:Food
"good,goooood",Food:Comfort & Facilities
"awesome time,Very nice rooms and facilities",Comfort & Facilities
"Shangrila Mactan a Paradise,Beautiful setting. Lots of activities for everyone and for all ages to indulge in. Plenty of swimming by the beach and/or in the swimming pools. Multiple restaurants to fill your gastronomic desire. Fast, friendly, efficient service from the staff. All these factors make for a wonderful, fun and exciting vacation.",Comfort & Facilities:Location:Food
"Will definitely come back,Best experience so far.",Location
"great hotel but far from city especially with traffic,shuttle service staff were awful.. i opted to call uber taxi instead..",Staff
"Very good Hotel, with improvement potential,Very good Shangri-La Hotel. Beach is better than in Boracay, but way too less beach chairs. If you don't reserve one early in the morning you have no chance. We had the a OceanClub room, very friendly (but not enough) staff. One of the poorest Clubroom experiences so far. completely overbooked, sometimes hardly find a place. Extremely small snack selection. Afternoon only (very sweet) cake, peanuts and crackers. No sandwich or something similar. Maybe we were spoiled by the club at the Sofitel Plaza in Manila, which were wirliche 5 Stars. This one deserves more than 4 stars. The staff are, however, put a lot effort to make the stay at the club a bit more enjoyable. But here is probably very saved by management. Even beer is only available from 5pm to 7pm. The selection at cocktail time is very small, 3 to 4 snacks, but mostly fried. The best is still the sushi, but here are only 4 pieces rausgestellt (for up to 50 guests in the club). The dive center is well equipped and certainly well suited for courses. Songs will always stay the same 3 dive sites approached (the 3 closest are), so it is very boring.",Food:Comfort & Facilities:Location
"Extra ordinary,enjoyed the beach and the pools. the beach is superb! would suggest if guest will book the ocean wing rooms. esp the ocean club because we really enjoyed the lounge. free food and drinks. the view from our room was okay. we actually requested to be transferred but unfortunately there were no available rooms with a better view. free breakfast was really good. enjoyed the desserts. overall it was an excellent stay. would visit again soon :)",Food
"Playing with fishes at the hotel beach.,Beach, fish, and environment,I booked this hotel purposely for the fish sanctuary as I read from the internet. My son is 4 years old. He really enjoyed playing with fishes by just standing in the water of hotel front beach. The beachfront water has a lot of fishes. The hotel also has free fish food to feed them. Hotel also provide airport shuttles free of charge. The only thing is that the hotel is a bit isolated. We had to eat in the hotel all the time and the food is expensive. The breakfast has a lot of variety, and children breakfast buffet as well.",Food:Value for money
"Best in Local Class,Comfortable rooms and facilities. Good range of activities. location with great natural beauty.,It is beginning to look a bit old. Contact with local community is nearly impossible, just like Thailand. But it is the best coastal resort by far in the lapu lapu/Mactan area. Places like Plantation are embarrassing dumps and are nowhere near this standard..",Location:Comfort & Facilities
"Beautiful vacation. ,Everything,Perfect vacation spot. You can find almost everything within the resort. Staff are always attentive to your needs. Must visit resort.",Staff:Location
"Weekend away,Staff, pool / beach & breakfast buffet,Awesome and relaxing!",Food:Comfort & Facilities
"best hotel,good ambiance, clean n poite staff,good",Cleanliness
"Terrible service ,The rooms were clean. The facilities are kid friendly.,After waiting for more than two hours, they didn't have the initiative to call us that we could already check in. Our luggages came more than one hour after we got to the room. This was after I made 4 phone calls regarding our luggages. Our requests of simple room essentials came more than 30 minutes after. Worst Shangri-La hotel when it comes to service.",Staff:Comfort & Facilities:Cleanliness
"Exceptional,tres bien sous tout rapport",
"Mein Aufenthalt war 16 Nächte, war mit Zimmer im Ocean Wing,und den Restaurant sehr zufrieden.,Die gesamte Pool und Gartenanlage Frühstück sehr gut,man konnte zusätzlich alles bestellen,wurde sofort ausgeführt,Die Zimmereingangstüren sind etwas zu laut beim schließen.",Comfort & Facilities
"Good,Super reichhaltiges Frühtstücksbuffet...,Check in und check out dauert lange... Rechnung am Schluss unübersichtlich und nur der Manager on duty konnte mir meine Fragen dazu beantworten...",Staff
"Resort-Hotel mit Schwächen,Die grosse Eingangshalle wirkt einladend und edel. Das Hotel bietet ein All-In-One Angebot, mit mehreren Restaurants, Strandbars und einem SPA. Die Zimmer sind gefällig eingerichtet und haben bequeme Betten.,Das Hotel erinnert eher an ein Robinson Familien-Resort als an ein Luxushotel im engen Sinne. Für Paare eher ungeeignet, da das Hotel riesig ist, dieses deshalb überlaufen wirkt und man nur schwer abschalten kann. Neben den für die Philippinen relativ hohen Zimmerpreise, sind die Preise für Verpflegung aber auch Massagen, masslos überrissen. D.h. auf einem Niveau, das für Singapur oder Hongkong üblich ist, wenn überhaupt.",Food
"gute essen/hotel,Frühstück Buffet, nette personell...grosses Bett,kleine privat strand, sauber",
"Auf jeden Fall ein Aufenthalt wert,Die Freundlichkeit, Sauberkeit und das Angebot u.die Vielfältigkeit des Essens, schöner Strand u.die Sicherheit in der Anlage,Die Zimmer wären allmählich renovierungsbedürftig",
"Toll für Familien, die Strand, Schnorcheln und Wassersport lieben!,Toller Strand, tolles Schnorcheln! Toll mit kleinen und großen Kindern. Das Servicepersonal ist sehr schnell und kinderfreundlich. Wir haben Island hopping gemacht und waren vom Wasser und den Stränden begeistert. Aqua ist ein besonders gutes Restaurant.,Die Zimmer (wir waren im Ocean Wing) sind mittlerweile ziemlich in die Jahre gekommen und auch nicht besonders groß...",Comfort & Facilities
"Exceptional,Sehr schöne Resort-Anlage, toll zum schnorcheln und tauchen, superfreundliches Personal. Tolle Infrastruktur für Kinder. Kann ich sehr empfehlen!",Comfort & Facilities
"Fabulous,Die gepflegte Gartenanlage rund ums Hotel hat uns super gefallen. Gratulation an die Gestalter!,Für unseren Geschmack hatte es zu viele schreiende Kinder.",
"Zu teuer für dieses sogenannte ShangriLa,Hotel und Park sind sehr schön. Die Restaurants und Bars haben gute Qualität,Die Lage ist nicht optimal. Das sogenannte Hausriff ist gröstenteils zertrampelt. Die Liegen sind in diesem oft vollen Hotel frühmorgens alle reserviert. Auf den Rasenflächen wimmelt es von kleinen, aber sehr bissigen Ameisen.",Food
"Luxus im Paradies,Das Essen ist überall im Hotel außerordentlich gut. Der Strand ist herausragend.,Teppich im Hotel teilweise in die Jahre gekommen.",Food:Comfort & Facilities
