Opinion,Classification
"Passable,There is something in the bed that biting us. :( So disappointing for a 5 star hotel. Requested to change the comforter but they just gave us an extra bed sheet.",Comfort & Facilities:Staff:Cleanliness
"Disappointing,Nothing,Customer service",Staff
"Satisfying,concierge,Not being addressed properly as Doctor",Staff
"Great.Will definitely come back.,Thank you so much to Ms. Marilyn (I hope I got her name correctly or I think Me-ann, from the Heat restaurant). She took good care of us during our dinner on Wagyu Night.",Staff:Food
"Pleasant,Staff were friendly, approachable and welcomes with a smile.,Hallway and room doesn't smell that good. Breakfast weren't warm.",Staff:Food
"Passable,buffeet is good.,the air conditioner is bad... woke up dru throat... my allergies to poor air flared up.",Comfort & Facilities:Staff
"Good,Food,Slow room service- it took awhile and had to follow up on our request",Staff
"Pricey but worth it.,Very nice hotel with great location,Little pricey.",Value for money:Location
"Stay at the Edsa Shangri-La,staff were friendly; location is centrally located",Location:Staff
"Great Hotel,Enjoyed my stay",
"Very good location,good location",Location
"you get what you pay for,great location, connected to shangrila plaza, short walk to mega mall. excellent service and food, clean and comfortable",Location:Cleanliness
"Great Stay,Great Staycation",Location
"Excellent,I am pleased with the hotel facilities and service",Staff:Comfort & Facilities
"z,z",Comfort & Facilities
"Great hotel,Great location,Great pool area, best for kids. Room service took long but food was good.",Food:Staff:Location
"The extra bed is a disgust,Pool, breakfast buffet , ambiance,I was disappointed with the extra bes that i paid for. It was just an attachmenr to the sofa",Food:Comfort & Facilities
"superb,edsa shang rila always provides you with superb hospitality. in my opinion is the best hotel in manila",Location
"The room was fantastic,The room beyond my expectation. Very roomy and classy. I would book here again.",Comfort & Facilities
"Best pool for kids in Manila,This is the best pool for kids in Manila plus it bonus for adult because of its 5 star in every way there is mall right across street with so many restaurants and shops the staff are amazing",Location:Staff
"Location service food,Location service food facilities excellent",Location:Staff:Food
"Review ,Rooms, service and food,Great",Staff:Food
"No indoor play area for kids.,No shallow area too for small kids😢",Comfort & Facilities:Location
"staycation,Perfect stay",
"excellent,location, comfort, amenities,lovely",Comfort & Facilities:Location
"5 star hotel,Good service",Value for money:Staff
"Shangrila still one our favorite hotels,Service, Food, Overall amenities,We always have a wonderful stay in shangrila. The service was great. Buffet breakfast in Heat is still really satisfying. Our room was clean and spacious, amenities complete.",Food:Comfort & Facilities
"It is good and silent hotel,Kind employees , facilities, food,Very luxury and nice hotel",Comfort & Facilities
"Good,Room was big, clean and conveniently located,The breakfast buffet felt rushed, the layout of HEAT made me feel like I was eating at a cafeteria rather than a 5 star hotel",Food
"Overall, its really good though it could have been better. Definitely, we would be back.,Cable has disney junior. Swimming pool area/design is beautiful although the slide is not slippery. The kids love the pool area with the playground.,Elevator closed fast-not family with kids friendly. My daughter was left behind and the elevator closed even if we pushed the button outside. The pool dressing room has no locker, small, and a bit smelly. We just changed into dry clothes and showered in our room. I dont like flavored water. Either make it a juice or plain water.covered parking not offerred unless you ask. For first timers, you certainly wouldnt ask. And no bath salt. Maybe my expectation is a bit high but i think if you have a bath tub and you're a five star hotel, you should have bath salt.",Comfort & Facilities:Value for money
"Good,The upgrade to lounge was value for money. The staff were very attentive and helpful.,The rooms at the 14th floor needs a renovation. Though for a 25year old hotel it is not so bad.",Value for money:Comfort & Facilities
"Pleasant,Nice staff. Beautiful pool area.,Too busy hotel groundfloor. Location not as good as makati hotels. Too expansive for its value.",Location:Comfort & Facilities
"Fun Vacation,Comfortable bed and accommodation Office table Breakfast was good Pool was good Ice cream was good,Security discriminates. Doesn't implement the same level of search on all guest. Guest profiling isn't something guests appreciate and hotels should stop implementing this. During breakfast, waiters are slow, our used plates are not removed from our table immediately given the small table we are given. Asked us if we want coffee, we said yes then the coffee never came. One of the waiter is condescending and snob. We had better champorado (favorite) on a different hotel. It is better if the shower is not on the bath tub. Internet can be faster (256mbps average speed)",Food:Comfort & Facilities:Staff
"Old hotel not at.5 hotel level,This is an old hotel. Not at 5 start hotel level,Hotel is old. Elevators very far from front desk. Card for elevator didnt work and I have to walk all the way back.",Comfort & Facilities
"Its all okey,I like the hotel itself i feel so relax.,Lower the price a little.",Value for money
"Pleasant,The staff forgot to take the VAT out from my payment hence made overpayment. So instead of reversing and save all the troubles, the excess was put as credit in my room. However, i did not like the feeling of being in a position of not being able to use that money for other things outside the hotel. I couldve used it somewhere else. The comforter smelled not dried well. It took me til night time to replace it. Busy?",Staff:Comfort & Facilities:Value for money
"Poor customer service ,The locatiob,Poor service on the garden wing side calling on the front desk for 1:30hrs no one is a swering",Staff
"I love this hotel but recently i was discouraged smelling the bad odor of our room.,The site is convenient located near the malls..,The room has bad odor",Cleanliness:Comfort & Facilities:Location
"It was a nice stay, but I was expecting a better experience.,I liked that the staff were attentive to our requests.,I didn't like the fact that the hotel was overbooked. We had to wait until 6pm before we can go inside our room.",Food
"It's a good hotel normally. But ask if there are conventions scheduled. Otherwise you will not e,That it was near my work. My room was clean and spacious. It had good lighting not too dark unlike other hotels.,I booked a garden wing view. I saw no gardens. I was facing office buildings. I had no parking at first. Had to park at the mall good thing it was near the hotel. Then I moved it back at a later time. It was noisy at summer palace considering it to be a fine dining Chinese resto. They could not control their guests from the convention. Food quality at Heat buffet for breakfast was ok but even an omelette could not be given to me correctly. It had blocks of unmelted cheese. Coffee came in non uniform mugs some had a lot some had a little.",Food:Location:Comfort & Facilities
"not worth the money,dirty windows in the room and lobby. Greasy food in the chinese rest. Rushed food service in the same",Food
"Passable,Location,Old furniture",Comfort & Facilities:Location
"Good,Luxury",Food
"I love Shang but their service needs a lot of improvement.,Service of Annie at Senju,Service at Summer Palace was slow. Prior to check in I informed them via email to provide slippers, towel and robe for my kid. Once in the room, I had to call again for them to bring items. Broken aircon in our room. Switch not working. We could not control the temp. Got too cold. My son and I ended up with colds. Had it fixed the next day but it broke again.",Staff:Comfort & Facilities
"A very nice hotel, but when all taxes are included it does work out a very expensive stay,Excellent breakfast if you arrive early. Fitness centre and pool area very good. Concierge & Bell desk staff excellent, friendly and very helpful.,Dinner a la carte menu limited and expensive. Main buffet extensive but very over priced. Pool bar staff very aloof and distant Unlike the main area of the hotel.",Food:Value for money:Comfort & Facilities
"Disappointing,The stink shower curtain in the bath tub really turns me off! The hotel staff should do a better job than just clean the place that' visible.",Cleanliness:Comfort & Facilities
"recommended for family who wants to have a staycation,amenities, very kid friendly,lot's of guest",Staff
"Good,Paint the hotel looks old already,Long line in checking out very thankful for (indian) manager who helped me checked out fast coz my driver is waitjbg outside and the guards were mad at him...",Staff
"Good location, food is so so,Good location, food not great",Location:Food
"nice hotel, rennovated in tower building,location, hospitality",Location:Comfort & Facilities
"Location. Food choices. Comfort,Location. Food choices. Comfort.",Food:Location
"Comfortable and worth it,Comfortable bed, helpful staff and great ambiance,Simply amazing",Staff:Comfort & Facilities
"5 Stars hotel with 6 stars service,Hospitality, spacious room and right next to Mega Mall,My Stay is lovely. People were very friendly and felt like home. Good Security. Its 2 mins walk to Megamall. Will definitely stay there again.",Location
"Nice stay,Location. People Food,The people are very nice and the food great. Swimming area great",Location:Food
"Good location ,Location, Very friendly staff,Very friendly and helpful staff. Very close to SM",Staff:Location
"Good hotel ,Nice, clean and friendly,good time there",Cleanliness:Staff
"worth it,elegant, clean, affordable,Great. Enjoyed the stay.",Cleanliness:Value for money
"Relaxing stay,Pool food room,It was very relaxing and had fun with the pool",Comfort & Facilities:Food
"Shangri-La,Friendly Staff, New Guest Rooms, Good Location,Staff knows me very well. Guest rooms newly renovated. I feel like I'm at home especially with the excellent service.",Staff:Comfort & Facilities
"would like to stay here again...,location, staff, amenities,Very nice hotel for a vacation. Near to shopping malls too. staff were pleasant and accommodating.",Staff:Location
"Wonderful visit Hotel,Location, hotel style and choices of food!,The stay was good I agreed with the questions above and I loved every thing about the visit there!",Staff:Location
"Cozy and luxury room ,Clen",Comfort & Facilities
"Expensive but safe and reliable,Staff, airport transfer, facilities,please see my other review for the same stay which was on two separate bookings",Staff:Location:Value for money
"Shangri-la always delivers! ,Accomodating staff; fantastic food and very clean rooms,Staff was great, my 2 year old fell down and hit her head near the pool and a staff was there in an instant offering ice for the bump on her head. Good job for being watchful and alert!",Staff:Cleanliness
"fantastic old school hotel,location amenities food,great place with great service and classic furnishings",Comfort & Facilities:Staff
"Excellent,place, service and pool",Comfort & Facilities:Staff
"great 5 star hotel,location staff and resturants,you have to check out the japanese resturant, its azaming food nice hotel doing some upgrades so spa not in use.",Food:Staff:Location
"Relaxing weekend,Comfort, service, & location.,The room was comfortable and staffs are great. Internet acess was fast. The kids enjoy the pool.",Staff:Comfort & Facilities:Internet
"For the restaurant staff they need to be fair in treating the guest,We liked the food, Our Room and the room attendant he's very nice :),the staff in the heat restaurant me and my partner is also working in hotel industry so I notice that they are not welcoming there not attentive only for the foreign guest. I hope they will have a fair treatment to everybody we are all guest. thankyou :)",Staff:Food
"Good,room was not available when we get there. We were able to get to our room at 7pm. The hotel gave us a late check out though to compensate",Staff:Comfort & Facilities
"Good,Requested for a small cake for my boy and they did send us one which made his birthday more memorable. Plus they upgraded us to a bigger room as their gift for Zach. Thank you Edsa Shang,We had to wait for almost 2 hours to check in. I was asking the 2 attendants if we could check in, in the Horizon club since we are booked in the premier suite, they didn't know. after 2 hours I asked the front desk and she said I should have gone to the 14th floor to check in =(. Staff needs more coordination.",Staff
"Good stay but carpet has an old smell,Great Gym, Service was superb.,I booked a newly renovated room but sadly the carpet smells and I have to ask the staff to clean it every night, it smells very old",Cleanliness:Comfort & Facilities:Staff
"Good for accomodation .. Poor for the breakfast..,There are ques to the breakfast saloon. It is a shame that the hotel manager can not see it.. It is nonsense to keep guests on the que just for checking the room no. and surname, then waiting for someone to show a table.. I have counted 35 people on the que for a while .. What for? Just the poor management of the hotel.. I never seen something like this in other Shangri-La hotels (I am a regular customer for the chain). This mentality can kill the Shangri - La image..",Food:Staff:Value for money
"Good,Clean room,Valet parking was not offered free. You need to pay a fixed parking rate. They've check us in at 6pm as the room was not yet available eventhough its already 4pm.",Value for money
"relaxing,Swimming pool and gym,difficult parking",Comfort & Facilities
"We had fun.,Lobby is Nice. Helpful and courteous front desk Just beside Shangrila Mall,Life guard , just a little arrogant. Room is average",Staff:Comfort & Facilities
"Good,i love the breakfast, the facility is not that modern, but its good.,crowded.",Food:Comfort & Facilities
"Over Rated.,Pool area was nice. The breakfast is exceptional with more selections than I good eat in a week. The gym is the best I've seen in hotel with choices available for all kinds of fitness programs including classes. Beds very comfortable and rooms a good size though old decor.,I made changes to my booking because my daughter travelled and so needed two single beds. They acknowledged and okayed the change but when I arrived the staff had no records. To fit us in we had to use the older rooms that are not worth what I paid for. No reductions or any extras offered as compensation. The dining room couldn't cope with all the guests in hotel. The overflow bfast area didn't have anywhere near the choices available and some of the food was cold.",Comfort & Facilities:Food:Staff
"We support the brand, but this hotel was expensive and not good value.,Food and facilities very good. Location to malls very good. Can use public transport. Close to MRT.,Room described as ""newly renovated"". It was small and well used! We paid a high price and complained to the hotel about the room,but were not offered anything. We will not return!",Comfort & Facilities:Value for money:Location
"Relaxed stay.,There was an extra pillow available that we can borrow, very comfortable bed. Fast internet.,No bidet spray on the toilet bowl, few channels to watch.",Comfort & Facilities
"Pleasant,Consierge taxi/Uber service is not good",Staff:Internet
"Pleasant,Food in restaurants not good and was never hot",Food
"Dont stay here-go to Makati Shangri-la,Leaving.,Went to the buffet called Heat, the food was totally disappointing. Will never stay here again because of food and poor service throughout the hotel. I came from Makati Shangri-la, 1000% better place to stay, rooms nicer, staff are friendly,I ate at the buffet every night there and also breakfast. Dont waste your money at EDSA stay at Makati.",Food:Staff:Value for money
"Very poor,Not flexible even if special circumstance",Comfort & Facilities
"Good,Rooms are nice but its a bit old.,convenient location to megamall & shangrila mall..courteous staff,I booked in advance afraid it might br fully book since its feb10( vday) at booking.com since its cheaper compare to hotel rate..but feb4 come & i founf out much cheaper hotel rate bec of promo (cheaper price na yun room tapos free breakfast pa!)..we asked for reconsideration if we can avail promo rate and asked if can late checkout since we came from zmboanga delayed/traffic we checkin at almost 6:30pm so we ask for late checkout but they did not considered to give us extra hour stay..",Value for money:Food:Staff
"Good,Staff emailed after booking asking if it was for a special occasion. It was my birthday and I got a birthday cake and free upgrade,Hotel felt a little dated for the price Had to Q to get into the breakfast buffet",Food:Staff:Value for money
"great location,great location, many shops and resteruants nearby clean and comfort bed,noisy and crowd at lobby take a long waiting for check-in and check-out swimming pool is very small and crowd with children",Location:Comfort & Facilities:Staff
"No too good experience,Pool was perfect for the kids,Room was noisy. Aircon hot. When we requested for toothbrush it never came. Asked for it 3x. Never came",Comfort & Facilities
"Great hotel but expensive!,accessability to nearby malls, hospitals and convention center; clean, comfy rooms and helpful staffs.",Comfort & Facilities:Cleanliness:Staff
"Friendly staff,Good service, Friendly staff and good location,Excellent!",Staff:Location
"Fantastic Staff,Good location, friendly Staff and Nice Pool,We have a very pleasant stay at the hotel. Full of good friendly Staff and fantastic service.",Staff:Location
"nice hotel,location, breakfast, pillows,it's nice but all the nearby attractions close very early at night during weekdays. it's like being in the states.",Location:Food
"Oasis in Manila,rooms, breakfast pool,Quite nice. would go back again",Food:Location:Comfort & Facilities
"Top quality elegance,Staff comfort service,I've stayed several times here, as well as the equally elegant Shangri-La in Manila nearby. Great service, and great location for Makati business trips.",Staff:Location
"Friendly staff wonderful breakfast nice pools,sauna breakfast staff,Paid for the upgrade which was worth it nice cocktails and snacks. Would stay again this hotel if in that area. But little far for manila. Staff friendly and helpful. Nice pools and great gym.",Staff:Food:Location
"Ideal for a business traveller,location, food, service,Ideal for a business traveller",Food:Location:Value for money
"Great place to relax in the city. ,Great pool. Excellent spa. Comfortable place to relax.,Excellent place to relax in the midst of a busy city. Great for families. Loved the pool and the spa! Will definitely go back again.",Comfort & Facilities
"Great staff, helpful and understanding,staff, service anf value for money,Except for a slightly long check in time the rest of my stay was wonderful with all my special requests being attended to efficiently and with a smile",Staff
"Great hotel,Breakfast buffet, clean rooms, good for business meetings,Breakfast buffet, clean rooms, good for business meetings. A shopping mall is just beside this hotel.",Food:Cleanliness:Value for money
"Lovely, relaxing, comfortable...,food, room and location,quite pricey to be honest, but it's all worth it... we were secluded in horizon club. free-flowing drinks and snacks. great breakfast. parts of the hotel was being renovated though",Food:Comfort & Facilities:Location
"great stay,room, staff, pool,we stayed at the newly renovated room. it is big but no bathtubs. the room is big and clean",Comfort & Facilities:Cleanliness:Staff
"perfect hotel for vacation,nice food, ideal location for shopping, big rooms",Location:Comfort & Facilities:Food
"great hotel in a nice location,restaurants , shops , location,This is a really top class hotel. I will be going back.",Location
"Always a pleasure to stay at Shangra-La,Very nice, clean rooms. The restuartants are outstanding. Internet is fast which is great if you have business to do too.,Our stay at Edsa Shangri-La is always a treat and something we look forward to.",Staff:Location
"nice, clean and comfort, accessible to restaurants,clean, accessible, nice hotel,it was comfortable, big hotel, likewise clean, very near to shopping mall, restaurants and accessible to all transportations.",Location:Cleanliness:Comfort & Facilities
"Good business hotel ,Staff, Food, Clean,Walking distance to SM Megamall and Shangrila Plaza. Staff were really friendly and helpful. Renovations were going on during my stay though",Staff:Location:Food
"Excellent quality,Ambience, quality, amaneities",
"Excellent and it is very good 5 stars hotel ,Connect to shopping mall, safe and easy to get different type of cousines,The hotel is excellent but the rate is expensive around the ortigas city. If looking for good service and quality hotel, this will be the one i will choose.",Location:Value for money:Staff
"Staff are prejudice and rude.I will not recommend this hotel,It was a quiet place,One of the staff approached my husband if my husband ask permission from the other guests who are wearing suit and tie if it was ok to sit in the same waiting area.that staff is so idiot to even show prejudice .we paid for our room.we don't need to ask anyone if it is ok to sit in the common area..I will never book with Edsa Shangri-la again.I prefer the one in Makati. Staff in Edsa are rude and no class",Staff:Food
"Very poor wifi networking,Charges on local calls",Internet:Staff
"Very poor wifi networking,Charges on local calls",Internet:Staff
"Stay away from big hotels. When they are busy, you have to wait a long time for service.,Facilities are very old. My booking said it was for a newly renovated room. I ended up with an old room. Not pleasant.,Service. I guess too many people. Too long check in and too long check out. I cut short my stay. Not happy.",Comfort & Facilities:Staff
"Stay away from big hotels. When they are busy, you have to wait a long time for service.,Facilities are very old. My booking said it was for a newly renovated room. I ended up with an old room. Not pleasant.,Service. I guess too many people. Too long check in and too long check out. I cut short my stay. Not happy.",Comfort & Facilities:Staff
"Comfortable just because of the beddings,Food ag the heat.. comfy pillows n beddings,My expectation was bigger. Room was small compared to the picture. No glasses in the comfort room.",Comfort & Facilities
"Comfortable just because of the beddings,Food ag the heat.. comfy pillows n beddings,My expectation was bigger. Room was small compared to the picture. No glasses in the comfort room.",Comfort & Facilities
"Lovely hotel but Front Staff are rude!,The location was great !,The RECEPTIONIST! They are very stiff! they need to send to the training room Asap! They didnt even smile, not accomodating and thinking that their Job is too superior!",Staff
"Lovely hotel but Front Staff are rude!,The location was great !,The RECEPTIONIST! They are very stiff! they need to send to the training room Asap! They didnt even smile, not accomodating and thinking that their Job is too superior!",Staff
"Good,The bed and pillows were comfy. The vibe was nice,I didn't feel that we weren't able to get our money's worth",Comfort & Facilities:Value for money
"Good,The bed and pillows were comfy. The vibe was nice,I didn't feel that we weren't able to get our money's worth",Comfort & Facilities:Value for money
"Long queue at the check-in counter and valet parking,Was gracious to extend check-out time,Valet parking took more than 30 minutes and receptionist informed me that they are fully booked hence, long queue at the check-in counter and valet parking",Staff
"Long queue at the check-in counter and valet parking,Was gracious to extend check-out time,Valet parking took more than 30 minutes and receptionist informed me that they are fully booked hence, long queue at the check-in counter and valet parking",Staff
"NEVER AGAIN .,The location was excellent bec the hotel is walking distance to malls and accessible to other areas.,I reserved for a room with two queen size however when we checked in we we're told that the room reserved to us was twin double bed. It was a big disappoinment. The reason given to us by the front desk staff was no one from booking.com coordinated with Edsa Shangrila Hotel re: your bookings.",Staff:Comfort & Facilities
"NEVER AGAIN .,The location was excellent bec the hotel is walking distance to malls and accessible to other areas.,I reserved for a room with two queen size however when we checked in we we're told that the room reserved to us was twin double bed. It was a big disappoinment. The reason given to us by the front desk staff was no one from booking.com coordinated with Edsa Shangrila Hotel re: your bookings.",Staff:Comfort & Facilities
"Good,Conveniently located to Shangri-la Mall, SM Megamall and St. Francis Parish Church.",Location
"Good,Conveniently located to Shangri-la Mall, SM Megamall and St. Francis Parish Church.",Location
"Great stay with friends!,My kids and I liked the pool so much,Guven the number of guests, an order from the pool bar was provided late. They compensated by giving us a 20% food discount",Comfort & Facilities:Staff:Food
"Great stay with friends!,My kids and I liked the pool so much,Guven the number of guests, an order from the pool bar was provided late. They compensated by giving us a 20% food discount",Comfort & Facilities:Staff:Food
"Terrible service,The location was convenient for shopping, not for sightseeing,Terrible service at check in and check out. Bad attitude at check in was a little preview of how hostile and lazy the service was going to be the rest of our stay. Run down hotel rooms. Terrible front desk staff-Edsa Shang has changed a lot for the worse since I was here 8 years ago. Used to sing praises for this place. Not anymore. Stay at Marco Polo Ortigas instead.",Staff:Location
"Luxury hotel at its finest. Great service.,Food, service and location",Staff:Location
"Fair enough,Near business centre",Location:Value for money
"We really enjoyed ours stay nice ambiance:),Good location, very accessible to a public transport and close to the shopping area:)",Location
"World class experience,location, design and comfortable room",Comfort & Facilities:Location
"great hotel...nice people... great location...,the rooms in the upper levels were fantastic big and beautiful and very clean...,thank you to all the staff for a wonderful stay,the food was great and the wine was even better hope to see you all soon...thank you..",Food:Staff:Location
"Good location and great service,Great service from hotel staff,We stayed in a superior room. Hotel staff were very accommodating and gave excellent service. Our kids enjoyed their swim in the pool area. The facilities in the hotel are well maintained.",Staff:Comfort & Facilities
"Resort-type hotel in great location,Location is excellent, around business centers.,Too crowded when I checked in, the lobby ressembled a busy market!",Location:Comfort & Facilities
"Very Good Hotel,Staff,My 5 days at Shangri La was great and very good. Especially the staff service",Staff:Food:Value for money
"Top notch,Best hotel,The best hotel ever in manila. Thats all that can be said.",
"nice location near shopping mall,nice facility and good bed matress,i will love to stay there again because great location near shopping mall and have a very good access to shopingg mall. so it is very easy to find food and everything",Location
"Nice rooms and friendly staff,Location and hotel facilities,Highly recommended for business trips. Located between two major business district areas of Manila.",Location:Staff:Comfort & Facilities
"Awesome hotel! I would love to come back again.,All facilities you need are in the hotel! Near SM Megamall, SM Cinema!,Wonderful staff and friendly. The pool was fabulous especially that it is a summer time! Would really recommend this to all! Value for money as well!",Comfort & Facilities:Staff
"Well Maintained 5 star hotel,Great staff, comfortable bed, clean hotel,an escape from the busy city life... delicious breakfast buffet",Food:Location
