Opinion,Classification
"With their wonderful service, you can spend joyful days even if you are traveling alone,From the beginning the reception was great and the room was adjusted to suit my needs smoothly, and the concierge service was first class in cooperation and making suggestions that made the stay enjoyable and the trips wonderful, and the buffet was varied.,Nothing",Staff
"Exceptional,Everything,Nothing",Comfort & Facilities
"Exceptional,The best executive lounge breakfast ever, extremely friendly staff in all areas, nice swimming pool. Even the hotel is a bit older and the style of furnishing is not state of the art it is very well maintained and everything is clean. Live orchestra for afternoon tea, live band in the evening.",Food:Cleanliness:Staff
"Great Location, Great Staff and Good Buffet.,Perfect Location,Great Staff and Good Buffet.,Not enough chair in the lobby. Outsiders not even a hotel guest hang around the lobby for Wi-Fi used.",Staff:Location:Comfort & Facilities
"Exceptional,Perfect location,",Location
"Great Stay.,Services was excellent. Food was very good.",Food:Staff
"Highly recommend to all.,Extremely nice facilities, especially the pool. Awesome room, way bigger than what we expected. Great service from the front desk.",Comfort & Facilities:Staff
"Perfect for a staycation with family.,Lots of choices for breakfast buffet.",Food:Location
"Very good,Beautiful Room. Great spa treatment,The pool is too small for the size of the hotel.",Comfort & Facilities
"I really satisfied the people and the hotel staff,I like the room also the friendly staff",Staff
"Spendy but nice,Good location,Security over the top",Comfort & Facilities:Location
"Great,Everything is good",Food
"I needed medical attention and i found them very helpful and caring in sorting out my urgent need,Very helpfull",Staff:Cleanliness
"Exceptional,location, appearance, staff, room, pool, gym",Comfort & Facilities:Staff
"Great food and staff,Bed was great,Dirty windows",Food:Staff:Location
"A M A Z I N G - just book it!,E V E R Y T H I N G was amazing! We were able to secure such a great price on booking.com. Spacious rooms, the beautiful facilities, the cleanliness, the hotel extras on offer, incl. gym, pool and spa, and the friendly staff. The buffet breakfast was a major highlight and definitely worth it! The location was very accessible to many restaurants and shopping centres. I wished we stayed longer. We will be back!",Food:Comfort & Facilities:Location
"Comfortable and easy , good breakfast,The room , bed linen,Food at the lounge",Comfort & Facilities:Food
"Great place to stay reasonably close to the airport and with good options for a night out in Manila,The staff efficiency and friendliness,coffee in the room kettle plug didnt fit in the socket",Comfort & Facilities:Staff
"Perfect staycation!!,Comfortable and luxurious",Comfort & Facilities
"PERFECT,BREAKFAST,SLOW ELEVATOR",Comfort & Facilities
"Amazing,Great stay, very satisfied,Nothing really",Comfort & Facilities
"Overall accommodation was great!,Excellent location. Love the ambiance and charm of the main lobby. Wonderful view of the Manila skylines from our room. Also enjoyed the outdoor pool area. Would stay here again next time we visit Manila.,Bathroom showers had mold around the grout area.",Comfort & Facilities:Location:Cleanliness
"Exceptional,comfy bed, fun Sage Bar and delicious breakfast,none",Food:Comfort & Facilities
"Nice,Nice place,Only smoke not allowed",Comfort & Facilities
"Excellent,All,Nothing so far",Location
"Relaxing and comfortable,Clean facilities. Breakfast selection was topnotch.,None",Food:Comfort & Facilities
"It was a pleasant stay,all communal areas are fantastic.,The room felt a bit outdated. The building looks like a giant slab of untreated cement. Looks very brutalist",Comfort & Facilities:Cleanliness:Location
"It was excellent,The staff are very accommodating. The food is great and it is strategically located in the heart of the business center of makati.,Nothing.",Location:Staff:Food
"Will use the hotel again, but for a 5-star, it is being let down by a lot the small things. Great lo,The best checking experience very good. Nice car on pick up. Nice pool, nice gym, nice room. Nice staff, Good breaky, Nice bar, Quietest aircon in the room I have ever been in.,Room smelt very musty, On Arrival, the Lace curtains were old and Gray, all so like paper, very easy to rip (Very Old). Chair in the room for desk had collapsed, completely compressed down, Old again. only used it once, for me who is 6ft, like sitting on the floor. No Beday in the bathroom and no water douche. surprising for a 5star. No Rain shower, old shower head, needs cleaning. Room carpet old. (5-star hotel should have thick carpets). Selection of classes in the room, Red wine or tall glass, no whisky class. No Diet drinks in the Fridge. Very nice Massage room for me and the GF. BUT the Massage was terrible. Very Weak. Body scrub?. Smokers are second-class citizens, Terrible smoking area, not relaxing at all.",Comfort & Facilities:Cleanliness:Food
"Good stay.,friendly and personnel, facilities such as pool, gym, spa; entertainment like lobby and bar live music.,airport transfer is over 10x normal taxi price which I consider over priced. Upon asking the hotel respresentatives at the airport for a shuttle, I would have appreciated it if I were informed about the respective cost. Although I did not ask for it either, it was quite a surprise when settling the bill.",Value for money:Staff
"All in all very pleasant. Would likely return,Nice room,comfortable,clean.,No bidet",Cleanliness:Comfort & Facilities
"Memorable,Everything,None",Location
"Excellent service, beautiful rooms, and wonderful hotel staff! Will definitely go back!,Excellent buffet breakfast at Circles! Comfortable beds! Excellent service from hotel staff! Early check-in and late check-out were accommodated! Quick resolution for minor mishap with credit card charge (Thank you very much, Benjamin and Ms. Angela Asuncion). What I liked about this hotel: 1. I arrived before the rest of my family at around 11AM. They checked and saw that both rooms were already available so they let me check-in early! 2. While checking in, the staff informed me that I got a free upgrade for one of the rooms so that my request for a ‘good view of the city’ can be accommodated. I was highly surprised because I didn’t think they’d have the capability to do this considering it’s a holiday and they have a lot of guests! 3. Another wonderful surprise is when I found out that both rooms are interconnected and that we were all on the 27th floor! It allowed us to see the fireworks display in and around the city! The large windows in the rooms allowed for a great city and skyline view (especially at night). 4. The bathrooms were beautiful too! Spacious and clean! I really loved is the fact that I can control the water pressure while showering. It felt like I was being massaged (almost). There was also a large bathtub (which I took full advantage of during my very short stay). 5. The hotel was able to accommodate my request for a full bed for one room (for my parents) and two full beds for the room (for me and two siblings to share; my sister and I took one full bed and my brother took the other one). The beds were so comfortable! 6. The buffet breakfast at Circles the following day was excellent. There was a large selection of dishes to choose from. The service we received at the restaurant was also excellent. We had to pay for one extra buffet breakfast because I booked the two rooms for four people only.,Only one mishap happened and it was after my stay. My credit card was still charged for room service and for the extra buffet breakfast; both of which I already paid for in cash during check out. They resolved it quickly though! (There’s a 5,000PHP deposit for each room (total of 10,000PHP) which I asked to be placed on my credit card. Given the aforementioned, I still opted to pay in cash for the room service and the extra buffet breakfast. Ms. Angela was the one who assisted me and my mom upon check out. She accommodated my request and assured me that the credit card will not be charged for those. I think it was Friday (Jan. 5, 2018) when I checked my credit card transactions to see if the deposit charge was reversed already. I was glad to see that it didn’t even go through as the hotel only held it for the duration of my stay. I was surprised though, that an amount of around 1,700PHP+ was charged by Makati Shangrila. I knew immediately that it was for the buffet breakfast and the room service; which I have already paid in cash during check out. I immediately called Makati Shangrila and spoke with Benjamin. I relayed the issue and Benjamin said that he would escalate it to Ms. Angela and that I would get a call back about it afterwards. Ms. Angela Asuncion and I had a long discussion about what happened and she was very apologetic and very understanding! Suffice to say that she was able to resolve the issue and even said that she would make it up to me on my next stay.)",Staff:Value for money:Food
"Excellent,Facilities and the accommodation of the staff in the hotel, concern.,N/A",Staff:Comfort & Facilities
"good service no questions why, they just did what we asked,nice room good large bed",Staff:Comfort & Facilities
"Excellent customer sevice! ,The Health Club, the foods and the excellent Customer Service!",Staff:Food
"Everyting about the Shanri-La Makati is perfect.,The excellent customer service from staff. And the breakfast was superb - enourmous selection of food. The location is excellent right in the heart of the centre of Makati.",Location:Food:Staff
"Superb,Fantastic hotel! Firstly, I got the help of Annie at the reception for my check-in who was patient and incredibly welcoming. I arrived a little earlier than standard check-in and was prepared to wait for the room, instead I was very pleased that it was all ready for me — this is always a great bonus!! I travelled with partner to celebrate our anniversary and were extremely surprised to have been welcomed to Manila with a cake and a bottle of wine!! The rooms were spacious and the bed was super comfortable. The facilities were amazing; the gym is very big and offered many options for work outs (they run workout classes if you prefer this). The staff were nothing short of welcoming and friendly from the word go!,The location is super central which may take taxis/Uber rides a little longer to get to the hotel due to traffic — I would recommend organising with concierge the time you’d like to get your transport to get you as they have a much better gauge of the traffic in Manila.",Staff:Comfort & Facilities:Food
"A memorable experience,Basically I could not find fault with the hotel. The room, location, breakfast, the staff and so it goes on. A great experience. We will certainly be back,Nothing",Food:Location:Staff
"Exceptional,The best in Manila. Expensive but perfect.,Room was cold even with A/C turned off.",Value for money:Comfort & Facilities
"Great in general,Perfect Location,A bit oudated",Location
"Wonderfull ,Its cleaness and the hospitality of the whole staff and its luxury style,Its location that is close to all the shops and resturants",Location:Food
"Elegant hotel with impeccable service,Elegant hotel with impeccable service from the entire staff, great room and a superb breakfast buffet. Don't let the somewhat boring exterior fool you, there's plenty of quality on the inside, including the rooms, the gym, the pool area etc. Everything from check-in to check-out and all the assistance and recommendations during our stay was fabulous. It's also in a great location in Makati. I highly recommend this hotel!",Staff:Food:Location
"Awesome,Convenient",Comfort & Facilities:Location
"Fantastic welcome back stay for me!,Accommodating staff, courteous and efficient service,None",Staff
"Exceptional,Pool bar was not satisfying in terms of taste of foods..",Food:Comfort & Facilities
"Fabulous hotel,The buffet breakfast was fabulous. So much choice. The kids enjoyed sampling everything on offer.,Cost of the airport shuffle was horrendously expensive for a 4 mile journey. The hotel staff were quite unhelpful in assisting us in booking a taxi. Apparently they can't order taxis. So we were forced to use there own transportation.",Food:Staff
"Convenient for me to get around the shopping mall.,Friendly staff and happy,For myself I’m perfectly satisfied,nothing else.",Staff:Location
