Opinion,Classification
"Beautiful place and an excellent family (with a small child) getaway place. The resort is full of attractions for smaller and bigger children so parents can relax easily and 'only' monitor the activities.
The beach is very nice with - surprisingly - enough chairs for the beach users to use. Service staff is absolutely everywhere and all seam to be very willing to assist with everything. Walking from towel station to the 'third/first' beach area we were asked at least twice on the way by passing staff if we would like them to carry our towels to the place of destination, just to give an example. All our inquiries were attended and if the person asked did not know the answer, they always made a call and found out for us.
Special 'hello' to Ms. Jamaica from the lunch restaurant for attention and friendliness.",Staff:Comfort & Facilities
"A quick one night side-trip from Manila, my first experience in the Cebu and thoroughly enjoyed this hotel.
Its in a great location near the airport with huge gardens all meticulously maintained. You can walk out the door and bang there it is.
The hotel itself is elegantly laid out, the staff are very friendly and helpful, you won't be able to get to the door quick enough to beat a waiting staff member ready to great you. Rooms were well sized, modern and very comfortable.

Would love to come for a longer stay in future if I had the chance.",Staff:Location
"I stayed at Shangri-La's Mactan & Resort Spa for 5 days from July 8th to 12th. Everything was so perfect during my stay. Restaurants in this hotel have wider variety of foods. I really enjoyed having breakfast at a restaurant ""AQUA"" that is located in Ocean Wing. It is a pool side restaurant and really cozy and with nice atmosphere. You can have delicious food (including an omelet made in front of you), very fresh fruits and fresh fruits juice there. Especially, mango and mango juice were awesome!

The private beach is very clean and there are lots of beach chairs. I read some comments in tripadvisor website ""you should go to the beach early morning to keep the chairs"", but always sufficient number of chairs were available even I went there at 10am or aｒound noon. (it might depend on the season though) Water is very clear and you can see colorful fish (even nemo!). There is a beach restaurant too, so you can grab good hamburgers, snacks etc... and alcohol (of course!). But you should bring some water from your room as a bottle of water costs 150 peso at the restaurant.

I stayed on the ocean club floor that was on the 7th floor. The view from my balcony was wonderful. As everyone says in here, the amenities on the ocean club are L'OCCITANE. These are basically replenished twice a day (during the day and turndown service in the evening).

Room, the hall way, gardens... everywhere in the hotel was very clean and well maintained. All staff members are well trained, they always greet me politely with smile and that makes me feel I am really welcomed.

I went to ocean club lounge around 5pm almost every day to have some drinks and canapés. There are about 10 - 15 kinds of canapés, fruits, cheese, bread, alcohol and soft-drink. Those foods were enough for me as dinner.

If you want to go to shopping mall, such as SM / Ayala Center, you can take a shuttle bus from/to this hotel (150 peso per person for one way and this is charged to your room). I recommend to make a reservation at the reception when you go to the mall, but you don't have to when you come back to the hotel. There is a shuttle bus stop at the mall, so wait there and just get on the bus (you will be asked your room number by bus driver).

I really had a wonderful time at Shangri-La Mactan Resort & Spa and definitely recommend this hotel to people reading this comment!",Food:Location:Comfort & Facilities
"Shangri-la still lives up to it's reputation as being the best resort in Lapu Lapu City. We stayed a total of 3 nights, and although the weather was not all that agreeable, me and my family still enjoyed our stay. The rooms are clean, the beds very comfortable, I especially like the balcony so that you can step outside and just enjoy the sea breeze. We had the good fortune if being upgraded to one of their min-suites for one of the nights, and a welcome fruit basket was waiting for us. The room smelled wonderful as well! The beach was clean, the white sand soft on the feet, and you get to swim with tropical fish! They even give you free fish food! All their staff, from the life guard, to the front desk, to the gardener, demonstrated excellent customer service, their warm hospitality made you truly feel welcome! The pool was nice as well, and they even had a little water park play area for the kids! We had some issues with our room, (lock malfunctioned, wanted a different type of bed, some maintenance work going on the room across the hall) and their guest services did an excellent job, we had to move rooms several times, but they handled it flawlessly that it did not put a crimp on our stay at all! Aside from being on top of it and resolving the issues right away, they even sent us a small token of chocolates as well as a note card to apologize for the slight inconvenience! Now that is what you call 5 star service! I was very impressed!. The room came with free breakfast vuffets as well, and those were definitely something to look forward to in the morning! The wait staff, the chefs, they were all very pleasant. Eating good food is definitely a good way to start your day! I would like to commend all the staff, especially Terrence, one of the front desk managers, for giving that exceptional service to your guests, foreign or local, please keep up the good work! I am definitely recommending this place! A bit pricey but worth every penny!",Staff:Food:Comfort & Facilities
"spent our anniversary here, hassle free, bouquet was already on the bed upon arrival. amazing ocean view, lots of activities, food is great not the best, some non functional items inside the room, i guess they'll fix/replace asap if you let the staff know. beach sand is not that fine. I really like how all the hotel staff doesn't get tired of greeting and smiling. overall wife is very happy so am i.",Staff:Location
"The last time I visited was with family and friends and it was during peak season. They had to entertain a lot of guests so we had a lot of waiting to do. Let me just write about my previous visits.
As you step into the lobby, as you see the smiles of their staff, you will already feel that you are there for relaxation. They serve welcome drinks and they accommodate all their guests as soon as possible. Going to the room, you will feel more excited as you look around what activities and leisure awaits. Maybe when you get to lay down on their comfy bed, you might want to sleep and just stay in, but don't, there is more fun waiting.
Shangri-la has three big pools with one mini water park for the kids and the enticing shades of their sea. Wherever you plan to sun bathe, you can still indulge yourselves with their drinks and food. They have cyber zone and timezone open for all ages and the kids can get hyped up in their playrooms . I remembered asking about their other activities, they have this daily sports activity wherein you can register yourselves to join. Their golf area is open for certain time during the day. With their food, I only tried their first-rate breakfast buffet and the dinner in Cowrie Cove (I will talk about this in another review). I haven't tried the spa but other reviews say it is a must try, of course it is gonna be a splendid time, expect rates to be high. You might wanna try different water activities, you can inquire at their beach shop. What else do they offer, shops (souvenir, jewelry), salon and there is a desk in the lobby where you can inquire about tour packages.",Food:Comfort & Facilities
"As always, Shangri La Mactan never fails to amaze me. The scenic beauty of the beach front is a great way to start every single day of our stay. The resort is not crowded, which we loved. Visiting here during off peak season is the best.

My husband, me and my sister enjoyed our stay here and we would love to come back. My sister and i went para sailing, which was scary at first was one for the books. The staff are gracious and very welcoming and warm.",Staff:Location:Comfort & Facilities
"It is always a memorable experience going back to Shangrila Mactan. We had our stay 14-17 of June 2015. A very warm welcome from Ferdinand at the airport always put a smile to our face he is very accomodating I remember him 2 years back who have arranged a shuttle for my family to the resort. The Horizon Club Manager Nica never fails us in any way. She's always the same professional, accomodating and hard working perosn we've known since the last two years we visited. She made sure that I have a place to stay for my family while we are waiting for our room. She accomodated us at the lounge and always made sure we are taken cared of. She gave a room close to the reception at the ground level to ensure easy access for my kids to the pool and adventure zone. Every moment we enjoyed because of her good gesture and hospitality. All the staff at the horizon including the kitchen were all courteous and provide excellent service! I cannot remember all the names but jasmine, katherine, karl, melcy, jennifer are worth mentioning. The managers Venessa and Terence were extremely professional they make every moment worth remembering. These are the fantastic people worth coming back for. Thank you for all the sincerity and great service. See you all next time!",Staff
"We have just visited Cebu for 8 days and was a very enjoyable experience that was provided by the friendliest hotel staff I have witnessed anywhere in the world. From Lindsay as the meet and greet to Sarah in Lounge Bar to Guia in Tides for breakfast all became like family. I am sorry that I don't recall everybody's name as all were extremely naturally friendly. I have been in many hotels where the ""plastic"" greetings etc are the norm. This is definitely not the case here. The quality of food overall from a Westerners diet was excellent. One issue which I have reported is about replenishing the dinner buffet, the quality products was not up to scratch. In particular the Roasted Pig which when I arrived at a reasonable time was confronted with a carcass. Not good enough. Hopefully if you are reading this it has now been resolved. As long as Shangri La don't price themselves out of the market and they are close with the nightly rate it is worth a stay. The staff will make up for the price paid.",Food:Staff:Value for money
"I missed this place... It's where we spent our honeymoon years back. It's still a place which is perfect for lovers. No kidding, no regrets will set in your minds once you roam around the vicinity. Yes, I do agree, the staff are courteous. Keep it up!",Staff
"Shangri-La Mactan has always been a place to unwind for us. The staff are very courteous and they always anticipate your needs. My kids love their adventure zone, beach and pool area. They can swim all day if they can. :) and for us adults, we usually spend time at the club lounge for some afternoon snacks or reading. There are lots of activities catered for kids too. They have an anticipated mass at 5PM and then so many restaurants to choose from for dinner. We usually love to hang out at the cowrie cove for some drinks and they serve the best mango shake. My boys love it. Never had any bad experience with this resort. Im sure most locals would agree with me.",Food:Comfort & Facilities
"Beautiful setting, lots of space. Choice of pools was great, spent most of our time on a lounger on the beach- kids had lots of options, snorkelling recommended. Restaurants are good - dinner at Tides was impressive. I can't think of a negative to be honest, would recommend this resort to anyone staying at lapu lapu.",Food:Location:Comfort & Facilities
"We stayed in the Ocean Wing, King Ocean Club Room.
The room was everything as advertised. Bed, linens, toiletries, all amenities, and the service was as perfectly nice as described and advertised. All of the highest quality.

The breakfast in the Ocean Club was also very nice with a moderate but appealing selection and the option of an a la carte breakfast menu. The service in the Club room levels is excellent and all the staff is eager to please. Turn down service, airport-hotel shuttle bus was efficient and good.

The food at the restaurants was also very good but I believe some dishes could have a little more refinement. There was also no roasted meats (roast beef, roast chicken, etc.) in the buffet at Tides Restaurant except the roast pork Filipino style which is not to everyone's liking. The price commands a bit better offering.
There is a buffet for kids which kids themselves can serve-- super cute!

You MUST MUST order the Ceviche at the Breeze beach cafe. It is perhaps the most delicious ceviche I ever tasted in the world. Sorry Peruvian Ceviche, this ceviche is a homerun.

At the Waves bar, the Cosmopolitan is yummy.

The variety of restaurants and selections make it unnecessary to leave the hotel during your stay. The water sports activities are varied, clean and safe. All in all, a great place to be.

The beach is wonderful, clean and there are lots of colorful fish just on the shoreside. Marvelous!

I will return to this hotel so that I may enjoy a bit more peace and quiet which was disturbed by a very happy and joyous Indian wedding which lasted 3 of my 4 days.

I'm no sourpuss and enjoy a good party as much as anyone but since most of the guests to the Indian wedding had access to the Ocean Club they simply took over the lounge and it was very noisy. It was thoughtless to the other guests who were simply there to relax.

Perhaps the hotel could have created a secondary space for all the wedding attendants so they could laugh, shout, dance, and make all the joyous noise a wedding calls for without disturbing others who simply wanted to relax. 3 noisy days out of my total 4 days to enjoy was just too much of a loss. The hotel should have warned us about this when we made our booking.

Since there were only a few guests who were not wedding participants (yours truly) then, another area could have been designated to us for the duration of the wedding. Considering how expensive my room was, I would have wanted this deference. The staff apologized often and profusely.

The wedding participants took over the lounge at breakfast, cocktails, and whenever they needed a place to all (or many) to converge.

I will go back to reclaim my quiet lost. I just hope I get a better rate :-(",Food:Comfort & Facilities:Staff
"If you check-in at the Shangri-La, Mactan Island Resort, you can feel that you are somebody ""special"", yes they treat you like a Royal Family and so are the rooms, clean, functional and with all the you need during your stay.

The Restaurant and the food's and the wines they offer are great and also here you get superior quality in food and service.

The infrastructure of the Hotel is absolutely top, pools, spa, gym etc. and the beach is probably the nicest on Mactan Island.

If you care for quality, attention and for a nice and quiet place, don't hesitate and book this Resort, you will never regret it, because at the Shangri-La Mactan you are a Queen and a King!",Food:Comfort & Facilities
"We stayed here for 3 nights. The rooms were comfortable and 6th floor room had great views of the ocean and pool area. There balcony also a drying rack for swim suits. The only complaint about the hotel room was the shower/tub. No matter where we situated the shower curtain and positioned the nozzle, the water would pour out the sides and onto the floor so we needed to get extra towels to mop up the floors. All the restaurants on the premises were varied and good especially traveling with 5 kids and 4 adult who wanted to eat different things. There are many pool areas so we always found a covered chaise to relax. The kids had a lot of activities to choose from like the E zone(arcade), jet skiing, snorkeling, zip lining and mini golf. Our 4 days went by quickly! Staff was always helpful and I really enjoyed the lavender scented ice towels they handed out on a particularly hot day by the pool!",Comfort & Facilities
"Arrived to the hotel from the airport by shuttle bus, I gave my cupon for the luggage to the staff, I was waiting in the room for 40 minutes to get my luggage, then I had the call the concierge to take care about it, it takes another 15 min.
No amenities in the room as I supposed to receive it in SL Boracay, not heater for water, bed was very humid, and the physical room condition were very low comparing the room rates we got.
Those are a few important points that I noted during my stay.",Staff:Comfort & Facilities:Value for money
"For a family holiday dont hesitate to book here (We were 2 ad & 3 kids) Most impessive were the staff. Genuine smiles all round. I am in the travel industry and spend half of the year travelling, staying in hotels around the world. For a resort hotel this is as good as ive seen. Lots of thought has gone into every detail of the hotels operation. Its not run this well by accident. Huge credit to the management and staff. Not cheap but for what you get its great value.",Staff:Value for money
"Of course...another superb experience in this place. Lovely and customer oriented employees, clean facilities, outstanding view. Now i have 2 kids and they both enjoyed the kids area and also the ""water theme park"" as well. You really indeed get what you paid for....or ever more!!!hope to be back here...a great family staycation haven.",Location:Comfort & Facilities:Staff
"A couple friend of mine had to cut their trip short so they offered me to use their last booked day at Shang. I was staying at Be Hotels so this upgrade was a definite no brainer.

The room was impressive with a such a huge king-sized bed. The hotel facilities and amenities were top notch. It's sad that I didn't get to take advantage of it all since my day was spent with group activities outside of the resort.

Thanks to my friends for such a kind gesture! :-)",Staff:Comfort & Facilities
"This is a fantastic resort. The swimming pools, the restaurants and bars, the rooms and the entire property are really nice. It is located about a 15 minute ride from the Cebu airport, which makes it a really convenient place to stay. There's not really anything near the hotel (i.e. easy walking distance) except for a couple of small shops across the road, so you may want to bring some snacks with you to the resort (they do have a shuttle bus that goes to a couple of huge malls in Cebu, but we didn't go there....apparently they charge for people to use this, which seemed odd to me given a hotel shuttle bus is usually free, but I don't think it was very expensive). I thought that the convenience store they have at the hotel was a bit of a rip off (e.g. PHP 150 for beer, which cost PHP 50 across the road, but I guess this is a 5 star hotel and it's only a couple of USD different anyway). The food was amazing - everything we ate was awesome. Tip: have breakfast at Acqua...less crowded than Tides, it's nice to sit near the water, and it actually had better food than Tides (even though it was a smaller selection). The happy hours at the various bars are good value...we took advantage of that every day. If you ask the cleaning staff for more water, they will give it you...this is worth while doing, as the water bottles they put in the room were kind of small (but they do replenish twice a day with day cleaning and turn-down service). The gym was quite small, but we were there every afternoon and had no problem getting on the equipment we wanted to use, so I guess it's not too popular. Note that this place is very popular with families of East Asian tourists, and to a lesser extent well-to-do Filipinos (I didn't see many westerners), so a lot of what they offer seems to cater to them, especially Koreans.",Comfort & Facilities:Food:Value for money
"Shangri-La's Mactan Resort & Spa is one of the resorts you should stay in at least once in your life. Their service is above par -- you'll be well-taken cared of and you'll be pampered. Their staff is so courteous that each and every one of them will greet you as you walk past them. They're also very friendly and chatty (in a very professional way). They will talk to you about their promos, their facilities, their activities, etc. The Shangri-La grounds are impeccable. Covering what looks like hectares of land, the brand has truly showed what it is to live in a place where everything is there and you wouldn't want to leave that place. We stayed there for only 2 nights and 1 of the nights we went to the City, and we already wished we didn't. The resort is like a city in itself.

The downside to all these wonderful amenities is that the food and beverage price points are high. In terms of a developed country's standards, their prices are comparable. However, in Philippine standards, they're expensive.

Overall though, we'd recommend the place to literally anyone -- families, honeymooners, friends, etc.",Value for money:Staff:Food
"Courteous staf, fresh sheets, well maintained facilities, the interiors of acqua was stunning, the ambiance and sound system at cowrie grill was amazing and their choice of band singers/ Players was really good , the buffet at tides was ok( could be improved)
The kind / considerate manager allowed us to stay till 6 PM and charged us for only half a day stay which was very helpful for us whose flight was at 10 PM and specially with my 82 yr old mother in tow. Thank you shangrila for making my mother soooooo happy and contented. what perfect gift for a perfect mother!.
I may have made bad decisions in the past but this time I made it right , and I chose the best.....shangrila mactan

Maraming salamat po.

ps. Are we coming back? Can't wait.......",Staff:Food:Location
"I joined my wife for her Business Trip to Cebu and her company had selected Shangri-La Mactan for the Meetings and Events. The Hotel is near to the Airport and has a huge, well maintained property that has facilities which caters to all ages. Loved the sumptuous Breakfast Buffet every morning, artificial beach and pool/sauna facilities!",Comfort & Facilities:Food:Location
"Aside from good food served at Tides, the two best things that has ever happened to this hotel were the comfy bed and friendly staff they got. Guia, a staff from Tides was very accommodating. She kept on checking on us while we were eating and she even managed to squeeze in a small chitchat. And needless to say I think Shang Mactan has one of the softest mattresses ever.",Staff:Food
