Review Provider,Review ID,Review Content,Review Score,Review Time,normalized_score,Hotel,cleaned_content,label
Agoda,823744624,"During my check in, I casually mentioned that we’re celebrating my son’s birthday on that day and a few hours after, a complimentary cake arrived in our room! Amazing service! Thanks Suzanne of Bai Hotel for really making sure that my son’s birthday would be a memorable one. 
 
 ",10.0,2024-06-28T07:31:00+07:00,1.0,bai_hotel,check casually mentioned celebrating son birthday day hour complimentary cake arrived room amazing service thanks suzanne bai hotel really making sure son birthday would memorable one,2
Agoda,823738839,"Pretty good for a go to staycation for our family. Good staff/accommodation and their food is better than most at its level. I would recommend here since they give out a lot of promos. But Honestly, they're getting a bit more expensive through the years with lesser promos. Understandable since it's just business.
 
 ",7.6,2024-06-28T06:19:00+07:00,0.7,bai_hotel,pretty good go staycation family good staffaccommodation food better level would recommend since give lot promos honestly theyre getting bit expensive year lesser promos understandable since business,1
Agoda,823781927,"Modern and very nice hotel
 
 ",10.0,2024-06-28T04:43:00+07:00,1.0,bai_hotel,,2
Agoda,823772232,"Second time staying here for long periods (5 days) and it’s always a great experience. Staff are pleasant, pool is well maintained, security is tight and excellent 👏
 
 ",9.2,2024-06-28T01:54:00+07:00,0.8999999999999999,bai_hotel,second time staying long period day always great experience staff pleasant pool well maintained security tight excellent,2
Agoda,823537533,"It was the first time of the family to stay in Bai Hotel and it was exceptional.
 
 ",9.6,2024-06-25T12:53:00+07:00,0.95,bai_hotel,first time family stay bai hotel exceptional,2
Agoda,823537295,"We had the good breakfast buffet experience in the hotel and it would have been better if we had their famous taho but it was sold out by 7:00 am. We had the pool to ourselves (family of four) from 7:00 am - 9:00 am as it was slightly raining. The view from the top was exceptional. The room was very cozy and comfortable.
 
 ",9.6,2024-06-25T12:52:00+07:00,0.95,bai_hotel,good breakfast buffet experience hotel would better famous taho sold pool family four slightly raining view top exceptional room cozy comfortable,2
Agoda,823512119,"The hotel offers exceptional value for money, outstanding location, impeccable cleanliness, and excellent staff.
I would gladly recommend this hotel! Superb accomodation and food here in Cafe bai were sumptous. Lots of varieties to choose from, dinner buffet and breakfast! 

 
 ",10.0,2024-06-25T07:32:00+07:00,1.0,bai_hotel,hotel offer exceptional value money outstanding location impeccable cleanliness excellent staff would gladly recommend hotel superb accomodation food cafe bai sumptous lot variety choose dinner buffet breakfast,2
Agoda,823490715,"I surely get my moneys worth. The food was delicious and the room is very clean. I'll definitely be back.
 
 ",10.0,2024-06-25T01:11:00+07:00,1.0,bai_hotel,surely get money worth food delicious room clean ill definitely back,2
Agoda,823451241,"They always have solution in every concerns we have. Very accommodating staf. The best experience so far. 
 
 ",9.6,2024-06-24T11:35:00+07:00,0.95,bai_hotel,always solution every concern accommodating staf best experience far,2
Agoda,823427049,"A good hotel, very clean. The staff are good too.
 
 ",7.2,2024-06-24T07:16:00+07:00,0.65,bai_hotel,good hotel clean staff good,1
Agoda,823426320,"The place is so cozy and clean.  We will stay here again in the future. 
 
 ",7.2,2024-06-24T07:03:00+07:00,0.65,bai_hotel,place cozy clean stay future,1
Agoda,823467138,"we enjoy a lot😍
 
 ",9.2,2024-06-24T03:13:00+07:00,0.8999999999999999,bai_hotel,,2
Agoda,803752820,"really clean and very relaxing.
 
 ",10.0,2024-06-24T03:02:00+07:00,1.0,bai_hotel,,2
Agoda,809848574,"Staff are friendly 
 
 ",10.0,2024-06-24T01:38:00+07:00,1.0,bai_hotel,,2
Agoda,776781045,"Exceptional!
 
Our stay at this property was exceptional. The location was superb, making it easy to explore the area. The facilities were top-notch, especially the well-kept amenities. The staff were friendly and accommodating, and the cleanliness of the property was impeccable. Overall, it was wonderful experience.
 
 ",10.0,2024-06-24T01:36:00+07:00,1.0,bai_hotel,exceptional stay property exceptional location superb making easy explore area facility topnotch especially wellkept amenity staff friendly accommodating cleanliness property impeccable overall wonderful experience,2
Agoda,823348905,"I will recommend 
 
 ",6.4,2024-06-23T10:01:00+07:00,0.55,bai_hotel,,1
Agoda,823348882,"I will recommend 
 
 ",6.4,2024-06-23T10:00:00+07:00,0.55,bai_hotel,,1
Agoda,823395083,"It was bang for the buck deal. Thanks Agoda.
 
 ",10.0,2024-06-23T09:41:00+07:00,1.0,bai_hotel,,2
Agoda,823342686,"Staff are very accommodating and the hotel room is very cozy, breakfast also is great. We had a very nice stay. 
 
 ",8.4,2024-06-23T08:51:00+07:00,0.8,bai_hotel,staff accommodating hotel room cozy breakfast also great nice stay,2
Agoda,823394069,"Bai Hotel is located that's easily accessible and just a walking distance to the mall. the staff were pleasanr, courteous and always ready to assist. Function rooms are big . Food is ok but not so tasty. Still, would recommend to friends.
 
 ",9.6,2024-06-23T08:49:00+07:00,0.95,bai_hotel,bai hotel located thats easily accessible walking distance mall staff pleasanr courteous always ready assist function room big food ok tasty still would recommend friend,2
Agoda,823375034,"The staff are very helpful.
 
 ",8.4,2024-06-23T02:47:00+07:00,0.8,bai_hotel,,2
Agoda,823366498,"First Class Hotel good for another vacation stay at Cebu City
 
 ",10.0,2024-06-23T01:08:00+07:00,1.0,bai_hotel,first class hotel good another vacation stay cebu city,2
Agoda,823311589,"Very kinds
 
 ",10.0,2024-06-23T01:02:00+07:00,1.0,bai_hotel,,2
Agoda,823311616,"Very kind
 
 ",10.0,2024-06-23T01:02:00+07:00,1.0,bai_hotel,,2
Agoda,823305996,"What I love in Bai Hotel is that even though I don't have a booking I can check in easily at the front desk specially I always travel with my son. It was already our third time an would definitely comeback.
 
 ",10.0,2024-06-22T09:14:00+07:00,1.0,bai_hotel,love bai hotel even though dont booking check easily front desk specially always travel son already third time would definitely comeback,2
Agoda,823298865,"my family had a wonderful experience in Bai. The staff are warm and welcoming, very quick to attend to our needs and very courteous. The place is neat and cozy. Bed and linen are comfortable, clean and good smelling. 
 
 ",10.0,2024-06-22T05:40:00+07:00,1.0,bai_hotel,family wonderful experience bai staff warm welcoming quick attend need courteous place neat cozy bed linen comfortable clean good smelling,2
Agoda,823196542,"100% recommended
 
 ",10.0,2024-06-21T10:21:00+07:00,1.0,bai_hotel,,2
Agoda,823193161,"Great value and super service. We will definitely stay again
 
 ",10.0,2024-06-21T09:57:00+07:00,1.0,bai_hotel,great value super service definitely stay,2
Agoda,821459224,"Good service
 
 ",10.0,2024-06-20T12:55:00+07:00,1.0,bai_hotel,,2
Agoda,821956655,"staff, common areas, rooms, everything is just perfect. depending in what you are planning to do in cebu, it's a bit in the middle of nowhere and a taxi is always required if you dont want to use all the services alreaduly available at the hotel. overall its a 10 out of 10
 
 ",8.8,2024-06-20T10:45:00+07:00,0.8500000000000001,bai_hotel,staff common area room everything perfect depending planning cebu bit middle nowhere taxi always required dont want use service alreaduly available hotel overall,2
Agoda,821823545,"They always have a solution to every situation! People are very welcoming and helpful. Will be back for sure!
 
 ",10.0,2024-06-20T07:47:00+07:00,1.0,bai_hotel,always solution every situation people welcoming helpful back sure,2
Agoda,821799068,"The Bai hotel is a great place to dine and stay. It's my go place after a ruff week at work. 
Rooms r perfectly set up. Exceptional clean. Food all over the property is great. And the service is on point. 
 
 ",10.0,2024-06-20T07:07:00+07:00,1.0,bai_hotel,bai hotel great place dine stay go place ruff week work room r perfectly set exceptional clean food property great service point,2
Agoda,821707728,"SO NICE AND VERY RECOMENDABLE! 
 
 ",10.0,2024-06-20T03:47:00+07:00,1.0,bai_hotel,,2
Agoda,821513965,"Staffs were helpful and accommodating.
 
 ",10.0,2024-06-20T01:39:00+07:00,1.0,bai_hotel,,2
Agoda,821275929,"Great
 
 ",10.0,2024-06-19T10:37:00+07:00,1.0,bai_hotel,,2
Agoda,820659938,"Great service from staff and clean hotel
 
 ",9.6,2024-06-19T09:04:00+07:00,0.95,bai_hotel,,2
Agoda,820624411,"Bai hotel is the best for its cleanliness and comfort.Also, their customer service is topnotch.They always make sure that they will give you the best service and staffs are lit.Keep it up guys and definitely will come back.
 
 ",10.0,2024-06-19T08:01:00+07:00,1.0,bai_hotel,bai hotel best cleanliness comfortalso customer service topnotchthey always make sure give best service staff litkeep guy definitely come back,2
Agoda,820613520,"I booked a day before the check in date but it was confirmed right then and there at a reasonable price. 
 
 ",10.0,2024-06-19T07:30:00+07:00,1.0,bai_hotel,booked day check date confirmed right reasonable price,2
Agoda,820601546,"Fantastic place! 
 
 ",10.0,2024-06-19T06:57:00+07:00,1.0,bai_hotel,,2
Agoda,821012180,"Great view of Cebu City. Good food. Elegant rooms.
 
 ",10.0,2024-06-19T02:02:00+07:00,1.0,bai_hotel,,2
Agoda,820407331,"Best hotel in Cebu 
Real value for money 
Food price and quality outstanding 
 
 ",10.0,2024-06-18T10:43:00+07:00,1.0,bai_hotel,best hotel cebu real value money food price quality outstanding,2
Agoda,818410438,"Bai is good. Clean and accessible, very near a mall.  Breakfast was good also
 
 ",9.2,2024-06-17T12:22:00+07:00,0.8999999999999999,bai_hotel,bai good clean accessible near mall breakfast good also,2
Agoda,818818927,"This is one of the best hotels I've stayed and I am so grateful with the service and amenities bai Hotel has provided to my family. They really enjoyed. 
 
 ",9.6,2024-06-17T10:26:00+07:00,0.95,bai_hotel,one best hotel ive stayed grateful service amenity bai hotel provided family really enjoyed,2
Agoda,818749369,"The staffs are very friendly and accommodating. Love to stay here
 
 ",10.0,2024-06-17T07:38:00+07:00,1.0,bai_hotel,staff friendly accommodating love stay,2
Agoda,818552183,"For a hotel its size, they don’t provide face towel, hand towel, or even ice. They charge you 50 bucks for a bucket of ice.
Bed is hard. Walls are thin. You can hear conversations next door. 
 
 ",4.8,2024-06-17T03:36:00+07:00,0.35,bai_hotel,hotel size dont provide face towel hand towel even ice charge buck bucket ice bed hard wall thin hear conversation next door,1
Agoda,818948463,"Room is very spacious
 
 ",10.0,2024-06-17T02:05:00+07:00,1.0,bai_hotel,,2
Agoda,817805824,"Git a great price on Agoda for a5 star hotel.  Great location,  fantastic staff.  Rooms were 5 star and very nice breakfast included.  
 
 ",10.0,2024-06-16T12:47:00+07:00,1.0,bai_hotel,git great price agoda star hotel great location fantastic staff room star nice breakfast included,2
Agoda,817805634,"Super hotel, great breakfast!!
 
 ",9.2,2024-06-16T12:44:00+07:00,0.8999999999999999,bai_hotel,,2
Agoda,817660013,"Impressive service from the staff.  Amenities were top notch and hotel is  kept really clean. Food was great, and the roof top pool and bar was perfect. 
 
 ",10.0,2024-06-16T10:06:00+07:00,1.0,bai_hotel,impressive service staff amenity top notch hotel kept really clean food great roof top pool bar perfect,2
Agoda,817552253,"All the staff are friendly and courteous. 
 
 ",10.0,2024-06-16T07:33:00+07:00,1.0,bai_hotel,,2
Agoda,816669925,"Nice
 
 ",9.2,2024-06-15T07:54:00+07:00,0.8999999999999999,bai_hotel,,2
Agoda,816659968,"My family loves this place… food,staff and facilities were great👍👍👍
 
 ",10.0,2024-06-15T05:37:00+07:00,1.0,bai_hotel,family love place foodstaff facility great,2
Agoda,816652719,"Well centralized located, close to Mactan Island beach, easy to get to Ayala, SM-Cebu Mall, walking distance to Park Mall and the hotel staff are friendly, helpful and the room has best air-condition it's real cold even if you turn off the Aircon.
 
 ",10.0,2024-06-15T03:01:00+07:00,1.0,bai_hotel,well centralized located close mactan island beach easy get ayala smcebu mall walking distance park mall hotel staff friendly helpful room best aircondition real cold even turn aircon,2
Agoda,816608562,"The room was very clean but smelled like the odor wafting from bathroom drains. Couldn't be bothered to change room though bec I was too tired.
 
 ",8.0,2024-06-14T10:28:00+07:00,0.75,bai_hotel,room clean smelled like odor wafting bathroom drain couldnt bothered change room though bec tired,2
Agoda,816592241,"Excellent
 
 ",10.0,2024-06-14T06:56:00+07:00,1.0,bai_hotel,,2
Agoda,816542094,"The staff was really nice and helpful becuase agoda made a mistake in booking the room.
 
 ",10.0,2024-06-13T12:58:00+07:00,1.0,bai_hotel,staff really nice helpful becuase agoda made mistake booking room,2
Agoda,816539961,"Good moderate priced hotel with great roof to pool and bars.
Live music from 8:00 pm but seating is very uncomfortable so we did not stay long to enjoy.
Buffet dinner and  breakfast were a little disappointing with many items served cold.
Staff were extremely friendly and efficient.
 
 ",8.4,2024-06-13T12:29:00+07:00,0.8,bai_hotel,good moderate priced hotel great roof pool bar live music pm seating uncomfortable stay long enjoy buffet dinner breakfast little disappointing many item served cold staff extremely friendly efficient,2
Agoda,816513366,"Nice place, accommodating staff, clean and comfortable place to stay 
 
 ",10.0,2024-06-13T07:06:00+07:00,1.0,bai_hotel,nice place accommodating staff clean comfortable place stay,2
Agoda,816508251,"We had a great stay!! Staff are friendly. Ms Jewel at the front desk is accomodating. Foods are very delicious. I will Definitely return and book here on our next visit!!! The room is very spacious😊
 
 ",10.0,2024-06-13T05:44:00+07:00,1.0,bai_hotel,great stay staff friendly m jewel front desk accomodating food delicious definitely return book next visit room spacious,2
Agoda,816549116,"Nice Skypool and bar 
 
 ",9.6,2024-06-13T02:40:00+07:00,0.95,bai_hotel,,2
Agoda,816544990,"Everything is good. The only thing that I don't like is the pillow. Too soft and low. Didn't quite get a good sleep
 
 ",8.8,2024-06-13T01:38:00+07:00,0.8500000000000001,bai_hotel,everything good thing dont like pillow soft low didnt quite get good sleep,2
Agoda,816425654,"Perfect for money if you get lucky on agoda
 
 ",8.8,2024-06-12T05:58:00+07:00,0.8500000000000001,bai_hotel,,2
Agoda,816389158,"I always feel at home here. Thank you Bai
 
 ",10.0,2024-06-11T02:51:00+07:00,1.0,bai_hotel,,2
Agoda,816174047,"The hotel is clean and smells good.. Near to malls and easy access..
 
 ",10.0,2024-06-09T07:09:00+07:00,1.0,bai_hotel,hotel clean smell good near mall easy access,2
Agoda,816226101,"everyone is friendly and the place is awesome
 
 ",10.0,2024-06-09T05:18:00+07:00,1.0,bai_hotel,,2
Agoda,816147608,"Great plsce to stay in Cebu!!!
 
 ",10.0,2024-06-08T08:16:00+07:00,1.0,bai_hotel,,2
Agoda,816074280,"Clean and good breakfast 
 
 ",9.6,2024-06-07T09:35:00+07:00,0.95,bai_hotel,,2
Agoda,816022650,"Great room.  Staff at the checkin counter needs improvement.  Staff at the 21st floor restaurant is amazing.  Bring your own water though.  They don't provide much.  
 
 ",6.4,2024-06-07T07:21:00+07:00,0.55,bai_hotel,great room staff checkin counter need improvement staff st floor restaurant amazing bring water though dont provide much,1
Agoda,815965624,"Great amenities and exceptional service! 
 
 ",10.0,2024-06-06T11:41:00+07:00,1.0,bai_hotel,,2
Agoda,815964653,"We enjoyed our stay in this hotel. From accommodating staff, delicious foods, and great ambiance we surely did relax and had a great bonding with my little family. We will book this hotel soon. 💖
 
 ",10.0,2024-06-06T11:31:00+07:00,1.0,bai_hotel,enjoyed stay hotel accommodating staff delicious food great ambiance surely relax great bonding little family book hotel soon,2
Agoda,815963901,"The aircondition was very cold which I liked.
 
 ",10.0,2024-06-06T11:20:00+07:00,1.0,bai_hotel,,2
Agoda,815995539,"Relaxing to stay at the hotel
 
 ",10.0,2024-06-06T08:53:00+07:00,1.0,bai_hotel,,2
Agoda,815941105,"Transaction went smoothly and hotel’s contact number is easily reached.
 
 ",7.6,2024-06-06T07:07:00+07:00,0.7,bai_hotel,transaction went smoothly hotel contact number easily reached,1
Agoda,815928428,"none
 
 ",8.4,2024-06-06T03:08:00+07:00,0.8,bai_hotel,,2
Agoda,815925797,"The food in the breakfast buffet is not that great. It looks good but the quality is ok
 
 ",8.0,2024-06-06T02:13:00+07:00,0.75,bai_hotel,food breakfast buffet great look good quality ok,2
Agoda,815880080,"Highly recomended
 
 ",10.0,2024-06-05T10:18:00+07:00,1.0,bai_hotel,,2
Agoda,815862593,"Was a very friendly atmosphere , was super clean , Food was great in choices and tastes.
Great price as well.
 
 ",10.0,2024-06-05T06:47:00+07:00,1.0,bai_hotel,friendly atmosphere super clean food great choice taste great price well,2
Agoda,815907641,"I was so happy to have spend a night with my son on his graduation as a graduation gift. Since his graduation ceremony was also held in BAI hotel. So happy.
 
 ",10.0,2024-06-05T04:51:00+07:00,1.0,bai_hotel,happy spend night son graduation graduation gift since graduation ceremony also held bai hotel happy,2
Agoda,815810624,"The hotel is clean and has nice facilities. Location is around 30 minutes from city center though. 
 
 ",8.0,2024-06-04T12:26:00+07:00,0.75,bai_hotel,hotel clean nice facility location around minute city center though,2
