Opinion,Classification
"No indoor play area for kids.,No shallow area too for small kids😢",Comfort & Facilities:Location
"staycation,Perfect stay",
"excellent,location, comfort, amenities,lovely",Comfort & Facilities:Location
"5 star hotel,Good service",Value for money:Staff
"Shangrila still one our favorite hotels,Service, Food, Overall amenities,We always have a wonderful stay in shangrila. The service was great. Buffet breakfast in Heat is still really satisfying. Our room was clean and spacious, amenities complete.",Food:Comfort & Facilities
"It is good and silent hotel,Kind employees , facilities, food,Very luxury and nice hotel",Comfort & Facilities
"Good location, food is so so,Good location, food not great",Location:Food
"nice hotel, rennovated in tower building,location, hospitality",Location:Comfort & Facilities
"Location. Food choices. Comfort,Location. Food choices. Comfort.",Food:Location
"Comfortable and worth it,Comfortable bed, helpful staff and great ambiance,Simply amazing",Staff:Comfort & Facilities
"5 Stars hotel with 6 stars service,Hospitality, spacious room and right next to Mega Mall,My Stay is lovely. People were very friendly and felt like home. Good Security. Its 2 mins walk to Megamall. Will definitely stay there again.",Location
"Nice stay,Location. People Food,The people are very nice and the food great. Swimming area great",Location:Food
"Good location ,Location, Very friendly staff,Very friendly and helpful staff. Very close to SM",Staff:Location
"Good hotel ,Nice, clean and friendly,good time there",Cleanliness:Staff
"worth it,elegant, clean, affordable,Great. Enjoyed the stay.",Cleanliness:Value for money
"Relaxing stay,Pool food room,It was very relaxing and had fun with the pool",Comfort & Facilities:Food
"Shangri-La,Friendly Staff, New Guest Rooms, Good Location,Staff knows me very well. Guest rooms newly renovated. I feel like I'm at home especially with the excellent service.",Staff:Comfort & Facilities
"would like to stay here again...,location, staff, amenities,Very nice hotel for a vacation. Near to shopping malls too. staff were pleasant and accommodating.",Staff:Location
"Wonderful visit Hotel,Location, hotel style and choices of food!,The stay was good I agreed with the questions above and I loved every thing about the visit there!",Staff:Location
"Cozy and luxury room ,Clen",Comfort & Facilities
"Expensive but safe and reliable,Staff, airport transfer, facilities,please see my other review for the same stay which was on two separate bookings",Staff:Location:Value for money
"Shangri-la always delivers! ,Accomodating staff; fantastic food and very clean rooms,Staff was great, my 2 year old fell down and hit her head near the pool and a staff was there in an instant offering ice for the bump on her head. Good job for being watchful and alert!",Staff:Cleanliness
"fantastic old school hotel,location amenities food,great place with great service and classic furnishings",Comfort & Facilities:Staff
"Excellent,place, service and pool",Comfort & Facilities:Staff
"great 5 star hotel,location staff and resturants,you have to check out the japanese resturant, its azaming food nice hotel doing some upgrades so spa not in use.",Food:Staff:Location
"Relaxing weekend,Comfort, service, & location.,The room was comfortable and staffs are great. Internet acess was fast. The kids enjoy the pool.",Staff:Comfort & Facilities:Internet
"Great hotel but expensive!,accessability to nearby malls, hospitals and convention center; clean, comfy rooms and helpful staffs.",Comfort & Facilities:Cleanliness:Staff
"Friendly staff,Good service, Friendly staff and good location,Excellent!",Staff:Location
"Fantastic Staff,Good location, friendly Staff and Nice Pool,We have a very pleasant stay at the hotel. Full of good friendly Staff and fantastic service.",Staff:Location
"nice hotel,location, breakfast, pillows,it's nice but all the nearby attractions close very early at night during weekdays. it's like being in the states.",Location:Food
"Oasis in Manila,rooms, breakfast pool,Quite nice. would go back again",Food:Location:Comfort & Facilities
"Top quality elegance,Staff comfort service,I've stayed several times here, as well as the equally elegant Shangri-La in Manila nearby. Great service, and great location for Makati business trips.",Staff:Location
"Friendly staff wonderful breakfast nice pools,sauna breakfast staff,Paid for the upgrade which was worth it nice cocktails and snacks. Would stay again this hotel if in that area. But little far for manila. Staff friendly and helpful. Nice pools and great gym.",Staff:Food:Location
"Ideal for a business traveller,location, food, service,Ideal for a business traveller",Food:Location:Value for money
"Great place to relax in the city. ,Great pool. Excellent spa. Comfortable place to relax.,Excellent place to relax in the midst of a busy city. Great for families. Loved the pool and the spa! Will definitely go back again.",Comfort & Facilities
"Great staff, helpful and understanding,staff, service anf value for money,Except for a slightly long check in time the rest of my stay was wonderful with all my special requests being attended to efficiently and with a smile",Staff
"Great hotel,Breakfast buffet, clean rooms, good for business meetings,Breakfast buffet, clean rooms, good for business meetings. A shopping mall is just beside this hotel.",Food:Cleanliness:Value for money
"Lovely, relaxing, comfortable...,food, room and location,quite pricey to be honest, but it's all worth it... we were secluded in horizon club. free-flowing drinks and snacks. great breakfast. parts of the hotel was being renovated though",Food:Comfort & Facilities:Location
"great stay,room, staff, pool,we stayed at the newly renovated room. it is big but no bathtubs. the room is big and clean",Comfort & Facilities:Cleanliness:Staff
"perfect hotel for vacation,nice food, ideal location for shopping, big rooms",Location:Comfort & Facilities:Food
"great hotel in a nice location,restaurants , shops , location,This is a really top class hotel. I will be going back.",Location
"Always a pleasure to stay at Shangra-La,Very nice, clean rooms. The restuartants are outstanding. Internet is fast which is great if you have business to do too.,Our stay at Edsa Shangri-La is always a treat and something we look forward to.",Staff:Location
"nice, clean and comfort, accessible to restaurants,clean, accessible, nice hotel,it was comfortable, big hotel, likewise clean, very near to shopping mall, restaurants and accessible to all transportations.",Location:Cleanliness:Comfort & Facilities
"Good business hotel ,Staff, Food, Clean,Walking distance to SM Megamall and Shangrila Plaza. Staff were really friendly and helpful. Renovations were going on during my stay though",Staff:Location:Food
"Excellent quality,Ambience, quality, amaneities",
"Excellent and it is very good 5 stars hotel ,Connect to shopping mall, safe and easy to get different type of cousines,The hotel is excellent but the rate is expensive around the ortigas city. If looking for good service and quality hotel, this will be the one i will choose.",Location:Value for money:Staff
"Luxury hotel at its finest. Great service.,Food, service and location",Staff:Location
"Fair enough,Near business centre",Location:Value for money
"We really enjoyed ours stay nice ambiance:),Good location, very accessible to a public transport and close to the shopping area:)",Location
"World class experience,location, design and comfortable room",Comfort & Facilities:Location
"great hotel...nice people... great location...,the rooms in the upper levels were fantastic big and beautiful and very clean...,thank you to all the staff for a wonderful stay,the food was great and the wine was even better hope to see you all soon...thank you..",Food:Staff:Location
"Good location and great service,Great service from hotel staff,We stayed in a superior room. Hotel staff were very accommodating and gave excellent service. Our kids enjoyed their swim in the pool area. The facilities in the hotel are well maintained.",Staff:Comfort & Facilities
"Resort-type hotel in great location,Location is excellent, around business centers.,Too crowded when I checked in, the lobby ressembled a busy market!",Location:Comfort & Facilities
"Very Good Hotel,Staff,My 5 days at Shangri La was great and very good. Especially the staff service",Staff:Food:Value for money
"Top notch,Best hotel,The best hotel ever in manila. Thats all that can be said.",
"nice location near shopping mall,nice facility and good bed matress,i will love to stay there again because great location near shopping mall and have a very good access to shopingg mall. so it is very easy to find food and everything",Location
"Nice rooms and friendly staff,Location and hotel facilities,Highly recommended for business trips. Located between two major business district areas of Manila.",Location:Staff:Comfort & Facilities
"Awesome hotel! I would love to come back again.,All facilities you need are in the hotel! Near SM Megamall, SM Cinema!,Wonderful staff and friendly. The pool was fabulous especially that it is a summer time! Would really recommend this to all! Value for money as well!",Comfort & Facilities:Staff
"Well Maintained 5 star hotel,Great staff, comfortable bed, clean hotel,an escape from the busy city life... delicious breakfast buffet",Food:Location
"Great hotel, excellent service!,close to a lot of malls, big parking space with valet, wifi is good,We will definitely stay in this hotel again next time!",Location
"Nice hotel w/ clean rooms comfortable pillows bed,Amenities like the gym pools and clubs,the hotel has great location for shopping facilities excellent comfortable bed and pillows",Comfort & Facilities:Location:Cleanliness
"Very nice hotel,close to shopping amenities and ortigas cbd,comfortable beds, good service. all amenities are very much top class. would recommend to fuzzy travellers.",Staff:Comfort & Facilities
"Lovely Hotel,location,location and very good service staff. rate include wifi and breakfast which is very good",Staff:Food:Internet
"Great hotel,friendly staff - near go shopping locations,i only stay 2 night but my stay was very comfortable",Location:Staff:Comfort & Facilities
"Service with a smile :),location and ambiance,Hotel staff were very accommodating and they were able to answer most of our queries and provide for our requests.",Staff
"great location,walking distance to malls,none,had a wonderful stay. nice rooms and very accessible to a lot of places",Location:Comfort & Facilities
"family reunion,outstanding breakfast and lunch buffets, vast food selection and quality is maintained. Spa was the best so far,none,I treated my family to some treatment in the ChI spa within the hotel. It is the best service/treatment thus far and the facility is out of this world. I totally recommend this one.",Food:Location:Staff
"Needs renovation,Pros: pool area is nice Cons: room needs renovation, old rustic smell",Comfort & Facilities:Cleanliness
"Very good,Perhaps it was just the timing but Shangri-la was fully booked when we got there such that check in was really late. we were given a room after 330PM and was allowed to check out by 1pm.",Staff
"Great Stuff,Great Place, Fun Times",Comfort & Facilities
"Staff Staff Staff!!!!,Hotel is clean and Luxurious BUT your staff makes all the difference in the WORLD! well done. thanks",Staff:Cleanliness
"Exceptional,Close to shopping centers walking distance from the hotel.",Location
"Business Address,Great location for meetings.",Location:Staff
"Exceptional,i booked with free breakfast but the hotel said NO free breakfast????",Food:Value for money
"Enjoyable experience at a great price,We were upgraded to a newly renovated tower. The bed was HUGE. The room was nice also. Really great for couples who want to relax and have fun.",Comfort & Facilities
"Relaxing and fun stay,We loved the pool area! Rooms are spacious too. Buffet breakfast was also good.",Comfort & Facilities:Food
"Exceptional,Stayed at the Tower Wing Deluxe. Shower only but their toilet has a built-in bidet and rear wash. Not available in their Garden Wing Deluxe as i recall.",Comfort & Facilities
"Very good hotel,Everything well organized",Staff:Cleanliness
"Great Hotel,Very friendly staff",Staff
"Great NY Eve and Weekend,This is still one of the good hotels in Manila and it still delivers, room service was good....",Staff:Food
"Awesome,Pool is great kids love the kiddie pool and the room is clean",Cleanliness:Comfort & Facilities
"Excellent service.,Better if there are special Christmas shows.",Staff
"Great,Staff are excellent..we are even suprise with the welcome brownies we received when we get back to our room. Overall, we all had fun especially the kids!",Staff:Food
"great location and great facilities,only rhe breakfast buffet is too pricey",Food:Location:Value for money
"Exceptional,I attended the Alpha Phi Omega dinner party on September 3, 2017 at the Isla Ballroom. We also hanged out at The Lounge for after party drinks and snacks.",Food:Comfort & Facilities:Staff
"Good,We checked in for the 3rd year straight for my sons birthday. The last 2 years i informed them it was my son birthday and they sent up a cake as a small token for my son to enjoy. This time around, i informed the receptionist upon check in we were there for my sons birthday and he said they send a little something to the room later on in the evening. They must've forgotten because when we arrived to the room the room had been cleaned but no cake or brownies. I called the reception to find out if they were still sending the cake over. They said, what for? I explained to them and had to call 4 different times when finally they sent up a cake at 11pm. The last 2 years we stayed the weekend there for our sons birthday it was already there when we walked in from dinner. This time they forgot. We've stayed at a couple Shangrila resorts and this is probably the first time we didn't feel very special. Last, i found a sock under the bench in the shower. It probably belonged to the guest that stayed in the room before us. The room wasn't as clean as it use to be either. My son loves Edsa Shangrila because of their kids slide and kiddie pool amenities but i'll probably need to insist on staying at the Shangrila at the Fort next year.",Staff:Food
"The staff doesn't seem to be welcoming and helpful. ,I like the room. The hotel itself is really nice. The staff, not so much. Service in the restaurant is not good, we went there for late lunch last 27th of October if Im not mistaken and the service is horrible. Food is not well prepared either. Bean sprouts weren't cleaned and our lamb was well done when it's supposed to be medium rare. Bread is cold and No ketchup for fries. The front desk staff wasn't nice when we were extending our stay. Overall, not so good for me. Hopefully the hotel management is aware about this.",Staff:Food
"Above average,For you to send me your rates when asked for an early check-in is so NOT a 5 star hotel trait. Where is the hospitality??? I know we all look for upsell options but what you doing for early check in is cheap- it would make more sense to ask for the check in time rather than just sending your tariff. Your rooms are very very ordinary with new entrants like Okada etc in the market. You got some catching up to do. Also you can learn from Solaire/Okada on how to make things special for guests who come to celebrate in your hotel. Disappointed.",Staff:Value for money
"Crazy security style. People cant walk thru the car exit way. You have to walk like you are driving,I believe final security check in when entering hotel but if you are walking, you have to enter thru car entry entrance instead of short cut from car exit, entry point which is more convenient if you walk from megamall. They force you to walk around with no sidewalk and no covered path. That kind of service with almost 10000 pesos a night",Location:Comfort & Facilities
"In case you missed it..,We stayed here for my sister’s wedding last weekend. In the middle of a video/photo shoot, there was some water leakage from the ceiling. They had to improvised and put a waste basket in the middle of the room just to keep the water off the floor. Edsa Shangri-la, you are not helping!!! We were behind schedule as it is so we had to be extra cautious to prevent any liquid staining the wedding gown. It probably didn’t helped that the weather was blazing hot but the AC in the rooms and facilities (ballrooms) were not working properly. But we were still hoping it would somehow improve. AC was not cool enough (we set it up at the coolest temperature) for all rooms due to ongoing repairs happening in the hotel and they said they would cranked up the AC around 3 am. By the time we came back from Church, we decided to get something from our room – only to find out that our room was flooded from the damaged water line. Apparently, this has been going on for 30 minutes while we were at Church. May I just point out if you were a part of a wedding entourage this is such a waste of time and hassle. Boo Edsa Shangri-la! We couldn’t get inside but luckily our things were spared from the water. Staff had to get our things inside the safe and they had to transfer all of our things to another room. Sad thing was we didn’t get to take any family pictures because I was busy staring at our room filled with water. Management could have done a lot more improvement. I asked around and heard that this was also the same problem last week. Leaking ceiling and broken AC. Based from my experience, this is not a 5-star hotel given the current services and facilities.",Comfort & Facilities:Staff
"Use to be a great hotel,The hotel itself is actually very nice. Rooms are a little dated, but is kept clean. Pillows and bed are all very comfortable. What was disappointing was the staff. When you arrive there is NO ONE to help you with your bags. For the past 2 visits I had to bring my own bags in. Put them into the x ray and lug them to the counter. For some reason the arrival area is just not managed. Checking in can take some time. But once you get through all of that it's a pretty good hotel. Compared to some of the hotels in Makati this one was pretty good value for your money. Just don't expect too much in terms of service. And the food...... very very bad. If you want a comfortable place to just sleep in. Its good and the gym and pool areas are great.",Comfort & Facilities:Value for money
"Not up to standard ,The rooms are starting to show their age . Also it seems that every time I book a room through Agoda, I end up with a mediocre room On the lower level with a terrible view of some rooftop or a parking garage . Its NEVER a nice room upper floor overlooking the gardens or the pool .",Comfort & Facilities
"Edsa Shang - location and service are good!,Edsa Shang - location and service are good! You can never go wrong with hotels that are near the malls and in the center of the business district. That plus being a reputable chain hotel, make them a good choice.",Location:Staff
"They put us in a stinky room. ,Not all rooms are stinky contrary to what the staff told us. When you book here make sure you tell the front desk that you will demand to be transfered when you get a stinky room. The first room that was given to us smelled like old and humid. Like dirty clothes left in the bin for long. The showerhead has mildew and the spare blanket smells bad too. The pillows flatten easily so when i woke up i had a nasty case of stiff neck.",Cleanliness:Comfort & Facilities:Staff
"Disappointing,I am the daughter. My parents celebrated their anniversary spending 2 days and 1 night at EDSA Shangri-La. I was the one who personally chose this hotel because I'm very confident that being one of the well know hotels in the country surely my parents will be taken cared off. But to my disappointment, NO. Me and my sister was already coordinating the said booking right after it was booked in Agoda. Everything was running smoothly and even car service was arranged. We went to EDSA Shangri-La to settle the booking and to our surprise, they told us that there was no booking. Talks here and there until after two to three hours finally they were able to traced the booking. The question is, how on earth we were able to coordinate with this establishment so smoothly thru email and have encountered problems when we went there personally. At the time of checking-in, again problem arises. No confirmed car service well in fact from day number one it was there in the booking, fully paid. There was no hair dryer in the room. At the time of check-out still the receptionist was asking for the payment of the car service, well in fact it is paid already. They have given so much hustles to my parents considering that everything was properly coordinated and paid even before the time of checking in. Such a big disappointment.",Staff:Value for money
"Very far from a 5 star hotel, very disappointing,Parking is a pain. Check-in took an hour! Room carpet is very dirty. Mini bar is empty. Room service / food very poor quality (my wife got food poisoning. Not 5 star at all. This may be due to high occupancy during the holidays but this is NOT an excuse for a 5 star hotel. Very disappointing.",Comfort & Facilities:Staff:Food
"Weekend Escape?,I am sorry, I didn't get the name of the person who checked us in, but he was wonderful. He told us about an upgrade that was available at a discounted price. This was well worth it. When he saw it was my daughter's birthday, he arranged to have a birthday treat sent to the room. While the interior of the room was great, the carpets leading to the suite need replacement:( Dinner at Senju was lovely. But, while I understand it was a Friday night, service at the Lobby Lounge could seriously stand improvement. We tried for half an hour to catch the attention of one of the service crew, but they were otherwise pre-occupied. In the end, my husband had to stand up and go to the bar just to get water for our daughter. Not something one would expect from a 5-star hotel and definitely not from a member of the Shangri-La chain.",Staff:Comfort & Facilities:Value for money
"A very tired shangri la,On arrival the lobby smelt strongly of fish, the next day it was the same. They have a ventilation problem. I booked a club room which cost more than S$400. The club room is old the carpets are dirty, the bathroom has a bath shower which I can never understand why hotels put baths in rooms. No one ever uses them. The amenities are not up to shangri la standard. I am back to the sofitel. The staff were great but I would never stay here again or recommend to any of my associates.",Comfort & Facilities:Cleanliness:Value for money
"Way below 5 Stars! ,A single positive: upon check in I was upgraded to a suite, due to unavailability of my requested room. Sadly this was the only positive experience during my stay.,As a very frequent traveller I must say the experience during this hotel stay was probably my worst ever in a five star hotel in Asia: - When needed, I had to call Guest Services several times from my room. The phone usually rang 20-30 times before answered, if at all answered. - a call to Housekerping to make up my room was ignored. After a reminder call 40 minutes later, I was told they'd come to clean immediately ... A third call, some 20-25 minutes later was required to finally get the job done! - Room Service is slow and unreliable. Was told 30 mins delivery time and waited well over an hour! - I had to extend my hotel stay. Different rates were quoted by different staff. The final quote I received was in my view overpriced. After voicing my disagreement over the price, the quoted rate was immediately adjusted down. i guess less experienced travelers, who may not push back on 'outrageous' pricing, are simply overcharged. - mini bar wasn't re-restocked daily. - the hotel interior is old, the sofa in the suite seems more for decoration as comfortable seating is a challenge. - I had one dinner at Paparazzi, one of the hotel's restaurants, which was disappointing re food quality. The ordered starter wasn't fresh and had to be returned. Service quality in the restaurant is below par. - upon departure I ordered a hotel limo to get me to the airport. The car showed up 10 minutes late. - Lastly, the hotel security is clearly a farce! The focus seems to be on selected people only and is not done professionally at all. While I observed mainly local people being checked (if the performed action can be called a security check), I walked through 'security' twice with large paperbags (containing things I bought outside the hotel) without any checks being performed. I confronted the respective 'security' staff about such lack of diligence, but all I got back was embarrassed smiles. Would I recommend Edsa Shangri-La? Well, you make up your own mind ...",Staff:Value for money:Food
"Buffet brfast feels like queueing in a fast food,except fot the location nothing is else is good,Disappointed. Rooms are still old fashionly equipped. Very small room for such an expensive rate. Queues are incredibly everywhere even at the breakfast buffet, the long queue make me think twice whether I am in a 5-star hotel or just in a fastfood waiting to order. Service is not up to a 5-star hotel standard. Not Shangrila's standard",Food:Value for money:Comfort & Facilities
"Manilla's six star staff,Staff, Staff & Staff,My 3 night stay, from 23 - 26 July 2015, was excellent. I had an evening event to organise on 25/7. Support given before and on event day was fantastic - prompt, attentive and professional. Banquet staff Peter and Executive Lounge Jinnah were the outstanding star performers. They anticipated, remembered and got all requirements in order. The other staff at Executive Lounge were providing v good service in their quiet ways. I loved everything about Edsa Shang. Wish I had spent more time to enjoy the other facilities as well. I will definitely come again.",Staff:Food:Value for money
"Dusty room and function hall,food,My six year old son was having asthma attack when satying inside the function hall or in the room we stayed in. When taken to the pool area, coughing would automaticallly stop. I guess it was on the dusty carpet of the hotel. Imagine your child coughing the whole night, who could sleep well? Not sure if they have cleaned their carpets after the supposed heavy renovation. We have stayed in this same hotel at about the same time last year, but my son didnt have asthma attack that time. Not a good hotel when it comes to cleanliness.",Cleanliness:Comfort & Facilities
"As expected. ,Location, Breakfast, WiFi,As expected. However, upon check-in I was offered a room upgrade of 1,000 pesos. However, I was not told that this was per night a did not include a significant VAT tax and service tax which was meant that I face an unexpectedly larger bill than expected. Such taxes are not familiar to foreign travellers. One should be provided with a breakdown of costs or full disclosure of total costs upfront before being asked to sign at checkout. Quite deceiving.",Value for money
"Nothing special. Not an ""experience"".,Bathtub. Towels. Robe. Pool.,Most Shangri-La properties provide an ""experience"". This one is located amidst construction and is a bit dated. The staff are polite. Breakfast was included, very average and limited selection. I would only stay here again for a very good price.",Food:Location:Cleanliness
"Most overpriced hotel hotel we stayed at,Clean, comfortable room,The dinner buffet was advertised at 950p, but after all the service charges it came to about 5000p for 2 people. A bottle of water we thought was complimentary cost me $13. A burger, salad, and a couple drinks for lunch was $75. Everything was just decent quality, but very overpriced. The charges for everything seemed deceptive and dishonest. You only find out when you are presented the bill. We stayed at five different 5 star hotels on this trip. The Edsa Shangri-La Manila was by far the most disappointing hotel I have stayed in on this trip, or any I can remember in the past few years. I would have filed a complaint with the management if I thought it would do any good. I think the best thing is just to inform as many people as possible to avoid this hotel. I would highly recommend any of the Crimson hotels instead. The Edsa Shangri-La Manila is an overpriced ripoff that can't compete with hotels that cost a quarter as much...",Value for money:Food
"Comfortable, not at par as other Shangri la hotels,Centrally located, convenient, wide spread buffet,Generally good. But not at par with other Shangri la hotel. Check in was fast, but check out was slow. The renovated room doesn't look renovated. Amenities not complete - only one toothbrush for a booking of two person, no vanity kits like cotton, comb - unusual for a 5-star hotel, and for a Shangri hotel name. The complimentary cookies looks like it was just tossed on the table. No turn down service on our first night.",Comfort & Facilities:Food:Value for money
"Inconvenient. Renovated, but small rooms.,The hotel is located in a terrible place for doing business. The EDSA is a traffic disaster, and it is the only way to access. There are no restaurants nearby. While the food is decent (and expensive) at the hotel, there aren't any other choices around. Rooms are small, but were updated. Most business is in Makati, so plan 45-60 minutes if you are travelling there. It isn't far, but the traffic is terrible.",Comfort & Facilities:Location:Food
"Not worth the price, staff not approachaeble,Close to shopping malls, close to airport, luxurious,I would not recommend this hotel to my family and friends because staff only prioritize foreigners and not their own. My sister studied Tourism and Management here at United Kingdom and she was the one who stayed at the hotel with my family and she knows quite a lot about hotels. She did not receive a great service she thought she would expect in a five-star hotel! I payed for an extra bed and they got a sofa bed. Staff said all the rooms are fully-booked (which we did not believe at all) and they could not guarantee a room transfer but my sister complained and finally transferred into another room. Staff does not smile at all, and this is very disturbing particularly when they are the face of a luxurious hotel. I had booked for the room and nothing else, but staff expected them to have their meals at the restaurant as my family bought food outside the hotel and brought it at the hotel. Finally, my sister had to check out early due to her flight back to the UK and asked the reception to call for a taxi but they had waited 20 minutes for the taxi. This is not acceptable. We would definitely not recommend this hotel especially to my fellow Filipinos because they only prioritize foreigners.",Staff
"Not satisfied,Location, safety and access,All the linens seem to be old and worn out. The clothes we worn were filled with lint from sofa set ang bed sheets. It looks clean when we entered the room but disgusted when our clothes were filled with lint and I was coughing due to dust.",Cleanliness:Comfort & Facilities
"Nice break from Manila, an oasis.,garden, health centre, shopping,Quite good. Actually had a couple of issues staying here but the staff worked very hard and quickly to resolve them so I really can't complain. The sauna and steam room are excellent quality and the best feature of this hotel by far. The health centre staff were absolutely lovely and very considerate.",Comfort & Facilities:Staff:Cleanliness
"Chaotic check-in at Horizon Club,Excellent location for shopping. Very good food outlets in the hotel. Friendly staff banquet sales staff.,Check-in was disorganized. All arrangements made online were disregarded. We had to settle for a smoking room which they ""converted into a non-smoking room."" Of course the room still smelled of cigarette smoke!",Staff:Cleanliness:Comfort & Facilities
"Great Service but Access to hotel is horrible due ,Good location,Service is great, location is good but due to construction activity access is very difficult. Requested for non-smoking room not available Requested for King Size bed not available. I dont recommend this hotel",Comfort & Facilities:Location:Staff
"Upper End Luxury Hotel & Extra Services,Breakfast Place & Wifi availability,Everything is what I expected exclusively floor area for socializing & just be ourselves. A place tranquil for relaxation & chilling. One small glitch was my request for airport transfer, The reception assured me during my check in that the transportation the day I leave is arrange. I even ask what will be the best time to proceed to the airport early enough for the traffic in the city is is rampant at these times. Even the price for then car was set too...however the day I leave, found out that the transportation was not arrange & traffic to the city is terrible. To add the car was change to van, additional cost incurred. And was not available for there was no prior request as I did....almost miss that window to be one time for check in. Good thing the driver was from AVIS was sooooo, creative that we made on time the airport at the nick of time. Lesson, double check if your request was process...",Staff:Location
"Great Location, clean sorroundings and safe area ,room is big enough, omfortable and clean.,Both myself and my 16 years old son had a lovely over night stay. Staff are friendly, polite and very helpful. The only thing we regrets was to have our dinner in the Italian restaurant. The portion was too small and expensive, they can do better. The service was very poor too.",Staff:Location:Food
"Great location,Best staff,The Hotel as we all know is fantastic.. people were very courteous and always smiling.. the only disappointment i had was when they gave us a room which they said was city view but all we saw was the back of the mall and a construction site.. very disappointing.. Paid for a not so good view... even booked in advance. but overall hotel was okay.",Staff:Location
"Great Hotel,Horizon facilities very convenient for business traveller with ad-hoc meeting and networking requirements,hotel very comfortable and horizon facilites most convenient for the business traveller. the opportunity to hold short meetings and discussions on an ad-hoc/short notice basis provides welcome flexibility to travellers on a restricted schedule. as with any hotel in manila, it is important to consider the traffic when deciding upon a location, for anything within the business district of ortigas this hotel is very convenient.",Comfort & Facilities:Location
"Good hotel with nice features.,Had to rebook room 3 times to get the room originally requested.,The rooms are not all to same standard and the room had to be rebooked 3 times before I got the deluxe room requested. The hotel is very loud with lots of construction. It would be better to block off a section of the hotel and work on it than spread the construction across the entire structure.",Comfort & Facilities
"""Great staff ~ aging rooms"",The staff, atmosphere, food and facilities.,I was welcomed by friendly staff as I stepped out of the terminal, and a reception area of their own as a driver was located. It wasn't long til one was rounded up and the drive to the hotel began. After reaching our location, I was whisked up to my room without even visiting reception and able to rest straight away after the flight. Staying 3 nights, I was able to see a small part of the area, ordered in a few times whilst there but found the rooms a little dated for the price, and not up to the standard of other hotels around. The excessive charge for the limousine.. let down the experience somewhat, as it was only a Toyota (I've been in better taxi's) A comfortable stay all in all but I'd need to observe a fair face lift before thinking about staying once again.",Staff:Location:Food
"One of the best in manila,Great all round and great pool and service,i stayed for one night as a treat and i had been having problems in another local hotel. i was trying to work but the other place was frustrating me. i thought, ""i'll go the edsa shang"" they will give me the calm atmosphere that i need to work and i can have a good swim. i was right. fine and dandy !!! thanks edsa shang",Comfort & Facilities:Staff:Food
