Opinion,Classification
"We stayed at this resort with three children.
The Panoramic Suite offered us plenty of room for all of us - two rooms, a separate bathroom and one large walk in closet.
The front room had a sofa bed and the hotel offered us a roll-away for free.
The third child slept in the walk in closet in the actual bedroom with the pillows from the sofa bed - super cozy and big enough for a little one.
Us parents had a generous king bed which was comfortable and large enough for comfort.
The view from our room was just like it said - panoramic. Absolutely beautiful and fully private.
The whole length of the suite had a private balcony with two chairs, a table and a drying rack.
The bathroom was large with a tub, shower, two sinks and a toilet behind a separate door.
Toiletries were added generously (L'Occitane) and towels were replaced twice or more each day.
The suite came with a beautiful coffee maker with single serve coffees and a variety of delicious teas.
We also received fresh fruit during our stay, including mango, apples and bananas.

With the Panoramic Suite comes free use of the two lounges on-site - one upstairs (which is more formal) and one downstairs (which has kids tv which is great for when the grownups are eating or just enjoying the moment). The lounges offer coffee, fresh drinks, small pastries, some cookies, peanuts and at night small warm bites and alcoholic beverages.

The cleaning staff was extremely courteous and changed our bedding every day.
They kept our privacy in account and always made sure not to inconvenience us.

The breakfast buffet was very large, with lots of items to choose from.
The fresh fruit, pastries, variety of bread, made to order eggs, asian cuisine, yoghurts, fresh fruit smoothies, local delicatessen, steamed sticky rice, cheese platters, baked potato and muesli and cereal made for a feast. Not to mention the made to order coffees. Yum.
The waiting staff was polite and always ready to help.
It was clear they were very well trained.

We bought the dinner buffet four times during our stay - absolutely delicious. Especially the desserts. Look for the chocolate brulee, the chocolate fountain or the variety of cakes. And try the crab legs, sushi, freshly cut salmon or tuna. Or the delicious Indian cuisine, creamy soups, pate or fresh fruit. All heavenly.

The resort grounds were peckless and so calming. The beaches clean, well equipped with beach chairs and fresh fruity water is offered to all guests who lounge there. The waters are pristine with beautiful snorkeling opportunities. No boogieboarding, for there are barely any waves to speak of. Snorkeling gear, canoes and jet skis as well as some other items can be rented or some of these things are sometimes included with the package that you choose.

Every night the resort offered a theme night with dinner, but the show could also be seen by bystanders or passing guests. Very fun to watch and listen to.

The kids place is super - slides, ball pits and little girls and boys crafts activities.
There is also an e-zone, were kids can play some arcade games or air hockey.

The resort did offer some fitness and other activity classes, but the choices were limited.
That I would say was the only downfall to this resort - apart from lounging, eating and snorkeling there really was not too much to do for grown-ups. Which was fine by me, but if you are looking for action and excitement then this resort is not for you. Although the resort did offer shuttle service to a nearby mall or two, were English movies are shown and a plethora of Western restaurants could be found. I guess for those who are looking for more action this could help a bit.",Food:Comfort & Facilities
"I will start by saying I don't like resorts but I'll make an exception for this one. Everything was taken care of in a professional way with a smile. Staff would anticipate our needs at all times. The lady at the bar in the reception area was most pleasant, well educated and knowledgable. It was most agreeable to talk with her.
A taxi driver who didn't have change was told off by the doorman when we had left.
The prices at bars and restaurants, although expensive compared to cost of life in the Philippines, was more than reasonable compared to similar resorts in other countries.
The pools were cleaned thoroughly every night.
The sea was full of different kinds of fish and my little daughter could snorkel easily not having to swim far. The staff at the gym and playground were equally nice as was the waiting staff at most restaurants (the Cove restaurant was a little bit below which is a shame since the place is beautiful).
We had a free massage at the Spa and they called to make sure we wouldn't miss the opportunity and also here we were taken extremely good care of.
All in all a great experience. Thanks!
The whole",Staff:Food:Value for money
"We were 3 Indian families and celebrated Christmas in Mactan Resort. We found the resort to be too relaxing and comfortable. The rooms were big and comfortable. The service also was good and staff well mannered and well behaved. The best part was the resort had Indian chef and we relished vegetarian Indian food. The food was better than what you can get in India. The beach was man made and made up of white sand. There were 2 pools, both of them very neat and clean.

The resort is expensive as all are but you move out and across the street you get enough food and beverages. The best part is that you will get lot of water games outside the resort (all in vicinity of 2 kms) and you can bargain for better prices. You have an actual submarine nearby which goes inside water to abt 40 mtrs.( Yellow Submarine) For those who like adventure, you have lot of things to do.",Location:Food
"We stayed 3 nights in an amazing jacuzzi suite and had a wonderful time.
Breakfast was excellent with a huge choice. We dined at 3 different localtions for dinner and all were good. The most amazing thing about this resort is the team. The most excellent staff that can be found anywhere. Special shout out to the wonderful ladies at the club lounge - Thank you for your amazing and truly memorable service!",Staff:Food
"We stayed 5 days in Shangri-La Hotel, It was fancy room, very romantic and perfect to get away from the job. It was wide pool and wide white sand beach. The staff are friendly sometimes , but sometimes are not.Food are cool, Jets key are col too. We just stay this hotel because we book a canyoning adventure with Cebu Exclusive Holiday, they offer whale shark and canyoning which ma friends loves it. Thank you to Cebu Exclusive Holiday they are the reason why we come to Cebu and stay in Shangri-La Hotel as they recommend it to us. We are satisfied men!For whale shark and Canyoning one day activity they charge us $ 200 dollars each and it was including everything and it was a hassle free and we love it.Ma 3 friends loves it, it was cool jumping and swimming in the jungle men. I recommend it for everybody.",Staff:Value for money
"Highly recommended. We spent a week there with our three children ages 11, 7 and 5. We all had plenty of activities to fill the day, as well as a great setting to relax when we really didn't want to do anything. Service was outstanding, leveraging Philippino charm and attentiveness, together with Shangri-la's efficiency. The rooms were comfortable and spacious. The hotel throughout was clean and all the equipment was in good shape. The food was tasty and varied - and Courie Cove was a wonderful place for evening drinks. Kudos also for the marine sanctuary, the restoration of the reef is impressive and a lot of fun to explore for kids and adults - lots of fish and coral! Do wear foot protection though if you wander in in low tide!",Food:Comfort & Facilities:Staff
"My family stayed for two days at Shangrila Mactan, and it never disappoint, even for a single minute. From check in till we check out, lobby hosts Diane and Chantal took care of our needs. They pampered my little girls with their fave mango juice. Bob at the front desk gave detailed information of our stay, Mae of housekeeping regularly asks us if we need her help to sterilise the feeding bottles, Roderick and Menard were helpful as well...knowing that we have kids, the flow of drinking water did not stop.
Katherine, the in house nurse also was very helpful when my 3yo had a fever. The duty manager called to check on us as well!
Lastly, Guia and Jon Paul at the Tides Resto provided excellent service while we were dining with the kids. All of them were smiling, and have told us how Shangrila took care of them. With one telling us 'the owner loves the staff..'",Staff
"This is our second time staying at the Shangri-La and it didn't disappoint. They are excellent handling food allergies, preparing special meals for our daughter and the chef coming and speaking to you on your special needs.

We stayed for 4 nights in a seaview deluxe room with our 2 children which was large enough for us and had lots of kids channels to keep them happy.

The beach and snorkelling is amazing, better than any day trip you would do. Thousands of fish and feeding them each day is fun.

Highlights of the trip
- snorkelling safari held daily and is free
- junior tennis coaching - special thanks to Edward who is a great coach and really improved my sons tennis game
- play centre for the kids
- service, the staff are so friendly and helpful
- buffet breakfast

Hands down the best Shangri-la we have been too in Asia, the staff make it.",Staff:Food
"I've stayed in Hilton and Plantation Bay before, they're okay but Shangri La surpassed them all! Shangri La is a bit pricey but your money is worth it! This hotel has a good customer-service, all the staffs were always have a happy smile in their faces serving you and attending your needs. They made you feel that you are important.

We stayed in the 8th floor, Room 8051, ocean wing with the view of the pool and beach. Nice room with a view, perfect to chill out during night time and early in the morning.

There's a problem in our room, a water leaking at the toilet bowl, we made complaints and they fixed it right away.

There's also a noise above our room around 11pm. i called the front desk, she said it's the roof deck, I don't know who's there but it stopped for awhile and the noise came back for an hour or 2 and went away. I hope there's no people partying above Room 8051.

Swimming in the beach and in their pool is very secure, many lifeguards assigned looking after your safety. Their amenities is well maintained and cleaned everyday.

The buffet breakfast selections at Tides were okay but it would be better if they can improve it by adding more selections like in Radisson Blu.

The beach is nice, perfect for snorkeling, lots of fishes and corals. Fish food is free. It's their Marine Sanctuary. Tips: better visit Shangri La on the summer or no typhoon to enjoy the beach more!

Shangri La's spa is one thing you should never miss when you stayed at Shangri La.

If you want to go to the city, they have a shuttle bus to/from SM and Ayala.

Overall, I will stay in this hotel again. Well-maintained, friendly resort staffs, nice landscape, beautiful scenery. Best place to unwind and to escape from the busy life in the city. Highly recommended if budget permits.",Comfort & Facilities:Food:Location
"I booked a room reservation as a gift for my friend who just got married in Cebu thru their hotline. I clearly emphasized that it should be charged in my credit card and not to my friend who will be occupying the room. The representative was very helpful and reassured me everything will be charged to my credit card as long as I send the requirements via email for the payment authorization. I promptly complied with everything even weeks before the booked date but upon my friends check out she called me that they have to pay for the room since they didn't have my information. The manager on duty during that time didn't even have the courtesy to call me and inform me about the incident instead forced my friend to pay for the bilI since the reservation was under their name. i called the hotline again with why such incident happened when I gave pretty clear instructions that it should be charged to my credit card. The representative told me they sent the requirements to Cebu branch and they even have the dates in which they sent it. I was the one who paid for The price for the incompetency of the Cebu Branch office, they called me early in the morning here in Canada because of the difference in the time zone. I was talking to them at 4am for them just to tell me they don't have my information on file and I have to send another email for the authorization form. No apologies whatsoever.It was such a hassle in my part and an embarassment too because it was my gift for my friend and they had to go through that experience being held upon check out because someone didn't do their job right. Apologies only came right after I told them that I was pissed and disappointed that not a single person from their office called me to apologize for what happened and that the money I paid for was not even worth all the hassle they caused me.",Staff:Value for money
"Having been out from the country for the past 10 years deserves the best vacation experience. I never had it not until I stayed in Shangri-La 's Mactan Island Resort. From the staff to the services and the sincere smile of the Shangri-La's staff when encountering guests makes me feel great for the value of money.

My family enjoyed our stay at Shangri-La's Mactan.",Staff:Value for money
"This is my first night here, out of total 4 nights with the family. 3 children and 2 adults. If to be honest, we typically having all of our short breaks from the city in Phuket. You can't really get it wrong in Thailand, right? Thus when we've waken up and decided to book our vacation over CNY, surprise surprise, Phuket is fully booked.

The only option was then Cebu for us. Being in Cebu before I felt it is a compromise and that it can't compare to Thailand (we're typically staying in Marriott). Surprise, Surprise, this place is amazing.

What I like about the place? Service is amazing. Really amazing. In every corner there is someone to help, and to be a step ahead of you in offer help and service. Don't get me wrong, you can't feel all these staff around you. 2nd, despite the hotel being very large, it is also very spacious and open and thus you can't really feel the amount of guests here. Business travellers - hurray, the Wifi has full bars across all the hotel, even in the beach.

Children - great activities with really good clubs and equipment throughout the resort itself.
The sea- the water is crystal clear ,and you can snorkel 5-10 meters aways from the beach to see beautiful corals and fish.

We're staying all in one room, and it is not very spacious, but despite this we're enjoying ourselves.
Lastly, take into account that there's no much to do outside the hotel, thus focus on a stay of several days only. Shangri-la - this is my first time with you and certainly not the last.",Comfort & Facilities:Food:Staff
"I have been taking photos in Asia for over two weeks and wanted to find a very relaxing place with a nice view from the room decent Internet service and decent food. This is a resort that is very much family oriented, personally I was here alone and didn't take advantage of all of the outdoor activities it has to offer. What I did take advantage of was the clean air, the polite and timely staff, and the view from my room. This was a great place to sit back and post process 11,000 photos I have taken two previous weeks. The breakfast and dinner areas can get a little loud and busy with children during peak hours so if you want some quiet I recommend getting there early.",Location:Comfort & Facilities:Food
"My family stayed at this hotel just after the new year, and given this is a Shangri-La we came away quite disappointed with our visit, although there were some highlights.

First and foremost, the best aspect of the resort is the amazing service and friendliness of the staff. From the very first moment we were greeted at the airport all the way through entire stay, we were constantly greeted with smiles, friendliness and offers to assist with anything we needed. I congratulate the hotel on this accomplishment as it is very difficult to do this consistently across all levels of a property so this was a highlight of our stay.

The other very positive piece of feedback is that overall, the resort’s amenities and activities are excellent, especially the marine reserve. The snorkelling was perhaps the best I have ever enjoyed off the beach of a resort, and the quality of marine life and the obvious effort that has gone into preserving the marine environment is to be applauded. I also appreciated having the beach, as although many on Trip Advisor have downplayed it as being artificial, I didn’t mind that whatsoever and to be frank could hardly tell in any case. In my mind, the key to a successful holiday at an island family resort is options: having both a beach and a pool, kid-focused facilities, and indoor and outdoor activities, and the Shangri-La Mactan does fairly well on all those counts.

Unfortunately, too many things outweighed the positives in terms of our overall experience at the resort. First off, upon arrival in our room in the Ocean Wing we were extremely underwhelmed with it. We could have been in any basic, dull global hotel chain hotel room - it just did not feel like a Shangri-La room at all. This was compounded by the fact that when we booked, we believed that an Ocean Wing room included all the benefits of the Ocean Club.

The website booking page said nothing about a different room rate for the Ocean Club benefits, so if you are looking at staying in the Ocean Wing and you want the full Ocean Club package, you need to be sure that on the website you go to the Ocean Club page first and THEN click on “Reserve a Room” to see the different price options for the Ocean Club. We only figured this out after conferring with the staff, who also didn’t seem to be clear on how the site worked. This was confusing and very frustrating, given we booked months ahead of time.

We even got a call from the hotel's reservation manager 2 days' prior to arrival asking us if we wanted to take advantage of a F&B credit offer, with no mention at all that we'd booked an Ocean Wing room but apparently did not have the Ocean Club benefits. Again, this was extremely confusing and annoying and it was a disappointing start to our visit as we chose the resort and the Ocean Wing specifically because we wanted full Ocean Club/Wing benefits. Despite this issue, and going back to my opening comments about terrific service, the Duty Manager Terrence quickly recognised the situation and graciously offered us full Ocean Club benefits during our stay.

This was greatly appreciated and quite astute of Terrence as it was pretty clear my wife and I were very disappointed with the situation and it was a very quick and simple way to address our disappointment. Regardless, I really think that the rooms in the Ocean Wing desperately need a makeover, as they simply do not live up to Shangri-La standards, are not good value for the money and were a significant disappointment for us.

Also, be aware that even with the Ocean Club package many things at the resort cost extra. As example, near the main swimming pool there’s an outdoor games area which has a free pool table, but then they charge 250 pesos for only 30 minutes for a pool table in the E-Zone which seemed excessive. Also, the mini-golf course needs a significant refurbishment as well and yet that too cost extra (and has only 14 holes which is also strange.) We went down the road to another 5-star resort to have dinner one night, and their prices for wine and beer were (in most instances) about half the cost of the Shangri-La; as example, a San Miguel beer at the other resort was 95 pesos vs. 180 pesos at the Shangri-La.

Also, be aware that everything is ""plus-plus-plus"" on top of the price, as anything you pay for at the resort is subjected to two government taxes and also a service charge, and thus everything costs at least 25% more than is advertised. I was told that the service charge actually goes to the employees (so that not just restaurant workers get tips but everyone from the servers to the desk staff to the cleaning crew get a cut of the service fees) which hopefully is the case as given the exemplary service they provide they all deserve it!

All in all, the resort has great promise but too many annoying factors really let it down for us, especially as a Shangri-La property. That being said, if you are looking for a great family resort and the above feedback doesn’t really put you off, I’m sure you can have a great time at this property.",Value for money:Staff:Comfort & Facilities
"We stayed here for four nights, because we could not go to Malapascua due to the typhoon. The hotel and hotel surroundings are very nice. The beach is great and there is plenty of beach chairs. The pool area looked very good for kids, with a lot of slides and other things to do. Breakfast is very good and the service throughout the hotel is great. The snorkeling on the house reef i suprisingly good, and I have snorkeled many places. On the downside; there is not a lot outside of the hotel and it is quite expensive to eat and drink here. There is a restaurant across the street from the hotel that is ok, but nothing more. A general tip when going to the Philippines is to bring your own sunscreen if you want SPF between 6 and 30, because it is not easy to find.",Food:Comfort & Facilities:Location
"Our family booked 2 rooms recently and while the service was excellent, below are a list of faulty items we experienced across only 2 rooms (I hate to think what a full audit of the hotel would uncover):

1. Mini Bar fridge not working, all drinks in it were warm - after reporting it, two tradesmen lugged up a new one for us and replaced it (slight inconvenience for us)
2. Sliding door going to the balcony was faulty and couldn't be locked (tradesmen were sent and it was repaired)
3. Room safe was faulty and wouldn't work (took 24 hours for it to be repaired / replaced)
4. Toilet roll holder was broken (didn't bother reporting this one but noted it was repaired the next day)
5. 2nd room was booked and pre-paid for 3 people so it was disappointing that the room wasn't set up for 3 (again once reported the extra bed was set up for us).
6. A visible amount of caviar was left on the furniture indicating inadequate cleaning.

Pleasingly, all issues were recitified for us, however, in my opinion such a large number of faults shouldn't exist when paying top dollar in a highly rated 5 star establishement!",Comfort & Facilities:Staff:Value for money
"I stayed in this fabulous resort with my boyfriend last March 2013 and it was so perfect! Travelling 22+ hours, the first thing we did was indulge in the Hilot massage at Chi, The Spa. The masseuse was very attentive and it was a great way to start the weekend. Then, we enjoyed a wonderful breakfast at Acqua, followed by lunch at Tides for some rice & crispy pata, and lounged by the beach with fresh coconuts delivered to us by the friendly and courteous staff. There really is no good reason to leave the resort because they have activities for families, a pool to cool off if you don't want to be at the beach (not sure why you wouldn't - it's gorgeous!). There are about six different restaurants within the resort as well, and they serve American dishes as well as delicious Filipino food. The room we stayed in was in the main wing with sea view and waking up to that view was the best part of the trip! We also received valet/laundry service, which were both average in price but exceptional in timing.",Food:Location
"I am writing this review so others will not have to go through the extremely disappointing experience that we had!

1. Arrival - Front Desk was short-staffed and there was a long queue.
We had made reservations for 2 Rooms (1 Suite and 1 Deluxe). It took 2 hrs. for the Deluxe Room to be ready, and another 2 more hrs. for the Suite Room to be ready. A total wait time of 4 hrs after the official check-in time is absurd!

I requested Front Desk if we could temporarily have a Room where my elderly aunt, who was traveling with us, could rest but to no avail. We were very disappointed to say the least. We were so looking forward to check into our Rooms after a very tiring day of travel, clean off and relax. Instead, we were told to go and wait at the Lounge while our Rooms were readied.
To make matters worse, I had the unfortunate experience of dealing with an ill trained Hotel Staff, who as I understood it, was the ""Manager"" on duty at the Lounge.

There was only 1 Bathroom outside the Lounge, and it was occupied. As I stood there waiting, she happened to pass by, and she asked me if there was a problem. I told her - Yes, such a huge Hotel and there is only 1 Bathroom. She snapped at me, and answered in a condescending tone - ""This is only the Lounge and not the entire Hotel"". To which I asked her - isn't the Lounge part of the Hotel? She answered back in the same condescending and patronizing tone - ""I will tell the General Manager"", and then left.

I found this insulting. No words of assurances that the matter will be looked into! Such attitude from a Manager is setting the bar too low for the rest of the employees. A manager should have the knowledge and skill to handle a complaint effectively. The Hotel Staff should put an effort into making sure that they provide each guest equally with a good Hotel experience possible.

2. Wheelchair - When I made the Reservations, I specifically indicated that we have a physically challenged individual traveling with us.

The wheelchair that they gave us had a broken footrest. When I asked that it be changed, I was told that there was NO other wheelchair available. They assured me that they will come to our Room and replace it first thing in the morning. When nobody came the next day, I decided to call and follow up on it. It took them 3 hrs to bring in the replacement. But the situation did not get any better, because one of the locks of the replacement wheelchair that they brought in, was also broken. And once again, we were told that it was the only wheelchair that was available!!!

As to why this Hotel continues to offer broken wheelchairs for guests to use is beyond me! The cost to repair a wheelchair is very little, but the cost can be dire if an accident were to happen from using a broken wheelchair. These wheelchairs are very dangerous for anyone to use, much less for a person with a disability.

3. Front Desk Safe Room - Not secure.
I opted to check my personal valuables at the Front Desk safety box. I noticed that the Safe Room door is left open and unlocked. I called the attention of the Staff to it, how it was so easy for anyone to gain entry into the Room. He was nonchalant with his response, and said to me -""Just close it"".

4. Departure - PLEASE MAKE SURE YOU CHECK YOUR HOTEL BILL! Erroneous Bill was sent to our Room.

I had to go to the Front Desk, and wasted a lot of time discussing the Bill with them. Their explanation was - ""It was an error in our system"" (whatever that means!), followed by a generic one liner apology of ""Sorry for the inconvenience"". Well, finally, my FIRST ever and ONLY apology from this Hotel!

We normally stay at Shangri-la properties because of their competent and outstanding service. However, the service at this Hotel is spotty at best. This Hotel could have been a nice go-to place for a little R and R, because of its proximity to Manila and to the local airport. However, it is NOT up to par with the other luxury Hotels, including the other Shangri-la Hotels, in the Philippines or abroad.

YOU ARE DEFINITELY AND CERTAINLY NOT GETTING YOUR MONEY'S WORTH!!!",Staff:Value for money
"We had such an amazing experience with this hotel and its exceptional staff. From the moment you walk in, you immediately feel like in another world, ready to relax and just enjoy all the resort has to offer. Every part of this resort is well maintained and tastefully decorated to give an island feel.

Our room had everything you would expect from a 5 star resort, and then some. The rooms are spacious and the bed is luxuriously soft and comfortable, as well as a bathroom equally large with separate shower and bathtub. But the other great things with the room are the turndown service, fruit on arrival, water bottles topped up twice daily, great quality bathroom amenities from l'Occitane and lots of it, loofahs and bath salts to help you relax, in room slippers and flip flops for the pool and beach, free in-room wifi, laundry powder, dental kits, pillow menus in case you're fussy about your pillows and every plug in the room is an international plug.

When you leave your room, there is absolutely lots of stuff to keep you occupied. This is true for both adults and kids. The pool area occupies a big space, with water guns, a waterfall, kids wading pool and 2 separate separate waterslides for kids catering for different age ranges. You may also be tempted to sleep in one of a few hammocks scattered around the pool. Plenty of deckchairs are available and the staff are so attentive and set up your chair with towels to ensure maximum comfort. This is also true if you decide to relax on a chair on their exclusive beach. The beach also opens out over some coral where you can enjoy some snorkelling. When you're not swimming, there is a 9 hole golf course, 18 hole mini-golf, arcades with games, a Wii and Knect, all for a small fee. There are free pool tables in the arcade or outside by the pool, plus table tennis, a library or if you're up for it, their modern and fully equipped gym.

For eating and drinking, there is no shortage of options. Depending on the cuisine you're after, there are restaurants for Chinese, Italian/mediterranean, grill/bbq, seafood, Filipino and burgers. Breakfast is a large assortment of everything, from local Filipino items, Japanese and Korean, cold cuts and general Western items. Breakfast venues have omlette stations and noodle stations as well. Although we were booked in the Ocean Club and had access to breakfast in the lounge, the options were much better in Acqua and Tides. Try the seafood in Cowrie Cove, with their generous, yet delicious serves. Plenty of bars are dotted on the property. Find one by the beach, the pool, up by the pier or in the lobby with live music. Since we had access to the Ocean lounge, we made use of the peace and quiet the lounge offered during the day, as well as the afternoon pre-dinner drinks and food offered complimentary.

For those that want the ultimate relaxation, the Chi spa connected to the resort is out of this world. It is a 1 hectare property, almost as if it's a completely separate resort, with individual treatment rooms.rices are much cheaper than what you pay in Europe or Australia, so definitely try for the experience.

Finally, the other factor that made our experience truly the best was the friendly service. Everywhere we went, we were greeted with a smile by courteous staff, even the ground maintenance and gardeners. We noticed how good staff were with the kids, entertaining the, by the beach, the pool and restaurants. For those with kids, there are also kids activity centres and staff there are also fantastic with the kids.

I can not recommend this place enough. Definitely come for an enjoyable and relaxing time, with or without kids.",Comfort & Facilities:Food
"This is my 3rd stay at shang mactan and it is indeed an excellent stay as always. From the airport rep and the driver who picked us up, they're very courteous and polite. The gsa who welcomed us, she's really nice and very much willing to assist. And to the concierge for their initiative to help. The service is impeccable, the facilities are very clean and luxurious, the wifi is totally awesome, u have signal everywhere even on the beach and while walking around the resort! Amazing! Though the price of the room is a bit expensive but its actually reasonable because of the facilities and service, but the food and drinks prices in the outlets is outrageous.. Better eat outside, there's a sutukil nearby.. It was also my belated gift for my sister and the guest relations team have done a very great job in fulfilling our small requests and going beyond our expectation. A very special thanks to Julie for taking care of us through out our stay, she's an asset to the hotel as she always looks after all the guests not only us (as what ive noticed while we were waiting for our transpo to the airport) and she knows how to deal with each one of them. I myself is also a manager in the front office that's why i kept on observing each and every staff :) in my opinion, i think she deserves to be on a higher position. Will definitely stay here again on my future visit in cebu.. Cant wait!",Staff:Comfort & Facilities
