Opinion,Classification
"My husband and I were very much looking forward to staying here so you could just imagine how excited we were when we finally arrived. The hotel grounds and facilities are impressive. From the moment you arrive at the property, the wow factor is instant! The pools are fantastic and beaches are pristine. It's really a nice little paradise, away from the hustle and bustle of White beach.

However, we were pretty disappointed when we arrived in our room. We had the deluxe room which was just average. The room was a slightly dated and the native carpet / rug below the bed was weathered - the ends were in shreds. For 500 USD a night, you would have expected a room that was a little more kept and maintained.

Service was not consistent throughout our 5-night stay. Some days service was fantastic. Some staff were really making an effort to make our stay a good one, and that we appreciated. Other days, service was extremely slow. It took over half an hour for bath salt to be delivered to our room. In two occasions, they ran out of pool towels. It was only a 15-minutes wait but this shouldn't have happened in my opinion.

During check out, we were incorrectly billed over 200 USD - a bill which the spa has incorrectly charged us during our first stay. We thought we had already sorted this issue out on the first day but this again came back in our final bill. Mistakes like this shouldn't happen twice especially for this type of hotel calibre.

We were so looking forward to staying here and in many parts, we did have a good stay and enjoyed the hotel's facilities and beach. It's unfortunate though that it wasn't a perfect stay.",Comfort & Facilities:Value for money:Staff
"Wonderful location, it is not in the stretch of over-crowded Station 1 to 3 of Boracay Island. It has its own cove and beach. We have stayed in Boracay more than a few times and this stay has been the best, so far.

The room has a great ocean view, very spacious with a wonderful bathroom and balcony. The bed and mattresses is very comfortable. It is such a relaxing feeling to wake up with the view of the ocean and you have been well-rested because of the quality of your bed and mattresses. It makes a difference and it gives a good reason why you choose to vacation in a good hotel.

It was a birthday weekend and the staff were very gracious enough to give us a birthday cake, balloons and a song. Very heartwarming, although we did not ask for it. The restaurant is equally wonderful as well. We had our dinner in their seafood restaurant and it was a relaxing experience altogether. You get a wonderful view of Boracay sunset while seating in your own cabana, very private and spacious table setting. Food is excellent, as usual.

The travel to Boracay island from the airport is very stressful already since you have to make a lot of transfers with your luggages and line up for the payment of environmental fees and permits as tourists. But that is where the difference lies with staying in Shangrila compared to other hotels. You dont line up—your vacation starts once you get off the plane. they pick you up from the airport, give you a good welcome, get your luggages, bring you to their welcome lobby at the pier which is very comfortable, by the way. give you a refreshing cucumber drink and hot towel and wait for your boat transfer— a speedboat. These added services, esp when it is just a short weekend vacation, would make you thankful that you paid extra as it is all worth the comfort and convenience.

Stayed in several exclusive hotels in Boracay, as well, with their own private boats and private welcome lobby at the port but Shangrila Boracay’s service top them all. Very commendable.",Comfort & Facilities:Location:Food
"Arrived this week for my 3rd visit to this little edge of paradise in Boracay, Philippines. Whilst standards are not quite as high as 5 years ago, they have slipped only minor notches from what we first experienced and it will be a real shame this resort will close for 6 months soon. For anyone looking to experience a checkout from reality and a check in to a resort full of attentive staff, amazing views of paradise proportions and facilities to match any high grade hotel worldwide this place is worth the effort of getting to. A haven’t stayed anywhere better and just maybe the short term inconvenience imposed by the president will be worthwhile to preserve this island forever.",Location:Staff
"The resort is located in a wonderful area in the north of the island with white beach and huge pool, not very far to the famous station 2. This is a peaceful place, super good with families with kids. The hotel is well finished and the main building, the gardens, the pool and the beach are well managed and look very nice.
The room are clean and the service very good. They come 2 times a day to put in order the room and to prepare for the night. The room is full of towels and it is very nice, considering that sometimes it is necessary to make a couple of showers a day.
The resort is also offering a shuttle bus to connect you to the white beach in station 2.
But the most nice thing is to have the private Shangri-La boat to transfer from Caticlan directly to the resort, avoiding the crazy traffic on the unique road in Boracay.
This is the perfect and the best place to spend holiday in this beautiful island.",Location:Comfort & Facilities:Food
"My favourite resort in Asia! It’s tucked away on the north west side of the island, away from the hustle and bustle of the Boracay night life. The rooms are big with everything you need. The service is superb! The food, from breakfast, lunch, and dinner was great. All you need for a relaxing long weekend away is at the resort.",Food:Location
"What an amazing resort, everything was amazing from food, customer service, pools etc. very relaxing, you have multiple pools to choose and 2 beach fronts although I kept going back to the open space beach where you can go for a long walk . We booked dinner on the beach one night and was so worth it with the most amazing sunset",Comfort & Facilities
"This is a fantastic resort, hidden away to the North of Boracay Island, away from the over-crowded and polluted main beaches.

Great private beach, attentive staff, good restaurants and activities... there was little to fault our stay. The motorboat transfer to the mainland was a great touch too. Only downside was that the rooms (we had a tree-house) were beginning to show their age (windows needed a clean, lick of paint etc), and will need upgrading soon. But that was a minor point to an otherwise excellent stay.",Location:Staff
"We stayed here for 3 nights for a conference. I think this is one of Shangri-la's best hotel/resort. The rooms are spacious with vies of the beach/ garden, has a wide range of breakfast selection and has Chi Spa- bonus for me since I love spa treatments.",Food:Comfort & Facilities:Location
"Was collected from Kalibo Intl Airport in a private van, and was then taken to the Shangri-La Boat port; this journey was almost 2hrs long, so if you have children, have the iPads charged and ready! You then get a little boat over to the resort itself and the fun begins! We were welcomed and checked in very quickly, and then taken to our room. My only quibble is that the room was very outdated and and had no view what so ever. It was clean, and we had fresh fruit provided daily. We had a family room... of all the Shangri-La resorts I've stayed in (which has been several), Boracay had the smallest family rooms. For kids, there hotel is not lacking in entertainment and things to do. They have a kids soft play, and a club house with arcade games, pool tables and daily art and craft activities. We did the island hopping tour and snorkeling, which was very good and a nice day out. The hotel provides an hourly bus service into Beach Station 2, which was easy to access. They had a number of restaurants on site, including a Mediterranean/ Italian, seafood, International Buffet etc. The one thing that annoyed me was I found the restaurants to be very under staffed, making it difficult to order drinks etc. Overall, great stay and I would highly recommend!",Food:Comfort & Facilities:Location
Stayed in one of their villas which was spectacular. We all loved it and will be back again soon. Food was good and villas were stunning. Amazing treatment at their spa which is so peaceful. We went there to get away from kids. Try this resort. They offer boat service from other side of island which was so convenient.,Food:Location:Staff
"This is truly a beautiful resort with a spectacular location, We stayed in a treetop villa for 5 nights in January. The spacious 2-story villa has a stunning view of the ocean and beach; we spent evenings sipping cocktails gazing at the picturesque sunset.

Also, we utilized their diving center for snorkeling and parasailing activities, which are staffed with very professionally people. The resort beaches are considered semi-private and very enjoyable during early morning hours but can be crowded later in the day.

The spa facilities are to die for. They have an extensive spa menu/program with very able ""professionals"" which we enjoyed very much. Oh yes, bring your swimming trunk to enjoy the very beautiful pool.

While we did not experience those negative situations as described by the previous guests, the major downside to our stay at this resort is the ""sad"" condition of furnishings in our tree-top villa, they are old and tired, used and abused.

The bath tub as well as spa tub (in the outside deck) are stained and cracked at certain spots; definitely posing health hazard to hotel guests. Our pull-out shower head in the bath tub has a torn cover, totally exposing the inner plastic tube.

Overall, the housekeeping staff did a superb job in maintaining the room in an orderly fashion. They managed to ""hide"" the torn tubing by carefully putting back the shower head back in place. Oh well...

We tried all their restaurants. (1) Vintana - where we had breakfast buffet and also dinner buffet, there is a wide variety of delicious food choices, our favourite restaurant, but we got sick after eating some cold dishes. (2) Sirena - which is a seafood centric upscale restaurant, very disappointed, should have ordered their grilled dishes instead. (3) Rima - their highest end culinary restaurant with a high end price. Just don't expect Michelin Star food and you'll not be disappointed. (4) Cielo - pool/beach side dining, we had the most tasty pizzas, very unforgettable!

No regrets paying up that hefty hotel bill afterwards! Will definitely stay there again!",Food:Comfort & Facilities
"We booked a sea view room 11 months in advance for our honeymoon which we made clear. On arrival in the evening we were shown to a room far away, It had no sea view, they said it’s partial sea view and I asked for another room and the woman said no. We were very ill, tired and had horrendous delays from our Manila layover. I was shocked there was ZERO mention of our honeymoon. The only hotel in 4 we stayed in that failed to acknowledge it. We did request again to move rooms and moved the following day. In our new room they left us wine, petals in a bubble bath and on the bed with origami towels. It felt like things were looking up, although both rooms felt dated and baths never looked clean! The weather was atrocious for 4 days but we tried our best to enjoy it despite also being ill. It was hard to get into their restaurants so we had to eat in the buffet restaurant a couple nights - be warned lots of kids running around. One day we came back at 4pm to our room and the cleaners were just walking in! We turned around and took a walk (in the rain) around the resort although we had already decided we wanted to be back in our room and not walking - inconvenient! The next day we left our room at 7am - the cleaner specifically asked which room we were. We thought that was because she couldn’t knock on doors so early, so would clean ours straight away rather than a repeat of the day before. We were up and down all day but nothing, eventually at 6pm we complained. We specifically said we were disappointed but didn’t want the to be disturbed (we were ill and just wanted to rest) a few moments later there is a knock at the door so we had to get out of bed to again explain we did not want the room turned down until we went to dinner. On arrival back there was a bubble bath and wine but we were leaving the next day and never drunk the wine because we were ill and red wine in a suitcase is never a good idea. We felt so disappointed on a few occasions - the Initial room, the lack of honeymoon acknowledgement and then the cleaning! Aside from this, the tea and coffee at breakfast took far too long. There were queues at breakfast. It all did not feel 5* Shangri La standard at all. Being ill and having bad weather you really do need that 5* service you pay a premium for. On the plus side the pool staff are great - we sat under the umbrella trying to make the most of the warmer climate despite the rain.",Food:Comfort & Facilities:Staff
"Great location and very friendly staff. Unfortunately the trip to Boracay starts with a horrible airport and in peak Seasons you have to queue up to 1,5 hours outside for immigration. The trip from airport to the resort is about 1,5 hours drive plus a 15 Minutes boat ride. During the boat ride you see the very touristy resorts and the beach and the water area is fully crowded. The resort itself is located at the tip of the island and is more private and secluded. The water is crystal clear and the private beach very scenic. However the sea in front of the beach is used by many noisy boats every minute and helicopters are flying above every 5 Minutes. We could not reserve any table in the Italian and Seafood restaurant because it was fully booked. The main restaurant was fully packed and not like a 5 star resort. It seems the hotel is specialised on Korean and Chinese guests. The whole area is simply overrun by too many people. Guess what they have opened another airport less than 5k away from the resort. All in all I feel it’s overpriced and not really high end. It’s really a pity because the location is fantastic but it can’t cater for the numbers of guest.
Be aware, prices for kids menu are too high and nearly everything is charged extra. The SUPs does not have a fin and can’t be used as SUP at all. The sports activity centre offer a wide variety. Just don’t go to the common platform where all water sport activities are starting from. It’s rather a fully overcrowded bus station with partly run down equipment. It feels like hundreds of guest are there. The jet ski area and parasailing area are strictly limited areas and far away from any individual excitement. If you look for some individual activities don’t go from there.

The staff however is very attentive and friendly. Please be aware that all my experience were during Chinese New Year weekend. The rather unpleasant arrival experience at the airport got worse leaving with longer queues and total chaos at immigration and check in. Not organised at all and for this experience airport fee is demanded. Families with young kids have been queuing outside for over an hour. The staff was selling water for 2US$ instead of 70 US Cent inside! Plan plenty of time for leaving and arriving.
Really a pity for such a beautiful island.",Location:Food
"This resort is a paradise in the wilderness. We stayed in the tree top villa which will give you the most magnificient view of the sea and romantic sunsets. The resort is extremely well kept, the staff are very friendly and will help you in anyway possible to make your stay the most memorable. The food is very good à la carte and the buffet offers amazing cuisines around the world and is very delicious. The two beaches are extemelly well kept as are the pools.
My wife and I had a very beautiful time and will definitly be adding this resort to our list of places to come back too in the future. This place is amazing!",Location:Food:Staff
"Stayed in Premiere Sea View. Very spacious and the view was incredible to wake up to. Transferred to a luxurious Loft Villa: 2 floors with a private pool. We were so impressed with the staff - courteous, welcoming, helpful and very resourceful. Several times did they anticipate our needs and would always seem to have immediate solutions. There were a few hiccups but would always redeem itself is some ways. Shang made us feel we were well taken cared of. Kudos to our butlers, Lazarus the Villa supervisor, the seamstress, Mariz who made sure everything was going well. We left wanting to go back.And by the way, the breakfast buffet was succulent.",Food:Staff:Comfort & Facilities
"What a fun time with my family. We arrived Jan 1 to Jan 5. When we arrived it was raining really hard & the water was quite rough. The staff were quite calm & collected and gave us the information that due to the weather, we wil not be able to use the boat all the way to the resort, but ride the speed boat from the main land to the base of Boracay, then take a van all the way to the resort. The staff at the hotel gave us a very nice warm welcome & drinks while we got our check-in all sorted.

Getting to our room was quite pleasant & our girls (10 & 6) enjoyed the golf ride. Because of the boat, I got a bit sick and was not able to enjoy the rest of the evening with my family. I ordered room service & it came pretty quickly. Unfortunately, their congee (Lugaw for locals) didn’t have much of a taste. A bit disappointed, but ate half anyway. My husband didn’t enjoy his chicken wrap as well...again due to the taste, BUT when we did check-out they took that off our bill...thank you...great customer service there.

Getting back to the room, our first room was 409 & the toilet would continue to flow & thebathroom screen gets stuck and thus everyone can see you in the bathroom. The safe was not working & neither was the fridge. After our complaints of the condition of the room, they moved us next floor up with no hassle. It had a view of the ocean.

The buffet breakfast was quite extensive from local cuisine to Japanese. It was a shmorgasborg kind of breakfast. They even had a Donut wall which both my kids enjoyed immensely. LOL. As I am lactose intolerant, the staff tried their best to provide me with my latte in the morning with other milk alternative (coconut & almond milk).

The beach & pool staffs were WONDERFUL!, They were amazing to the kids & very attentive to make sure you were hydrated when it was hot.

It was a great experience",Food:Staff:Comfort & Facilities
"Stayed for 4 nights at the end of our trip to Boracay. Wished we could have stayed longer. This resort is amazing!! The staff were friendly and accommodating without going over the top. The staff here were genuine and they made you feel at home, like you were part of their family.

We didn’t leave here to go into town at all during our stay, even though we thought we would. Everything is catered for in this resort, including a games and entertainment section for the whole family and a huge play area for younger kids.

There are several restaurants onsite and also a great room service menu. Their private beach is in front of the pool where we spent most of our days. Our stay here was one of the most relaxing we have ever had. This is our sixth trip to Boracay but the first in this resort. So glad that we experienced staying here. We will definitely be staying here again.",Staff:Food
"This was our 6th stay over recent years and still an amazing hotel but when you are such a premium property you come with high expectations and the little things matter.
I don't get how after 6 stays here the management still aren't able to recognize a returning guest , no note in the room re 'welcome back' just the standard card from the manager welcoming us to the Shangri-La. Have made this comment in the past but little changed on this front. One of the supervisors made a comment that we should have let them know we were coming- come on guys , we booked under the same name and same GC number - you should know we are coming, a little upgrade on customer service needed. Other than that the wonderful breakfast buffet seems to have declined a little and was disappointing not to see any smoked salmon , ham off the bone, or dim sum offerings which have been standard in the past. Oh and now they have implemented a charge for children at the breakfast buffet which, when you are paying the prices to stay in a villa, is a little petty. Still love the place and still the best option in Boracay although we may try somewhere new next time around.",Staff:Value for money:Food
"This is the most relaxing, luxurious vacation spot ever! From arrival to departure... Spectacular! Loved the greeting with musicians and dancers...The accommodations are private and quiet, attention to every detail. The view over the beach was absolutely amazing! The staff, of course, were ALL so good. We did splurge for outdoor drinks to watch sunset one evening, but discovered the view from our balcony was even better. The beach is beautiful and you may choose from private or go down to one of the BEAUTIFUL pools and conclude the day with watching the fire dancers... The extremely well-appointed exercise facilities, etc...Too many delights to enjoy them all in one trip, so I am hoping to go back!.",Comfort & Facilities:Location:Food
"This resort is an oasis of calm and luxury on a chaotic and busy island. No, I do not work for Shangri-La, haha.

We have been fortunate enough to visit some of the world’s most exclusive resorts — Kandolhu Maldives, Conrad Bora Bora, Raffles Dubai, Rayavadee Krabi, etc — and in terms of dollar value, the Shangri-La Boracay comes out on top.

The property is sensational, with 2 beautiful calm beaches (1 is truly pristine and perfect for swimming), a massive complex of infinity pools with lifeguards and bar service and beach cabanas, and a beach to mountain jungle feel with an amazing bar perched on the cliff side overlooking the beach (ideal at sunset).

The restaurants are great, especially the breakfast restaurant. The daily breakfast buffet (included for all guests) is the best I’ve been to anywhere in the world. There is a donut WALL.... yes a wall with every type of donut known to man, ready to take off the wall peg and consume, along with every other ethnicity’s breakfast cuisine cooked to order by chefs. Udon Japanese, weird Chinese, European, continental, etc.

The daily shuttle into town is extremely convenient and runs often by friendly drivers. White Beach is good fun but it would be less so if you had to stay there at night, but the Shangri-La is 25 mins drive away from that chaos and back to tranquility.

Our room was ok. It was a basic room but large, modern and had a balcony with a great jungle canopy / beach view. The last day there was a heavy paint thinner smell in our room from renovations nearby. We complained, management sent an apology letter and free bottle of wine and we survived our last night, and the smell was mostly gone by the next day. Good response to a fairly significant guest problem I felt.

Overall in my opinion you end up with one of the best resorts in SE Asia, and among the best value picks for _true_ 5-star resorts on the planet.

Highly recommended.

This review was for an 8-night stay in Jan 2017, 2 adults aged 29.",Food:Location
"The hotel is about a 20 minute drive from the famous White Beach is an isolated but beautiful location which is reached from the airport by the hotel's own motor launch.

We had a large suite which was very good indeed and included free soft drinks.

The hotel is situated on two stunning beaches and has a large pool area which did get crowded so we stayed largely on the beach.

The main drawback we found was the poor F&B offer. Firstly when we arrived we were told that the 2 signature restaurants were fully booked, one of them for the whole stay. You really should be told this before you arrive. Secondly, they was a queue to get into the breakfast room.

The breakfast itself was OK but they were constantly running out of items.

I think this would benefit from having a club like many other Shangri-La hotels to take pressure off the breakfast room.",Food:Location:Comfort & Facilities
"Location: in Boracay island
Facility: a nice huge facility with two beautiful serviced beaches, a swimming pool, nice relaxing spa villas, various restaurants, a breakfast buffet, a nice gym, a tennis court, suvoneir shops, rooms and villas.
Check in: the experience starts from the shangri la’ private deck where the ferry takes you in a 10 min ride to the hotel’s which is in a separate island. Check in process was smooth and informative. I liked the refreshing welcoming drink.
Room: my room was a deluxe ocean view room. It has a small balcony and a spacious bathroom. Bed was comfortable. And closet room was good.
Conciege: Tobi was great, she helped us with all our restaurant and Spa reservations.
House keeping: good and maintained the room clean but they were not consistent.
Check out: it was very stressful as the hotel wasn’t organized enough to take us and some hotel residents to the airport in a timely manner due to windy weather. Thank God we didn’t miss our flight back.
Transportation: free from and to Caticlan airport transport, free transfer to and from the town before 9 pm, buggy transfer between hotel facilities.
Over all: a nice beautiful hotel resort with breath taking beaches. Most restaurants were generic except for the sea food one. I like their laundry service where they do your laundry and pack your after for a small amount of money. There are activities in the hotel where you don’t need to leave at all. If I were to go back to Boracay again i would be staying at the shangri la.",Comfort & Facilities:Food
"We have stayed at Shangri-la Boracay several times over the last 8-years or so, although prior to this trip, it had been a few years. We were pleased so see that the resort was as spectacular as we had remembered, and the pool villas continue to be our favorite.

The resort-boat pickup, beautiful pool, great restaurants, breakfast buffet, private beach, butler service, overall excellent staff, etc., make it difficult to leave at the end of our stay.

Shangri-la Boracay will continue to be at the top of our list of stops when we visit the Philippines.",Food:Staff
"If you expect high level of service, very good food and entertainment don't stay at Shangri la.
During Christmas holidays not enough staff and sunbeds, very poor activities for adults and kids.
The rooms are nice and the location is beautiful with a very nice pool, you can relax if you find a sunbed available which was not our case during our 6 nights stay.",Comfort & Facilities:Location:Staff
"The main argument for Shangri-La Boracay is that it is one of the best options in terms of location (quiet and private beach) and best of service on Boracay. Boracay as a resort island is a train wreck, so better look somewhere else if you are looking for an idyllic beach island paradise with swimmable water. The best way to describe Shangri-La now is the best of a bad bunch of options.

The privacy side is negated by the fact that this resort seems to have turned into a children's fun park, and any consideration for guests without children is thrown out the window. Some examples:

1. Constant noise in the passageways outside the rooms with children playing and no one, neither parents nor Shangri-La staff concerned about reducing the noise. Parents seemed relieved the children are not actually in the rooms with them. Impossible fo us to sleep in.

2. Pool gets over run with children, there is no separate pool for families with children.

3. Restaurant Rima: we were surrounded by tables with children. We paid P25k for a dinner for four and I had to ask the guests at the next table to have their children put their iPads playing various games on silent. One of the parents father's seemed very annoyed by this, as it was providing a distraction for his children that he had no interest in interacting with. I was annoyed because I was the one to ask that they mute the devices. Why can't the restaurant team do this??

4. My wife and I were almost hit by rocks thrown from the fifth floor passageway to the ground floor. I tracked the children down and took them back their parents who were oblivious and happily hanging out in their rooms. Again no Shangri-La staff anywhere to stop what could have been a very serious accident.

The food is ok but no great. I have had many better resort food experiences.

The rooms are getting very tired, and in need of renovation.

Management seems to have left the building, during our five day stay we did not encounter the resort manager or assistant manager at all. Maybe they were all on holiday a decent resort somewhere else, which is maybe why the resort was having so many issues.

Overall a very disappointing experience from Shangri-La. I am fully expecting a smart response from the team at Shang along the lines of their assistance when we stayed there. When we complained about the constant noise and nuisance from children their suggestion was we get a private villa for US$2k/night, very helpful if you never want to leave your room, even for dining.",Comfort & Facilities:Food:Staff
"The Boracay Shangri-La does not disappoint. We’ve stayed at a number of Shangri-La hotels throughout Asia and this one lives up to the level of service and quality expected. The rooms are definitely a strength relative to some other Shangri-Las. We stayed in a deluxe sea view room and villa. Both rooms were spacious and SUPER clean. LOVE the glass bottled water and refillable ceramic dispensers for toiletries. First hotel I’ve been to that is starting to be environmentally conscious.

The semi-private beach is quieter than the private beach. The pool and private beach areas were always crowded. the snorkeling right off both beaches are pretty good. The activity center has activities for all ages and kept my kids occupied for hours.

The only weakness- relative to an excellent stay—, although still very good, were the restaurants. We ate at Sirena, Vintana Cafe (Main breakfast, lunch, dinner restaurant) and poolside. Service was good and selection very good. Quality was good but not excellent across the board.",Comfort & Facilities:Food:Location
"Service was superb from the time you get to the airport.They offer a shuttle service, a lounge and speedboat would take you the resort in less than 10 mins. The premier seaview room was the best you hear the waves from the veranda. If you care about the environment this is the place to be. Food is great but way too expensive.",Value for money:Food:Staff
