Opinion,Classification
I travelled here 5 times in the past year for business and enjoyed my stay at the hotel. I stayed in the garden wing (which I would highly suggest rather than the standard rooms) each time. Also looked at the renovated tower wing rooms which are lovely but have no bath (deal breaker for me). Some things could be better to improve but all in all a good place to stay. Staff are so friendly and helpful and remember your name. Breakfast is great with lots of choice.,Food:Staff:Comfort & Facilities
"The person who received us at reception was nice. But overall, taking into consideration all the staff, a lot can be improved with the way they handle or serve the guests. One example is we had a bad experience with a staff at HEAT. There were a lot of tables available already but we were left to be waited. We were requesting for a seat area but was plainly told that we just had to get what is available. The room service was also a bit slow on our first day. No complimentary water in the room. Had to request for some but it took a while to arrive. By 2pm, our connecting room should have been ready. But found out later that due to miscomunication, they havn't cleaned the room yet. So by 2pm, they had only started cleaning. Also always felt like the bell boy wanting for a tip. Staff at the lounge area was not sure if there are activities lined up for the Christmas Eve when asked. Security was also so obviously monitoring my husband during picture takings. Th staff seems lacking in genuine gestures to make guests feel welcome and happy. Not certainly the way I feel if I stay in 5 star hotel abroad. Sometimes I think it is because we are also Filipinos. This is really a sad reality. Certainly not a 5 star experience when you are in your home country.",Staff:Food:Comfort & Facilities
"I wrote a review 6 months ago and Patrick the general manager usually replies here, which is nice, but would be better if actual improvements are made. Here, I'll make some new observations and won't repeat the ones i made in my earlier review

So, i reluctantly returned here since there was a conference right in the hotel that i had to attend. The ride from the airport took longer than usual (90 instead of 30mins) so some pampering was in order. They do the check-in in the room but they gave me the old room that has not been renovated yet. Would this kind of check-in mean better quality? So i tested it and asked for a copy of wall street journal each morning. She said ok. Because the room was so old, i didn't get the pampering i paid for

The old room still has the deathtrap of a bathtub which i detest very much, no shower stall. The flat screen tv is old with blur images. The phone is not condusive to have business meetings on as there's no speakerphone function

In-room dining delivery and food quality was ok. But when i called to have the table moved out after finishing my food, it took 5 calls and 60 mins before anyone came. It was a pity the contraption was too difficult to manipulate, otherwise i would have rolled it out of the room myself

Breakfast was again something i didn't look forward to as there are simply too many people in the hotel and breakfast area. It feels like a warzone. Or 3 star hotel in china with all 1.4 billion people eating

Oh, and the wall street journal i asked for in the beginning? Never came

I have the same conference next year and i'm seriously considering just not going for the conference anymore",Comfort & Facilities:Staff:Food
"I've stayed in EDSA Shangrila several times in the past and this brand does not disappoint. From their restaurants, to their business meeting rooms and suites, everything is commendable. We held business meetings, Christmas party, simple interview for our staff in Manila and to simply stay there and everything went smoothly with their reliable staff. There were times that I stayed in one of their condo units in St. Francis towers and I had to use internet, all I did was to cross the bridge to the hotel and use their internet in the lobby (no matter what time of day) and the staff just let me do my job and asked if I were okay (few times I arrived there where they were cleaning carpets etc in wee hours and they would find me a seat so I could work properly).

Excellent breakfast, love the toiletries and the bed.",Staff:Comfort & Facilities
"My wife and I just had a 5 night stay. We have stayed in the Makati Shangri La twice before. However, this was our first time to try the Edsa.

Its a large resort type hotel with an amazing newly upgraded pool area. The hotel has great security and staff.

I would recommend you go for Horizon Club benefits. However, get a room in the newly renovated Tower Wing, not the Garden Wing.

The Tower Wing rooms are excellent with amazing facilities, bathrooms etc.

Only 2 negative issues.....very busy hotel and surrounding area and Malls very busy. Maybe more so during our stay due to time of year.

Nevertheless, for sure this is a great hotel to stay in. Very impressive, attentive staff and security is very good.",Comfort & Facilities:Location:Staff
I stayed for three nights at the Shangrila EDSA. The first two nights the hotel was kind enough to upgrade my room to a suite given there was a conference going on and regular rooms were booked. The suite was good though in the older part of the hotel. The staff were courteous and responsive. The breakfast was excellent with some Indian options thrown in. Definitely a plus point for vegetarian Indians.,Food:Staff
"This is our company's national conference venue for the second year in a row and I never had any regrets why this was the hotel thats been chosen. Location is very accessible to two malls, with a new one that's just recently opened. Breakfast at The Heat is great, with good variety of choices. Restaurant staff there are a bit busy and requesting for coffee or water was a little challenging. Food (meals and snacks) served during our conference was also nice. Hotel is very clean and staff are friendly. Used their pool, its well maintained and if you're bringing your family with small kids, I know they'll enjoy the amenities. There was an on going renovation during our stay, but the noise was well kept to a minimum. Hoping to be back again next year.",Comfort & Facilities:Food:Staff
Room was double booked. Staff at first did not even bother to show sincerity in apologizing. They only gave me attention before i checked out the following day which for me is too late. Just because i am not a foreigner. They did not show any importance to me as a client.,Staff
"I've stayed here once before, and remembered it as a first rate hotel. The staff are really friendly, the quality of the food was excellent, and the rooms were clean and very comfortable. This time around it would have been the same but unfortunately they are in the midst of a refurbishment - not having a pool, or the main bar really limited the social areas in the hotel. I'm sure it will be great when done, but definitely restricting it at the minute. If you do go - the Japanese restaurant was very good and worth a try",Food:Comfort & Facilities:Staff
"I have visited the Philippines many times over the past 10 years, and more recently have always chosen to stay at the EDSA Shangri La. Although the other Shangri La in Manila is larger, the EDSA feels more personal. I have usually stayed in the Horizon Club floors, and the facilities, and staff friendliness make the EDSA feel like a home from home. The outside pool and bar area are extremely comfortable, as are are the variety of in hotel restaurants. I would always go back to the EDSA Shangri La when in Manila.",Comfort & Facilities:Food
Terrible service. Un-polite staff. Lazy house keeping staff. Uncleaned room and bath room. our dining experince is not good because of this impolite staff. They ruined my birthday. I will never ever go back here again.,Staff
"We are regular clients of EDSA Shang. Going to Shangrila Plaza which is in close proximity to the hotel is so easy and hazzle-free. An elevator at the Garden Wing connects the hotel to the East wing of Shangrila Plaza. The staff are very friendly and always ready to assist hotel guest. The lobby and the pool are under renovation and we are expecting for a grand and impressive lobby this month. The room service staff are very efficient; they go around twice a day replenishing toiletries, drinking water, coffee, tea and other coffee condiments. Daily newspaper is readily available at the door early in the morning. We heard mass at the St. Francis of Assisi Parish which is a few meters away from the hotel. We passed by the garden wing and the guard at the side gate politely opened the gate for us. HEAT - SUPERB, we enjoyed and loved the food.",Food:Comfort & Facilities:Staff
"We were looking forward to staying in this hotel and spend some time in the pool ... Only to discover that there are major renovations in the property, including the swimming pool! They offered the use of the pool in the near-by condominium though, but it wasn't the same. Anyway, we got the newly-renovated room in the 15th floor - finally, they made the room BRIGHT, with many sockets everywhere for our gadgets. We had a problem with the wifi signal in the room - so they placed a repeater in our room! Great. The breakfast buffet was still good, but the breads and pastries were not as good as we remembered them to be. We will be back here again, but will ask if the renovations are done.",Comfort & Facilities:Food
"This is a true 5 star property in Manila, which is worth every penny spent.

The hotel is located in the shopping hub of Manila and is quite a treat staying there since it's surrounded by 2 very large malls.

Hotel is very neatly maintained though it's old but staff compensates with their service and smile. Rooms are neatly appointed and are large enough with all the amenities required.

The breakfast spread is one of the most lavish one I have seen so far, and one can spend hours sitting at the table trying all the different delicacies.

Would love to come back and stay again,",Staff:Location
"Excellence in everything they do and some of the friendliest people in the world. The Heat restaurant is one of the finest in the city. The room was perfect, well kept and fresh. Check in and out were handled with great courtesy and promptness. Very relaxing stay for a business trip!",Staff:Food:Comfort & Facilities
"I made a function room reservation at HEAT, 1st by phone then after a few days in person at reservations desk. I was hoping to reserve the Fahrenheit Rm. but was told that it was taken so i had to settle for the Celcius & Kelvin RMs. I asked the lady staff at reservation if they would require a down payment for the reservation made and she said ""yes"". I Asked her again when the downpayment is required, she replied ""one week before the reserved date."" I paid the downpayment 8 days before the reserved date with O.R. to prove it. I called reservation again 2 days before the event, but was informed by Ms. Chevy of HEAT that there was still no downpayment made for the Fahrenheit Rm. Ms. Chevy told me that she will text me or return my call and even verified my mobile no. But she did not. I called again and was able to talk Ms. Ro Anne who said she will verify my concern & call me, again she did not call. This is very unfair treatment of customers of the Hotel. HEAT reservation staff are not consistent in treatment of customers. They just want to take customer's money but they have lousy customer service!",Staff:Value for money
Was allocated a room below the renovations. Totally horrible. Called up and was ensure the renovation has stopped at 6pm but at 930pm and the renovations are still going on despite complains made twice. Totally ridiculous by allocating guest to the room below renovation in the first place. And the whole level 6 including the room basically STINKS. Shower amenities was not refilled. Mini bar was not refilled. Poor.,Comfort & Facilities:Value for money
"Stayed a week at Shangrila Edsa for business. We ate sometimes in Heat restaurant and found this very good but our company had set up food during our stay and this was not so good but probably not the fault of Shangri la. I had a room on the 5th floor and it was clean but old. TV old crt but they were doing renovation. One thing i misliked was the noise from the renovation after 6pm. Believe this should have stopped around 5pm so when people came back from work or shopping they could relax and not listen to drilling for an hour before dinner. Very annoying. The layout of the hotel is also a bit tricky with very few signs around the lobby and basement. I have always been a fan of Shangri La and have stayed in their resort in Cebu multiple times and always been very satisfied. Believe that Shangri La Edsa is a more business hotel and cater to that in a good way. Location is both good and bad, close to SM, Shangri La Plaza and Robinson but the area is a big construction lot and you have to be careful walking around. Transportation to Makati is easy with taxi but traffic is terrible in the morning and afternoon even into evening so the short distance takes a long time. LRT is just beside the hotel but it is also very cramped.",Comfort & Facilities:Location:Food
"Stayed here for a few days whilst in Manilla. It's an impressive hotel that is well located close to the business districts and not too far from the airport. Currently in the midst of a refurbishment of the swimming pool area so this was unavailable. Impressive garden area to walk around though.
The hotel is full of staff seemingly 24/7. Service is pretty much excellent throughout and a choice of eating places and restaurants. E's bar was a bit of a strange place, music was dreadful and empty much of the time.
It's close to the main shopping centres of Shangri La plaza (connected by walkway) and the even more impressive SM Mega Mall only a 5 min walk away.
On the whole it's very good if very expensive, but for the army of staff and amenities it's reasonable enough for 5*accommodation.",Location:Food:Comfort & Facilities
"The service here was impeccable. Room was nice and clean despite being an “old” room not yet renovated. Love the proximity to shopping and restaurants, both sitdown and fast food, and also the availability and choices of restaurants at the hotel itself. Was great for me on a business trip with my 11 year old in tow. Only wish pool was completed. Sounds like it will be great fun for both adults and kids.",Comfort & Facilities:Food:Location
"I stayed at the EDSA Shangri-la during a business trip to Manila. From the desk staff helping me during my late night check-in, to the waiters in the restaurants and the managers in the lobby, all were helpful, smiling, and professional. My colleague and I had dinner at the Japanese restaurant and the sashimi was excellent! The room was large and amply supplied, and the bed was very comfortable. I will certainly stay at the Shangri-la on my next visit to Manila.",Staff:Food
"One night staycation in the Garden Wing. Disappointed with initial welcome, lots of staff around the front door but no-one immediately helping with luggage or guiding us to the right check-in area.

However, on approaching the Wing-specific check-in counter, staff professional and helpful; free upgrade in room to the Spa rooms with Horizon Club membership. Rooms show their age but tastefully appointed with perhaps one of the best bath/shower combinations. Clean and large.

Price of rooms great value given location close to some upmarket shopping and restaurants. Would definitely recommend the Garden Wing to give a staycation rather than business feel.

Buffet breakfast a wide range of local and international cuisine, with a good range of high-quality local dishes, and definitely brings a large crowd.

Did we find our Shangri-La? Not quite, but the journey was certainly worth it...",Food:Staff:Location
"My personal preference when staying at the Edsa Shangrila is a Horizon Room on the Garden Wing. I am not fond of crowded places and long lines. Getting a room on the Horizon floors would give you the privilege of having exclusivity and privacy. From checking in to checking out I never had a problem when staying in a Horizon room. At check in you have the option of checking in at the Garden wing's own lobby away from the very busy tower wing's front desk, or you can check in at the reception desk of the Horizon Lounge at the 14th floor. If you abhor crowded breakfasts at the Heat Restaurant in the tower wing, you may opt to have your breakfast at the Horizon Lounge, this lounge is exclusive for guests staying at Horizon Rooms. Though the buffet is not that extensive when it comes to choices, one can only eat so much for breakfast. I am easy to please, if there is bacon I am happy, I am made happier because I get to have my bacon cooked to my liking of crispiness. They do have their own exclusive menu where you can choose from and have it cooked for breakfast if there is nothing for you in buffet selection. They have a wonderful coffee making machine with so many choices of how you want your coffee to be. Same for the number of choices of what type of tea you like. In the afternoons you also have an exclusive complimentary cocktail with unlimited drinks, from bottled water, to the your choose of poison. All these in the exclusive horizon lounge. Service is friendly and very attentive as well. Other privileges would be a complementary shoe shine and pressing of one suit. The rooms may be dated but are still comfortable, clean and well provided -- toiletries are l'occitane products. You don't have a large LCD TV, but this is paired with a decent DVD player and /home theatre system. You may have to pay a bit higher than the regular rooms in the regular floors, but it is worth it for the comfort and the ease. Check out is also a breeze, especially if you avail of the express check out, just review your bill, sign it, leave it with the garden wing front desk, or any guest relations officer or the express check out drop box, and your good to go! I was here to attend a convention.",Food:Comfort & Facilities
"Always arrived in the country early morning airport,hotel and straight to the room for much needed rest however this time is different in the car approaching the hotel lobby notice there’s a Lady(Lyka) with the big smile waiting to welcome me on her outside working hours blows me away and I believe that was planned it was nice.During the stretch of my stay it was excellent guest relations team give their best,credible and being consitent.Glitches fades away fast counters with rapid remedy. Abundant selections, Quality of Food @ heat makes me eat more than I should have and guilty.The effort and services are exceptional.Security patiently guiding me into my room from a long night of entertainment ensuring guess safety. Throught the years Mr.Donato from avis 24/7 always available.",Comfort & Facilities:Staff:Food
"I have stayed in this hotel only for 1 night (Nov.2-3) and I will never go back. They provided horrible service especially to their fellow Filipino people. It is a beautiful hotel but I am not impressed with the service that the reception and concierge staff has given me provided that this is a so-called 5-star hotel.

1. My sister had booked a room in this hotel and paid for an extra bed but when I arrived with my brother, his wife and 2 kids there was only 1 bed. I was disappointed because we paid for an extra bed and they gave us a sofa bed which was not good enough. I have phoned the reception and requested a room transfer but they said that the hotel was fully-booked (which I did not believe as I studied Tourism Management abroad and knows a lot about hotels and I myself work in a 5-star hotel in the UK). I told them that this is not what I had expected and is not at all impressed and they finally transferred us to another room (and they said initially they are fully booked!).

2. The staff prioritized foreigners which was frustrating and unfair because we paid for our accommodation the same price as they did. Also, some of the staff are waiting to be given tips which was not right because it is the customer's choice if they want to give tips and if they think that staff deserved it.

3. I have asked the concierge to call a taxi cab for me as I have a flight to catch and they did not do it the first time I asked them to, my brother who was with me had to follow up my request. This is not acceptable for a 5 star hotel!

I suggest that you train your staff to do their job or hire new staff!",Staff:Value for money
We spent a few nights at the Shangri-La in October and their service was wonderful as usual. The Tower Wing rooms are beautifully renovated but the initial floor we were given had such a strong paint/varnish smell that we asked to be moved. They were able to accommodate our request right away and the other room & floor was much better although there was still a slight smell. It was a little disappointing to be there during the renovation since the lobby looked quite different and the swimming pool was closed but I'm sure the end result will be worth the disruption. Breakfast at Heat was good and my daughter loved getting her hair done at the hotel salon for a wedding. The salon staff were very attentive and spent a lot of time on her hair. We had a great stay.,Comfort & Facilities:Cleanliness
"Stayed here with my wife on a weekend promo for locals. Initially I wanted to stay in the newly renovated tower wing, but due to ongoing renovation at the tower wing, I decided to go for the Garden wing.The Garden wing has its own check in counter which makes it very convenient for checking in. The rooms are very nice and comfortable. Staff are great and accommodating. They clean and check the room not once but twice a day to make such that everything is up to their excellent standard. That includes the amenities and even drinking water. In terms of location, the hotel is walking distances to the Shangrila Mall thru its walkway connection and the SM Megamall, two of the best mall in the Philippines, where you find the best stores and restaurants. The swimming pool is under renovation at this time, but their SPA is fully operational.",Location:Comfort & Facilities
"The EDSA Shang is being spruced up and the new rooms are terrific - the curtains don't let in light, good showers, air conditioning is excellent and the service is top notch. Can't give it five stars though for a few reasons. Pool under construction and work in other parts of the hotel mean construction noise during the day, which is not the end of the world but detracts from the five star experience. One thing they need to look at is some extra security for people walking down the ramp and along the street to Mega Mall (five minutes). We were hassled twice by street kids. I'm a big believer in giving at the charity level, not the street level - but gee it's hard to say no to kids. I am considering bringing my wife and daughters soon - and would not like them to experience the aggressive, in your face tactics being used. (I'm a reasonably sized male so I didn't feel threatened, just horrible for saying no.) A bit if extra security would be good. Yes, I'll be coming back for business. Excellent room, good bed and it's going to be even better when the reno is finished.",Comfort & Facilities:Location:Staff
"Our family checked in last April for a weekend of Rest and relaxation. The reception was very accommodating although it took us quite a long time to check in because of the long line. Obviously the hotel was jampacked by local. This is a good sign, it means they provide excellent service. The room was pleasant and spacious, breakfast and lunch buffet at the Heat had a great variety of choices, excellent attentive service from our waiter. Unfortunately, the pool was crowded and the children were so noisy and rowdy. Overall, they provided excellent service, will go back on less crowded days.",Staff:Food:Comfort & Facilities
"One of the best five-star hotels in the Philippines. I've enjoyed our stay. However, we were not able to enjoy the swimming pool because it was too far from our room. More so, we were not served with a pitcher of water during our breakfast. My mom and I were a bit disappointed since the other tables already have a pitcher of water even before the guests arrived. I don't know if it's some kind of VIP issues or what. Nonetheless, I'm still looking forward to our next stay here.",Food:Comfort & Facilities
"This is my ""home/office"" away from home. Staff is friendly and efficient. I feel safe and at ease when I stay at this hotel. I have been a loyal guest for the last two years and I have stayed at this hotel three times this year. I travel for work quite a bit domestic and international which gives me opportunities to experience a wide range of hotels. The service I receive at Shangri-La Edsa Manila is always excellent. I have considered the Makati location but for the value and atmosphere, I prefer the Edsa location. There are two malls, Mega Mall and Shangri-La Plaza next door. Just in case you need to get a gift or have dinner nearby without going through terrible Manila traffic the two malls are good options.",Location
"We had a good time staying here for 3 nights. Although the pool is under renovation, the staff at the health club made it easier to transfer to the temporary pool at the other building. My kids had fun swimming and taking the arts classes. Kudos to Archie, Apple and the rest of the health club staff for making this possible.
The food and service was excellent at Heat. One thing I noticed was the staff manning or inside the different buffet ""counters"" would only tend to greet foreign looking guests while ignoring the locals. This happened to me twice. It's also not nice to see the staff chewing while walking around and refilling the empties.",Staff:Comfort & Facilities:Food
"Excellent hotel as always, stay there at least once every two years and have done so for the past sixteen. Service with a smile; it amazes me how often members of staff reconise us when we are there and always stop for a chat.
An oasis in the hussle and bussle that is Manila - stay there!",Staff
"Excellent hotel as always. Food was great at the Heat. No long lines checking-in :-) really had a wonderful rest in their comfortable bed. Staff are courteous and very friendly. Although, there's an on-going renovation at the lobby lounge and pool area, the lobby is not chaotic, everything is still clean and their trademark hotel fragrance is very pleasant to the senses.",Comfort & Facilities:Cleanliness:Food
"A 5 star Staycation in Manila. Shangri-La Hotels always have impeccable service that makes us want to return. The EDSA Shangri-La is no different and is perfect for a staycation as it has a resort style pool, is connected directly to the Shangri-La Plaza Mall and the new East Wing. Buffet breakfast at Heat has a wonderful selection of food and room service food is also yummy! We booked a Horizon Club Room which has access to the Horizon Club with the added benefit of all day refreshments and afternoon cocktails, well worth the additional cost.

Check out our video below:

http://youtu.be/V2xcYUZ3Yu0",Food:Location:Comfort & Facilities
My room is 615 and the corridor and room smell badly. Probably due to the mouldly carpet. Complain to the house keeping and they only use the air fresher as a quick fix to the problem. Staffs in general look new and inexperienced.,Comfort & Facilities:Staff:Cleanliness
"I've stayed here on numerous occasions and have thought that the best thing about this hotel was its neighbour, the SM Megamail. The service here has always been great but the hotel has been showing its age and the rooms were a bit dark and dingy. When I was here a few months ago, I stayed at the Sofitel and on this trip, I considered trying another hotel but didn't have time to look at others. However, on arriving, the very charming and friendly Miss Lui upgraded me to one of their refurbished rooms and what a difference! It had a big curved window and was very light and airy! A very pleasant change!

The bed was very comfortable, just how I remember the first time I stayed at a Shangri-La hotel. I used to regard this chain as being the absolute pinnacle of hotels but in the last decade or two, other hotels have sharpened up their act and the Shangri-La's have stood still!

The renovations are continuing but i was out working while all the pneumatic drills were hammering away so that didn't bother me but there was a very strong smell of adhesive in the corridor, which I would surmise, if you're a slow walker, you might be high by the time you reached the lift!

The bathroom was mainly marble and was bright and the plumbing was good!

The cable internet didn't work and despite the best efforts of the staff here,they never got it going. However, the wi-fi was passable but I usually prefer cable internet for the higher speeds.

When I booked on-line, I took as add-ons, the pickup at the airport and brekfasts but when my confirmation came through, was offered breakfasts, pickup and return to the airport and laundry for an extra 2000 PNP a day which was a better deal so I changed to this rate.

One thing I noticed when booking though was all the add-ons such as if you want to check-in earlier, before 2pm, you get charged extra, if you want to stay past midday or 11am, I can't remember which, you had to pay extra and so the list went on....

Now I understand that the hotel needs and wants to make a buck but when I see all these ""Add-ons"", I can't help but get the feeling that somewhere on my stay, I'm going to be gouged! But perhaps that just me and my preference to have everything included and am willing to pay for these but I'm averse to seeing them as ""extras""

The airport pickup was very good with an excellent driver. The Camry came complete with cold towel, chilled water and snacks as well as wi-fi! It was a very pleasant ride in, albeit long with a travel ltime of over two hours but it was much more comfortable in the hotel car than a taxi.

Manila Airport has once again, won the title of the worst airport in Asia and I have to say, that dubious award is well-deserved so it's very pleasant to come out of the so-called terminal and wait for my lift to the hotel in Shangri-La's own waiting room.

Room service was excellent and I'd recommend the banana split for dessert.

There was a fruit bowl which was very welcome but no knife or fork?

So summarising, despite my earlier reticence to return here, I'll be back!

One last thing, bathroom scales would have been nice! This isn't a cheap hotel, and i would have expected these to be supplied.",Comfort & Facilities:Food:Staff
Stayed at garden wing suite. Staff without exception very supportive and nice. Very spacious double room but little worn out. The website mentioned on going construction but it did not share that the swimming pool was out of order. There was an alternative pool a good walk away but the airco sound from the neighboring SL mall was deafening during our swim. For the moment over valued.,Comfort & Facilities
