Opinion,Classification
"Superb.,Twas a perfect get-away, except that the pool is not heated. All the children who were swimming were obviously feeling cold. They were shivering at 12noon. Other than that, everything was great. Well, I woudnt expect anything less than that, considering the price. Hefty tag.",Comfort & Facilities
"So so stay,Overall a fairly good Shangrila experience but could be better. We checked in on 24th Dec. The hotel came prepared for long queues at checkin by deploying more people and additional counters in the lower lobby so it was fast. The hotel was jam packed. There were 2 large venues for breakfast but the lines were still very long on both so we opted to have breakfast at the Lobby lounge. The food was too expensive, poorly prepared, and didn’t taste good at all especially the waffles and coffee. The waitress also got our orders wrong several times and seemed like she was new on the job. Not even apologetic. Checkout was also quick but getting the bellman to bring our luggages down to the lobby took an hour! The biggest nightmare though was getting the valet service to bring our car to the hotel entrance. Understandably the hotel was full and everyone was checking out at the same time, but it took about an hour’s wait before we got our car. 😩",Food:Staff:Comfort & Facilities
"ShangriLa always delivers. Some staff (not all of course) were too busy (swamped by work probably),ShangriLa EDSA has an incredible breakfast spread, one of the best. The room they gave us is spectacular (with jacuzzi) and beautiful view of the pool and garden. The room 641 , however, is showing wear and tear and needs to be refurbished and modernized soon.",Staff:Comfort & Facilities:Location
"really the best hotel chain in manila,always a perfect stay. staff always goes out of their way to please. food, amenities, eveything was perfect.",Staff:Food
"Over priced and not tasty. ,The restaurant is over priced and not tasty. They charge for the food and say it’s “all inclusive” but In fact they ask you to pay more for drinks.",Value for money:Food
"Staff are very courteous & efficient,Staff are very courteous except we had one problem regarding the upgrading cost we had a miscommunication but it was solved right there & then",Staff:Comfort & Facilities
"Great Longweekend!,Everything is great except for their HEAT buffet restaurant. Not worth it for the price :( Few choices only for a 2.4k+ price.",Value for money:Food
"old hotel not recommended ,pros Near to.the mall cons long queue for check ins rooms outdated not sound proof...definitely can hear voices at the next room. too crowded in the lobby too many guests in the lobby walking no privacy not classy like other shang hotels",Comfort & Facilities
"Excellent Service,The Front office supervisor, Ms. Edz, was very friendly and understanding, thank you for accommodating our request. Overall, excellent service from all the staff. Our children were very happy swimming and using the water/pool amenities. Will definitely return and recommend to our friends.",Staff
"Acceptable,I was requesting for a battery replacement for their tv remote and it took half an hour to replace it. There are no coordination between staffs that after replacing the battery another staff went to our room and bought another battery. Facilities need to improve.",Staff:Comfort & Facilities
"Almost Excellent (Except for the Breakfast Buffet),I (We) been long time clients of this hotel since the early 2000, everything about ESLM have always been perfect, but the Breakfast Buffet last Saturday was really disappointing. We usually have this at HEAT but this time we were asked to go to this make shift/temporary tent, we totally understand that it's a busy season and the hotel was packed, but the quality of food was just ""Not ESML Level"" this time. Didn't even bother to finish my first place because the food was bland and even the usual classic bacon was dry. Like what happened? Anyway, the rest of our stay was perfect, from the lobby lounge and the customer service was always, second to none. Will I come back? Of course ESML is always one of my favorite hotels for doing staycation. I hope that Breakfast Buffet experience will be the last though.",Food:Value for money:Comfort & Facilities
"Excellent,The rooms and facilities are great as always! Their buffet restaurant, The Heat, needs to improve their menu selection and food quality, though. My family has been eating there for more than a decade and the quality of the food has declined.",Food:Comfort & Facilities
"Beware of lying staff,The hotel is adjacent to the Shangri-La Mall and near Megamall, but the area around it is busy, crowded, and smoggy. Even the window view is dismal. As for the hotel itself, it still looks okay but the signs of aging are very obvious. The walls are thin enough for me to hear the noises from rooms on either side of mine. However, I was most disappointed in their staff for their dishonesty and inefficiency. First, I queued for more than 30 minutes before checking in. I was in line at 215pm and didn't get to the front desk until 245pm. The hotel was undermanned on a busy holiday. That in itself was already disappointing, but things got worse. When it was my turn to check in, the front desk staff handed me the key card to my room at the Garden Wing. I had to interrupt while she was describing the amenities. A Garden Wing room? But I booked a Tower Wing room which is more expensive by a couple of thousand pesos, I said. She said that since I requested a quiet room, the Garden Wing room would be a better option. I couldn't believe she was giving me a room that's cheaper than what I paid for! So I stood my ground. She finally admitted a Tower Wing room wasn't ready yet. Note that I had prepaid my room in full via credit card so I don't understand why they didn't prepare a room for me. Also, based on my previous experiences with other hotels, they upgrade your room and not downgrade it if the one you booked was not available. If they couldn't upgrade you, they give you a voucher for a discount or freebie. Plus you get an upfront explanation, not a deceitful tactic. The staff didn't try to explain to me why my room type was changed until I asked, and when I did ask, she made it seem like being given a lower-priced room was a favor she was doing for me. But I wanted the room I paid for. She said a Tower Wing room would be ready in an hour (4pm) and that I could extend my stay by an extra couple of hours to make up for the hassle. I clarified: Could I check out at 2pm for the",Staff:Value for money
"Good,Good",Food
"Good,Good",Food
"Good,Good",Food
"It's a ""Shang""! Expect top-notch everything!,Man, where should I start??? Location, location, location! A mere walking distance from the best malls in the country! The facilities are top-notch. From the pools to the gym, you'll get your money's worth if you have an active family like mine. Everything is well kept and tidy. Staff are uber-friendly since they probably know it costs an arm and a leg to spend a night there. We are repeat-guests for a reason, whenever I'm feeling ""generous"" on a family staycation. It's a Shang! I need not say more.",Location:Value for money
"Wonderful relaxing stay! Highly recommended,I love this hotel! It was so clean! Near the mall and restaurants. I love the gym although the view wasn't too nice. The staff were so friendly. I love the lobby. You can grab a drink at the lobby while listening to someone singing-- It was lovely.",Comfort & Facilities:Staff
"Excellent,Shangrila has truly proved their capacity to deliver good service to their clients.. Very efficient,friendly,accommodating staff-- for me this is very important. Maybe just improve on food choices in their menu but overall experience is excellent.",Staff:Food
"Shangri-La is the place to be with kids,Its not a new hotel but we've stayed here for a couple of times already. My kids love their pool and breakfast is always a delight at HEAT. Its surrounded by malls so whatever you need you can walk outside. It's always a good stay in this hotel!",Comfort & Facilities:Food:Location
"Typical Shangri La hospitality but property is a tad outdated,Comfortable stay. While guests are welcomed by world-class Shangri La hospitality, the rooms are outdated compared to some newer options in Manila. The facilities however are up to date in this property which is definitely a plus point.",Comfort & Facilities:Location
"5 Star!,We love staying in this hotel for a truly relaxing stay and excellent service. The price is worth the stay. Once you check in, I would suggest to enjoy your whole stay and checkout as well the hotel facilities. Don't go out for anything not very urgent or important!",Staff:Value for money
"""upgrade?"",I booked for the upper floor room (13-14th) they call Horizon City rooms, as I know that the rooms are clean and the carpets are well maintained but they gave my husband (wasn't able to join him on the first day) an ""upgrade"" and they assigned him a suite with larger area but on the 6th floor where everything is old and smells a little musty",Cleanliness:Comfort & Facilities:Staff
"Zombie staff,the stay could have been excellent if there was a presence of the staff. Everybody was too busy doing what they needed to do, usually from the 1st customer touch point there are greetings but with this hotel there was none. We will be back anytime soon thanks",Staff
"Staycation when in Manila,Beautiful hotel, with great staff and service. Love it that there is an access to Shangri-la Mall. Breakfast was a blast with so many selection. Will definitely come back and recommend it to my friends.",Staff:Food:Location
"BAD Experience!,This may be my worst stay at any 5 star hotel ever! Checking in took more than an hour. Apparently, they have overbooked and the room I booked wasn't available. While other 5 star hotels would automatically offer a room upgrade since they were at fault, no, EDSA Shangri-La asked if I can pay extra for a bigger room that was already available. Needless to say, I wasn't willing to pay for the available room, so I waited forever till I can check-in. No drinks, no nothing to compensate or to help me with the waiting. THE FREAKIN VALLET SERVICE BUMPED MY CAR! When I got home from the hotel, I found a big scratch on my car and the paint job tore up. I immediately called the hotel up and told them one of their drivers damagted their cars, after a half a day of waiting for their response, they call me to said if they can just apply a rubbing compund on my car to hide the scratch. ARE YOU KIDDING ME?!!! Then when I said no, attempted to make me feel guilty by saying that their driver would have to pay for the damages and will be deducted to his salary. I haven't heard from them up to now. VERY DISSAPOINTING!",Staff:Value for money
"Great stay, even if a hotel is older, still keeps up with modern hotels,Great stay, great staff, nice rooms and beds, delicious food, great service, everything looks nice and luxurious. only issue we had, is we misunderstood the free complimentary breakfast to be also free if you request for it to be delivered in room. Apparently we paid for the whole breakfast, felt that the free breakfast was wasted.",Food:Staff:Value for money
"My favorite hotel! Great service !,gym and sauna facility, location - connected to mall, good breakfast,It was overall a very pleasant stay. We were able to stay at the newer renovated wing. Service is still the best of what you expected of Shang. I truly enjoyed the gym and the steam sauna facility. Compared to other 5 star in the Philippines. the gym and steam are better, clean and well maintained. The buffet is not as good as before but services provided by the staff makes up for it. My request for late check out was granted and my request for roll out bed was also granted with no extra charge. Although the hotel is older, I really feel the pamper feeling whenever I am at Shangri-La compared to lets say Marriott or Solaire.",Food:Comfort & Facilities:Staff
"Great Hotel,Grand lobby, big room and nice pool,Shangrila has a grand lobby that makes you feel like you really are on vacation, the pool is charming and huge which made my kids quite happy. The room is very clean and big. The staff are super friendly.",Comfort & Facilities:Staff:Cleanliness
"Excellent Experience, apart from valet service,Hospitality, Elegance, Food,Was an excellent stay overall, should had been perfect if not on the looong wait for Valet service during checkbout :( Since my wife and I had been waiting in the lobby for more than 45 minutes already for our car on Christmas Day, I decided to go directly to the parking area only to be surprised that no one had picked up our car yet :( Hence I kindly asked the Valet attendant in the parking area for our car key and drove ourself out.",Staff:Comfort & Facilities
"First impressions,location for business, hotel staff, Club lounge,I usually stay at another hotel, but this time I needed to be close to Ortegas for business. Club lounge was great for breakfast and general relaxation. Its not the hotel's fault of course, but traffic around the hotel, and on EDSA, was massive, and you need to make sure you leave yourself plenty of time to get around.",Comfort & Facilities:Food
"Five-star Hotel in Busy Location,professional staff, access to mall, newly renovated rooms,We had a good stay. We were offered a bigger room at a slight increase in price. The staff was friendly and very professional. We expected more free amenities like a Nespresso machine or other coffee machines, but all in all the room was good. Pricey stay but worth it.",Staff:Comfort & Facilities:Value for money
"Comfy and spacious room,1. conveniently located 2. comfy and spacious room 3. food was great,Booked hotel with breakfast. Apparently when we were there the staff told us it was not included. In our voucher, it was not included as well, but when i was booking for the room, I am sure that I have booked the one with breakfast. In the VIP lounge because we were allowed to had our breakfast on the first day, they charged us 2 persons only, but on the second day, we were surprised after our breakfast at the heat, they were charging us 5 persons already including kids. This incident should have been avoided if on our first day they had told us that there was no breakfast included. We only found out after our second breakfast. The receptionist wasnt that friendly to discuss what was on the voucher. Also, I am having problems booking with Agoda that is why I seldom use Agoda now.",Food:Staff:Value for money
"A small oasis in the bowels of Manila,Staff performance was superior, great breakfast buffet (if included in your room), great shopping at Ortigas,EDSA Shangri-La, not to be confused with Makati Shangri-La is a little oasis in the depths of Manila. It's amazing, even for me, that things can be SO different just a block away. Located in Ortigas, it's a nice little area for high-end shopping (if you don't want to battle your way down EDSA to Makati) and cut off enough from the rest of the area to be quiet. You can walk next door to Mega Mall, or take a stroll over through Ortigas for some additional good dining options. As in other places around Manila, just be aware of your surroundings, and be sure to know what side of the street you're on.",Location:Food:Comfort & Facilities
"Expensive but safe and reliable,Staff, airport transfer, facilities,I usually stay here when on business in Manila as it is safe and convenient. However I am now looking at other options because of the value for money factor. The hotel is always very crowded especially at breakfast and the buffet is good, but not spectacular. The rooms are good as you would expect but smell musty and I struggled to get the aircon to be cool enough. The pool is nice. The staff are great and extremely helpful.",Comfort & Facilities:Food
"Perfect location, great staff, happy breakfast.,Location because it's connected and in between nice malls, friendly courteous helpful staff everywhere, great breakfast buffet selection. I recommend it especially to tourists who visit our country.,It was a restful, relaxing, great two night stay that startd with a smooth check in by the very friendly and helpful staff at the reception named Nicole. The room was nice. The breakfast before buffet at Heat Resto starts your day perfectly with a wide variety of selection from the buffet, which means you can opt to have different breakfast experience per day to your liking. The pool area is quaint and pretty, however if the pool were heated it would have been perfect to take a dip even on a very cold weather like the day we were there. Was also looking for a steam or sauna area to complement the swim but was told it was still under renovation. Otherwise, this is a perfect place to stay in especially because of its proximity to the nicest malls (it is connected via a bridgeway to my fave mall Shangrila and a few steps away to SM Megamall), that's why i thought if i were a foreigner visiting the country, i see this as a perfect choice of hotel to book. 😊",Food:Comfort & Facilities:Location
"Amazing service,food, gym, staff,The hotel was absolutley amazing! I have never had so good service! Although when i checked out they tried to charge me double for the breakfast although I had already paid for it. The breakfast buffee was really amazing, i wish i could have stayed longer and try more things! its just worth coming to eat here! Really wow! The gym is nice too and open 24 hours, so you can take a really late or early workout :) The pool however closes at 22 already. The internet wifi worked everywhere in the hotel just by joining the wifi, no log-on crap. Very nice! Rooms are nice too but I didnt have a bath tub in my room, only a shower, too bad. Really nice place though, def classy!!",Comfort & Facilities:Food:Internet
"I love this hotel,Clean, attentive and friendly staffs, centrally located,Excellent place to stay. Near to local foods, resto and bars. Friendly, attentive and responsible staffs. Very nice clean room, toilet and shower. I love the location, it's near to all I need. Very nice pool for my son to play around.",Location:Staff:Cleanliness
"Generally fun and relaxing,It is centrally located, good food, and has a really nice ambiance.,Our family's weekend stay at this hotel was generally fun and relaxing. It was what we expected and was not disappointed at all. The pool is really nice and my kids who are 5 and 4 enjoyed playing in this area. The room is clean and very comfortable. The hotel ambiance is relaxing despite the events taking place (wedding and some birthdays)during our stay. One thing that we truly enjoyed is the room service dining. The restaurant was crowded for the Sunday breakfast buffet so we decided to have breakfast inside the room and we did not regret it at all.",Food:Comfort & Facilities:Location
"A truly 5-star international hotel,Quality restaurants, ambient and service,Most enjoyable. Friendly staff and efficient service. Room was nice and comfortable after the renovation. Check in and out was quick, unlike some guests' previous complaints. The Paparazzi Italian restaurant most recommendable.",Staff:Food:Comfort & Facilities
"High standard of service for business travellers,Service, comfort, food,I stay here for my regular business trips as although it is very expensive and way over the budget I need to spend for any other countries in South East Asia, it is the best and safest option for me. Wifi is free which is an advantage. The staff provide a high level of service. This time, I was upgraded to the Horizon club floors which meant I was able to use the club lounge for meetings and enjoy the free drinks and snacks while working after my meetings. This was a pleasant surprise.",Staff:Food:Comfort & Facilities
"Good staff, great location and value for money,staff, food and gym,Check in was a breeze and very quick and efficient. we are impressed with all the staff, the food was excellent, we ate at the Italian restaurant. Although we had to move rooms because of a toilet blockage it was painless. HOtel is next to lots of cafes and a couple of shopping malls.",Staff:Location:Food
"Great stay with excellent staff,comfort, restaurants, staff,Check in was a breeze and very quick and efficient. we are impressed with all the staff, the food was excellent, we ate at the Italian restaurant. Although we had to move rooms because of a toilet blockage it was painless. HOtel is next to lots of cafes and a couple of shopping malls.",Staff:Food:Location
"Excellent Stay at the Luxurious Hotel ,Excellent Staff, Quick Service, Comfy Room,I arrived at 3pm to the hotel and the check in process was pretty slow. It took me more than half an hour. But I got upgraded and the manager even gave me a compliment fruit platter. The room was beautiful and comfy. There's construction works going on at certain floors so I guess it is not suitable to stay until after a few weeks because of the noise.",Staff:Comfort & Facilities:Food
"Great Stay in Ortigas City,Everything Was Superb Except Very Slow Check in Process,I arrived at this hotel after a long flight and I was extremely tired. When I arrived, the checkin process was taking too long like half an hour. I don't know what was wrong and the manager asked me to email her our reservation details. It was messed up but after all the hustle, the hotel gave me an upgrade room and compliment with fruit platter. The room was beautiful and overall I had an excellent stay at this hotel.",Staff
"Great luxury hotel for family stay,Nice renovated rooms, awesome room service food, close to shopping center,Great stay at hotel even though there were some ongoing renovations. The kids love the pool. Its huge. The bedrooms are beautifully renovated. The beds are very comfortable and i had no problems sleeping through the night. They have extensive room service menu with good food",Comfort & Facilities:Food
"pampered and relaxing stay,great staff, superb breakfast, comfortable room,Staying in this hotel is worth it! Location wise and value for money. The pool was under renovation but we were able to use the pool of the condominium nearby. The people are wonderful! The food is yummy! Edsa Shang is highly recommended.",Food:Location:Comfort & Facilities
"nice hotel,cozy room, large swimming pool, accessible to the malls,the hotel has a nice and cozy room, a large window to view at, comfortable bed to sleep on. I enjoy the swimming pool with my kids, a wide varieties of food selection to satisfy our stomach. the hotel has a connecting bridge to the mall for us to enjoy the shopping. It was so much fun and a nice bonding with my family.",Comfort & Facilities:Location:Food
"Awesome hotel experience,Luxurious bedroom, excellent service, wonderful breakfast,I had an awesome stay in hotel. Staff during check in was friendly and efficient. I appreciated the room upgrade. Room was wonderful with a huge bed. Wifi was free and fast. Good for business travellers. Thank you for the hotel experience",Staff:Comfort & Facilities
"Shangri-La...nothing more to say,Location, amenities, staff...the list goes on,I always enjoy my stays at Shangri La and this was no exception. 5 stars all the way. The proximity to SM Megamall makes this hotel ideal for a holiday, short stay honeymoon etc. It is also good for business if your business is in the area. Trying to get into Makati during business hours or after hours can take more than an hour. So avoid if you need to be in Makati all the time.",Location:Staff:Comfort & Facilities
"overall it's worth 5 stars,nice service,hotel very comfortable. is well located, and the price is not bad. hotel staff are very polite and friendly. room is clean and we have different fresh fruit served at the room everyday. Buffet breakfast has a wide variety of choices",Food:Cleanliness:Staff
"Grand Hotel with good amenities,Spacious and luxurious,The EDSA Shangri-la Hotel was luxurious and spacious. It had great features and amenities. The room on the club floor was very nice and the offerings in the club Lounge highly commendable. The staff I encountered were all very polite and friendly. I also liked the good location and proximity to a large shopping mall. There were also many places to eat and to do things nearby. I enjoyed my stay and would certainly return.",Food:Location
"Classic Hotel,Good service, nice interiors,Checkin was a breeze. Staff was very helpful. Everything was great except the cable TV was out-of-order. It was raining too so we couldn't swim. Food at the buffet resto,Heat, was not so great especially the grilled meats (too tough). The pichi-pichi was delicious though!",Food:Staff:Comfort & Facilities
"Nice Location, Nice View and Friendly Service,Accessibility, room amenities, comfort,It was a remarkable experience to be welcomed by a friendly staff who offered to walk me to my room. Although, I preferred to upgrade to the Garden Wing, which was a closer walk to my conference,I was nonetheless contented with the comfort and amenities provided by the hotel. It was a breeze to walk to the adjacent mall for lunches and last minute shopping, so near and comfortable. The staff are friendly and helpful. It was really a 5-star experience. I made a good choice to book in this hotel, indeed.",Staff:Location:Comfort & Facilities
"the best in town.....,tropical pool area next to good shopping malls,Still one of the best places to stay in Manila, very good service, beautiful lounge and the best pool area in manila, even when in the middle of ceity, you feel like a little bit on vacation in a resort.... Good for business people working in Pasig/Ortigas area.",Location:Comfort & Facilities:Food
"Great service,Service was excellent,Attentive and friendly staff. Accommodating even if we came in late for afternoon tea at the horizon lounge. Everything was great although breakfast buffet dishes at the lounge was not as extensive as the ones in Heat, privacy and comfort were given in exchange. Would definitely come back.",Food:Staff
"A good Shangri-La Hotel,Location,I stay at Shangri-La hotels all the time. This is one of the good ones. Everything about is was good and to my expectations. the staff were nice and friendly and service was always with a smile. It is well appointed and next to the SM EDSA....shopping is a breeze. Great food and good amenities. No complaints. Will be back.",Staff:Food:Location
"Great Hotel with top service,Warm inviting service, curteous staff, good location,The hotel provided a tryly 5 star experience. The staff were very friendly and curteous, always working to ensure my stary was a pleasant one. The food at the main restaurant was excellant, the room was very comfortable, and health facilities was in good condition. The location of the hotel provides easy access to a major shopping complex, and a short tani ride to Greenfields, and at night it is convenient to major night spots. I always enjoy returning to this hotel",Location:Comfort & Facilities:Staff
"good location,service is very good,We have been wanting to stay in this hotel for quite some time now but we always decide to forego since we are aware that this is quite an old hotel already. But to our surprise, edsa shang is still very well maintained and the service they provided us was well beyond our expectations.",Staff:Location
"EDSA Shangri-la Manila Hotel,Location, staff effeciency, quality of hotel,The stay at the Edsa Shangri-la was absolutely brilliant! The quality of the hotel is amazing, great and friendly staff, high efficiency, excellent security, great food quality. Room service is prompt, with follow up calls to check if everything is ok. Location is good as well, walking distance to malls where you can get basic necessities. A 15 minute cab ride will take you to the Green Belt area for more shopping. Overall, a great place to stay!",Staff:Location:Food
"Big, fancy hotel with big prices for everything,Lots of lovely restaurants inside the hotel and the staff was very professional.,I would recommend this hotel to people who have a lot of money to spend because when you see the prices in the hotel restaurants and lounge you might be surprised. But, if you've got the cash it's not a bad place...what you would expect of a top class hotel in the center of Manila. It's also next door to two big malls...so there's lots of other places to drop some cash. The pool is very nice and I saw a lot of families with children having a great time.",Food:Value for money
"edsa shangri la manila,the service service service,security- overkill!,The service here is amazing, the best i have seen in Asia. They are very well staffed and those staff spend all of their time looking after people very well. They even offered to put my slippers on for me!! free coffee on departure, there are a lot of things they are very helpful with. The gym was good and the overall feel of the place and amenities are top class. The only thing I noticed was the level of security is very high, which makes you feel quite safe, but it is a departure from other Asian destinations.",Staff
"I loved it,Excellent,None,i loved this hotel and want to go back to manila just to stay at the edsa shangri la. we took the hotel car from the airport and it was a bit expensive. but, the driver took our names and introduced himself. by the time we got to the hotel, many people were waiting to greet us and they all knew our names. in the evening i went down for a snack to the lobby cafe and as i approached the customer service desk, the duty manager said, yes , how can i help. that was at least three hours after we'd checked in. the room was very good. the restaurant was very good with a massive breakfast selection. i just loved their pool and garden area. like the swissotel nai lert park in bangkok. breakfast and then as stroll round the garden or dinner and a stroll ... it's great!",Food:Staff:Location
"Family visit,I have upgraded to a suite, the layout is more conducive for a family gathering and service is absolutely superb,as part of the turndown, ice should be provided automatically,the lobby is welcoming, all staff are very friendly and genuinely nice, helpful and resourceful. Horizon club is the best especially when you have visitors coming to visit you. the extra charge for visitors is reasonable especially the amenity that they provide.",Staff:Comfort & Facilities
"Excellent,I like the ambiance and service offered. The place is homey and comfortable to walk around. Staff is warm, welcoming and accommodating. Staff would always greet the guest good morning or what ever time if day it is. I booked the room for a friend and left some special requests to the Front desk officer. He ensured my request was noted that made way for a smooth check out.",Staff:Food
"denial of my seniors discount ,I would rate the hotel a rating of 10 for value for money , location, cleanliness, staff and facilities.. However, there seems to be no coordination between AGODA and the HOTEL. as regards the seniors privilege prevailing according to Philippine laws.. Seniors are exempt from paying VAT or value added tax . In addition a seniors discount of 20 percent is supposed to be given.. According to an employee at the concierge, I could not be given both privileges because I coursed my booking with AGODA.",Value for money:Staff
"Excellent,Shangrila edsa is ok its still has its standard. The only thing it differs from the other sites is that. It doesnt has the adventure zone the space is small, wich i understand because of the site location.. the bath tub is small. A Nd this time,thier toilettres is i dont know but i dont like the scent.",Comfort & Facilities:Location
"Good hotel. Great location.,We travelled with our 2 young boys and it was easy walking to the Shang plaza or Megamall. The Shang plaza has a great playroom for children to play. There’s plenty of restaurants and shops in both malls and after a long day, you can go back to the hotel for a swim with the kids.",Location
"Not as expected,The room we're in wasn't properly cleaned, its dusty as my husband kept on sneezing the entire time we were there. His allergy was triggered by the dusty curtains. The keycard didn't work the third time we went up so its was a bit of a hassle on our part having to go down and advise the hotel staff. Overall, our stay there is okay. But it wasn't as expected.",Cleanliness:Staff
"Overall, experience is great!,There are only two things I would want to bring up; first is the room temperature. I guess the aircondition is not working well though we already called up regarding it, they said it's normal and working fine. Second, we were not informed that outgoing calls are exclusive on the charges. But then again, staffs are really attentive and full of assistance and smile. Thanks to the pretty reception girl, PAM.",Staff:Comfort & Facilities
"Excellent,One of the staff told us there will be a bath tub in the room upon check in only to find out there was none in the room. Paid deposit but upon check out they told me they did not record any deposit being paid,??",Staff:Value for money:Cleanliness
"Best for Staycation,First Class Service ,This hotel is one of our favorite hotel for staycation.It has a very good location.Good if you want to relax and be pampered. Will definitely stay here again",Staff:Food:Location
"1 night,didnt really use anything except the room, so not good perspective. VERY expensive compared to other Asian cities, but that seems to be Manila...",Value for money:Location
"Great Location,Great Location, Friendly staff. Great amenities. It was a very pleasant stay.",Staff:Location
"Free upgrade ,free upgrade to suite..very nice and comfortable room",Value for money:Staff:Comfort & Facilities
"Always a great stay in Shangri-la EDSA,The staff has been courteous. The rooms are clean and comfortable. The food is great.",Cleanliness:Staff:Comfort & Facilities
"Great Staff,The staff was friendly and very accommodating. Very professional. I enjoyed my stay.",Staff
"Very nice staff. Facility was clean and beautiful.,My children enjoyed their stay very much. Would probably stay there again when we return.",Staff:Cleanliness
