Opinion,Classification
"Natural, genuine, caring staff. Great rooms. Very clean. Good location in the BGC - close to multiple restaurants and very quiet. The area is safe (you actually walk through a security scanner when you enter the hotel). The bed was MASSIVE and really comfortable. Would definitely go back.",Location:Cleanliness:Comfort & Facilities
"My family enjoyed our stay here. We had two adjoining rooms. The highlights included the following:

1. It was central to the places that we wanted to see.
2. There are numerous eateries in walking distance, such as our favorite global dim sum restaurant, Din Tai Fung, which is situated across the street. Lots of shopping is also nearby on High St.
3. 24 hour access to a fantastic gym called Kerry Sports, which includes a full indoor basketball court that my family enjoyed.
4. The buffet breakfast in the High Street Cafe was delicious. The quality is what you would expect at other Shangri-la properties.",Location:Food
"This hotel is fine if you have money to waste but if your looking to get your money's worth Ascott across the road looks nice I haven't stayed there yet but Shangri-La is trying to sell a fake 5 star experience lol it's like a business hotel but with bells and whistle no one has no idea on what they are doing or how to manage a hotel.
Hotel deco- clean and plain no real character no feeling kinda like walking into a shopping mall.
The location is nice it's in the middle of the fort close drive to makati and you can walk around the city to restaurants.
Service - rubbish
Food - it's ok, the high tea is no good, cocktails average, buffet is ok.
The rooms - clean and modern quiet relaxing i heard ppl complaining about construction noise I didn't hear anything.
The gym - this is the only thing worth stay the gym is amazing it has a basketball court and all the only annoying thing is they have off premise customers so a lot of the machines will be full or the basketball court will be booked which means it's not really for the customers but it's worth checking out.
Overall I am going to check out the ascott next time if your here for business it's fine but I feel sorry for anyone on vacation I would be really annoyed with the lack of professionalism.",Comfort & Facilities:Location:Food
The hotel is new and beautiful. I am assuming once it has been open a bit longer the negatives can be polished and the hotel can reach the standard it has the potential to be. I stayed for 14 days for a business trip-working evenings. The hotel ask at check-in what time you would like the room cleaned. I do not know why they even bothered because almost everyday they came in the middle of the afternoon. I had to make sure I kept the do not disturb light on. They certainly did not pay any attention to my request or my other co-workers. The mini-bar was not kept stocked even when I would call down to request. I had to change rooms due to banging from construction. You would think if I had advised I had to sleep in the day they would not put me in a room that had construction going on in the room beside and above me. For that matter if you are staying at this hotel who wants to be subject to that noise anyway? I came to my room one day and my window had been opened. I had to call to have one shut it because it required some type of tool. Unsure why they would open a window on the 29th floor. Our first night at the hotel we went to the Café Lounge for a cocktail. We were welcomed by a mouse that was running around the floor. I know there are rodents in the city however I do not think it is ridiculous not to expect to see them in the lounge. The food was very good. My only disappointment would be in a high end hotel and they are preparing something at a buffet and it will not be ready for 10 minutes. I think it is very rude for you to be asked to come back. It should have been delivered to the table. I also think the same about the omelet bar once ordered it should be delivered you should not be expected to stand around and wait.,Comfort & Facilities:Food:Value for money
"We had a good time for our family staycation at Shangri-La at the Fort. Upon check-in, the staff are all attentive and ready to assist. Checking-in and out was a breeze, the reservation was accurate and as requested we had an adjoining room.

The grandness of the hotel is already visible upon entry. The wide spaces and grand chandelier is there for everyone to feast their eyes on. The modern elegance of the hotel can be felt from its service down to its people. The rooms are spacious and amenities are complete, the basics are covered. Though I was hoping that all rooms would have better coffee (like a Nespresso or equivalent machine). One minor hiccup on the room is that since the units are still fairly new there may be a certain sting to your eyes when you enter in it but it eventually lessens and fades after some time. To hasten it, you can ask for an ionizer from housekeeping.

Location here is excellent. Just a walk away is Central Square (a small mall) for your retail therapy and food offering is abundant at Bonifacio High Street. It is very convenient if you are just looking to roam around the area.",Comfort & Facilities:Staff:Food
"Stayed for a week on business. Beautiful hew hotel with a fantastic gym; one of the best I've seen. Food is expensive even if it's going to be claimed back on expenses. The staff are great. But the hotel lacks soul and it urgently needs a proper bar, as opposed to the High Street lounge or the Raging Bull.",Food:Value for money
My very first time staying at a Shangrila hotel chain. It happens to be one of the newer hotels by Shangrila located at the fort in Bonifacio Global City. My main reason for the stay is to attend my cousins wedding. This was her venue for her reception. The location of the hotel is in a very convenient area where shopping stores and restaurants are just across the street. My room was excellent and the view was amazing. I enjoyed the breakfast the most due their wide variety of food choices. I looked forward to that every single morning. I also got a chance to check out their pool area which is overlooking the city. It was very nice and relaxing. The staff were very friendly and always accommodating. I would definitely come back here again.,Location:Staff:Food
"New and more modern than Shangril Makati. However I think the lobby is much bigger and the buffet breakfast has a wider spread in Shangrila Makati. Service as expected is excellent. Also if you need to be in BGC than better to book here since traffic in Manila is terrible. A 3km drive would take about 45 minutes!

Also the view is bad even if my room was on the 36th floor. Try to get a room facing BGC and not the other side.",Food:Location:Comfort & Facilities
"The car service from the airport to the hotel is awesome. It is easy to spot the Shangri-la team with their red jackets. The car/SUV we had was beautiful and well equipped. Our driver was service oriented and great. The hotel is just beautiful. Every little detail was well thought out. The rooms are beautiful and large. The bathroom is all marble with an awesome rain shower head in the shower - best shower I've had. There is also a large soaking tub. The bed is luxurious. A la carte restaurant has great options, and the buffet is divine with such a large selection of food. Service is a little slow. The sitting area has great service and nice options for casual drinks and dining. Shopping is right around the corner. Really liked the hotel and would stay again.",Comfort & Facilities:Food
Hotel did not live upto a 5 star hotel experience where the staff would go the extra mile for its guests. Left a lot to be desired. Guests Feedback was not acted upon. Did not get the attention that guests expect from such a hotel and the price tag for its rooms,Staff:Value for money
"We enjoyed our overnight stay at this lovely hotel. All the staff were very attentive and friendly. Tried their afternoon tea at High Street lounge too and we loved it! Our room was spacious and luxurious from ceiling to their flooring. This hotel has the biggest gym (2 floors) complete with basketball court, swimming pool etc..we also tried their club lounge (adults only) during cocktail hour and skyline view was gorgeous! Food selection were very good. They sent to our room a personalized greeting card and cake for our wedding anniversary that night. Really appreciated it! Another plus of the hotel is that central square mall is just behind it.",Comfort & Facilities:Food:Location
"I had an amazing stay in this hotel, especially that almost all of my expectations were met. Staying during one of the holidays, I expected a longer processing time for check-in as the queue was quite long. But, it only took me around 10 minutes from queuing to receiving my room key. Not to mention, that the receptionist was friendly and very accommodating to my requests.
Being one of the newest hotels in the area, the twin-bedroom that we stayed in was on its almost-perfect state - very clean, well kept, sufficiently lighted and ventilated, had comfortable sheets and pillow. The toilet was spacious too.
Aside from having a great location, good service, and best meals, Shangri-la at the Fort even has the best amenities that a hotel could have: high-end equipment at Kerry Gym, pools with great views, indoor basketball court, tennis court, to name a few.

I really had a memorable stay and would definitely come back.",Comfort & Facilities:Location:Staff
"This is my preferred hotel for business stays in Manila. It's beautiful, new and luxurious. Staff are friendly and rooms have everything you need. Love that I can walk to my office 2 blocks down and so many food options around. Always a great stay and the Shang at the Fort.",Location:Staff:Comfort & Facilities
"Tried out the 'new' Shangri-la hotel after hearing many good things about it. The service was efficient and the staff were very accommodating and personable. Only got to try the High Street lounge and cafe for midnight snacks and buffet breakfast respectively. The food and service again is as expected for a hotel of this stature. The location is a plus, for those who would rather avoid the hassle of staying in the main CBD.",Food:Staff:Location
"It was a great great experience! The hotel's features and facilities were world class! Amazing! The staff were very accomodating, pleasant and hospitable especially Albert of front office. He was knowledgeable of the features of the room i got and encouraged me to try their club on my next visit. And will definitely go back for that.",Staff:Comfort & Facilities
"Stayed here to celebrate the new year for a couple of days with my husband. We reserved for two rooms since we were with another couple. The other room had welcome fruits when they entered while our room didn't even have any. I reserved for a king bed but they had annextra bed in the room.
The shower door was not closing properly so the water leaked out during showers.
They told us that breakfast is served until 10am only on January 2. When we got there at 9 am, there was a line and you had to wait for an hour at least just to get a table. Its the first time I had to fall in line in a buffet breakfast especially in a five star hotel. I don't understand why they didn't open the other venues for breakfast just to accomodate the influx of people. Yesterday, January 1, they opened a whole ballroom for breakfast and that was very convenient for everyone. With the number of hotel guests, they should have properly made things convenient but i guess this hotel's service to customers is not their utmost priority.",Comfort & Facilities:Food
"Sadly the Shangri-La at the Fort failed to live up to the standard of other Shangri-La hotels I have had the pleasure of staying at over the last 25 years in Asia. From check-in at 2pm when one of our rooms was ready and the other not ready for an hour or so later, to failing to set up the spare bed that was booked until midnight, having requested it three times, once at check in as per our booking, once before dinner and once when we got back from dinner. Breakfast at High Street Cafe on the 24th December was basically good, on the 25th breakfast was moved to the ballroom. The choice of food was restricted and the set up so spread out it was like a zoo. Some basic things like one egg station with one person working on it for hundreds of guests is a recipe for long queues and unhappy guests (there were both). The following day High Street Cafe couldn't cope with the volume of guests and again disgruntled guests. The main swimming pool was closed but the one at Kerry Club was open. The only highlight of the stay was a good family dinner in Samba. I would certainly return for a relaxed informal family dinner. Overall the experience at the hotel fell short of expectations and I would not return to stay with the family.",Food
"Nothing can go wrong with the Shangri-La brand. Still on the process of perfection in terms of ""personalized service"" and attention to details, i hope soon it can be achieved. Nonetheless, they are on the right track.
Guestrooms: Superb!
Gym: Excellent and incomparable!
Breakfast: Above average
Dining: Veru good",Staff:Comfort & Facilities
"Service - Service was excellent as expected!

Amenities, grounds - very aesthetically pleasing interiors! I got this feminine vibe in this hotel, this would be perfect if you want to treat your gf/wife/mom/etc :) The hotel has two pools - the Kerry Sports pool and the other one which wasn't open yet (we stayed July 2016). There was another pool which is for residents only. Hotel has some restaurants, a bar, and a few shops on the first floor, and a park beside it. It was also near malls, restaurants, and night life. Their fitness center is a very large sports facility, it is a brand in itself, as it is Kerry Sports Manila.

Food - Shangri-la has always been known for their buffets, the High Street Cafe buffet breakfast did not disappoint! Loads of variety, perfect for people on extended stays.

What we didn't like: the toilet didn't have a bidet, and the rooms were small, though the space was efficiently used, and the aesthetics made up for the size. Some lights didn't work, and if you look closely, some finishing touches were not neatly done (Sorry, I should have taken pictures), which was a let down because this is one of the newest and priciest hotels in the city.",Comfort & Facilities:Food
"from checking in, going to the room, the room, the bed, the bathroom, the amenities, the awesome pool and gym, the incredible breakfast buffet...i loved every moment of my stay. the location is also a winner!",Comfort & Facilities
"The Fort Shangri La is the latest addition to the portfolio of hotels in Southeast Asia. It is built to high standards and you are not going to be disappointed. The location in the Fort is very accessible, easy walk to the main shopping street of the Fort. I can highly recommend the Steakhouse on Level 3. The sports club is one of the best in Asia - it has any possible type of equipment imaginable - including NBA sized basketball court, 2 covered tennis courts, squash, swimming pool and a big variety of sports equipment plus daily classes. Wi-fi in the hotel is excellent - strong coverage and good speeds.",Location:Food
"Cities tend to be busy on holidays. Its a nice treat for the family to just relax but still be in the city. Shang at the fort provided us with just what we wanted. The facilities are great and exactly what we needed for a staycation. The facilities are awesome, from the pool area to the gym area. Rooms were great as well.",Comfort & Facilities
"Gosh, manila has changed since my last visit. The clunkily named Bonifacio Global City is a burgeoning district of hotels, offices, restaurants and bars giving Singapore a run for its money. Gone are the constant traffic jams and the pockets of poverty, replaced by craft beer outlets , swanky shops and Harley-Davidson outlets.
This hotel is a show- stopper, the decor pretty much no-expanse-spared. We gazed at the 3500 pieces that make up the crystal chandelier while crossing the lobby. Its a very shiny jewel-box kind of place. Our room is beautifully appointed with bathrooms comfort-filled with fluffy robes and plenty of L'Occitane toiletries. Its got my tick of approval. The femme just flops on the bed and vows to stay for the entire stay... Eating- in comes in meat choices, steak, burgers, churrasco and choices of cantonese and Huaiyang cuisines",Location:Food:Comfort & Facilities
"We organised a small conference at this hotel and were delighted how well it went! This is a new hotel with some surrounding works still going on, (that did not detract however) The hotel staff tried, and succeeded to make our event a great one. The meeting rooms were comfortable and well equipped and when we needed help or assistance it was immediately available. The bedrooms as expected were very well equipped and the bed comfortable and with great quality linen etc.
We used the Club lounge on the 40th floor quite often and the service and helpfulness there were as good as it gets! Well done to the team.",Comfort & Facilities:Staff
"This is a new hotel in the trendy Bonifacio area of Manila. The rooms are good size, comfortable beds, calming muted hues decor. You get an excellent view from the upper floors. I stayed on the 39th floor and had access to the 40th floor Club serving breakfast and a delicious cocktails/canapes soiree every evening (included in room price).
There is a small shopping mall opposite the hotel, and the High Street on the doorstep, with a good choice of restaurants and bars.",Comfort & Facilities:Food:Location
"A client cancelled for a meeting and re-scheduled for a later time, I was trying to look for a place to crash and found myself in this ""they say"" a new hotel (I'm not from the area so I didn't know). It was around noon so I had to go for the buffet #1 to kill time and #2 was frustrated with the last minute changes, so I deserve a very good meal, so needless to say food was awesome and service was fairly quick, if my memory serves me right it was Cris who was quick to respond with just a quick glance. Coffee too bad was not included though when I needed to kill more time, but it was all worth it overall.",Staff:Food:Value for money
"Stayed overnight in Shang The Fort for conference. We requested for early check in at 12nn --denied.front desk insisted 2pm, i was able to check in past 3 pm despite our admin assistant personally checking in for us so we dont get bothered during the conference. Front desk wanted government issued ID despite company ID given and corporate card guarantee. The room given to me was a disability room, not proactively mentioned at check in. The room i stayed in was not ready - there was a used toothbrush inside the sink when i arrived after a tiring whole day conference.... it is so "" un Shangri la"" standard",Staff
"Attended a debutant celebration and the food was great! The soup was hot, the steak was medium rare and the dessert was so refreshing! The wait staff was very prepared as they removed finished plates, filled wine glasses and made sure we were enjoying ourselves. They even had staff by the rest rooms to assist guests find their way back to their seats.",Staff:Food
"We stayed at Shangri-La for my birthday, and oh boy it was excellent! The attentiveness of the staff regarding my need was exceptional! The room gave tge value to the price! The food at High Street Lounge was so so yummy! I love every single food served there! I always have been a loyal guest of shangrila, and truly it never fails! Will surely come back",Food:Staff:Value for money
"Thank you so much to James, Mico, Katrina and Gerard of Raging Bull; JR and Joanne of Highstreet Cafe, and Catt, Melody, Jonathan and Jaypee Horizon Lounge who all made our initial foray into this ""sunny side of the street"" memorable.",Staff:Food
"I've stayed at several different Shangri-La hotels in major Asian cities. Each one has been very nice, and the new Shangri-La at the Fort in the Bonifacio Global City neighborhood of Manila is certainly no exception to that rule. The staff deserve high credit for their helpfulness, courtesy, knowledge (including knowledge of English), and overall friendliness (""it's more fun in the Philippines!"") As with every other Shangri-La I've stayed at, this one is a higher-end business class hotel with all of the expected amenities - spa, large exercise facility, multiple restaurants and lounges on site. The rooms are nice and spacious, with excellent working space and comfortable beds.

The breakfast buffet is amazing in its breadth and quality, from fresh fruits to freshly-baked pastries (including local specialties) to traditional American breakfasts to European, and every imaginable Asian breakfast food.

If i had one reservation, it would be the wi-fi, which i sometimes found to be slow.

Also, be aware that the hotel is located in Bonifacio Global City. If you're looking for ""traditional"" Filipino culture, it'll take some effort to find. The BGC area looks like a large American city shopping mall, complete with Pottery Barn, Gap, Nike stores, and American chain restaurants (and some high-end stores like Ferragamo and Rolls Royce). Getting to Intramuros will take 45 minutes. And you should plan on at least the same amount of time to the airport.",Food:Comfort & Facilities:Location
"Room service - Ramon is definitely the man! I ran out of cigs and had him run out to get me cigs and he did! Thank you Ramon from In room dining. Kudos!!!!!

Samba- best new restaurant in town! I can't stop coming back for the food and great service! Kudos to everyone who served me...wine, Dawn, Ryan, Chef Carlo and sorry for the others that I forgot. Your Pisco Sour was too good to be true. Best restaurant so far! Keep up the great work!!!!! Can't wait for the bar and pool to open. One suggestion.... play lounge music to make your Peruvian restaurant more eclectic! Hotel Costes? Supper club? Chainsmokers ? What's so not Gemini? (A good DJ would know what I mean...)... we know you are Peruvian... would've been another great surprise for guests to eat great Peruvian food with a twist!

The Raging Bull - love Ryan from Pampanga and Mico Chua. Avoid Chloe! She's so rude... I asked for their Belgium beer selection and she rudely said Stella Artois! A beer that we were already about to order because it was listed. Hello???? Have you heard of the monks who make Chimay????? I've been to Belgium. Chloe... have you? Please don't ruin the SHANG's Fort struggling 8 star aspirations.

Shang Lounge- met Angela who served us well. The manager Josephine was off so didn't get to see her. Too bad.... the lounge logistics is still not appropriately staff given the way it's set up. Centralized communication within staff whether electronic or manual need a lot of improvement. Be sure not to assume that if you told one hostess something ( like your drink order) that everyone else knows. And if you need something, just stand up and go to one of the inattentive hostesses for service.

Horizon Lounge - Claudine was great, Melody was great. I forgot all other staff's name but consistently great. Downfall.... they focused too much on food, drinks and guest outfits! The horizon lounge falls short on actually being the Front desk replacement for VIPs. I should be able to ask them anything and more that I would normally do at the front desk. Definitely not there yet. ...

Overall - I've had problems at the Shang Fort at the past during their soft opening but after confiding with Ryan Villanueva... all were immediately resolved. Thank you!

Jonathan is great! I saw him everywhere and he made me feel at home! Great guy! John Rice... are you just an email copy? Funny... never met you. Ryan... thanks for being consistent helpful!!!!",Staff:Food
"This hotel opened in March, but my room was very poorly constructed. The shower leaks. Poorly tiled bath, and hideous decor including cheap looking furniture.
... I did enjoy the spa. And the service was very gracious. Please note that I think the laid back culture lacks detail orientation. They couldn't seem to get my limo order right. Check the confirmation very carefully. They will apologize constantly, but, that's not helpful if you get stuck somewhere.",Staff:Comfort & Facilities
"The new Shangrila hotel at the Fort, Bonafacio, is a wonderful property. The Shangrila brand is alive and well. The service and the restaurants were excellent. The rooms are good size and the bed is very comfortable. The gym is well equipped and worth visiting.
The location is peaceful and propertynis well presented.",Comfort & Facilities:Location:Staff
"Worth as in. I extremely recommend this hotel. Warm staff ever.
We are all happy and satisfied. We will definitely go back. My kids were so happy. Facilities were almost complete. They are so accomodating with all our needs esp late check out. Generous!",Staff:Comfort & Facilities:Value for money
"Stated here a few times and believe its one of the nicest places to stay in the Fort. Amazing rooms and ridiculously comfortable beds! The buffet breakfast , lunch and dinner is the best i have ever had anywhere!!",Food:Location:Comfort & Facilities
Rooms were ok but the finish sadly lacking. Attention to detail in the finishes was evident throughout the whole building. Taxis impossible to get in the morning so ended up with the expensive hotel car most days. Gym facilities excellent. Service in Bar good and food in main hall good and efficient. Will go back to Makati time as overall a much better experience,Food:Comfort & Facilities:Cleanliness
"Stayed in the 29th floor and they where working on the room beside me so I can hear drilling and hammering at 10am. Decided to go for a swim but the pool was closed. Went back to my room and tried to call the reception to tell them about the banging but the phone in my room was not working. For a Shangri-la hotel I expected more. Maybe they are not ready yet.

The room was good, no issues but not spectacular as well.",Comfort & Facilities:Staff
"Spent the weekend at his new hotel in BGC. They had a stay and play package that included access to Kerry sports + Kids adventure area. Kerry sports was impressive, I enjoyed my work out! Kids adventure area was also fun for for my 3 yo son. We played for hours. He also enjoyed the pool area too... Excellent breakfast at High Street Cafe. Will definitely be back for a staycation.",Food:Staff:Location
"It was the wish of our son to spend his 7th birthday in your hotel as he is always a big fan of Shangri-La. So we needed to check out from this other hotel in order to surprise him by staying for the first time in your hotel.

Staff are all lovely and friendly.. service was impressive not to mention the attention to details given in every little thing for your guests.. it is quite impressive. Thank you to Shine, Angel and Dustin for looking after us!

Adventure Zone was super fun for the children and they enjoyed their afternoon a lot. Thank you for the birthday amenities as well it is much appreciated.

Thank you so much for making our son feel so special on his birthday... until our next visit.",Staff:Food
"Well, we had a resident suite despite only staying two nights, as the hotel was full with a conference.
The hotel is still in 'soft opening' mode, so there were a few minor wrinkles. Apparently not all the rooms are available, and only one of the two pools was open. (dear me, I'm born to suffer).
Oddly, from a resident suite to the breakfast area takes 3 lifts (elevators for the non-Brits).

Breakfast was a bit crowded, but the buffet is incredibly expansive, from croissant to sushi via English, Chinese, Philippine and others.
First evening we went to the Cantonese restaurant and were very well served, in particular, the chefs were good enough to prepare some Dim Sum from the lunch menu for us in addition to some fabulously flavoured main courses, and some fascinating cocktails. I may review that separately.",Food:Comfort & Facilities
"Phenomenal! Surprise & Delight! Motivating and Inspiring! These are the impressions we have had after spending some 24hours in this wonderful hotel. It's location is perfect, surrounded by vibrant pedestrian shopping and F&B areas, greenery and modern commercial developments at the BCG/Fort district. The team, its personalized service are second to none. The number of team members present in the lobby, continuously assisting guests and anticipating needs and queries was impressive. My children and I arrived for a one night stay and most team members knew it was my son's 7th birthday and my children and I were continuously greeted by name. The lobby is beautiful, with its Shangri-La scent and the check in process was a great experience. So kind, professional, personalized and focused on the children - beautiful! The room was amazing, located on 20th floor and with 180 degree views over Manila - the view alone is an amazing highlight, overlooking Manila's modern skyline and seeing the beautiful natural scenery of Metro Manila. What really become highlights for us was (1) The Adventure Zone, a children's ""paradise"" - so clean, well managed, exciting, (2) The gym which in size, concept and richness I have never seen before in my life, conveying a certain energy just by walking through and (3) the highly innovative F&B. The breakfast was absolutely amazing, so natural, interactive, fresh and engaging how it was presented - great F&B innovation. Last but not least, worth mentioning the beautiful birthday card, signed by hotel management and a delicious cake, that we found in our room upon arrival to celebrate my son's 7th birthday. An absolute MUST for anyone traveling to Manila and who is passionate about great hospitality. Thank You dear Shangri-La The Fort Manila Team! Daniel, Salma, Vito",Staff:Location:Comfort & Facilities
"Stayed for 2 nights for business. The hotel is amazing is almost all aspects. The staff immediately greet you upon arrival and start taking care of you in all regards. I arrived around midnight and worked on a BST time schedule. The rooms are very spacious and have a unique feature with the TV sound coming through the bathroom to create an almost surround sound in the room. I had the opportunity to eat at all of the restaurants in the hotel and all were great, but on the normal hotel cost expense side. I had room service 2 times around 3 am for dinner and the food was great and the expense for room service was actually quite well.",Comfort & Facilities:Value for money:Food
"The hotel is fairly new. Rooms are very clean, spacious and well appointed. The breakfast buffet is one of the best, so many different cuisines to choose from and all very good quality. The waffle girls make amazing waffles, they should get a raise ;)

What makes this hotel is the staff. All the staff are just incredible and try so hard to make their guests happy. This is the only hotel to stay in at Manila!

Actually I do have one complaint- Service in the Bar just off the lobby was terrible. It took 30 mins to get a drink on a Tuesday night and the bar was practically empty. The cocktail was one of the best I've ever had but just took too long and was hard to find someone to take our order.",Food:Comfort & Facilities:Staff
"Literally to say, that this hotel is yet the most expensive one in terms of price. The amenities are ok. The interiors are really nice but as an interior designer by profession, I'm not so impress by the finishes. The rooms are spacious and glamorous. If you want to have the taste of Premium and High-Class, this should be a better choice in Manila.",Comfort & Facilities:Value for money
Shangrila @the Fort is one of the best hotels I've been to. The rooms have wonderful interiors. I like the lounge where you get to sit and enjoy drinks while catching up with friends and family. Facilities are impressive including the indoor basketball court. It's buffet breakfast is one that should not be missed. Impressive spread of food from local favourites to international fare.Thumbs up! Will definitely be back!,Food:Comfort & Facilities:Location
"My first visit to this part of Manila and stayed in this several months old charming property for four nights!

We are here for a conference and with a big group! Rooms are great and spacious! I am particularly impressed by the breakfast, they serve Hainan Chicken Rice one morning

Conference facilities are great and the staff are very helpful!

Will surely be back to enjoy the Executive Club Lounge when it is opened!",Food:Comfort & Facilities:Staff
"I stayed here for six nights. The hotel still only has two restaurants open , apart from the high st cafe and the lounge. It has approx half of the rooms open.

On the negative the corridors smell of what seems to be a glue smell . When I got to a third room and three hours later and only then after I had the duty manager get the timber panelled walls wiped down did the smell subside a little, it seemed the dust on the walls was a major contributor to the smell. Even after that I went over to the Runstans market and bought a solid and a spray air freshener, spraying every day made it ok.

Housekeeping is average, skipped topping things up twice and then lost some of my laundry never to be found.

Breakfast in the High Street cafe is good and lookout for Kevin who is service focused , an asset to the team !

The Gym is amazing , over two levels with everything you need and some and because the hotel is only 50% open approx it is not packed, even during the regular hotel morning leak before 8 am.

To sum up staying here was less than average given it is supposed to be a five star Shang. It feels more like a four star traders or less. The GM needs to get his house keeping functioning well rather than focusing on high profile events on a Saturday night, that way the Shang brand may be fulfilled. Oh and please do not reply with a standard reply if you choose to , placating only works if it is followed by action and it is too late for that as I have left.",Cleanliness:Comfort & Facilities:Food
"I stayed at the Shangri-La at the Fort for the first time and was delighted by the room and the service. Great location at the end of High Street just off of 5th Avenue. Most of my meetings were in the area and I was able to walk to most. The only negative was that, being a brand new property, there was still some residual construction going on so there were some noisy periods during the day. Business kept me there through Saturday morning and I must note that the brunch was vast and excellent! It will be interesting to compare the soon to be completed Hyatt once it opens, but the Shang sets a high bar.",Location:Comfort & Facilities
