Opinion,Classification
"i never been to 5 star hotel with a bad experience same as changer-la edsa
bad treatment in reception
faulty elevator in my stay days
smoking smell in the room and the whole way to my room
long time to check in",Cleanliness:Comfort & Facilities
"Greatest tennis courts in Manila. Food's outstanding. Concierge is flawless.
Horizon Club floor is great value. But nearly missed my flight owing to the total lack of assistance by the lobby staff. Susupect collusion with taxi drivers to jack up the price over and above the meter reading. So beware of that. I nearly missed my flight and they didn't care AT ALL.",Staff:Value for money
"My husband had been avoiding this hotel due to the horrendous traffic going to this place as we love down south. However, the lure of the resort like pool, caught our attention.
What was horrific was the partially clogged drainage in our shower room. Good thing they have prompt service although this made us delayed in our tight schedule.
In the end it was still the resort like pool that made our day.",Comfort & Facilities:Cleanliness
"What a welcome treat to be able to stay four nights in a row. After each day's work, it was just great to drop your back to a soft yet sturdy bed with fluffy pillows around you. Although our room had no bath tub, it was made up for by a strong shower that felt like a massage. Each shower was a very relaxing experience. The Samsung Smart TV gave such quality HD images that viewing the movies and news from my bedside was a delight. One morning I walked around the gardens by the poolside. It was so quiet I could hardly believe I was actually right in the midst of a frenzied metropolis. The location is superb as there is a plethora of excellent restaurants within the hotel complex and as soon as you'd step out of the hotel vicinity. The MRT station is also within walking distance that it makes it so easy for one to move from point to another within Metro Manila.",Comfort & Facilities:Location
"We booked 4 nights at the shangri la edsa hotel during our short visit to the Philippines this month. This was my second time to stay in this hotel. The first was more than 5 years ago. It seems like the rooms were just updated. The standard rooms are small, but the property is very well maintained and keeps up with the five star feel. We had a king size bed which was very comfortable. I am all praises to the staff who were very helpful and courteous all the time. We enjoyed several laps in the pool as it was not crowded when we were there. For tourists, the location of the hotel is very convenient as it it walking distance to both shangri la mall and sm megamall so finding a good restaurant or shopping is not a problem. Of course, the hotel is expensive, and with the price that we paid, it did not even come with breakfast. But I think its worth it. The price is still relatively cheaper compared to other shangri la hotels in the country and you get the same excellent service. We consider shangri la edsa hotel one of our favorite hotels in metro manila. Thank you for making our stay memorable. We will be back.",Value for money:Location:Food
"nice experience stayed for 6 nights, upgraded to a suite, which whilst a nice room was on a smoking floor, which the smell seemed to be ingrained in the fabric of the room, which I thought would go away after a night or two. Just a word of warning, it didn't bother me",Comfort & Facilities:Cleanliness
"I stayed at this hotel a while back and have been meaning to write a review. The hotel is stunning, clean, great restaurant and in room dining is also brilliant. The staff are amazing and went out of their way to help. Wish all hotels were like this! Well done Edsa Shangri La :-)",Staff:Food:Cleanliness
"We checked in last Dec 24 around 2PM , we decided to stay for a while in our room before we go out for our Christmas dinner. I noticed that the throw pillow has a mark that looks like a glass rim and upon check it the pillow case has stains. I immediately called the attention of the housekeeping and asked for a replacement. When i pulled out the comforter i was surprised to see a strand of hair. I immediately called up front desk and requested to be transferred it is clear that the room was not clean. The housekeeping manager came to check and she apologize and told me that they will transfer us. see photos below",Staff:Cleanliness
"I had room service ordered in and besides being served delicious and yummy food, the staff was very helpful in preparing and serving them fast as I was rushing for a meeting! Benjie who waited on me, also refilled the very sweet mangoes which came with the fruit platter! Thanks guys!",Staff:Food
"Stayed here with The Wife while attending a conference (13th-16th March 2015). Huge, slightly dated and borderline ostentatious lobby, which can get very full during the weekends. Staff generally polite and helpful. Our check-in was prompt and efficient, although some friends checking-in the day after us (Saturday) experienced delays of a few hours.
Drinks in the lobby lounge can be frightfully expensive, so choose wisely.
Our room was a wee bit small but certainly adequate for the 2 of us. The bathroom was noticeably smaller with no bathtub.
We stayed on the 6th floor (Tower Wing, pool view) but had no issues with any unwelcome noise. The room, while comfortable, wasn't special and lacked some of the amenities and frills found in other Shangri-La hotels, but nothing really to complain about.
We dined the next morning in the Heat restaurant, part of the buffet breakfast package included with our room. We were quite pleased with the service, staff were numerous, polite and helpful.
Food was fairly good with somewhat limited meat and fish options, it all seems to be different varieties of pork. On 2 mornings, the chicken had run out when we got there.
We checked out early, on a Monday morning, so that bit was smooth and quick. We were told that traffic to the airport can be horrendous in the mornings. It wasn't, we reached the airport (T1 NAIA) early and discovered that waiting in the departure area was more horrendous than any Manila traffic jam.
The hotel seems to be a favorite with the locals, it's a venue for weddings and other events. As mentioned earlier, the lobby area can get pretty crowded.
The hotel is next to the Shangri La Plaza, a stylish mall with many high end stores.
It also has good dining options, with a supermarket and money changer in the basement.
Right in front of the hotel is the SM Megamall (there are several SM Malls, this one is popularly known as the Megamall), an apt name indeed.
Tip: This was our first trip to the Philippines, and so we decided on a half-day city tour. We asked several tour operators, and they were charging Peso 2,000 per head, departing from the hotel, for a 4 hour round trip. The tours leave at 8am and 1pm. Unfortunately, both timings were awkward for us.
We instead booked a hotel limo which was ready to go in 15mins, and paid P2300++ for a 3 hour trip. The car was comfortable, our driver Arnold was a lovely chap, and a wonderful tour guide as well. He would stop and wait patiently while we stepped into churches (gorgeous) and parks. We visited the old Spanish quarter, Jose Rizal park and the Bay Area, before stopping for lunch in Makati. It was a very comfortable way to see the city and might be a better option than a formal tour (that would have taken us to the same areas mentioned above).
Back to the EDSA Shangri-La. Good. Maybe even very good. But not one of the greats.
A place to stay if you intend to shop at the nearby malls. Might be good for families too, the pool was very popular with children. Plus the malls are kid friendly.
We would return.",Comfort & Facilities:Food:Staff
"We are currently IN the hotel. There is always something wrong here (third stay). After traveling for 27 hours, we checked in and our room had two double beds. He is 6'5"". Not good when the reservation is for a king. On top of that, we come for work often and have many rooms booked for a week at a time. This trip all the people with us are the execs from the U.S. offices. Not a good start to the week.",Staff:Comfort & Facilities
"This was our third stay at this hotel and our fourth at a Shangri-La. The great service and amenities that brought us back seemed even better than before. Unfortunately for me an old leg injury decided to act up to the point that it impaired my mobility and kept me in a wheel chair for most of our stay. This required the hotel staff to provided additional service and assistance in getting around the hotel. This additional service was not only provided, it was cheerfully exceptional showing genuine concern and care for our well being. The pretty hotel doctor who tended to my needs prescribed that I go easy and get plenty of rest. We couldn't have been in a better place to do this. I spent most of our stay down by the pool enjoying its garden like setting. The pool attendants were always helpful and very friendly. Same goes for the staff at the Heat Restaurant, The Business Center, front desk, the room attendants and the crew of the Concierge, along with great room service all contributed to one of our best hotel experiences.",Staff:Comfort & Facilities:Food
"We had a Four-Day International Pain Convention in this hotel recently and as I stayed in this hotel in the past, I can say that I am really impressed this time because of better service, and well maintained hotel facilities. The Food though is not only Better but the BEST!! Kudos and Hats off to the Chef! The waiters in the Congress venue are also very attentive and polite and even the toilets are cleaned and refreshed every minute. I will definitely stay in this Hotel and I highly recommend it as a venue for Conventions and big Business meetings as the Hotel staff are well trained and very organized.Good Job EDSA Shangri-la!",Food:Staff:Cleanliness
Undoubtedly one of the best hotels in Metro Manila. Have stayed here probably 5 times and have always loved their hospitality. Leaving some minor issues I experienced in their elevator the overall experience was truly amazing as ever. Highly recommended place if you are in Manila,
"5 nights at the edsa Shangri-La and - breakfast fabulous, pool side bar good and a nice place to relax and to eat off the bar menu. Chinese restaurant in the hotel overpriced as are the mini bars in the room. Be careful not to get a room on the 6 floor near the plant room and can be noisy. Close to the Mega Shopping Centre. All in all a good choice for first stay in Manila.",Food:Comfort & Facilities:Location
Was very impressed with this hotel. The room was upgraded to the concierge floor and the room was excellent. Very comfortable great stay. The room had free wifi and beds very comfortable and bathroom very nice. Would stay there again.,Comfort & Facilities
"We just spent an overnight at Shangri-La Edsa but the hotel delivered Great service, great staff, great facilities, quick check in, quick check out. Free wifi all across the hotel. The hotel is across the Plaza mall, so perfect for dining options. Another good Shangri-La stay",Staff
"I had a pre-paid confirmed booking for this hotel via KAYAK. I called the hotel one day before the check-in date to arrange for airport transfer. They tell me that they cannot find my reservation. After I email them my confirmation and several follow up calls, I get an email at 10:24 pm from the hotel (the night before I am due to check in) saying ""We did find the booking order sent to us by the travel agency, however, we regret to inform you that we are unable to process the request as we are booked to capacity for the period requested."" and asking me to change my dates! This is for a CONFIRMED PREPAID booking. I call the hotel immediately but I am told that reservation is now closed and to call back tomorrow. I try explaining that I just received the email so how can the person not be available and I am flying in tomorrow so I need to sort this out, but they just tell me to call back tomorrow. I called KAYAK who had no explanation as to what happened but they agreed to refund my money under the circumstances. It is worth mentioning that same night the hotel showed availability on booking.com for 100$ per night more than what I had booked for. So do yourself a favor and do not book this hotel unless you don't mind being stranded last minute. They apparently have no problem not honoring your reservation if they can get more money for it.",Staff
"As a hotel a great place. But when comparing it to some other 5 star hotels it is just not the full experience hoped for. The rooms are ok, but small and not very stylish. The lounge is nice (especially a compliment for the staff) - but yet again not great. The food is not the best and the chairs are (mostly) regular restaurant chairs. The meeting facilities in the lounge are nice - but only one room is great, all together an average score. Nice but not great.",Comfort & Facilities:Food
"great service all around from staff and management. stayed at clubrooms no complaints clean and nice. comfy beds and breakfast is excellent.
pool is nice and refreshing. great food in all the resto. club lounge is superb.",Food:Comfort & Facilities:Staff
"Being a frequent traveler to the Philippines, I'm been to many of the upscale hotels in the Metro Manila area. EDSA Shangri-La was a big disappointment for me. I stayed there over a month, and never felt like a valued guest. When you stay at Sofitel or Fairmont, for example, there's a level of customer service that you get that Shangri-La doesn't begin to come close to. Additionally, they shortchanged me on the rewards points for my stay and won't do anything about it, even after multiple contacts.

The hotel itself is nice, and the location is good if you need to be near Ortigas or Mandaluyong. If you are like me and enjoy quality customer service (particularly with the price you pay at hotels like this), you may want to look at other options.",Value for money
"Stayed there for wife's birthday getaway without the kids.

The hotel was ok. Has a nice garden and pool area and a nice cafeteria in front of reception.

We dinned at the japanese restaurant which was overpriced, small serving quantities and some dishes not up to par (toro nigiri specifically).",Food:Location
When in Manila the best place to stay for Perfect Comfort is the Edsa Shangri-La. The staff is first class. Great Food ... Great Location (next to Plaza Mall) ... the friendliness of the staff is World Class. The Edsa Shangri-La is simply ... Perfect Comfort and a Perfect Stay.,Location:Staff:Food
"Our room was quite spacious. The hotel granted our request for a room near the elevator. It was a very convenient and short walk to the Shangri-la Plaza Mall and the SM Megamall. I would recommend this hotel to my family and friends. From time to time, they have rate promos eg Book and Buy.",Comfort & Facilities:Location
"Having a one night stay here. We are in a Horizon Club twin room. Our room is large and clean. Comfortable beds and pillows. Lots of bathroom amenities.
Breakfast was on the 14th floor and there was a mixture of buffet and made to order dishes.
Courteous and friendly staff throughout the hotel. Very enjoyable stay. Thanks",Comfort & Facilities:Cleanliness:Food
"As most here I would have rated this property with 4 or 5 stars. The hotel was beautiful and I have never experienced customer service this great.

The room was extremely clean and comfortable. I still miss the shower. The restaurant (a free breakfest was included) is excellent with an incredible range of options.

The hotel is in a good location with the biggest shopping mall I have ever seen across the street.

The only problem was the front desk. My stay was to be billed to our corporate card. The Front Desk was not aware of this and insisted I produce my personal card with the assurance that it would be worked out the next day. I was assured it was corrected the next day. On checkout, however, the Front Desk again was not aware and billed my card (I was there for 2 weeks so this pretty much tapped me out). After many emails back and forth I finally was sent a notice that my account would be credited in a few days. That was on 2/16. It still has not been credited even though the bill was debited to the corporate card. It's been two months now and I don't think I will ever see my money again. The desk clerks were always very polite throughout but....",Staff:Value for money
Beautiful hotel even if we stayed in the garden wing which is the older part. The breakfast buffe was huge and very delicious! Pool area clean and nice temperature in the water. Over all great stay and helpful staff.,Food:Staff:Location
This is good hotel at the center of city. Amenities provided by them are good. Pool is big..all good malls are on walking distance. The breakfast comprises of not only asean but indian food as well. staff is friendly. There is always some or other activiites going on.. I really like live music in lounge.,Food:Location
"My family and I spent 2 nights at the Edsa Shanri-La hotel and were very happy with our stay. We had a corner room which was huge and very comfortable. The bathroom was great and worthy of a 5 star hotel. The location next to 2 of Manila's largest malls can not be beat, you can walk to both malls as compared to sitting in a car and all of the trafffic in Manila. They have a very good pastry shop off of the lobby in case you did not want breakfast which is a huge buffet with foods from around the world. Their Chineese Dim Sum restaurant was excellent and cheaper than what we figured it was going to be. When you add in the quality of service in this hotel it's easy to see why we will be going back the next time we are in Manila.",Food:Location:Comfort & Facilities
"edsa shang is one hotel we often go to and everytime - no miss - the stay is always awesome! friendly and efficient staff, good food, fast and free internet, great facilities! it's a hotel we'd choose to come back to",Food:Staff:Internet
"Just wanted to share to all Tripadvisor readers another excellent trip/experience I had on my recent stay at Shangri-la hotel, Edsa Philippines.
Aside from the main purpose of citing the people and staff who had demonstrated superb service, I also do hope that people who read this might also benefit and be able to compare their experiences with other hotels.

Same as with my previous stays , check-in and check-out was a breeze. Despite the busy reception area, the staff were able to balance and properly manage accommodating the guests so as to minimize waiting time. And even with my previous stay, which was 14 months ago, I was greeted and treated as if they know me really well, and as if I was just there yesterday. Really a surprise. And this was not only at the reception area, but also by some staff at the concierge and breakfast area.

I was escorted to my room and was likewise briefed on the features and operations, of which, I did not expect of learning something new, particularly the video/audio interface connections of the work desk to the TV and bathroom speakers. This was indeed helpful as I do regularly project my laptop to the TV , as well as sometimes play my music while relaxing on the tub.

Quality and variety of breakfast have always been far superior than others. Even with my 3 weeks stay there, I had not grown tired or ran out
dish selection.

One highlight which I won’t forget, was that my birthday ( which was not a big deal for me at this age  ) happen to fall during my stay there.
There was a small birthday cake placed in my room the night before my birthday. And I thought that was it, but I was wrong.
On the day of my birthday, when I came down to grab some breakfast, I was greeted by the host with a “happy birthday, sir!”, which I was indeed surprised and impressed on how Shangri-la manage this.
Later in the day, my door bell rang, and when I opened it, four pretty Guest Relations damsels sang a customized happy birthday song to me.
I have posted a photo, but pardon the “smiley” as Im a shy person.
This is one birthday that I will not forget.
I learned later, while talking with Ms. Joy, Guest Relations Manager, that these activities were initiated and orchestrated by Ms. Vianny, their Guest Relations
Supervisor. I also learned that it was Ms. Vianny who arranged my room reservations and ensured that everything was in order prior my arrival.
Thank you, it’s a job well done !

I also would like to commend the ffg Shangri-la staff who had made my stay really enjoyable and rewarding. Ms Joy, Nicole, Juki, Mitch, Princess, Eunice, Cookie of Guest Relations. Ayen, April, Haidee, and George the mole, of Heat restaurant. And last but not the least, the very courteous Concierge guys, Manny, Carl, and Randy.

I have likewise recommended to one of my business guest, also a foreigner, to stay at Shangri-la, Edsa, and he too was impressed on the service that was provided to him. He said that with all the hotels he had stayed at in Asia, this was so far the best, and would be recommending Shangri-la, Edsa hotel to their colleagues as well.
Again, a thank you to Shangri-la management and staff for not letting me down on my recommendations.

Looking forward to my next stay there, my home, away from home.",Staff:Food
"just had 7 night stay at EDSA SGL, firstly check in and out was 1st class service as was the service throughout the hotel, but especially the pool attendants who exceeded expectations.
I was comparing this hotel with the Marriott in pasay near airport.
The room was good and comfortable, but bathroom a little small with bath and shower in one.

Sadly the food was the main thing that was disappointing, even though this is not a western chain hotel like the Marriott, it did not live up to my expectations. Breakfast in heat was lacking in choice of bread and western style food, no mushrooms grilled tomatoes or fried potatoes/ hash brown.
Dinner also in heat was lacking, no salad bar to talk of, again not a lot of western choice, or fresh fruit.

I had one dinner at paparazzi, the quality was good, I had the ribeye, well over priced with a tiny amount of potato and vegetables with it. After I had to go to the bakeshop to fill up as was still hungry, not good after paying p3500 for one main course and one beer.
We are due to return to ESL on Friday 27th. On a pre paid booking for 2nights, but on future visits,though the swimming pool area is better than the Marriott will return to the Marriott as food is far superior.
I would still recommend this hotel, it just depends on your priorities, as this revue is based on ours. 3 in our party, husband wife and 5 yr old son",Food:Comfort & Facilities:Value for money
Normally I would rate a shangri-la property excellent but not this case...I think edsa shangri-la needs a wake up call they have been too complacent thinking they are one of the top hotels which is wrong because everyday should be a challenge to please customers... The room had an old smell to it like it wasn't use for so long. The aircon was facing downwards to the bed. The bathroom was missing some amenities that you would usually find in other five star hotels for less price. The food at the HEAT needs improvement on quality and selection also.,Comfort & Facilities:Value for money:Cleanliness
"I stay in this place some time ago still I keep a good memory.
The hotel is located in a really good spot , close the shopping malls just a couple meters.

Service is highest possible, the staff is just surprisingly good and professional.

Rooms are clean like never seen before, fresh not out dated .

Clam and nice smell al around to suit the traveller.

I would recommend for business as much for a tourist stay.",Location:Cleanliness:Food
"This hotel is the usual venue for conventions and conferences, and its perfect for such activities as they have large ballrooms and many other function rooms. The service is the usual 5-Star Rating where Shangri-La is known for. However, I couldn't help but notice that they weren't entirely spot on... Like they forgot to place complimentary fruits in my room. However, the Breakfast Buffet is quite Satisfying.. Well, HEAT is well known for this. It's just a short walk to the massive SM megamall and Shangri-la Mall, plenty of restos there. Comfortable beds, simple yet elegant bathrooms. The best service they have is the High speed internet service :-)",Comfort & Facilities:Food
"Being adjacent to a big mall with plenty food options and convenient for grocery, it is quite handy for family with travel with kids. Staffs are friendly and you can tell they are always ready to serve you.",Staff:Food
We had a breakfast buffet at HEAT restaurant yesterday and we are so disappointed on how you treat Philam VIP customer. You asked for my mother's senior ID to have it photocopied but you did not return. We only found out when we were already home and I called immediately to report this. And your response is just for us to go back there and personally get the senior ID. It is your responsibility to return any document you asked from your customers.,Staff:Food
"I stayed here for 3 nights while on work earlier this month. The Edsa Shangri-La is convenient located, being right near a big mall (with plenty of food options, etc.), close to the MRT, and on Edsa, the main road running from near the airport all the way into Quezon City.

Service was excellent; staff were courteous and helpful. Free wifi was included. Internet speeds were good, and the breakfast buffet was superb. The rooms themselves are good; clean and reasonably appointed with reasonable amenities.

Overall, a very good hotel, and I will certainly consider staying here again on future visits.",Location:Food:Internet
"I seldom plan or book my family for a vacation. It is usually my wife who takes charge of everything. But come Valentine's day and I pick up the phone and booked ourselves for an overnight stay at Edsa Shangri-la two weeks before valentine's. From booking till the day we arrived at the hotel till we left, we never encountered any problem. The staffs are courteous and very accomodating, the amenities esp the room, the pool, everything, really exceeded our expectations! Thank you so much to all of you at Edsa Shang! We will be back soon with the whole family!",Staff:Comfort & Facilities
"We stayed here for 8 nights . Our room was ok but rather small with only a shower - the first Shangri La we have stayed in with no bath ? The hotel has a good selection of restaurants and as other reviewers have said is connected to 2 malls which have a dazzling array of shops/supermarkets/restaurants . The pool is very good but is very shaded most of the day . The gym is very well equipped and the staff are lovely - big shout out to Manny who looked after us so well ! We had use of the Horizon club lounge and would recommend this to anyone - the food was good and varied and the drinks were some of the best we have had in the many lounges we have been in . Our only gripe would be that we were asked our room number at breakfast and in the evening for our whole stay ?
The only criticism we would have about this hotel is that they allow people to smoke outside the doors leading to the pool and gym - they had a confererance on when we were there and we had to fight our way through about 25 people and an enormous smoke cloud - not the healthiest start to the day ?",Food:Comfort & Facilities
"I can't say enough about the excellent service I received from this hotel, especially the staff. They have some very hard working people over there and everyone of them goes overboard to please me as a guest. It's expensive but worth every penny.",Staff:Value for money
"Stayed at the shangri la on a business trip and the stay was fantastic. The staff were very helpful and friendly, Breakfast in the morning was amazing with the variety of food available the best i have seen. Pool area was nice and clean and very relaxed. The Gym was getting refitted but the temporary Gym was really nice with a lot of equipment to use, the complimentary water was a nice touch. The spa was also fantastic with the staff in the spa nice and friendly.",Staff:Food:Comfort & Facilities
"Stayed for 2 nights for business. I opted for the Value Rate Package"" costingPHP 2,800 per night (USD 70) giving me:
• Complimentary Buffet Breakfast
• Roundtrip Airport limousine transfers
• Unlimited laundry, pressing and dry-cleaning
• Broadband Internet Access
• Free local landline calls
• IDD calls & faxes at cost
• 6pm late check-out
This was a great deal - dry-cleaning and laundry was great as was the airport limo + breakfast.

It will be great to see the renovated fitness center - but still the temporary one is not bad. Note there is a spinning bike with SPD pedals so if you are biking at home you might want to bring your SPD shoes with you.

Breakfast was great: large selection.

Notice that there is a large shopping center next door - if you forgot anything you can most likely get it there.",Value for money:Comfort & Facilities:Food
"we had a pleasant stay at edsa shangrila manila. Their staff are courteous and respectful.Breakfast at The Heat of the hotel had several selections from filipino and other asian foods as well as to continental ones.
,",Food:Staff
Excellent experience and very accommodating staff. A well deserve vacation and business travel. Hotel is very Accessible to any destination. Rooms is very cozy and the bed is awesome! If your planning for stay-cation Edsa Shangri-la is the best place for you! In room service is excellent! Pool and other amenities are Very well maintained! A pLace to Have Fun!,Comfort & Facilities:Location
"Edsa Shangri-La is located in a clean part of Manila and in the middle of all the shopping and eating locations. Right next to the hotel are two large malls, if you do want to spend less you can visit Green-hills shopping centre for some great Local bargains (20 mins in taxi).
As I followed UK time whilst in Manila the room service was spot, my room was cleaned daily at 7pm so cleaners didn't disturb my sleep and food was available any time I wanted.
The staff were all very nice from the guards outside to concierge, and to the guy at the elevators.
Garden Suite has a business lounge on the 14th floor, which is great for meetings or if you just want to eat/relax.
I would recommend visiting Taal Volcano if you get some down time, it`s only 2 hours from hotel & a great day trip.",Location:Comfort & Facilities:Food
"I love this hotel but I hope the Management is working on getting back the L'Occitane amenities as that was part of the beauty of this hotel and service. What is currently being offered is not of good quality, very strong unpleasant smell and the skin gets dry.",Cleanliness:Comfort & Facilities
"The rooms are newly renovated and quite nice, especially the new bathrooms in the tower wing.
Breakfast has improved somewhat.
The healthclub has improved significantly what with CHI the spa rooms now being part of the healthclub facilities.
Toiletries were better before.
Customer service as usual is tops. Kudos to Apple at the swimming pool.
Garden wing rooms with separate single beds are a bit better with a sofa bed.",Comfort & Facilities
"Since this hotel is newly renovated the rooms are awesome and amenities are great. You can enjoy your own private spa service in your room or at Chi spa that really relaxes you to sleep. Or go tire yourself in the very nice swimming pool or the great gym they have. The buffet btreakfast at the Heat restaurant is great. I suggest you eat a bit late- sort of a ""brunch"" that way you save at the same time really enjoy the variety of good food. We had diner at Senju restaurant where we partook of wagyu steak and whoaw!! Very delicious and fullfilling. I was really full cause of the big serving with great taste. Never mind the price the taste makes you feel good anyway hehe! At daytime you can go strolling in the adjacent edsa shangrila mall with the high end shops or go on a budget in the nearby SM megamall. Go eat whatever you want from economy meals to the most sophisticated ones. If you have the means then go! pamper yourselves!",Food:Comfort & Facilities
"I stayed at the hotel for a convention held at the hotel, and the room was very well equipped with all that a business traveller could require.
Room service was very good, wide choice of meals and punctual delivery.",Staff:Food
